"","Accuracy","Kappa","AccuracyLower","AccuracyUpper","AccuracyNull","AccuracyPValue","McnemarPValue"
"rlogBlind",0.892828270974724,0.740494668595067,0.661710672352986,0.981156719382026,0.624668322608826,0.0749097083677631,NA
"rlog",0.892828270974724,0.740494668595067,0.661710672352986,0.981156719382026,0.624668322608826,0.0749097083677631,NA
"vstBlind",0.882995299471272,0.743896840713204,0.647444773216411,0.9802726928339,0.624668322608826,0.116891250810376,0.762679220304313
"vst",0.882995299471272,0.743896840713204,0.647444773216411,0.9802726928339,0.624668322608826,0.116891250810376,0.762679220304313
