"","Accuracy","Kappa","AccuracyLower","AccuracyUpper","AccuracyNull","AccuracyPValue","McnemarPValue"
"rlogBlind",0.872784199443238,0.735396524626773,0.635451294371595,0.975384899469932,0.624668322608826,0.0916794936082474,0.518256780450753
"rlog",0.872784199443238,0.735396524626773,0.635451294371595,0.975384899469932,0.624668322608826,0.0916794936082474,0.518256780450753
"vstBlind",0.816972755187858,0.613275871963159,0.569559451474491,0.949770191670972,0.624668322608826,0.154008623671999,0.286161301687416
"vst",0.832503732389316,0.650347469162768,0.592255926351674,0.952497844746394,0.624668322608826,0.152364359178868,NA
