"","Accuracy","Kappa","AccuracyLower","AccuracyUpper","AccuracyNull","AccuracyPValue","McnemarPValue"
"rlogBlind",0.906259982919022,0.693030468287867,0.676084846692294,0.990207986816884,0.624668322608826,0.114568044067256,0.653000081457969
"rlog",0.939147385371641,0.876776524367281,0.72080337104763,0.995010731715211,0.624668322608826,0.0206697100889418,NA
"vstBlind",0.891767229295834,0.666635703340905,0.661538240360039,0.980396098206895,0.624668322608826,0.117614684988201,NA
"vst",0.959191456903127,0.917283872241973,0.751717795193739,0.995824373464361,0.624668322608826,0.0196754203505083,NA
