"","Sensitivity","Specificity","Pos.Pred.Value","Neg.Pred.Value","Precision","Recall","F1","Prevalence","Detection.Rate","Detection.Prevalence","Balanced.Accuracy"
"rlogBlind",0.889069264069264,0.803030303030303,0.941025641025641,NA,0.941025641025641,0.889069264069264,0.906359381359381,0.527753329812826,0.477198198021997,0.520383083312145,0.846049783549784
"rlog",0.964015151515151,0.92550505050505,0.911111111111111,0.964015151515151,0.911111111111111,0.964015151515151,0.934354152288935,0.527753329812826,0.509722140729006,0.552543566273543,0.944760101010101
"vstBlind",0.925054112554113,0.744949494949495,0.874791874791875,NA,0.874791874791875,0.925054112554113,0.894571656413762,0.527753329812826,0.495229387105817,0.570938215102975,0.835001803751804
"vst",0.964015151515151,0.955808080808081,0.945496632996633,0.970959595959596,0.945496632996633,0.964015151515151,0.954211229946524,0.527753329812826,0.511735023176671,0.536525259637388,0.959911616161616
