"","Sensitivity","Specificity","Pos.Pred.Value","Neg.Pred.Value","Precision","Recall","F1","Prevalence","Detection.Rate","Detection.Prevalence","Balanced.Accuracy"
"rlogBlind",0.912878787878788,0.871212121212121,0.928240740740741,0.924801587301587,0.928240740740741,0.912878787878788,0.916516461657127,0.527753329812826,0.486457457281256,0.526081089010151,0.892045454545455
"rlog",0.948863636363636,0.919372294372294,0.925553613053613,0.944372294372294,0.925553613053613,0.948863636363636,0.936237373737374,0.527753329812826,0.502475763917411,0.542246083436015,0.934117965367966
"vstBlind",0.868235930735931,0.957070707070707,0.953703703703704,0.858856421356421,0.953703703703704,0.868235930735931,0.901301880841523,0.527753329812826,0.462852132188517,0.486116815636267,0.912653318903319
"vst",0.886363636363636,0.984848484848485,0.976190476190476,0.922771672771673,0.976190476190476,0.886363636363636,0.926190476190476,0.527753329812826,0.478172856891392,0.486944786715954,0.935606060606061
