"","ENSG00000049768","ENSG00000094963","ENSG00000096696","ENSG00000100448","ENSG00000100985","ENSG00000103037","ENSG00000115423","ENSG00000124107","ENSG00000128596","ENSG00000133063","ENSG00000134121","ENSG00000152583","ENSG00000159899","ENSG00000165138","ENSG00000172232","ENSG00000175445","ENSG00000178038","ENSG00000179593","ENSG00000184206","ENSG00000196081","ENSG00000196533","ENSG00000196634","ENSG00000197457","ENSG00000198178","ENSG00000213160","ENSG00000228486","ENSG00000229391","ENSG00000229807","ENSG00000230063","ENSG00000239219","ENSG00000254977","ENSG00000268632","ENSG00000269161","cancer_type"
"VU443-1-GBM-WT",-0.504199158802513,-0.449923050943037,-0.509007746483544,1.89629617785125,0.540423411026231,0.83464804027071,-0.444045139577054,0.331510360928211,-0.485615337411217,-0.455608707943101,-0.450672281864098,1.38118943138157,-0.440006424941422,-0.454939538219349,1.09259163885778,2.51258086692739,-0.534776723349047,-0.322196680607796,-0.539968773308945,-0.49097363589531,-0.449906669511745,-0.409772550488234,-0.554915624009196,-0.62450063710455,-0.539644491494582,-0.46163066697826,0.00526067636820015,-0.593162743880469,-0.42753600107755,2.60350731869394,-0.504940112708961,-0.64539099472072,-0.578334879178989,"GBM"
"VU445-1-GBM-WT",-0.504199158802513,0.824872895636259,-0.509007746483544,-0.458621758446677,0.68444224648894,-0.502861327644112,-0.444045139577054,-0.645637629311048,-0.485615337411217,3.22673692935925,-0.450672281864098,-0.491195230546261,-0.440006424941422,-0.454939538219349,0.795513011155606,-0.445254053804432,-0.534776723349047,-0.322196680607796,-0.539968773308945,-0.49097363589531,-0.449906669511745,-0.409772550488234,-0.554915624009196,-0.62450063710455,-0.539644491494582,-0.46163066697826,0.408820413223329,-0.593162743880469,-0.42753600107755,-0.518681577919484,-0.504940112708961,-0.64539099472072,-0.578334879178989,"GBM"
"VU454-1-GBM-WT",-0.504199158802513,1.02011014445865,1.60751435918614,-0.458621758446677,2.31697147622108,-0.502861327644112,-0.444045139577054,0.0610254717479346,-0.485615337411217,-0.455608707943101,-0.450672281864098,0.0683781896300853,1.22397051791586,-0.454939538219349,-0.447146324040723,3.17953691186676,0.0243727025714873,2.05729679247855,0.242916709564119,-0.49097363589531,0.194556253932213,0.955765303428468,0.487667649237,-0.62450063710455,-0.539644491494582,-0.46163066697826,0.215790960585584,-0.593162743880469,-0.42753600107755,0.798760512381662,-0.504940112708961,-0.64539099472072,-0.578334879178989,"GBM"
"VU456-1-GBM-WT",-0.504199158802513,-0.449923050943037,-0.509007746483544,-0.458621758446677,-0.517658494399999,-0.502861327644112,-0.444045139577054,1.59182814033342,-0.485615337411217,0.580976658830937,-0.450672281864098,-0.491195230546261,-0.440006424941422,-0.454939538219349,-0.447146324040723,0.493132441460985,-0.534776723349047,1.27197966662642,-0.539968773308945,-0.49097363589531,0.890726731900125,1.5984232700043,-0.554915624009196,-0.62450063710455,1.34528798817942,0.94269419505641,-0.682857600949436,-0.593162743880469,-0.42753600107755,3.50466486084118,0.839398332538791,0.346649304345337,-0.578334879178989,"GBM"
"VU468-1-GBM-WT",-0.504199158802513,-0.449923050943037,0.439263259428758,-0.458621758446677,-0.517658494399999,-0.502861327644112,1.23454883506512,-0.645637629311048,-0.485615337411217,-0.455608707943101,-0.450672281864098,3.17318042710905,-0.440006424941422,1.20538255615357,-0.447146324040723,1.69180144366512,-0.534776723349047,-0.322196680607796,-0.539968773308945,-0.49097363589531,-0.449906669511745,-0.409772550488234,-0.554915624009196,-0.62450063710455,-0.539644491494582,-0.46163066697826,-0.682857600949436,0.0575651843530621,-0.42753600107755,0.904734276388456,-0.504940112708961,-0.64539099472072,-0.578334879178989,"GBM"
"GBM-471",-0.504199158802513,-0.449923050943037,-0.509007746483544,-0.458621758446677,-0.517658494399999,-0.502861327644112,-0.444045139577054,1.35268830157097,-0.485615337411217,2.01399783526632,-0.450672281864098,-0.491195230546261,0.69330818068984,-0.454939538219349,1.52677840674504,-0.445254053804432,-0.534776723349047,-0.322196680607796,-0.539968773308945,-0.49097363589531,-0.449906669511745,2.9649039450635,-0.554915624009196,-0.62450063710455,-0.539644491494582,-0.46163066697826,-0.682857600949436,-0.0534104945757727,-0.42753600107755,2.3369961788993,-0.504940112708961,-0.64539099472072,-0.578334879178989,"GBM"
"GBM-475",-0.504199158802513,-0.449923050943037,-0.509007746483544,-0.458621758446677,-0.517658494399999,-0.502861327644112,-0.444045139577054,-0.645637629311048,-0.485615337411217,-0.455608707943101,-0.450672281864098,2.44400528329432,-0.440006424941422,-0.454939538219349,-0.447146324040723,-0.445254053804432,-0.534776723349047,-0.322196680607796,-0.539968773308945,-0.49097363589531,-0.449906669511745,-0.409772550488234,-0.554915624009196,-0.62450063710455,-0.539644491494582,-0.46163066697826,-0.682857600949436,-0.593162743880469,-0.42753600107755,1.40223643640595,-0.504940112708961,-0.64539099472072,-0.578334879178989,"GBM"
"GBM-476",-0.504199158802513,-0.449923050943037,-0.509007746483544,-0.458621758446677,-0.517658494399999,-0.502861327644112,-0.444045139577054,-0.645637629311048,-0.485615337411217,-0.455608707943101,-0.450672281864098,-0.491195230546261,-0.440006424941422,-0.454939538219349,-0.447146324040723,0.500839294139566,0.297368741780069,2.54474404642214,-0.539968773308945,-0.49097363589531,-0.449906669511745,1.91981401630666,-0.554915624009196,-0.62450063710455,-0.539644491494582,-0.46163066697826,-0.682857600949436,1.16010713835648,-0.42753600107755,-0.518681577919484,0.850439218570241,-0.64539099472072,-0.578334879178989,"GBM"
"GBM-480",-0.504199158802513,-0.449923050943037,-0.509007746483544,0.666769887002135,4.56477468930905,-0.502861327644112,-0.444045139577054,3.21855507656982,-0.485615337411217,0.511494686068999,-0.450672281864098,-0.491195230546261,-0.440006424941422,-0.454939538219349,1.08201217428935,3.09795942202869,-0.534776723349047,4.8412990179276,0.53819615671851,-0.49097363589531,-0.449906669511745,1.74913298451161,0.462005706976592,1.72959529194522,-0.539644491494582,-0.46163066697826,1.17857779102712,-0.593162743880469,1.52072271622248,-0.518681577919484,-0.504940112708961,0.280153172673165,-0.578334879178989,"GBM"
"GBM-484",-0.504199158802513,3.09206828695017,-0.509007746483544,-0.458621758446677,-0.517658494399999,-0.502861327644112,-0.444045139577054,-0.0115407913006651,-0.485615337411217,-0.455608707943101,-0.450672281864098,2.60742412140668,0.543670566303921,-0.454939538219349,-0.447146324040723,4.25949596188975,-0.534776723349047,-0.322196680607796,-0.539968773308945,-0.49097363589531,-0.449906669511745,-0.409772550488234,1.0566247250866,-0.62450063710455,0.610458294167107,-0.46163066697826,0.804484159489068,-0.593162743880469,-0.42753600107755,-0.518681577919484,-0.504940112708961,-0.64539099472072,0.600190635686328,"GBM"
"GBM-485",-0.504199158802513,1.23526377491212,-0.509007746483544,-0.458621758446677,-0.517658494399999,-0.502861327644112,-0.444045139577054,-0.645637629311048,0.613542958026273,-0.455608707943101,-0.450672281864098,-0.491195230546261,-0.440006424941422,-0.454939538219349,-0.447146324040723,1.82148369263281,-0.534776723349047,-0.322196680607796,-0.539968773308945,1.66680027178655,-0.449906669511745,-0.409772550488234,-0.554915624009196,-0.62450063710455,-0.539644491494582,-0.46163066697826,-0.682857600949436,-0.593162743880469,-0.42753600107755,1.42847457459716,-0.504940112708961,0.34979979192825,-0.578334879178989,"GBM"
"GBM-486",-0.504199158802513,1.73264922812124,-0.509007746483544,4.11691069766153,4.08520311888318,-0.502861327644112,-0.444045139577054,4.12978967927416,1.96289286483115,4.81970311853911,-0.450672281864098,-0.491195230546261,-0.440006424941422,-0.454939538219349,4.94432796902609,1.88938495226955,0.780826303447611,5.71517699137046,-0.539968773308945,-0.49097363589531,-0.449906669511745,-0.409772550488234,-0.554915624009196,-0.62450063710455,-0.539644491494582,-0.46163066697826,-0.201150590975428,-0.593162743880469,-0.42753600107755,1.04067451344711,-0.504940112708961,1.82273486757851,1.21159688350154,"GBM"
"GBM-499",-0.504199158802513,-0.449923050943037,-0.509007746483544,-0.458621758446677,-0.517658494399999,-0.502861327644112,-0.444045139577054,0.0269397457261971,-0.485615337411217,0.698301745764946,-0.450672281864098,-0.491195230546261,-0.440006424941422,0.814396735976109,1.04518359637056,-0.445254053804432,-0.534776723349047,0.709528155120557,-0.539968773308945,-0.49097363589531,-0.449906669511745,-0.409772550488234,-0.554915624009196,-0.62450063710455,-0.539644491494582,-0.46163066697826,-0.682857600949436,-0.593162743880469,-0.42753600107755,-0.518681577919484,-0.504940112708961,-0.64539099472072,-0.578334879178989,"GBM"
"GBM-505",-0.504199158802513,0.532899983986283,-0.509007746483544,-0.458621758446677,-0.517658494399999,-0.502861327644112,-0.444045139577054,0.818218960903569,-0.485615337411217,-0.455608707943101,-0.450672281864098,-0.491195230546261,-0.440006424941422,-0.454939538219349,-0.447146324040723,-0.445254053804432,-0.534776723349047,-0.322196680607796,-0.539968773308945,-0.49097363589531,-0.449906669511745,1.24586647737231,-0.554915624009196,-0.62450063710455,-0.539644491494582,-0.46163066697826,-0.682857600949436,-0.593162743880469,-0.42753600107755,1.43448557327882,-0.504940112708961,-0.64539099472072,-0.578334879178989,"GBM"
"HD-1",1.50995122255241,-0.449923050943037,-0.509007746483544,1.91550134947529,0.470944909116794,0.746821051928891,-0.444045139577054,2.34308547403418,-0.485615337411217,-0.455608707943101,-0.450672281864098,-0.491195230546261,1.28875729194691,-0.454939538219349,1.30885641085353,-0.445254053804432,-0.534776723349047,-0.322196680607796,1.91168988169212,-0.49097363589531,3.62805865538734,-0.409772550488234,-0.554915624009196,0.67725617608075,1.48160433737859,0.608030532347785,2.95095324077994,-0.593162743880469,0.874513359597227,-0.518681577919484,-0.504940112708961,-0.64539099472072,-0.578334879178989,"HC"
"HD-2-1",-0.504199158802513,-0.449923050943037,-0.509007746483544,-0.458621758446677,1.12144850432541,-0.502861327644112,-0.444045139577054,-0.645637629311048,3.29607048152931,-0.455608707943101,-0.450672281864098,-0.491195230546261,-0.440006424941422,-0.454939538219349,0.757661528575575,-0.445254053804432,-0.534776723349047,0.850681605447864,1.96534728680667,-0.49097363589531,-0.449906669511745,-0.409772550488234,-0.554915624009196,0.465053490241004,2.76829868443264,-0.46163066697826,1.85037633959868,0.974740248863627,1.10747649376494,-0.518681577919484,1.88763428387558,0.61001850245322,0.842732652278141,"HC"
"HD-3-1",-0.504199158802513,-0.449923050943037,-0.509007746483544,-0.458621758446677,-0.517658494399999,-0.502861327644112,-0.444045139577054,-0.645637629311048,-0.485615337411217,0.721927151507608,-0.450672281864098,-0.491195230546261,-0.440006424941422,-0.454939538219349,-0.447146324040723,-0.445254053804432,-0.534776723349047,-0.322196680607796,1.30822040474761,2.91419351331,-0.449906669511745,-0.409772550488234,-0.554915624009196,2.48742409527651,0.70522939086173,-0.46163066697826,2.23605286408773,1.12134015610295,-0.42753600107755,-0.518681577919484,1.64505599728844,0.481542747172563,1.61152283148509,"HC"
