"","ENSG00000049768","ENSG00000094963","ENSG00000096696","ENSG00000100448","ENSG00000100985","ENSG00000103037","ENSG00000115423","ENSG00000124107","ENSG00000128596","ENSG00000133063","ENSG00000134121","ENSG00000152583","ENSG00000159899","ENSG00000165138","ENSG00000172232","ENSG00000175445","ENSG00000178038","ENSG00000179593","ENSG00000184206","ENSG00000196081","ENSG00000196533","ENSG00000196634","ENSG00000197457","ENSG00000198178","ENSG00000213160","ENSG00000228486","ENSG00000229391","ENSG00000229807","ENSG00000230063","ENSG00000239219","ENSG00000254977","ENSG00000268632","ENSG00000269161","cancer_type"
"VU280-GBM",-0.504199158802513,-0.449923050943037,-0.509007746483544,-0.458621758446677,-0.517658494399999,-0.502861327644112,0.713633740767569,-0.645637629311048,-0.485615337411217,-0.455608707943101,-0.450672281864098,-0.491195230546261,-0.440006424941422,-0.454939538219349,-0.447146324040723,0.497084348193553,-0.534776723349047,0.989406083248274,-0.539968773308945,-0.49097363589531,-0.449906669511745,-0.409772550488234,4.44371025480668,-0.62450063710455,-0.539644491494582,-0.46163066697826,0.991298560534572,-0.593162743880469,-0.42753600107755,-0.518681577919484,-0.504940112708961,-0.64539099472072,-0.578334879178989,"GBM"
"VU284-GBM-vIII",-0.504199158802513,2.07708673291292,-0.509007746483544,0.223297470869209,0.216407282987623,-0.502861327644112,-0.444045139577054,-0.645637629311048,-0.485615337411217,-0.455608707943101,-0.450672281864098,1.10382332014318,-0.440006424941422,-0.454939538219349,-0.447146324040723,2.36720894332195,-0.534776723349047,1.14545049368982,-0.539968773308945,-0.49097363589531,0.61999523919934,-0.409772550488234,-0.554915624009196,-0.62450063710455,-0.539644491494582,-0.46163066697826,-0.682857600949436,-0.593162743880469,-0.42753600107755,1.03037472293621,-0.504940112708961,-0.64539099472072,-0.578334879178989,"GBM"
"VU306-GBM-vIII",-0.504199158802513,-0.449923050943037,-0.509007746483544,-0.458621758446677,-0.517658494399999,-0.502861327644112,-0.444045139577054,1.97212268258556,-0.485615337411217,-0.455608707943101,-0.450672281864098,-0.491195230546261,-0.440006424941422,-0.454939538219349,-0.447146324040723,-0.445254053804432,-0.534776723349047,-0.322196680607796,-0.539968773308945,-0.49097363589531,3.51980980636352,3.75135226438294,-0.554915624009196,-0.62450063710455,-0.539644491494582,-0.46163066697826,-0.682857600949436,-0.593162743880469,-0.42753600107755,-0.518681577919484,-0.504940112708961,-0.64539099472072,-0.578334879178989,"GBM"
"VU360-GBM-WT",-0.504199158802513,-0.449923050943037,-0.509007746483544,-0.458621758446677,-0.517658494399999,-0.502861327644112,-0.444045139577054,1.5978566245468,-0.485615337411217,-0.455608707943101,-0.450672281864098,-0.491195230546261,-0.440006424941422,-0.454939538219349,-0.447146324040723,-0.445254053804432,-0.534776723349047,-0.322196680607796,-0.539968773308945,-0.49097363589531,-0.449906669511745,-0.409772550488234,-0.554915624009196,-0.62450063710455,-0.539644491494582,-0.46163066697826,-0.682857600949436,-0.593162743880469,-0.42753600107755,-0.518681577919484,-0.504940112708961,-0.64539099472072,-0.578334879178989,"GBM"
"VU372-GBM-vIII",-0.504199158802513,-0.449923050943037,-0.509007746483544,-0.458621758446677,1.90145100904772,-0.502861327644112,-0.444045139577054,0.736853764640642,-0.485615337411217,-0.455608707943101,-0.450672281864098,2.67539517644083,-0.440006424941422,-0.454939538219349,-0.447146324040723,-0.445254053804432,-0.534776723349047,-0.322196680607796,-0.539968773308945,-0.49097363589531,-0.449906669511745,-0.409772550488234,-0.554915624009196,-0.62450063710455,-0.539644491494582,-0.46163066697826,-0.682857600949436,-0.593162743880469,-0.42753600107755,1.73019392343955,-0.504940112708961,-0.64539099472072,-0.578334879178989,"GBM"
"VU378-GBM",-0.504199158802513,0.632136421730935,-0.509007746483544,3.84040060812253,0.316664104948452,-0.502861327644112,-0.444045139577054,1.19455176189646,-0.485615337411217,0.86858320816265,-0.450672281864098,-0.491195230546261,-0.440006424941422,-0.454939538219349,1.79675551793261,-0.445254053804432,-0.534776723349047,-0.322196680607796,-0.539968773308945,0.311275074267537,0.160357579778702,1.08169018590173,-0.554915624009196,-0.62450063710455,-0.539644491494582,-0.46163066697826,-0.682857600949436,-0.593162743880469,-0.42753600107755,3.50800078352506,-0.504940112708961,-0.64539099472072,-0.578334879178989,"GBM"
"VU383Platelet-hiseq",-0.504199158802513,-0.449923050943037,-0.509007746483544,3.52932578364962,-0.517658494399999,-0.502861327644112,-0.444045139577054,2.80540595211056,-0.485615337411217,-0.455608707943101,-0.450672281864098,-0.491195230546261,-0.440006424941422,-0.454939538219349,-0.447146324040723,-0.445254053804432,-0.534776723349047,-0.322196680607796,-0.539968773308945,-0.49097363589531,-0.449906669511745,5.47639510218247,-0.554915624009196,-0.62450063710455,-0.539644491494582,-0.46163066697826,-0.682857600949436,-0.593162743880469,-0.42753600107755,-0.518681577919484,-0.504940112708961,-0.64539099472072,-0.578334879178989,"GBM"
"VU393-GBM-vIII",-0.504199158802513,3.50207088927543,-0.509007746483544,-0.458621758446677,-0.517658494399999,-0.502861327644112,-0.444045139577054,-0.645637629311048,-0.485615337411217,-0.455608707943101,-0.450672281864098,-0.491195230546261,-0.440006424941422,-0.454939538219349,-0.447146324040723,-0.445254053804432,-0.534776723349047,-0.322196680607796,-0.539968773308945,-0.49097363589531,-0.449906669511745,-0.409772550488234,-0.554915624009196,-0.62450063710455,-0.539644491494582,-0.46163066697826,-0.682857600949436,-0.593162743880469,-0.42753600107755,2.08826332391575,-0.504940112708961,-0.64539099472072,-0.578334879178989,"GBM"
"VU394Platelet-hiseq",-0.504199158802513,4.30710919458455,-0.509007746483544,-0.458621758446677,-0.517658494399999,-0.502861327644112,-0.444045139577054,-0.645637629311048,-0.485615337411217,-0.455608707943101,-0.450672281864098,2.19670664298994,-0.440006424941422,-0.454939538219349,-0.447146324040723,-0.445254053804432,-0.534776723349047,-0.322196680607796,-0.539968773308945,-0.49097363589531,-0.449906669511745,-0.409772550488234,-0.554915624009196,-0.62450063710455,-0.539644491494582,-0.46163066697826,-0.376968969092414,-0.593162743880469,-0.42753600107755,-0.518681577919484,-0.504940112708961,-0.64539099472072,-0.578334879178989,"GBM"
"VU398-GBM",-0.504199158802513,-0.449923050943037,-0.509007746483544,-0.458621758446677,-0.517658494399999,1.96212780472046,-0.444045139577054,-0.645637629311048,-0.485615337411217,-0.455608707943101,-0.450672281864098,1.94555462470834,-0.440006424941422,-0.454939538219349,-0.447146324040723,-0.445254053804432,-0.534776723349047,-0.322196680607796,-0.539968773308945,-0.49097363589531,-0.449906669511745,-0.409772550488234,-0.554915624009196,-0.62450063710455,-0.539644491494582,-0.46163066697826,-0.682857600949436,-0.593162743880469,-0.42753600107755,-0.518681577919484,-0.504940112708961,-0.64539099472072,-0.578334879178989,"GBM"
"VU402-2-GBM",-0.504199158802513,-0.449923050943037,-0.509007746483544,-0.458621758446677,1.14033207960966,-0.502861327644112,-0.444045139577054,0.748259562530054,-0.485615337411217,1.25111170357061,-0.450672281864098,0.868787875550235,-0.440006424941422,-0.454939538219349,0.259281874064432,-0.445254053804432,-0.534776723349047,-0.322196680607796,-0.539968773308945,-0.49097363589531,-0.449906669511745,2.28375903064967,-0.554915624009196,-0.62450063710455,-0.539644491494582,-0.46163066697826,-0.682857600949436,0.212946522020634,-0.42753600107755,1.96086282330188,-0.504940112708961,-0.64539099472072,-0.578334879178989,"GBM"
"VU406-2-GBM",-0.504199158802513,-0.449923050943037,-0.509007746483544,0.38239878988767,0.589260343759876,-0.502861327644112,-0.444045139577054,0.191461421719714,-0.485615337411217,1.68093349119022,-0.450672281864098,-0.491195230546261,-0.440006424941422,-0.454939538219349,-0.447146324040723,-0.445254053804432,-0.534776723349047,-0.322196680607796,-0.539968773308945,-0.49097363589531,-0.449906669511745,-0.409772550488234,-0.554915624009196,0.410303177928537,-0.539644491494582,-0.46163066697826,-0.682857600949436,-0.593162743880469,-0.42753600107755,0.835255493441819,-0.504940112708961,-0.64539099472072,-0.578334879178989,"GBM"
"VU408-GBM",0.618654102192221,-0.449923050943037,-0.509007746483544,0.558669508455134,-0.517658494399999,-0.502861327644112,-0.444045139577054,-0.136373044170889,-0.485615337411217,-0.455608707943101,-0.450672281864098,0.490944067890017,-0.440006424941422,-0.454939538219349,-0.447146324040723,-0.445254053804432,-0.534776723349047,-0.322196680607796,-0.539968773308945,-0.49097363589531,-0.449906669511745,0.97846386581967,-0.554915624009196,-0.62450063710455,-0.539644491494582,-0.46163066697826,-0.682857600949436,-0.593162743880469,-0.42753600107755,0.642255176662719,-0.504940112708961,-0.64539099472072,-0.578334879178989,"GBM"
"VU417-GBM-vIII",-0.504199158802513,-0.449923050943037,-0.509007746483544,-0.458621758446677,-0.517658494399999,-0.502861327644112,-0.444045139577054,-0.645637629311048,-0.485615337411217,-0.455608707943101,-0.450672281864098,-0.491195230546261,-0.440006424941422,-0.454939538219349,-0.447146324040723,-0.445254053804432,-0.534776723349047,-0.322196680607796,-0.539968773308945,-0.49097363589531,-0.449906669511745,1.18166174892823,-0.554915624009196,-0.62450063710455,-0.539644491494582,-0.46163066697826,-0.102894804185466,-0.593162743880469,-0.42753600107755,2.11939701882205,-0.504940112708961,-0.64539099472072,-0.578334879178989,"GBM"
"VU418-GBM",-0.504199158802513,-0.449923050943037,-0.509007746483544,-0.458621758446677,-0.517658494399999,-0.502861327644112,-0.444045139577054,-0.645637629311048,-0.485615337411217,-0.455608707943101,-0.450672281864098,-0.491195230546261,-0.440006424941422,-0.454939538219349,-0.447146324040723,-0.445254053804432,-0.534776723349047,-0.322196680607796,-0.539968773308945,-0.49097363589531,-0.449906669511745,-0.409772550488234,-0.554915624009196,-0.62450063710455,-0.539644491494582,-0.46163066697826,-0.682857600949436,-0.593162743880469,-0.42753600107755,-0.518681577919484,-0.504940112708961,-0.64539099472072,-0.578334879178989,"GBM"
"VU419-GBM",-0.504199158802513,-0.449923050943037,-0.509007746483544,3.02041354093092,2.27028705523514,-0.502861327644112,-0.444045139577054,2.63343272100071,-0.485615337411217,2.19417318154923,-0.450672281864098,2.4325931488899,-0.440006424941422,-0.454939538219349,4.07284827503066,-0.445254053804432,-0.534776723349047,-0.322196680607796,-0.539968773308945,-0.49097363589531,-0.449906669511745,-0.409772550488234,-0.554915624009196,-0.62450063710455,0.540228383558396,-0.46163066697826,0.242249546579246,-0.593162743880469,-0.42753600107755,-0.518681577919484,-0.504940112708961,-0.64539099472072,-0.578334879178989,"GBM"
"VU421-GBM",-0.504199158802513,3.21143381930843,-0.509007746483544,-0.458621758446677,-0.517658494399999,-0.502861327644112,-0.444045139577054,-0.645637629311048,-0.485615337411217,-0.455608707943101,-0.450672281864098,2.68673393999976,-0.440006424941422,-0.454939538219349,-0.447146324040723,1.32530863481739,-0.534776723349047,-0.322196680607796,-0.539968773308945,-0.49097363589531,-0.449906669511745,-0.409772550488234,-0.554915624009196,1.18621400563775,-0.539644491494582,-0.46163066697826,-0.682857600949436,-0.593162743880469,-0.42753600107755,-0.518681577919484,-0.504940112708961,0.29936559567479,-0.578334879178989,"GBM"
"VU422-GBM",-0.504199158802513,1.11551156736132,-0.509007746483544,-0.458621758446677,0.225472166206192,-0.502861327644112,-0.444045139577054,-0.158120446232471,-0.485615337411217,-0.455608707943101,-0.450672281864098,1.12309225560609,-0.440006424941422,-0.454939538219349,-0.447146324040723,-0.445254053804432,-0.534776723349047,-0.322196680607796,-0.539968773308945,-0.49097363589531,-0.449906669511745,-0.409772550488234,-0.554915624009196,0.0702155572116562,-0.539644491494582,-0.46163066697826,-0.682857600949436,-0.593162743880469,-0.42753600107755,-0.518681577919484,-0.504940112708961,-0.64539099472072,-0.578334879178989,"GBM"
"VU425-GBM",-0.504199158802513,-0.449923050943037,-0.509007746483544,0.193530516817936,-0.517658494399999,-0.502861327644112,0.796144854007521,0.269862543545298,-0.485615337411217,-0.455608707943101,-0.450672281864098,0.760387077896006,-0.440006424941422,-0.454939538219349,-0.447146324040723,0.270036237979716,-0.534776723349047,1.52460504876536,-0.539968773308945,-0.49097363589531,-0.449906669511745,1.12539233549958,-0.554915624009196,0.301727496359169,-0.539644491494582,1.22315945617307,-0.358534001175579,0.234772617880408,-0.42753600107755,-0.518681577919484,-0.504940112708961,-0.64539099472072,-0.578334879178989,"GBM"
"VU429-1-GBM-vIII",-0.504199158802513,-0.449923050943037,-0.509007746483544,1.05950121446587,1.76893964614923,-0.502861327644112,-0.444045139577054,-0.645637629311048,-0.485615337411217,1.90201741499422,-0.450672281864098,-0.491195230546261,-0.440006424941422,-0.454939538219349,-0.447146324040723,-0.445254053804432,-0.534776723349047,-0.322196680607796,-0.539968773308945,-0.49097363589531,-0.449906669511745,1.66191887555665,-0.554915624009196,-0.62450063710455,-0.539644491494582,-0.46163066697826,-0.682857600949436,0.0566960410180804,-0.42753600107755,-0.518681577919484,-0.504940112708961,-0.64539099472072,-0.578334879178989,"GBM"
"VU430-GBM",-0.504199158802513,-0.449923050943037,-0.509007746483544,0.0538223769797991,0.435376482184091,-0.502861327644112,-0.444045139577054,0.304654686294382,-0.485615337411217,0.78144108420599,-0.450672281864098,0.00354166539538335,-0.440006424941422,-0.454939538219349,-0.447146324040723,0.348604512221952,-0.534776723349047,0.783864010229599,-0.539968773308945,-0.49097363589531,-0.449906669511745,1.42654821863179,-0.554915624009196,-0.62450063710455,-0.539644491494582,0.135229654946813,-0.682857600949436,-0.216019747166623,-0.42753600107755,1.12501787950464,-0.504940112708961,-0.64539099472072,-0.578334879178989,"GBM"
"VU431-1-GBM-vIII",-0.504199158802513,0.866877436339599,1.08139112363881,0.485221244845464,1.71693824595275,0.407262239506501,-0.444045139577054,0.0209028790520254,-0.485615337411217,1.34106889607504,-0.450672281864098,0.154531177031371,-0.440006424941422,0.803003528091911,0.297129714098784,-0.445254053804432,0.895803086455147,-0.322196680607796,0.363451246607277,-0.49097363589531,-0.449906669511745,-0.409772550488234,-0.554915624009196,0.536312761047232,-0.539644491494582,0.637693922467651,-0.682857600949436,-0.593162743880469,-0.42753600107755,1.00078668505355,-0.504940112708961,-0.64539099472072,-0.578334879178989,"GBM"
"VU436-1-GBM-vIII",-0.504199158802513,1.13373764318094,-0.509007746483544,0.928645985833532,1.57537752692998,-0.502861327644112,-0.444045139577054,1.02157869563053,-0.485615337411217,3.17707246997646,-0.450672281864098,2.11880799273521,-0.440006424941422,-0.454939538219349,3.17938529276374,-0.445254053804432,-0.534776723349047,-0.322196680607796,-0.539968773308945,-0.49097363589531,-0.449906669511745,-0.409772550488234,-0.554915624009196,-0.62450063710455,1.23727660665527,1.15416511485512,1.0545615542455,-0.593162743880469,-0.42753600107755,1.71464462392504,-0.504940112708961,0.963183472595461,1.97368969407707,"GBM"
"GBM-438",-0.504199158802513,-0.449923050943037,-0.509007746483544,-0.458621758446677,-0.517658494399999,-0.502861327644112,-0.444045139577054,0.36765318487992,-0.485615337411217,-0.455608707943101,-0.450672281864098,-0.491195230546261,-0.440006424941422,-0.454939538219349,-0.447146324040723,-0.445254053804432,-0.534776723349047,-0.322196680607796,-0.539968773308945,-0.49097363589531,1.49464499137841,0.981645920381259,-0.554915624009196,-0.62450063710455,-0.539644491494582,-0.46163066697826,-0.682857600949436,-0.593162743880469,-0.42753600107755,-0.518681577919484,-0.504940112708961,0.536889515287301,1.30495645255156,"GBM"
"VU439-1-GBM-vIII",-0.504199158802513,-0.449923050943037,-0.509007746483544,0.770225948938641,1.33983574010089,-0.502861327644112,-0.444045139577054,-0.645637629311048,-0.485615337411217,-0.455608707943101,-0.450672281864098,-0.491195230546261,3.33115769862622,-0.454939538219349,1.1280723096448,0.336704380236063,1.25908517185613,-0.322196680607796,-0.539968773308945,-0.49097363589531,1.12406246210577,-0.409772550488234,-0.554915624009196,-0.62450063710455,-0.539644491494582,-0.46163066697826,-0.682857600949436,-0.593162743880469,-0.42753600107755,-0.518681577919484,-0.504940112708961,-0.64539099472072,-0.578334879178989,"GBM"
"GBM-440",1.46007414678366,-0.449923050943037,-0.509007746483544,2.94250136611671,1.04647003161631,0.902332692540581,-0.444045139577054,1.75623040228382,-0.485615337411217,0.431378931835579,0.730711344858078,-0.491195230546261,-0.440006424941422,0.520773596466365,2.95610400586986,1.91628232862076,1.64951796143629,3.14599188613309,-0.539968773308945,0.579117231498545,-0.449906669511745,0.589258629417216,-0.554915624009196,-0.62450063710455,-0.539644491494582,-0.46163066697826,-0.682857600949436,1.60237989025142,-0.42753600107755,-0.518681577919484,-0.504940112708961,0.552004418253052,0.382549461586478,"GBM"
