"","x"
"1",0.685379336882822
"2",0.685379336882822
"3",0.679225490728976
"4",0.660729120604699
"5",0.660729120604699
"6",0.646613712263539
"7",0.627131863977213
"8",0.615763918462926
"9",0.602305645312617
"10",0.601780178625528
