"","x"
"1",0.616210623686517
"2",0.662687208900548
"3",0.656100149509112
"4",0.656100149509112
"5",0.648343515898819
"6",0.649455631236686
"7",0.612586901145877
"8",0.594141642700618
"9",0.587092395651371
"10",0.599839648398624
