"","x"
"1",0.703284677222984
"2",0.643281926768797
"3",0.632423634734035
"4",0.637567641054512
"5",0.640191237501638
"6",0.619578223065094
"7",0.600137369800711
"8",0.601675831339173
"9",0.595911780950376
"10",0.57062077565937
