"","x"
"1",0.616210623686517
"2",0.662687208900548
"3",0.656100149509112
"4",0.656100149509112
"5",0.648343515898819
"6",0.649455631236686
"7",0.625875937690727
"8",0.60694000712689
"9",0.593246241805217
"10",0.60599349455247
