"","x"
"1",0.852270783887963
"2",0.877142018462273
"3",0.896242018850715
"4",0.839381975766415
"5",0.833161239980462
"6",0.81711786306752
"7",0.803909667754061
"8",0.748605268282391
"9",0.74560691478507
"10",0.784253322577819
