"","Accuracy","Kappa","AccuracyLower","AccuracyUpper","AccuracyNull","AccuracyPValue","McnemarPValue"
"rlog",0.900139842359522,0.793599145749743,0.686184740195142,0.981167756977769,0.572686244597,0.0064575296984566,NA
"rlogBlind",0.900139842359522,0.793599145749743,0.686184740195142,0.981167756977769,0.572686244597,0.0064575296984566,NA
"vst",0.876843376557335,0.749164983405453,0.653020823662099,0.975562096288324,0.572686244597,0.00557042757343603,0.774143799909732
"vstBlind",0.876843376557335,0.749164983405453,0.653020823662099,0.975562096288324,0.572686244597,0.00557042757343603,0.774143799909732
