"","ENSG00000005381","ENSG00000049768","ENSG00000073712","ENSG00000075131","ENSG00000086548","ENSG00000094963","ENSG00000096696","ENSG00000100448","ENSG00000100985","ENSG00000103037","ENSG00000112077","ENSG00000114739","ENSG00000115423","ENSG00000117519","ENSG00000117560","ENSG00000117643","ENSG00000118113","ENSG00000124107","ENSG00000124469","ENSG00000128596","ENSG00000132386","ENSG00000133063","ENSG00000134121","ENSG00000137103","ENSG00000152583","ENSG00000154016","ENSG00000155275","ENSG00000156042","ENSG00000159899","ENSG00000163687","ENSG00000165138","ENSG00000166428","ENSG00000172232","ENSG00000175445","ENSG00000178038","ENSG00000179593","ENSG00000181007","ENSG00000184206","ENSG00000196081","ENSG00000196533","ENSG00000196634","ENSG00000197353","ENSG00000197457","ENSG00000198178","ENSG00000198502","ENSG00000198610","ENSG00000211786","ENSG00000211793","ENSG00000211800","ENSG00000213160","ENSG00000225113","ENSG00000228486","ENSG00000229391","ENSG00000229807","ENSG00000230063","ENSG00000232021","ENSG00000237702","ENSG00000239219","ENSG00000239961","ENSG00000254977","ENSG00000256862","ENSG00000266088","ENSG00000266371","ENSG00000268632","ENSG00000269161","cancer_type"
"VU402-2-GBM",1.62447448796166,-0.710809266387484,1.18321910420215,-0.861154508898656,2.09471471743861,-0.69764332720662,-0.711515125612064,-0.724693886221996,1.09093714547507,-0.728876576029485,-0.744768363532102,0.484778980533489,-0.709179697215339,-0.708832329991154,-0.904971941093199,-0.744496902949676,3.46349669401259,0.793520279183288,1.789640447199,-0.675674419861371,-0.9919444186008,1.55427033300106,-0.705626754070925,-0.810726638741484,1.1780418333872,-0.814429855760654,-0.773006563543738,-0.781602525421984,-0.671762621307772,-0.99364934750223,-0.702226645022852,-0.978475777401909,-0.0131377587654719,-0.689527502220671,-0.631162117828245,-0.447122483147385,-0.769081557869433,-0.69161974358709,-0.711609825249488,-0.699116150940307,2.60541533244583,-0.748060595182709,-0.772304720817812,-0.816212749608184,-0.691746371656992,2.10486589883687,-0.780987295672432,-0.868893401088028,-0.856955686434506,-0.687251894958159,-0.855733498224806,-0.573852346991069,-0.85474842062127,0.184842952398053,-0.669681924499193,-0.788952489325393,-0.812100715345019,2.04589078602141,-0.826957830471137,-0.693851962105727,-0.846046319409228,-0.62968339853589,-0.951535664277405,-0.764959880746029,-0.723059621278139,"GBM"
"VU406-2-GBM",1.2152245231514,-0.722259850236039,-0.749074351189668,-0.88397874378963,0.871013867011167,-0.715142373365545,-0.729917702112487,0.421145827488996,0.445540932763068,-0.742951592692812,1.37194726683543,-0.754397695608947,-0.723814850454739,-0.727330798542326,-0.925337014821992,-0.751914316104048,1.90057851774613,0.16290238665093,0.790334748423932,-0.690540562340742,-1.01807621981614,2.03167436238021,-0.716409682157622,-0.82878397780418,-0.733305253836825,-0.828710863410233,-0.788203091351661,-0.799776788813869,-0.690262688474563,-1.02446659298348,-0.716674997532695,-1.00890151344002,-0.574263215859025,-0.707441086632431,-0.648206947460794,-0.460305286901846,-0.788783379423246,-0.70609767919658,-0.724037975552337,-0.71727980767056,-0.738780700326963,-0.763743171755565,-0.788492900736233,0.408853525057569,-0.342779627022075,0.977393470508821,-0.795266223118588,-0.890264480939853,-0.873208305617916,-0.702337017065196,-0.877588474194805,-0.585554172030395,-0.885156698361241,-0.726019476920043,-0.683475918965157,-0.806341985059879,-0.827263820034106,0.494102870289698,-0.840839214456491,-0.705646804459449,-0.86341565843503,-0.645464374968941,-0.980865282574249,-0.783352379016277,-0.738304615012249,"GBM"
"VU408-GBM",0.0837093299218089,0.254765626003914,0.21261081271695,0.759472102598103,-0.00257821768300493,-0.659168096763814,-0.671264751503288,0.712007703714234,-0.630144893306976,-0.697193702804831,4.48613051749823,-0.700247206306723,-0.674919026986483,-0.668429217699835,-0.860117139406837,0.262272600813839,-0.612510931206567,-0.283098898241646,0.118476967633708,-0.64257073130594,-0.935930230053604,-0.670671334871867,-0.680904508271192,-0.025900222673819,0.603873276006982,-0.782068495413628,-0.738879669616887,-0.741421960960664,-0.631452447067408,-0.929087421431446,-0.669853422799716,-0.91506408027739,-0.528800140632346,-0.650286684265831,-0.594215614403269,-0.392906127090498,1.63307411581171,-0.659212692001454,-0.683392311851762,-0.659316871943067,1.04227832775546,-0.713080837270263,-0.736159187697392,-0.77176015926244,0.882881879109646,1.16002834362227,0.142570913201865,-0.163096199883317,-0.0455676776673555,-0.653658227091102,-0.80835029556081,-0.547431604913969,-0.79280111895072,-0.654701228074348,-0.630842547530863,0.569649664395148,0.522708700825825,0.220334956923245,-0.79545189596848,-0.666978383095847,1.01085119162894,0.651614507561726,-0.890409980084057,-0.724493261390261,-0.689003673965464,"GBM"
"VU417-GBM-vIII",-0.805835905421941,-0.698380368908901,-0.708296897126323,-0.837373013580451,-0.52159469365384,-0.6791171582691,-0.692099529755182,-0.702018967018732,-0.648825752037446,-0.713746806072248,1.81335296953728,-0.719636258547428,-0.693495296951062,-0.689333703643579,-0.883389911934446,-0.736297416419968,-0.6402161048813,-0.777227106065888,-0.628761969933952,-0.659805587745177,-0.964741525432426,-0.689605190752903,-0.693898290873695,-0.791533979740823,-0.69019287485692,-0.799012889126749,-0.756696398007211,-0.762292964129733,-0.652291726038487,-0.962059644462252,-0.686741626249094,-0.947397708871297,-0.544964600927442,-0.670608358426632,-0.613287272908376,-0.425507380410951,-0.748347729758075,-0.676113317526034,-0.698176185694897,-0.679929453899119,1.37335197846983,-0.731302952596975,-0.754994560270605,-0.794756473070606,-1.24681624481425,2.60682976652147,-0.765608368729019,-0.84639936234196,-0.839511033852928,-0.671148787450376,-0.832811818338501,-0.561247573247951,-0.0199530343179271,-0.679361821630038,-0.654882800005742,-0.770439518618448,-0.795800171478755,2.24262201196626,-0.811957313763786,-0.681074052458273,-0.82750331905328,-0.613052594560721,-0.921578360574701,-0.745480675289167,-0.706752899360188,"GBM"
"VU418-GBM",-0.731379179768782,-0.621827833548917,-0.644762684573019,-0.773492288078257,-0.445179163325479,-0.619098025729261,-0.637700796056646,-0.635278542342852,-0.601054754100307,-0.662083706632373,-0.650162989272561,-0.667308521477963,-0.634083721176682,-0.634288183384296,-0.823714332764101,-0.711717334502943,-0.571836381861673,-0.70897956876038,-0.568067428378759,-0.599030784832371,-0.89184984993259,-0.630633841335367,-0.616750622255272,-0.738195541383635,-0.630409273747054,-0.754915897350576,-0.710556203999606,-0.707090651643293,-0.587134767797705,-0.276722035193364,-0.628570225552468,-0.86659464223099,-0.501293018893597,-0.612217923786152,-0.564776591666136,-0.345170746122165,-0.691749092297216,-0.589431753098732,-0.643723173005263,-0.618813578149537,-0.65376643988179,-0.684281262420403,-0.704140425183857,-0.736068240296324,-0.0694459469402325,-0.687794116264678,-0.721813385972249,-0.784947244697274,-0.790141747313237,-0.601705780130367,-0.770574443366663,-0.525385575897207,-0.746567312339951,-0.617606054845164,-0.524458829473029,-0.718846819502943,-0.749537605077808,-0.697146157994877,1.10027434304047,-0.567623598358246,-0.77554450863549,-0.56752560076189,-0.84368139977775,-0.691711175662911,-0.656342678896038,"GBM"
"VU419-GBM",1.83770542726564,-0.552236018126906,1.42689720801102,-0.7468581255055,3.78706238675026,-0.588491158129588,-0.606529420437125,2.74532550504956,2.2352056684834,-0.623650889713912,-0.622574044860518,-0.632163518039724,-0.558196813015112,-0.603534119766311,-0.798157324151952,-0.700289065671032,1.36323615230466,2.61563494146784,2.49363852034725,-0.530244977995756,-0.283184104477088,2.38210932978185,-0.538610315790375,-0.715245707179747,2.32288213206105,-0.725747273329462,-0.667285432725141,-0.674485453398657,-0.556587583334777,-0.845913510924438,-0.593329787893797,-0.833884826694766,1.95124626134788,-0.581368183160593,-0.530176620744284,-0.313538598057706,-0.667819581716984,-0.524746030371206,-0.571061992918989,-0.587571188076752,-0.624956374988134,-0.660010803863853,-0.673994631057513,-0.711203371828226,-0.448350956139149,4.61457919745955,-0.696411436820799,-0.758931102722878,-0.768512040161866,0.385968759633931,-0.744376910689441,-0.493364402839245,0.450528168314452,-0.592507892230498,-0.452196927302359,-0.695305204905727,-0.729213064725055,-0.623359739652147,-0.74987764369344,-0.498573008799383,-0.753002282740185,-0.548217591476828,-0.812139530253928,-0.663435937625605,-0.589275892340492,"GBM"
"VU421-GBM",-0.717861586808926,-0.590419167385304,-0.630018533209708,0.173315370065948,-0.428805233526775,2.69874366084571,-0.623621066127016,-0.620085597972806,-0.591978192741884,-0.649670997926306,-0.637747052664932,0.316474217833311,-0.601354330478662,-0.620397477515062,-0.812315507847811,-0.706689128805308,-0.559681753883909,-0.696520411313321,-0.55706286625297,-0.567985892115834,0.895163289215036,-0.617246948697833,-0.581483791166114,-0.727966787162522,2.43076726964435,-0.74198033340365,-0.698813349715102,-0.692375013704914,-0.573330020471253,-0.86439452808964,-0.61603829748402,-0.851881997467376,-0.483040869474781,1.64525010245315,-0.552999325359289,-0.33089430323058,-0.681054037491799,-0.560237339095025,-0.610929219656831,-0.604699706566782,-0.640775908352604,-0.675192809987628,-0.690548838750404,1.38391998063848,0.116094100551707,0.462357130355482,-0.712178054032811,-0.773322763082929,-0.780529496443153,-0.573192181130058,-0.758858608176333,-0.518379965101941,-0.732701016282654,-0.606322252262437,-0.491845081033495,-0.708931651281687,-0.740509332493706,-0.66384435422558,-0.76049744290665,-0.536459202046663,-0.765510943865162,-0.558900568442439,-0.323521613993445,0.235144705086936,-0.626916372485035,"GBM"
"VU422-GBM",-0.796334412701122,-0.694097575423591,0.68326943175321,-0.829397214928407,-0.515324481894751,1.4155427637665,-0.685536536336125,-0.694404803944267,-0.028214046987267,-0.708567885773283,-0.709767581899271,-0.713546655845645,-0.68813762095876,0.574918261217976,-0.876071776659318,-0.733435979237225,-0.19198315498568,-0.317283268218017,-0.621009656334067,-0.654399377672727,0.257915408545221,-0.683658177530246,-0.68985109517884,-0.785013583947357,1.48409311085412,-0.793720156432703,-0.751119105350801,-0.755735122961165,-0.645721161345877,-0.0728823187483007,-0.681451900595107,-0.937105852207426,-0.539874608797465,-0.664209061178041,-0.607268057363134,-0.415053593170574,-0.741350103889407,-0.67081853260965,-0.693560434469039,-0.67343892272823,-0.70468375048123,-0.725589602030153,-0.749090233532885,-0.109773934028289,0.448978900467847,0.749073682665347,-0.76033701957301,-0.83880618882039,-0.833545273400827,-0.665662540374434,-0.825092199126648,-0.556927594064808,-0.814132006393268,-0.671520916002198,-0.647721425056824,-0.76414339661158,-0.790219886361483,-0.73306760033291,-0.0732935626486842,-0.676676872777573,-0.821184842049432,-0.607434185633413,-0.463224815146591,-0.738879008282709,-0.701189671383119,"GBM"
"VU425-GBM",-0.822407551846176,-0.705646077963032,0.0866288258635595,0.615569039740803,-0.076546738669717,-0.689889832901179,-0.703381251347335,0.0711200155264283,-0.658928894375172,-0.722573058283448,0.770690984476986,-0.730065144338202,0.78719743680834,0.824778991500063,-0.895942635764139,-0.741109518044906,-0.232563313814902,0.260549257756761,0.362583719677302,-0.669049225548632,-0.516731092875215,-0.699790430379134,-0.700757577163867,-0.13804346157055,1.02557307177447,0.053924338344587,-0.766208188596128,0.0477233656614131,-0.663599612370649,0.287542077190437,-0.695769373346331,-0.965336353832066,-0.553710376571017,0.103892927075544,-0.623660904239579,1.14963619442679,-0.760389266600902,-0.685152310351649,-0.706022229361773,-0.691080914390554,1.29054710985709,-0.741066580380263,-0.765081551060135,0.241665589770046,0.243737440528018,1.12707596885268,0.0104988762294856,0.119972269307783,-0.849684654272915,-0.680528989585805,-0.846114788733794,1.22956397905402,-0.461289117890821,0.211951166245533,-0.663512574410755,-0.781217412393569,-0.805309668653972,-0.74399930776441,-0.820718100255233,-0.688540692503458,-0.838305166410848,-0.622714182256765,-0.509457048390772,-0.756808613536125,-0.716255794567862,"GBM"
"VU429-1-GBM-vIII",1.4355318691073,-0.500454064655812,-0.587958633938628,-0.726579391850203,-0.381904729418996,-0.565781863728819,-0.583410267219501,1.43220199134342,1.68869395338371,-0.564571870854264,0.885736676006873,-0.579992731985481,-0.499668886308497,-0.580722042137723,-0.778453234474173,-0.691091078785701,1.37255393424734,-0.660427748750982,0.516862406017223,-0.479062760266767,-0.83851797821527,2.20443816295651,-0.480467591835769,-0.696470136337389,-0.573610451462445,-0.68295556206165,-0.613819389096588,-0.650240527890261,-0.533968979331271,0.219567179054349,-0.532092916196066,-0.809311957323585,-0.419141238058735,-0.558499043396546,-0.499225684234038,-0.290001715030146,-0.646668004030278,-0.47661460767148,-0.516996183260724,-0.564410492693252,2.00540094456576,-0.612035344774389,-0.625627618855021,-0.692136896117519,-0.770341362928581,0.889751889817973,-0.659297909923636,-0.73898490702426,-0.751645667536984,-0.491519535437636,-0.724346246736487,-0.451051354263735,-0.692976686348451,-0.0203133686332023,-0.398428212788426,-0.671928068928625,-0.704465307034838,-0.568456661492031,0.253099643016472,-0.447193771255381,-0.735510803203526,-0.517336532196804,-0.788439044011656,-0.621998802736096,-0.538229877820229,"GBM"
"VU430-GBM",-0.521126342894979,-0.745468662350683,1.68068441361789,-0.933398803085362,-0.598735218741795,-0.751995856469173,-0.768894673720953,-0.192069308244375,0.251948787287216,-0.771902178361112,1.61992329764784,-0.226463383582815,-0.754055884483496,-0.766571109148556,-0.968190548416975,-0.76655127172882,0.5803929012813,0.310246964600765,-0.164790460144248,-0.721449910946097,-1.07469103651658,0.895294336242311,-0.73819767567336,-0.866597303832674,-0.229456826654793,-0.857896559824352,-0.819538055873172,-0.837844530304024,-0.729589536488494,-0.673810061591503,-0.746526937519512,-1.07712968920284,-0.604406969704012,0.245465016141925,-0.68469304282095,0.402912654001875,-0.830702075100348,-0.736044347662841,-0.749387361945598,-0.7556691281152,1.75629637726651,-0.796305365063088,-0.822062998384537,-0.879843272599461,-0.0758802730835935,0.324488875726005,-0.824551891620633,-0.93574003072151,-0.906724101397158,-0.733702427592061,-0.924370895594944,-0.168265204051422,-0.955298917140944,-0.424199378198635,-0.711929613791341,-0.31224226345352,-0.858456268459108,0.915325411782707,-0.869169229206261,-0.729621597996104,-0.429367315314637,-0.678973938713944,-0.694003458414729,-0.822079867559671,-0.769903163979445,"GBM"
