"","ENSG00000049768","ENSG00000094963","ENSG00000096696","ENSG00000100448","ENSG00000115423","ENSG00000133063","ENSG00000134121","ENSG00000159899","ENSG00000165138","ENSG00000172232","ENSG00000175445","ENSG00000178038","ENSG00000179593","ENSG00000196533","ENSG00000228486","ENSG00000230063","ENSG00000254977"
"VU445-1-GBM-WT",3.44218796603894,3.9927487835866,3.44218796603894,3.44218796603894,3.44218796603894,4.94061080689991,3.44218796603894,3.44218796603894,3.44218796603894,3.9927487835866,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894
"VU454-1-GBM-WT",3.44218796603894,4.07706814435633,4.41515189220796,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.19102974534248,3.44218796603894,3.44218796603894,5.07154449612737,3.7279442438584,4.52512342627185,3.7279442438584,3.44218796603894,3.44218796603894,3.44218796603894
"VU456-1-GBM-WT",3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.86399605877799,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.86399605877799,3.44218796603894,4.16771636769716,4.03662776509002,4.03662776509002,3.44218796603894,3.86399605877799
"VU468-1-GBM-WT",3.44218796603894,3.44218796603894,3.87810757137316,3.44218796603894,4.05637069237485,3.44218796603894,3.44218796603894,3.44218796603894,4.05637069237485,3.44218796603894,4.40280207122187,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894
"GBM-471",3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.44712210768993,3.44218796603894,3.95221506072591,3.44218796603894,4.31673626964723,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894
"GBM-475",3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894
"GBM-476",3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.86746031667788,3.86746031667788,4.74696640346816,3.44218796603894,3.44218796603894,3.44218796603894,3.86746031667788
"GBM-480",3.44218796603894,3.44218796603894,3.44218796603894,3.99703103132924,3.44218796603894,3.83572240245418,3.44218796603894,3.44218796603894,3.44218796603894,4.11968237593491,5.03487512207665,3.44218796603894,5.79215557635193,3.44218796603894,3.44218796603894,4.11968237593491,3.44218796603894
"GBM-484",3.44218796603894,4.97190858679392,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.88487344407161,3.44218796603894,3.44218796603894,5.55698995961694,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894
"GBM-485",3.44218796603894,4.16998902239855,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.46109470690574,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894
"GBM-486",3.44218796603894,4.38480061047265,3.44218796603894,5.69802704530444,3.44218796603894,5.58882180002521,3.44218796603894,3.44218796603894,3.44218796603894,5.83088325082436,4.49161656646623,4.11453386607543,6.1898677180584,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894
"GBM-499",3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.91173807090391,3.44218796603894,3.44218796603894,3.91173807090391,4.10336545673285,3.44218796603894,3.44218796603894,3.91173807090391,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894
"GBM-505",3.44218796603894,3.8666510772273,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894
"HD-1",4.07994029336728,3.44218796603894,3.44218796603894,4.61268336459917,3.44218796603894,3.44218796603894,3.44218796603894,4.2201858243068,3.44218796603894,4.2201858243068,3.44218796603894,3.44218796603894,3.44218796603894,5.25036676101553,3.89496723782286,3.89496723782286,3.44218796603894
"HD-2-1",3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.97597866598123,3.44218796603894,3.44218796603894,3.97597866598123,3.44218796603894,3.44218796603894,3.97597866598123,4.19289716916198
"HD-3-1",3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.92135173867882,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.11678427901372
"HD-4",3.94652346800115,3.44218796603894,4.82266684123896,3.44218796603894,3.44218796603894,3.44218796603894,4.64841071253688,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.82266684123896,4.15188584277024,3.94652346800115
"HD-5",4.27312964593419,3.44218796603894,4.84542574889816,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.39744798393796,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.92631635390485
