"","Accuracy","Kappa","AccuracyLower","AccuracyUpper","AccuracyNull","AccuracyPValue","McnemarPValue"
"rlogBlind",0.888104924146114,0.778013669241789,0.654766513122587,0.979312296736288,0.624668322608826,0.0305443755109284,NA
"rlog",0.831952838245745,0.54970685057604,0.586765250996301,0.957559515368925,0.624668322608826,0.141360188619738,0.590736500337367
"vstBlind",0.873248710777315,0.700189699648061,0.634640439064495,0.978011785779863,0.624668322608826,0.121382409179741,0.637381400135967
"vst",0.882507970036574,0.646673760981869,0.649247377653748,0.978246045141092,0.624668322608826,0.121112641541024,NA
