"","Accuracy","Kappa","AccuracyLower","AccuracyUpper","AccuracyNull","AccuracyPValue","McnemarPValue"
"rlogBlind",0.807883001818928,0.610257249001084,0.558991653400907,0.948246424709321,0.624668322608826,0.198802117299914,0.358461252673613
"rlog",0.80633463070534,0.604222730263849,0.555344780086955,0.950980560608793,0.624668322608826,0.181696461727741,0.316211560932166
"vstBlind",0.724293779785771,0.452097133087396,0.472144614857707,0.896027313020254,0.624668322608826,0.347408664731706,0.265175586336025
"vst",0.754441380299504,0.533471631942941,0.508285098605742,0.91420815030631,0.624668322608826,0.294119548546244,0.248745015227287
