"","Accuracy","Kappa","AccuracyLower","AccuracyUpper","AccuracyNull","AccuracyPValue","McnemarPValue"
"rlogBlind",0.880007758154211,0.633514680200131,0.648011996383806,0.975619661284646,0.624668322608826,0.134253376001007,NA
"rlog",0.88926701741347,0.655706461022049,0.658377875440757,0.980337488717328,0.624668322608826,0.122435080724062,NA
"vstBlind",0.87894671647532,0.742354778055989,0.644236007091816,0.978545973354127,0.624668322608826,0.147627163026218,0.637381400135967
"vst",0.87894671647532,0.742354778055989,0.644236007091816,0.978545973354127,0.624668322608826,0.147627163026218,0.637381400135967
