"","ENSG00000049768","ENSG00000094963","ENSG00000096696","ENSG00000100448","ENSG00000115423","ENSG00000133063","ENSG00000134121","ENSG00000159899","ENSG00000165138","ENSG00000172232","ENSG00000175445","ENSG00000178038","ENSG00000179593","ENSG00000196533","ENSG00000228486","ENSG00000230063","ENSG00000254977"
"HD-35-2",-1.33510089090923,-0.741627864450212,-1.26381554772319,-1.33393522020097,-1.48834390019443,-0.787529289395875,-1.47978426871333,-1.44118751481355,-0.911573388940639,-1.24980213512034,-1.35558745775094,-0.850862927578058,-1.16349806348295,-1.38244661722827,-1.31081216972214,-1.04654175988189,-0.941731652736314
"HD-36",-1.11492038349183,-1.07759438893855,-0.930256601775443,-0.978442908823412,-1.22978855605327,-1.11111031062461,-1.2748992739573,-0.377813312381339,-1.2125965587157,-0.926802239473387,-1.03312944415976,-0.479758986847707,-0.835069240000121,-1.06350352824471,-0.290822705004871,-1.35721286517511,-1.2222735542501
"HD-37-2",-1.24919001370029,-1.26731130733762,-1.13366623530956,-0.431128764868857,-0.794961231197724,-1.29030107651039,-1.39984145346188,-1.31513489953868,0.0539941905083159,-1.12377279356368,-1.22976954981891,-0.706064164700294,-1.03535044198338,-1.25800017609821,-1.18990239093839,-1.50389617238222,0.200978141347071
"HD-38-2",-1.29312129530761,-1.3293842225227,0.605621242943302,-0.519239575639543,-1.43904776169881,0.157975031888492,-0.578198128303779,0.221030422381345,-1.42498928999784,-1.18821900427161,-1.29410764208589,0.961429556903486,-1.10087985374475,0.503989392096061,-0.559597571039415,-1.55188904810552,-0.152396922147155
"HD-44-2",-1.27511305980857,-1.30393939974797,-1.17293794031675,-1.2370819020638,-0.0439510865526502,-1.32489691533874,-0.304343446522879,0.340696185774632,-0.441725267339404,-1.16180132427259,-1.26773428181247,1.96729693157075,-0.321399392439611,-0.209586455280024,-1.22638612701676,-0.981007852889183,-0.400809688351782
"HD-47-1",-1.18070634047713,-1.17054697258541,-1.02991798746107,-1.08465758776661,-1.3070402208237,-1.19890556259949,-1.33611520814716,-1.21465232510967,-1.29100501881698,-1.0233087717297,-1.12947407184954,-0.590638138541562,-0.933197837793824,-1.15879795997593,-1.09351941769074,-1.42908095420915,-1.28717180198622
"HD-48-1",-1.09861168738078,-1.05455093849862,-0.141175193268553,-0.952111712914773,0.217436035195139,-1.08934539072277,-1.25972351132334,-1.09419905936415,-1.19315867551195,-0.902877745866782,-1.00924508757472,-0.452271442804988,-0.810742627535118,-1.03987952094287,0.630704162576597,-0.236980299421588,-0.708433611317923
"HD-49-1",-1.27995647523612,-1.31078292682118,-1.18027539522477,-1.24490183565146,-1.42358847048332,-1.33136073979866,-0.958961623501911,-1.36027694749976,-0.227031224390917,-1.16890650672503,-1.2748275442274,-0.757919595738192,-1.08124275499265,-1.30256701988664,-1.23320268281188,-1.53750709632778,-0.887331350397981
"HD-50-1",0.652515879940809,0.142452344753831,-0.189566496809238,-1.00368501519084,-0.655649000457321,0.107247558797581,-0.819938343916407,-1.14106715459063,-1.23123046798018,-0.949737187604885,-1.05602591538457,3.53655977392299,-0.858389674876361,0.161414329074663,0.556440388525877,-1.37429244368413,-1.23769673764353
"HD-51-1",-1.17648613081341,-1.16458400708714,-1.02352464817949,-1.07784385068584,0.0572389884545683,-1.19327344310481,-0.862679163155585,0.605856296520146,0.0510362133851758,-1.01711781823895,-1.12329350463646,1.4163515612172,-0.926902827799688,-1.1526847634805,0.642353421639142,-0.0736307499322946,0.173084296128889
"HD-53-1",-0.655765498917802,-1.14174947523139,0.683428761004546,-1.05175138101237,-1.28310700106219,-1.17170585025962,-1.31714999347864,0.0454500167757836,-0.113261632729493,-0.993410231008601,-1.09962569053384,-0.556286838639553,-0.902796767436771,-1.1292749382592,-1.06483541522041,-0.304399535721209,-1.26706577540646
"HD-54-1",-1.17255033605377,-1.15902290699256,-1.01756217871799,-1.07148931552455,-1.29746272209215,-1.18802089212768,-1.328525785527,-1.20268543894625,-1.28128410303615,-1.0113440950717,-1.11752946777878,3.12925055508811,-0.921032060866036,-1.14698355698874,-1.08204077001973,-1.42017089986135,-1.27912585388634
