"","ENSG00000049768","ENSG00000094963","ENSG00000096696","ENSG00000100448","ENSG00000115423","ENSG00000133063","ENSG00000134121","ENSG00000159899","ENSG00000165138","ENSG00000172232","ENSG00000175445","ENSG00000178038","ENSG00000179593","ENSG00000196533","ENSG00000228486","ENSG00000230063","ENSG00000254977"
"GBM-505",-1.38718107452973,-0.828565289100454,-1.31252910538639,-1.38913673983079,-1.54950103874805,-1.47295390271657,-1.52824654302243,-1.50616168588759,-1.53709653574209,-1.32620260340887,-1.40330948948494,-0.93864163970032,-1.24118265797261,-1.43506223364031,-1.38410909887881,-1.65464496893475,-1.49086038623508
"HD-1",-0.494166211099847,-1.41589233683777,-1.29123376015933,0.546176821731838,-1.51094351311093,-1.43063831526009,-1.49769270371112,-0.168006457838857,-1.49796163529034,0.134458131834764,-1.38377262759606,-0.88330010438502,-1.19220512543128,0.651117278284675,-0.678504769940126,-1.06756643291702,-1.45846864609167
"HD-2-1",-1.27049048824653,-1.29740791507443,-1.16593504929844,-1.22961853181195,-1.41247267484621,-1.31872782008409,-1.41966222536806,-1.34638799123532,-1.39801625785202,-0.429288011058154,-1.26096444891009,-0.741965117678621,-0.314504205588643,-1.28885503799439,-1.21988038381944,-0.975957909104664,-0.389817795903048
"HD-3-1",-1.32552122623816,-1.375163860427,-1.24930298760742,-1.31846837812632,-1.47709461421159,-0.77077261756656,-1.47087008476072,-1.42713176512881,-1.46360587031481,-1.23574898061824,-1.34155787957921,-0.834716851106489,-1.14920870592726,-1.36856996721298,-1.29732988233511,-1.58728446116204,-0.517723077145782
"HD-4",-0.794878758404697,-1.3383102228653,0.630228266049182,-1.27635661395658,-1.44646604270999,-1.35736072600197,-0.0544118704337615,-1.38886199984023,-1.43251865512432,-1.19748628126582,-1.30335937179609,-0.790755726957453,-1.11030289356958,-1.33078783883222,0.606819619467531,-0.575071954263455,-0.906550539452088
"HD-5",-0.142649115003565,-1.36774717221065,0.634584774774512,-1.30999350710268,-1.47093070257711,-1.38516441131926,-1.46598566433962,-1.41943008529374,-1.45734965796138,0.458103958286927,-1.33387054011149,-0.825869801723436,-1.14137902345487,-1.36096642289851,-1.28994242430347,-1.58155010512633,-0.927103022839399
"HD-7",-1.45345071951818,-1.48321166793767,-1.35255899785504,-1.43759879875431,-1.60820767578293,-1.50711908129759,-1.16984983702603,-1.54639947139831,-1.57621723464606,-0.405546096040782,-1.44268332466396,-1.02146407242209,-1.34249012403623,-1.47435758048503,-0.859497390072011,-0.902593379144202,-1.10264579675188
"HD-8",-1.00181216296773,-1.48308590814085,-0.436816583334307,-0.19510114711747,-1.60811609643047,-1.50700512030659,-1.58585608956075,-1.54626460126732,-1.57612647105568,-0.134152495016691,-1.44259241053973,-1.02128515497468,-1.34215189788625,-1.47422604401792,-1.4335558657875,-1.72859350674091,-1.55763731867856
"HD-9",-1.46825083459637,-1.51085713834576,-1.38522067832128,-1.47673596384368,-1.6311443648165,-1.53253842555464,-1.59976961199622,-1.5795718104721,-1.59762277932199,-1.43543124186429,-1.47188499530663,-1.0793578963827,-1.45024712817525,-1.50324871082796,-1.45926188394226,-1.76818450447882,-1.58790735471789
"HD-10",-0.919999745237547,-1.45111954166355,-1.31902689249518,-1.39637938280976,-1.56122633979069,-1.47797604750442,-0.103431991114998,-1.51205119506504,-1.54899741582938,-1.34085041904686,-1.40920191707349,-0.955470939584353,-1.25607667162839,-1.44082071593467,4.22401539645677,-1.66555314783015,-1.50071067870589
"HD-11-1",-1.48062021834693,-0.423163319095076,-1.41449477554177,-1.51267669284807,-1.64764967841491,-1.55368504220309,-1.60941530174652,-1.6068516448788,-1.61342939637748,-1.46757111103733,-1.49799402178533,-1.13200126194916,-1.49762643778036,-1.52879280796458,-1.48109404462402,-1.78393116856043,-1.60058431815222
"HD-13-1",-0.786870066647638,-1.53402199400389,0.587893903657679,-1.51136816084365,-0.420324103389851,-1.55293148870125,-1.60908028061324,-1.60586744242416,-1.61287108831389,-1.02743650916084,-1.4970558678429,0.900806271564502,-1.49590891278038,-1.52787516423889,-1.48032764923232,-1.78337565515815,-1.60014202556861
"HD-14-1",-1.48205561142838,-1.53776559572032,-0.399853541667459,-1.51707071888874,-0.759522015462843,-1.55620631494875,-0.152782507121704,-0.260201189864351,-1.06977091448085,-1.47144222338696,-1.50113728406629,0.603302976575882,-1.50338969509269,-0.148536548618044,-1.11035088992055,-1.7857867599808,-1.60205908459105
"HD-15-1",-1.47207030716146,-1.51812614510853,-0.247911474777096,-1.48748707361535,-1.63618868712974,-1.53896117562439,-1.60275299553888,-1.58778480324358,-1.60245380724556,-1.44513349961542,-1.47976827900053,-1.09515354985168,-1.46446426367091,-1.51096264132347,-1.46596303800263,-1.773001346246,-1.59181579605554
"HD-16-1",-0.173467465359701,-1.5388444739707,0.825637501093504,-1.51871995561478,-0.0798957174272956,-1.55714899433312,-1.00113980701748,-1.61138787486231,-1.29891759659486,-1.05229894317226,-1.50231425058057,2.35837001108118,-1.50555119749806,-0.157415264978639,-1.11551056164377,-1.44769478081821,-1.60260847816427
"HD-20-1",-1.24377553533122,-1.2596608941405,-0.404066343443428,-1.18648591997632,-1.38110162422164,-1.28307513476675,-1.39480310840007,0.848084582401766,-1.36617544537839,-1.11582987450738,-1.22183995623225,6.24526463960217,-1.02727401968157,-1.25015701833405,-1.18228212906815,-0.0427403605836849,-1.34938994731277
"HD-22-1",-1.35003082179625,-1.40979481109892,-0.603191230002707,-1.35804033151162,-1.50587593999112,-1.4248791013936,-1.49367704626832,-0.793494000191127,-1.49281817843467,-1.27170401088166,-1.37745258974355,-0.876026627362341,-1.18576806228264,-1.40407341031394,-1.33182434768437,-1.61406005091519,-1.45421143536712
"HD-34-1",-0.933219536987316,-0.102673458778946,-1.32487831421386,-1.40290889020148,-1.57177286613627,-1.48249473821454,-0.805197546186431,-1.51735790666293,-1.02203312588242,-1.35402565207242,-1.41450911597786,-0.970608346629112,-1.26947335175124,-1.44600723877509,-1.41080191991118,-1.67536469942139,-1.50957069591802
"HD-39-1",-0.74303511241495,-1.52732668259956,-1.40526083929265,-1.50124529901549,-0.835129545778348,-1.54705991588261,-0.677648218533791,-1.59823011060019,-0.0862409771556374,-1.45744019361402,-1.48976606420799,-1.11530603786041,-1.48260290371514,-1.10365439454593,-1.47432620811279,-1.77903281440875,-1.59667183514411
"HD-40-1",0.300462906328861,-1.51326426434626,0.468124740679818,-1.48028491208607,-1.6328196073156,-1.53466765674002,-1.26728644883526,-0.00662820758039739,-1.20117007684801,-1.43864219580961,-1.47449404335199,0.582684440709151,-1.45494436234017,-1.50580181845478,0.448641364790512,-1.76978461289171,-1.5892086763261
"HD-45-1",0.211570612629592,-1.52841341823507,0.293367032774311,-0.187768770749015,-1.03073329627766,-1.54801421585419,-1.31713095291601,0.44589447885826,-0.122333022674875,-1.45889587451815,-0.207666860491515,3.52386680625716,-1.48475640418445,-0.348254748260041,-0.21232570261495,-1.77974037700785,-1.59723872613919
"HD-46-1",-1.48542547608188,-1.54461673608132,-1.42642956850891,-1.52758894001884,-0.179532637335408,-1.56218411299836,-1.61314974500231,-0.113340219268274,-1.61970040359951,-1.4806562753612,0.00970203514204004,0.377941525807547,-1.51715942525605,0.094334855199572,0.278604671713037,-1.47153172669133,-1.32862769907436
"Control-2",-1.46798235146478,-1.51035095547655,-1.3846065325286,-1.47599107079917,-1.63079148092217,-1.53209038648081,-1.59955973669686,-1.57900116103386,-1.59728481019757,-1.43475626421085,-1.47133653763957,-1.07826186771218,-1.44926070283891,0.649749828708661,-1.45879219652872,-1.76784739555626,-1.58763281717316
"Control-3",-1.46221343612109,-1.49962048432219,-1.37161086597509,-1.4603114670299,-1.62326155475736,-1.5225687597502,-1.59504500305448,-1.56694203803965,-1.59007296319017,-1.42046615059044,-1.45972485466323,-1.0551400687297,-1.40799891464384,-1.49134796498396,-1.44874319530423,-1.75961418198317,-1.58174008437357
"Control-4",-1.46023650811933,-1.49600550699162,-1.36724255061812,-1.45507564282298,-1.62070376988391,-1.51935093566956,-1.59349563261249,-1.56289548186842,-1.58762315766229,-0.840114335638368,-1.45581931596567,-1.04739670381988,-1.39258671465553,-1.48752530089174,-1.44531856437393,-1.75585589352429,-1.57972346478818
"Control-5",-1.42895426863567,-1.46871613725882,-1.339760701088,0.402998831203793,-1.59762111697153,-1.49397112696693,-1.56711783438117,-1.53086749159687,-1.56573168900768,-1.38406213956737,-1.42801119108837,-1.00051387265852,-1.3034929921355,-1.45920210499061,-1.42396808160824,-1.70028023473946,-1.5320698969582
"Control-6",-1.19373477859232,-1.53691650091876,-1.41698453089157,-1.51577457994196,-0.164029184968572,-1.55546406353289,-1.61020369976026,-1.6091788889582,-1.61474599460172,-1.47030166901684,-1.50021122369212,-1.13651838772893,-1.50169033067632,-1.5309614689277,-1.48289990025425,-1.78524097406321,-1.60162573167753
"Control-8",-1.48486967087514,-1.54347855717526,-1.42503166565552,-1.52583404471018,-1.65343706047565,-1.56119241659049,-1.6127181684669,-1.61670833471236,-1.61897115770743,-1.47912413844072,-1.50737343047671,-1.15116616024231,-1.51486459982553,-1.5379662045374,-1.48868112172924,-1.78944239839297,-1.60495259289988
"Control-9",-1.48135437128983,-1.53635465647314,-1.4162964934319,-1.51491781197145,-1.64864509762055,-1.55497274930898,-1.60998632268235,-1.60853565035742,-1.61438259632439,-0.0731395079052497,-1.49959856296129,-1.13526940830713,-1.50056671790898,-1.5303622306987,-1.48240166536711,-1.78487947913773,-1.60133851231013
"Control-10",-1.47392831821263,-1.52170925202843,-1.39841261518032,-1.49282472893567,-1.63865911357211,-1.5421193024809,-1.60420270092177,-1.5918459496909,-1.60481970396529,-1.44992266118759,-1.48365920777754,-1.10297986640996,-1.47150872171006,-1.51476961076499,-1.46923590109883,-1.77535898809131,-1.59371901464936
"Control-13",-1.22055923283161,-1.54434577691306,-1.42609672019382,-1.52717088771214,-1.65401745031047,-1.56194807667761,-0.13988829321155,-1.61770573643767,-0.133755323024819,-1.48029147715463,-1.50832089047027,-1.15311050516666,-1.51661284366504,-0.749003522083752,-1.48943990255982,-1.78999478937442,-1.6053884469473
"Type-Unknown-3",-0.346758798019063,-1.32296453299487,-1.19333620218156,-1.25882146368102,-1.43371244250835,-1.34286646821973,-1.43649308879706,-1.37292664071728,-1.41957407774169,-1.18155386436709,-1.28745368397975,0.978134617531759,-1.09410268729147,-1.31505552953696,-1.24533627960619,-1.54692554090157,-0.895836384516102
"HD-17-1",-1.18448551598301,-1.17588677675372,-1.03564318908349,-1.09075925340197,-1.31147806155244,-1.20394909591572,-1.33963185166291,-1.22019731512228,-1.29550931343314,-1.02885273794336,0.453612873686715,0.253404159148541,-0.938834986057711,-1.1642722952102,-1.09883817695901,-1.43320952714747,-1.2908999816686
"HD-18-2",-0.72404654176575,-1.23822750242246,-1.10248332263371,-1.16199449939737,-1.36328861540646,-0.589466041888132,-0.911178679651928,-0.144404073632014,-1.34809569790474,-1.09357699859962,-1.19962441295001,1.20600685113048,-1.00464712118411,-1.22818363358552,0.060307160808462,-0.026473112755073,-0.338922811028622
"HD-21-1",-0.647115215462738,-1.12952701570852,-0.221562627967503,-1.03778507084449,0.162377751145222,-1.16016153517485,-1.30910062843213,-1.17205614666736,-0.655032535427703,-0.980720458030631,-1.08695720660382,1.03044251420138,-0.889893706892209,-1.11674454600013,-1.05266112608558,0.143148275971865,-0.760780903261263
"HD-24-2",-1.10969169261343,-1.07020648506803,-0.922335479971607,-0.970000928978595,-1.22364856670849,-1.10413231327983,-1.27003381008965,-1.11045618165425,0.264827029781964,-0.919131866523937,-1.0254719394419,-0.470946273076664,-0.827269944714227,0.495658485279763,-0.993574385786068,-1.35150076431346,0.276138525485705
"HD-25-2",-1.10671592140577,-1.06600185485863,-0.917827382869582,-0.965196399289969,-0.62765560366287,-1.10016097053483,-1.26726475993426,-0.365775326779631,-1.20281788758881,-0.914766476504544,-1.02111387303638,1.18784267179993,-0.822831181954747,-1.05161893177489,-0.98938632660056,-1.34824987309141,-0.7164284876041
"HD-26-2",-1.21683304117972,0.260870228177781,-1.08464755616026,-1.14298593156892,-1.34946337463692,-0.152814238046066,-1.36973225704409,-1.26765917654407,-1.3340634328074,-1.07630583624678,-1.18238222563117,0.198883919304523,-0.987085668043817,-1.21112939318052,-1.14436363593232,-1.46854768938455,-1.32281101253397
"HD-27-2",-1.08824303900579,-1.03990050701526,-0.889842184478372,-0.120734291153556,-1.19846166855871,-1.07550781598133,-1.25007515283396,-1.07898567443556,-1.1808005706873,-0.887667169860741,-0.994060029651831,-0.43479557122517,-0.795276394729827,-0.293978485896051,-0.253277379836089,-0.225653034778424,-1.1959561912332
"HD-29-2",-0.717753973161991,-1.22933638741405,0.651395970594341,-1.15183483638409,-1.35589932713585,-1.25443313682964,-0.905323243580379,-1.27570076580101,-0.739224914295162,-1.08434594074529,0.186195286944019,-0.660765510896719,-0.995260909264363,-1.2190685157594,-0.441966667468532,-1.47453512808359,-0.332715153728226
"HD-30-2",-1.0814990203529,-1.0303715134933,-0.879625441045015,-0.924482466225633,-1.19054224787908,-1.06650752406362,-1.24379962807231,-1.06909052243296,-1.17276256163948,-0.877773844849023,-0.984183302216053,-0.423428843408061,-0.78521678437787,-1.01509091932396,-0.953896409293595,-1.32070158508164,-1.18930317570634
"HD-31",0.295154393274401,-0.170006095383723,0.294290182484656,-1.18820861446163,-1.38235456795979,-1.28449908480755,-1.39579596883416,-1.30875604090361,-1.36744715116484,-0.377217141945422,-1.22340256848569,0.144549460387252,-1.02886556612273,0.101843610824193,0.019773243765193,-0.947938696914453,-1.35044253114199
"HD-32-2",-0.125862834274069,-1.10594114613714,-0.196274461120901,-1.01083406565632,-0.660848621220483,-1.1378842914359,-1.29356764394858,-0.407249314264913,-1.23650794981001,-0.956232806442255,-1.06251063682124,2.05336074250384,-0.864994470980942,-1.09256445385518,-1.02916821165856,-0.276713633054071,-1.24206488009618
"HD-33-1",-1.40193919261016,-1.45375863106457,0.703455453035592,-0.721661367889387,-0.458865127222694,-1.48037739448066,-0.411715964946691,-1.51487042484286,-0.692004649956256,-1.34785243361335,-1.41202165449676,-0.963515757040004,-1.2631963748762,-1.44357634217804,-1.40487946987653,-1.67076752445851,-0.229493162859649
