"","ENSG00000002933","ENSG00000009694","ENSG00000011478","ENSG00000042445","ENSG00000054392","ENSG00000065665","ENSG00000067113","ENSG00000067141","ENSG00000070371","ENSG00000070526","ENSG00000073712","ENSG00000074219","ENSG00000079150","ENSG00000080200","ENSG00000081052","ENSG00000081985","ENSG00000091129","ENSG00000092295","ENSG00000095110","ENSG00000099284","ENSG00000100151","ENSG00000100263","ENSG00000100558","ENSG00000101442","ENSG00000103494","ENSG00000104722","ENSG00000105255","ENSG00000105928","ENSG00000106333","ENSG00000106686","ENSG00000107281","ENSG00000107779","ENSG00000107833","ENSG00000108239","ENSG00000110844","ENSG00000111452","ENSG00000111788","ENSG00000111879","ENSG00000111961","ENSG00000112039","ENSG00000112394","ENSG00000112796","ENSG00000113249","ENSG00000113721","ENSG00000114115","ENSG00000114993","ENSG00000115109","ENSG00000115423","ENSG00000116761","ENSG00000116771","ENSG00000117010","ENSG00000118200","ENSG00000124469","ENSG00000126705","ENSG00000127241","ENSG00000127990","ENSG00000129467","ENSG00000129595","ENSG00000129646","ENSG00000130649","ENSG00000130827","ENSG00000131686","ENSG00000131724","ENSG00000132141","ENSG00000132623","ENSG00000133065","ENSG00000134121","ENSG00000134193","ENSG00000135409","ENSG00000135423","ENSG00000135763","ENSG00000135960","ENSG00000136014","ENSG00000137474","ENSG00000137842","ENSG00000138463","ENSG00000139173","ENSG00000141497","ENSG00000142303","ENSG00000142731","ENSG00000143322","ENSG00000143502","ENSG00000144026","ENSG00000144061","ENSG00000145476","ENSG00000146909","ENSG00000147166","ENSG00000147324","ENSG00000149582","ENSG00000150938","ENSG00000151240","ENSG00000156042","ENSG00000156345","ENSG00000157404","ENSG00000158106","ENSG00000159882","ENSG00000159899","ENSG00000161996","ENSG00000162063","ENSG00000162398","ENSG00000162551","ENSG00000162591","ENSG00000162594","ENSG00000163393","ENSG00000163517","ENSG00000164715","ENSG00000165521","ENSG00000165905","ENSG00000166707","ENSG00000167700","ENSG00000168661","ENSG00000168758","ENSG00000168763","ENSG00000169031","ENSG00000169242","ENSG00000170264","ENSG00000170464","ENSG00000170629","ENSG00000170954","ENSG00000171045","ENSG00000171132","ENSG00000171174","ENSG00000171408","ENSG00000171763","ENSG00000172594","ENSG00000173482","ENSG00000173530","ENSG00000174080","ENSG00000175600","ENSG00000176092","ENSG00000177873","ENSG00000179397","ENSG00000183378","ENSG00000183773","ENSG00000185437","ENSG00000186281","ENSG00000186714","ENSG00000187953","ENSG00000188227","ENSG00000196110","ENSG00000196218","ENSG00000196411","ENSG00000196456","ENSG00000196458","ENSG00000196581","ENSG00000196850","ENSG00000196922","ENSG00000197580","ENSG00000197599","ENSG00000197830","ENSG00000198477","ENSG00000203778","ENSG00000204282","ENSG00000205056","ENSG00000211625","ENSG00000211630","ENSG00000211638","ENSG00000211642","ENSG00000211665","ENSG00000211666","ENSG00000211792","ENSG00000211806","ENSG00000211814","ENSG00000211816","ENSG00000211820","ENSG00000213071","ENSG00000213988","ENSG00000215580","ENSG00000223511","ENSG00000223960","ENSG00000224525","ENSG00000228314","ENSG00000230063","ENSG00000231398","ENSG00000231672","ENSG00000231769","ENSG00000232815","ENSG00000234572","ENSG00000235281","ENSG00000237940","ENSG00000240864","ENSG00000241549","ENSG00000242550","ENSG00000243364","ENSG00000249806","ENSG00000251192","ENSG00000253998","ENSG00000254952","ENSG00000254977","ENSG00000255569","ENSG00000257242","ENSG00000261372","ENSG00000261971","ENSG00000262580","ENSG00000266897","ENSG00000267759"
"HD-1",2.47385043168457,-0.336224074294113,-1.51963633481446,-0.237641026048351,-0.382742819564553,0.962853724812496,0.0772940509683573,-1.24151297553593,-0.751085966917136,-1.66542894653275,-1.34592271279601,-1.12494405303223,-1.0731520723436,-1.02800630080987,-1.07636930058011,0.278013158837631,-1.63397838825812,-1.3316126636838,-1.57088640098839,-1.00937630113816,-1.43833108690499,-0.0822576253172382,-1.52431109432127,-0.942856010926275,-0.566758142918599,-1.31854960887983,-1.35013289142523,-1.03649300339059,-0.467900012505356,-1.19497975952583,-1.65026394027125,-1.46486221725306,-1.13750976510053,-0.0101188702857476,-1.45104433985171,-0.950228772390425,-1.33763411477848,-1.4574014406915,-0.270945859676863,-0.934266168013222,-1.38024171925627,-0.799019038494696,-1.28225916509783,-0.620321662089689,-1.4439278854492,-0.39602022523185,-1.33904510300755,-1.35480054046029,-1.1171477031097,-0.878425359948718,0.175317684328861,-1.46987711420265,3.37583947660632,-0.812551637386846,-0.557544777750576,-1.44059904436134,-1.49095160514407,-0.913571488094678,-1.35446220705818,-1.54168361808428,-0.931257905823071,-1.58175679661141,2.23470366825501,-1.34516138841452,-1.04965437719283,-1.34879077850552,-1.33488549066321,-1.46445926905128,-1.64922288649483,-1.47323015028524,-0.97554717716794,-1.35223882340175,-1.54842271565268,-0.337385555715514,-1.07004917724408,0.177947632773857,-1.36342263862174,-0.932223405084159,-1.72719518122002,-1.40238412317831,-0.254065720855106,-1.27420831277467,-1.34928378380463,-1.26301164609383,-0.204795685960372,-0.248029084072388,-1.62452815939364,-1.43742443045875,-0.316599309287856,-1.40925100644406,-0.859295244985358,-0.608774621384511,-1.40039507152852,-1.56845004430199,-1.73972377340837,-1.24852762665781,0.00120206349476804,-0.874944963798928,-1.51137727528696,-0.487351438197102,1.94032876028399,-1.5199947589601,-1.66425597117593,-0.44289159724474,-1.37489030398662,-1.61441921094788,-1.57763565848109,-0.0748779168613594,-1.04892751202247,-1.2327017748958,-1.41907718248132,-1.4927613410587,-1.37974511922487,-0.860750746471011,-0.317450455048826,0.163472073074432,-0.87594154104038,-0.220299811967106,-0.947424540429305,-0.868986154531256,-0.870205255295336,0.865920620482026,-0.0830120485229495,-1.07492805303133,1.84221749196288,-1.1778708985815,-1.19804650794124,-0.359767139104274,-1.24515492829026,-1.567348453105,-1.43404803940926,-0.431744502419637,-0.644781423311606,-0.360066968598943,-0.570444838687564,-1.46476092819679,-1.07575926874543,-0.39228504918293,-1.39637185248858,-0.409296306691114,-0.871644741253245,-1.48363322628314,-1.24236231655438,-1.03531379737523,-0.853698144872149,-0.711154243876164,-0.27895960166434,-1.55326037752009,-1.49705798301001,-1.45324467240183,-1.07798275977783,-1.23807317405787,-1.63157313238891,-1.48978365493687,-0.485803534971877,-0.395788067932995,1.13047807795031,-1.5264915248955,-0.998161323898287,-0.816390893180552,-1.25481358721687,-1.45620386060205,-1.48355439059887,-1.43844691069284,-1.33034407418298,-1.61712205112085,-0.923382397487564,-0.861560428265845,-0.619276939932731,-0.313990775716855,-0.670236871701942,-1.39686937935088,-1.09137437312691,-1.6489369327789,-0.430401183790703,-0.457181548841493,-1.33463075653222,-1.57840710549876,-1.70073646812814,-1.35869489732928,0.0389101676686314,-1.11962049256973,-1.29506152541945,-0.981136115297206,-0.556528144470919,-0.520108040867638,-0.47346688238489,-0.742258368804419,-1.37209008754235,-1.34907740462052,-1.35528594351642,-1.4083047967115,-1.50597801503851,-1.30271785457919,-1.57171847380672,-1.47637307353616
"HD-2-1",2.81302950786762,-0.727308998658475,-1.44279688975931,0.227834467279556,-1.38431047995386,-0.776273998468168,-0.896239435113353,-1.13136954173781,-1.10872030867715,-1.57830268612641,-1.25977276300503,-0.390867228975633,-1.38053412179606,-0.920250543473136,-0.633549790163606,-1.10490365973264,-1.52730785385294,-0.100789506239161,-1.13115776506916,-1.26591149748225,-1.35763502944963,-1.21195594206524,-1.4190105236214,-0.805905488092293,-1.01298445671448,-0.0772535880596048,-1.24588236273227,-1.35969425391653,-1.43237739304601,-1.503848130447,-1.5777894146996,-0.301246399449765,-1.0564267331605,-0.415185169379948,-1.37279297873897,-1.29594274247504,-0.901333641294193,-1.34176609929555,-0.27711632071144,-1.24362245900614,-1.28650970756941,-1.1464007519648,-1.17929391584864,-1.00163909597043,-1.36072901067975,-1.31666498552092,-0.757342263147668,-1.24209940841566,-1.00573666365516,-1.18874325620062,-0.0166307453268227,-1.34982853306148,0.905018153428436,-1.16144102710725,-0.964423000199648,-1.34832612848519,-1.35367827645467,-1.29145351075867,-0.43300314880545,-0.251868847745556,-1.26944497196268,-1.49777660063192,0.243955170449146,-1.23447917480052,-0.934103687887743,-1.25711101866711,-1.24761819339375,-1.38298861941224,-1.5776935132466,-1.34983886289011,-0.855870647923049,-1.27106163107916,-1.47529270485187,-1.30706751830353,-0.381423429398995,-1.19430750389449,-1.60356688041322,-1.52255432396318,-1.64623404971491,-1.2919570531311,-1.48429241379245,-1.16481331647194,-1.27147908598693,-0.394568104586594,-1.20386033166465,0.237843474713786,-1.52456274488566,-1.34648253974693,-1.13511060472508,-1.31100494115063,-1.2172534675439,-0.433946141744943,-1.32518788649913,-1.45779461236864,-1.66301641894593,-1.15133444536132,-1.13748602318739,-1.23363423152395,-1.42512898628527,-1.34339781759261,0.597857394072822,-1.44579032030173,-1.57724900063063,-0.506535534102439,-1.29756033422482,-1.53143388234246,-1.49688516777483,-1.07987181205502,-1.34564671973351,-1.12520524816101,-1.34537944026705,-1.40216006342428,-1.29480515800106,-1.50664454601349,-1.31088134756075,-0.728011162927888,-1.22208238163129,-0.557541385728513,-1.24950170168143,-0.140526634938011,-0.730920820893476,-0.820466928776308,-1.27405974059777,-1.38422501209598,1.28952166996253,-1.0609718869539,-1.10243664641611,-1.56837353943698,-1.14001017729312,-1.48655283566875,-1.35811115287364,-1.39552020606796,-0.867811925472915,-1.2253081671475,-0.230245256066396,-1.35525134819975,-0.151506070653526,-0.978559168290895,-0.923886747578935,-1.01121439610571,-1.18837614678938,-1.39337672727937,-1.15095486391833,-0.528184798729624,-1.54234949545754,-1.30183899455806,0.243775521636889,-1.4573160530788,-1.40602018797841,-0.924701215279695,-1.35458053596503,-1.12679079578754,-1.54222026363218,-1.04044604965454,-1.42324254583469,-1.19361272129009,-1.08638945778892,-1.44405687954693,-1.23830321964848,-0.712521454015832,-1.16341756560892,-1.38994999524787,-1.401531033887,-1.37613838994299,-1.25458690559371,-1.52156958783043,-0.83464196406357,-1.21510957825231,-1.22387160824357,-0.484752777172085,-1.08029221174084,-1.2724975740601,-0.986846491310983,-1.19629595774831,-1.42794094710553,-0.643466571580317,-0.753670451219394,-1.51074340211202,-0.670277270687665,-1.2564494813291,-1.07472346660074,-1.37446939898137,-1.20146424198893,-1.24402222281832,-1.29637999011102,-1.15565684679654,-0.773391176574625,-1.34736428066825,-0.437611508778811,-1.27950251139076,-1.24595174662363,-1.33202179577091,-1.42604751316032,-1.21324705753272,-1.47917252818879,-0.452337983677296
"HD-3-1",-0.229471285948455,-1.21466370396822,-1.47097453976776,-0.94635276866219,-1.413698562713,-0.82890638933158,-0.941807661154084,-1.18183989914205,-1.15150536081844,-1.61025259506332,-1.30205514333527,-1.40855849058832,-1.41655144776163,0.211207274133382,-1.6942241453521,-1.14992327987222,-1.56642480716417,-1.27263419801593,-0.259917134482434,-1.29289669674423,0.0984608438952697,-1.24267898647917,-1.45762510008979,1.18877786507724,-1.06809843476713,-0.179578293663661,-1.28411188024893,-1.39547347249152,-1.46890844209346,-1.53913716761639,-1.6043664132011,-1.41233429128346,-1.43149514329677,0.155901379476587,-1.40148838985935,-1.3332327149157,-0.321580281535285,-1.38417052030776,-0.365316249003545,0.139285109912573,-1.32088199927459,-1.1850387312958,-1.21705211093053,-1.04894485668296,-1.39123871533298,-1.35070001506267,-1.27296342791486,-1.28342783097298,-1.04659199875779,-1.22502385157515,-0.452881853862081,-1.3957845054877,-0.535786585455208,-1.19984659739358,-1.01422913612075,-1.38216335787891,-1.40401752355007,-1.33575702876628,-0.225664595819847,-0.965446753184588,-1.30829587209193,-1.52857282213316,1.70503895542027,-1.27720026170895,-0.984040158453849,-1.29073073291324,-1.27961982169647,-1.41286456984163,-0.742986299691597,-1.39978331607741,-0.899757005416499,-1.30082996832174,-1.50211007512283,-1.34780400639608,-1.01147575769925,-1.23782406133336,-1.62882789842834,-1.5560907346253,-1.67592315569689,-1.3461558393015,-1.5167388815895,-1.20492935213932,-1.64905163033385,-1.58578216494357,-0.840353366042272,-1.14934342668698,-1.56122087614798,-1.37983167137776,-1.16817079252619,-1.34703257305972,-1.26002894833621,-1.08129857237722,-1.35276697346882,-1.50065148991487,-1.69114563025876,-1.18697597613779,-1.19925301085846,-1.27421905884045,-1.45675693596102,-1.38470658235513,-0.855210757944061,-1.47300169201438,-1.60915516500442,-0.521230892694285,-1.32591786363628,-1.56186527787897,-1.16424093207772,-0.303093922319307,-1.3771901059747,-1.16462509958345,-1.37240500226892,-1.43538428946689,-1.32595333323031,-1.53884860917203,0.156742403080183,-1.1702477772508,-0.780234045102696,-1.41325289420819,-1.28327799799708,-1.52639178031897,-1.26826936989705,-0.873436771045499,-1.3070785098709,-1.41840684090281,-0.71723402442593,-1.1194164260699,-1.13749756094351,-1.61443078664404,-0.714098328758138,-1.51618124629433,-1.38595782732576,-1.42986993932804,-0.0368614557035558,-1.26245109463341,-1.4188396084983,-1.39540940264059,-1.44301182566927,-1.33366950000781,-0.454813802028728,-1.42463879910515,-0.775401640745949,-1.42647452019147,-0.774410251579766,-1.36696842078778,-1.57658745885864,-1.33222726344816,-1.00143793328898,-0.433770626090676,-1.43940448850401,-1.39223206413002,-1.38572579715755,-1.17052523310021,-1.57498668797674,-1.43791420328922,-1.44940817460556,-0.11292123394211,-1.14626905660395,-1.47428633505036,-0.220529681997801,-0.391799280830922,-1.19693323073618,-1.41424582700872,-1.43160966649928,-1.3989874317206,-1.28236767601192,-1.55660945395792,-0.240570658861718,-1.25846887866682,-1.25634277949338,-1.01280668518538,-1.13082860204438,-1.32651373631917,-1.4896484036948,-0.289645323679939,-0.0860794804945908,-0.316706885713478,-0.79250354534026,-0.928461738554725,-0.459042948009882,-1.29394370769882,-1.11213122870159,-1.40127721568341,-1.24518917541477,-1.27167548091218,-1.32304514606472,-1.19437989318666,-1.15006250510106,-1.37867452308711,-0.489539432741058,-1.30501619110821,-1.28604548665245,-1.35999539319285,-1.09678114618706,-1.24605672714112,-1.09793799849502,-1.41134118913877
"HD-4",2.78794776064211,-0.403692843878907,-1.4648420746526,0.333249725649515,-0.0134387690871489,0.210381535935651,0.838640040920962,0.406517016214845,-1.14219380220273,-1.60329915139682,-1.29285298409618,-1.40268359741386,-0.349610520480476,-0.382385882059975,-1.68721296552023,-1.14012539928527,-1.55791155813452,-1.26520160365917,-1.15415360406394,-1.28702375158911,-1.380786673836,-0.234540907581359,-0.979506933842021,-0.849809116030955,-1.05610366062293,-1.2508986495719,-1.27579176900935,-0.949982311839575,-1.46095797838068,-1.53145701013967,-1.5985823071409,-1.40571460795137,-1.42532682511312,-1.05028018664762,-1.39524324139565,-1.32511708231082,0.0646137890435956,-1.37494180064845,-1.18157030926165,-1.26916165677165,-1.31340135842105,-1.17662972414665,0.0894889609192409,-0.176280084917001,-1.38459871166327,-1.34329277452644,-1.26448360044723,-1.27443328708727,-1.03770041563393,-1.21712789554529,0.945637078811385,0.50417730249493,-0.521037636412753,-1.19148817077042,-1.00338953839115,-1.37479916573413,-0.79750366814436,-1.32611499763242,-0.874041646558858,-0.418724937944336,-1.29984052575667,-1.14512553047339,-0.566930083928511,0.177463122566058,-0.0388827704296896,-1.2834138798494,0.174621996583754,-1.40636249377299,-1.59821524212461,-1.38891361556033,-0.368974901030645,-1.294351312734,-1.49627365556273,-1.33893828863513,-1.00055072667473,-1.22835330098444,-1.62333019682069,-1.54879201140277,-1.30626068654849,-1.33436024366545,-1.11274418372689,-1.19619866703198,-1.29380120124592,-1.57906566932854,-0.455453705581372,-1.14154154427066,-0.482140272557533,-1.37257370677512,-0.756534596391253,-1.33919167093346,-1.25071947278859,0.684365998552651,-1.34676477709337,-1.49132429952042,-1.34090558883044,-1.17921910343648,-1.18581030371122,-1.26538634789228,-1.44987356215262,-1.37571631670911,0.00276182592385349,-1.13418977688574,-1.60221124172047,-1.21075015361981,-1.31974625032518,-1.55524231707573,-1.52005242902412,-1.11431741230314,-0.219688969025649,-1.15604592908412,-1.36652327273703,-1.4281535087906,-1.31917437551251,-1.53183985245076,-1.33470277429018,-1.162974820969,-1.25505129726322,-1.40594014610713,-0.515910033164064,-1.51987804964665,-1.25943221716382,0.979843975982372,-1.29989244394091,-1.41096765159258,1.53334093730064,-1.1066968026381,-1.12986705111815,-1.60440708127071,-0.149205031026964,-1.5097330437464,-1.03923568480694,-1.42239420799951,-1.360806325093,-1.2543674642734,-1.4102211546237,-1.3866695727443,-1.43507505923279,-1.32782940935465,-1.3349569234432,-1.4178396840806,-1.21758037474277,-1.41927125588939,-1.17717960034817,-0.277183307651917,-0.731437234208632,-0.9538594366137,-0.992374770441324,-1.48484241496561,-0.305387194131942,-1.38454312270375,-1.37894747363844,-1.16100705429286,-1.56785554133459,-0.459563359498415,-1.12361692497571,-0.0730505866736777,1.31981901960718,-1.46770732362572,-0.949039226406287,-1.14104190885619,-1.1896390224845,-1.40895818447385,-1.42506347953368,-1.11449138774025,-1.27632158609985,-0.537202305535807,-1.24814162736372,-1.24903234307461,-1.2492758904917,-1.00412239070809,-1.11983007482548,-1.31475788618229,-0.584474428737133,-1.59010139896911,-1.45030535243738,-1.11170503023835,-1.2591159190099,-1.53015607291742,-1.62704974528072,-1.28578362212876,-0.0892326356157457,-1.39544287532183,-1.23567306499335,-0.927361587688837,-1.31724185378778,-1.1859523724009,-0.451606959379994,-1.37186029374849,-0.884881547387052,-1.29946350127141,-1.27731965387401,-1.35390733722352,-1.44897952016861,-1.23891616878182,-1.50572389748625,-1.40314572980446
"HD-5",1.13119631923095,-1.20239281861103,-1.4615857515876,-0.931467394970742,-1.40390645854661,-0.815487602661381,-0.926624336004043,-0.23860499949693,-1.13724938873732,-1.59960689085114,-1.28796666141592,-0.4283880730895,-1.40455048088876,-0.954602091219122,-1.68349004722055,-1.13492275011494,-1.55339104498804,-1.26125491534016,-1.51033250353187,-1.28390523294954,-1.37736691419357,-0.856592352014565,-1.44475872979206,-0.207568925185467,-1.04973446667371,-0.821286089564336,-1.27137381152829,-1.38355184296061,-1.45673630277727,-1.52737886644628,-1.2703818064881,-1.4021995732773,-1.07532544287826,-1.04452087649136,-1.39192708376494,-1.32080770245425,-1.27755230073795,-1.37004137445397,-0.734551721712426,-1.26538922849998,-1.3094291575369,-1.17216456316825,-1.20447108676482,-1.03318258527642,-1.38107288694265,-1.33935954902035,-1.25998083406347,-1.26965720762097,-1.03297900806505,-1.21293516338009,-0.919651861201289,-1.38047198330811,-0.513205982738478,-0.717216127028494,0.67323559132708,-1.3708887988122,-1.3872444949978,-0.196116130060076,-1.28465407683378,-1.45664745724635,-0.820069084579248,-1.51831152637791,0.187512978178986,-1.26296560283252,-0.967401334972484,-1.27952864985664,-1.26895688460042,-1.40290990825067,-1.59518395073818,-1.38314183278802,-0.885134078579751,-0.0872072904307002,-1.49317453191935,-1.33423061550685,-0.42682654594664,-1.22332435181177,-1.62041093153123,-1.54491640830869,-0.524657042871583,-1.32809681298727,-1.50592772404976,-1.1915626958924,-1.63954490072762,-1.57549922758342,-1.22543748552534,-1.13739876495018,-1.54900639305946,-0.960743842053651,-1.1571551435857,-1.33502817224822,-1.24577616542694,0.118407513411544,-1.34357762639115,-1.48637158562107,-1.68177298184372,-1.17510022415788,-1.17867226109415,-1.26069620129595,-1.44621850851979,-1.370942508977,-0.829782197237728,-1.46393486759768,-0.847795561802764,-1.56115722368027,-1.3164691396697,-1.55172554207299,-1.51663036259446,-1.10922940768359,-1.36667985505545,-1.15149041180829,-1.36340008961619,-1.42431398301229,-1.31557476655287,-1.52811822081652,-1.33118408022271,-1.15911290005359,-1.25018141565777,-1.40205709583894,-0.858822127234651,-0.784135417147361,-1.25473971199114,-0.858898229951379,-1.29607666157687,-1.40701746137039,-0.706079505344265,-1.09994271559784,-1.12581527019883,-1.59908451972473,-1.16572028226637,-1.5063090649238,-1.37667932014455,-1.41842461406041,-1.35642916542029,-1.25007507752581,-1.40564477797752,-1.38202874574552,-1.43086065684756,-1.32472833637037,-1.33130714608705,-0.361863073002407,-0.756613134973596,-1.41544634123441,-0.763241440947777,-1.35590606619202,-1.56517937528897,-1.32210189743341,-0.101243017642168,-1.48077646008514,-1.01987470297149,-1.38046031475593,-1.37534820143666,-1.1559529260418,-1.5640689209699,-1.42790653106764,-1.44068979155882,-0.757721353574183,-1.12631718448476,-1.46421388562898,-1.25514710621189,-1.13723719534362,-1.18576581682824,-1.40615046000703,-1.05362114823556,-1.39137413489473,-1.27311112804357,-1.5449341765365,-1.24447027926673,-1.24402156715894,-1.24552339076739,-0.511360023352175,-1.11398988540876,-1.30851556026105,-1.47698858004476,-1.58660491037302,-1.4470018769043,0.181468295665234,-1.25462820977818,-1.527288601948,-1.62267067757392,-1.28145063786301,-1.09966696874543,-0.426741418905009,-1.23062003504984,-1.26246142002858,-1.31416032064581,-1.1814773807295,-1.48878628047692,-1.36824195564972,-0.880910361553472,-1.29651503737495,-1.27268625930849,-1.35067459529973,-1.44559220345027,-1.23512455081974,-1.50180196003509,-1.39879396216167
"HD-7",4.7541481944043,-1.32085021737704,-1.56300899695308,-1.02081283661729,-1.50968656184149,-0.901421519382434,-1.05284263010751,-0.806895808986239,-1.25001758896162,-1.71039195131743,-1.3643010358145,-1.17858875193438,-0.736573087859215,-1.05182619224036,-1.79944612671473,-1.25590269327393,-1.67622239784128,-1.38418066004339,-1.61612942163632,-1.0715039402847,-1.4838806459032,-0.743815439183865,-0.406597979265393,-0.972445117968564,-1.15326224148015,-1.3720990535251,-1.3956109921294,-1.50926051963614,-1.58289939191492,-1.63448313021811,-1.69117278740074,-1.15734962498096,-1.52288230982863,0.0256727496283571,-1.49521396972076,-1.45503003907164,-1.04923182273275,-0.792930612624349,-0.410846850501821,-1.38288737305841,-1.43314953075268,-1.30939533881173,-1.33574913154083,-1.11140149922649,-1.47363096581166,-0.517171725684188,-1.35604397699182,-1.39695434607361,-1.15994504533325,-1.31469838144055,-1.02554323732929,-0.438066323480936,-0.743016937819554,-0.605071894460418,-1.11628259555241,-0.569740672203929,-1.53542339042465,-0.038692958053864,-1.40661955464102,-1.5867627533028,-1.41896556349371,-1.62916011484123,1.73902137943184,-0.113793790722467,-1.07309512463623,-1.01843220562683,-1.02504560549565,-1.51044605303275,-1.68959823455539,-1.49921656991648,-0.998405727570292,-1.39805996296674,-1.58970155685695,-1.44322190001716,-0.644203493246095,-1.35237654092155,-1.71133598836035,-1.66562809314551,-1.77289436346437,-1.43237308250692,-1.62271624486807,-1.30871375581882,-1.74224221916461,-1.68658160146848,-0.0898458317252022,-0.597678378762208,-1.68095446681802,-1.48875733502695,-1.27185014805601,-1.46470681294243,-0.940508484163236,-1.16072457955179,-1.44284639095612,-1.58699703244238,-1.78302187591626,-1.30269706758168,-1.30820399104093,-1.4006090498532,-1.54335489795927,-1.49203363038131,0.858492159973688,-0.982261832523709,-1.70783561114297,-1.66523971747702,-1.41853984686477,-1.66126096803607,-1.62321594277929,-1.19734108559152,-0.871990047134469,-1.29113424731466,-1.46067648439122,-1.54390198375001,-1.42769018490803,-1.64403422511475,-1.44077927844079,-1.27583301004935,-1.33869059954214,-1.52300073449357,-1.38399577353197,-0.315779557506328,-1.39266291416833,-0.943088182048959,-1.41492513675668,-1.15133374594882,0.535309844082293,-0.355709903085306,-0.865477231831829,-1.25325187726887,-1.27216483666296,-1.61295420956027,-1.47691124490487,-1.52352063281458,-1.49276260980722,0.0841809786275749,-1.51449353226464,-1.51353898306246,-1.56174049087701,-1.42131607656128,-1.4287446992714,-0.944449187320065,0.0144682926524469,-1.53457925581647,-0.454164470000035,-1.46670167605493,-1.68841624428983,-1.4314820924088,-0.689929787871063,-1.59958876518644,-0.307826012573845,-1.50762571696109,-0.516332031020525,-0.37896823596884,-1.68200910033376,-1.53601532804859,-1.53487092398735,-0.0483580801444878,-0.289147043069384,-0.554648591685998,-0.664311939705692,-0.131845388744051,-1.27986477224613,-0.798388208955419,-1.1751020168525,-1.47361747207444,-1.37310583639303,-1.6562417365828,-1.35882012460775,-0.686745294699074,-0.995595288879689,-0.0399207677834917,-1.20457789777621,-1.42766634491489,-0.881752020882406,-1.69550848465565,-1.54989375920897,0.385446379883667,-1.39440489208277,-0.472691859547389,-1.7590635506496,-1.41640817050837,-0.10029898134004,-1.48883749334163,-1.31538092737006,-1.36199715774864,-0.681178953002891,-1.2991612457736,-0.88630099562941,-0.376060336912544,-1.03323221453101,-1.38834953022239,0.139811975652363,-1.45136336935398,-1.55109544984097,-1.35322038812539,-1.62395680047219,-1.53433653229263
