"","ENSG00000009694","ENSG00000049883","ENSG00000053524","ENSG00000062282","ENSG00000074657","ENSG00000080007","ENSG00000081386","ENSG00000081985","ENSG00000089091","ENSG00000092295","ENSG00000094804","ENSG00000099194","ENSG00000104549","ENSG00000104885","ENSG00000110195","ENSG00000111537","ENSG00000111879","ENSG00000112053","ENSG00000112877","ENSG00000113249","ENSG00000115423","ENSG00000116128","ENSG00000118113","ENSG00000119673","ENSG00000125851","ENSG00000128596","ENSG00000133131","ENSG00000133597","ENSG00000134061","ENSG00000134121","ENSG00000135686","ENSG00000137842","ENSG00000138336","ENSG00000139625","ENSG00000140543","ENSG00000143195","ENSG00000144749","ENSG00000146215","ENSG00000147324","ENSG00000148835","ENSG00000151623","ENSG00000152022","ENSG00000153253","ENSG00000155666","ENSG00000156510","ENSG00000157992","ENSG00000159788","ENSG00000159899","ENSG00000160284","ENSG00000162927","ENSG00000163482","ENSG00000163596","ENSG00000164169","ENSG00000164440","ENSG00000166707","ENSG00000167094","ENSG00000167637","ENSG00000167840","ENSG00000168096","ENSG00000169981","ENSG00000170899","ENSG00000172292","ENSG00000173208","ENSG00000173482","ENSG00000174292","ENSG00000178053","ENSG00000182931","ENSG00000183426","ENSG00000184206","ENSG00000184305","ENSG00000185272","ENSG00000185298","ENSG00000186073","ENSG00000186174","ENSG00000188001","ENSG00000189013","ENSG00000189164","ENSG00000189195","ENSG00000196081","ENSG00000196155","ENSG00000196533","ENSG00000196922","ENSG00000198075","ENSG00000203326","ENSG00000203780","ENSG00000211728","ENSG00000211777","ENSG00000211795","ENSG00000211807","ENSG00000211812","ENSG00000213160","ENSG00000213468","ENSG00000214787","ENSG00000223960","ENSG00000224525","ENSG00000224691","ENSG00000235532","ENSG00000240403","ENSG00000241316","ENSG00000247287","ENSG00000247708","ENSG00000253350","ENSG00000254093","ENSG00000257252","ENSG00000259092","ENSG00000259363","ENSG00000264290","ENSG00000267254","ENSG00000272865"
"HD-1",-0.262576606140088,0.603565249809168,-0.850529431595432,0.840604851913076,-0.292863212246696,-0.948899318611964,-0.569204445103597,0.591537864206179,-0.683786038919442,-1.19146516060486,-0.273813493036599,-0.589783034835621,2.46676216365987,-0.910044414333674,-0.859770874548993,1.89667192504616,-1.32546986761979,-0.917859239630512,-0.200712282312884,-1.07794712081255,-1.2575780975811,-0.842020540421882,-0.429754774499044,-1.06722934232511,-1.11375258127859,-1.08083159964788,-1.01587816519796,-0.687957769114665,-0.486551787784413,-1.1488313653289,-0.406213081732048,-0.847601965963648,-0.76028034307106,-1.08652012873898,-0.897233470204007,-1.28993756090188,-1.09005544049079,-0.848858152969189,-1.28038608300107,-0.103142676052617,-0.846866749898749,-0.794421794933194,0.320895087639899,-0.684326231258002,-0.878720981062473,-0.41824390489997,-0.382387790123479,-0.221705609673843,-0.249009584157142,0.862263262225083,-0.406153617831868,-1.03042558860727,0.601825392921269,-0.0769751165146076,-0.891616138685404,-0.51177260668662,-0.718184913353699,0.559436891408498,0.0466325636008434,0.0196630835871541,0.582290098478949,0.44209252923569,-0.428478339001813,-0.999847044701757,-0.296079849491678,0.253928443366955,-1.08733916955442,-1.16788274667815,0.190330927895104,0.603734937648328,-0.861619701296351,1.5667191083987,0.686747797545226,-0.93836166041442,-0.186671919987532,-0.0554201649302587,-0.840433068157404,-0.989964389589385,-1.08936298439204,-0.607724645660192,0.315648643813727,-0.258876204157732,-0.662922134377636,-0.887884662460713,0.804927234514625,-0.97979075232396,-0.0696300803247637,-0.75678135811704,-0.581604566437948,-0.413200828171662,0.0206294851311857,-1.08377619694824,0.397939755205543,-0.301329923941216,-0.868236283073614,-0.78069075174636,-1.092492404236,0.414750311507979,-1.03573919070229,-0.284278044341204,-0.413468370750167,-0.240926885424748,-0.584599637450995,-0.983799413090919,-0.619429455205704,-1.10942199358112,-0.354785130476166,0.8768793599072,-0.61864317474596
"HD-2-1",-0.606290335307026,1.52265386711434,-0.758625549524969,-0.0774643780985871,-0.882645703803936,-0.853664388278184,-0.504280405181336,-0.922300631777659,-0.605011173293522,0.00836575042241894,-0.384542304935921,-0.902759484326638,2.5015366133061,-0.807230259369827,-0.800868365643393,0.850593121351533,-1.22795792576278,-1.20093808004084,1.35707520218142,-0.969917464251495,-1.15621531853032,-0.758291152456563,-0.856884797246797,-0.969111148822787,-1.00250463704192,1.11813728667018,1.06545288051007,1.02575049387392,0.893004689909187,-1.04851379842748,-1.11320528736123,-0.181650739249105,-0.678464900529367,-0.979564561491919,-0.327135770406077,-1.19335320440814,-0.986866747082838,0.552090098363607,-1.16749595580995,0.415777341441268,-0.756972795973777,-0.707261165154087,-0.331892803905119,-0.517625009170418,-0.792016845724788,-0.773879208088364,-0.986320649485104,-1.13141920600521,-0.854882900866421,0.29941638728236,-0.76953421513171,0.633144792682358,0.439365955450996,-1.06369761148606,-1.17035504285991,-0.330569055620973,-1.02459855011595,-0.739929907644903,-1.00358696390235,-0.85049442983963,-0.820060936414788,1.17401175731365,-0.303260585059201,-0.912399680410531,-0.404188980243606,0.294887438919633,-0.991578554954612,-0.264103770029679,0.309863224771332,-0.724625516426236,-0.768501601014102,-0.360212312215699,-0.567888541715859,-0.839638281113027,-0.837962480612898,-1.02009703993209,-0.763078216903003,-0.920305677006339,-0.979401655638706,-0.926876129699405,-1.20410485514207,0.273003902926856,-0.599133787718869,-0.799849929965318,-0.534505300876041,-0.890703463096285,-0.695545393541064,-0.682980241493308,-0.876563783890503,-0.9610528535282,0.915018272337044,-0.98531812098412,-0.839155774865786,-0.412024450263352,-1.15797637292822,0.59262609159107,-0.976633111905373,-0.230415013013036,-0.0217714509965068,-0.637075748888496,-1.00361858657182,-1.13439986220772,-1.07071160463237,-0.426697915200957,-0.947528515808503,-1.00601701231866,-0.649649525184015,-0.818924980225699,-0.440795805057854
"HD-3-1",-1.09655367776098,-0.407430820748027,0.0844982759480185,-0.132015022559421,0.779289689797381,-0.385737334864337,-0.523569562821799,-0.95910510795759,-0.640262684103606,-1.11032615637569,-0.938853587044617,0.788678867060285,-0.10873721345081,-0.845443115629379,-0.820193735681265,-0.452778699278777,-1.2634910798758,-0.79813544403382,-0.606616206681862,-1.00277973071432,-1.19037958089741,-0.79354247396217,-0.902215783152509,-0.999465862101136,-1.04240505953964,-0.994816641072767,-0.936005487618698,-0.0936569445203639,-0.427978935909886,-1.07674057563173,-0.440687517566596,-0.795736486142606,-0.716988957782748,-1.01174294812135,-0.375125811888929,-1.21825332889884,-1.01791823696764,-0.801770736310438,-1.19659982234565,-1.08632368110134,-0.276359993115639,-0.745862682403915,-0.912756876797502,-1.00456328499783,-0.830656093726122,-0.812364663315146,-1.01848841351854,-1.17183321713589,-0.889400464906236,0.239504053222695,-0.269612551654018,-0.958231681715195,-0.632011092038913,-1.09920467843691,-1.19773721085218,-0.869156788812478,-1.05588087419243,-0.77528485460413,0.826924894506419,-0.886304529600788,0.59342813620833,-0.526737004823483,-0.336039505068004,-0.9425593875631,-0.928173295889711,-0.245514717203722,-1.02053449328058,0.116204845309111,-0.0462989289390646,-0.761219456781205,-0.805852527372638,-0.379479141276787,-0.590598480037354,-0.875320480948855,-0.875146726735979,-1.05007607046572,0.243613702802462,-0.941838824727441,0.616009763944308,-0.960195502828825,-1.24274197712843,-0.920403600181363,-0.0681636896538968,-0.834485151569482,-0.561361998008388,-0.921688575846886,-0.732137363463003,-0.719085062520192,-0.907593442356298,-0.990118854727273,-0.401572652280312,-1.01524487812296,-0.875915999170969,-0.944841293142773,-1.18791032696387,0.238519086518409,-1.01114565340065,-0.760116817727078,-0.452224830500149,-0.674943532764097,-1.0359737185261,-1.16017941258595,-1.09507777928314,-0.927012178949031,-0.98239061249265,0.00101589096015031,-0.241172147366412,0.827707026578402,-0.492851845678219
"HD-4",-0.294872178743906,-0.404871735966447,-0.791860477851231,0.503808761570593,-0.911356494859838,-0.885088631808845,-0.521627735980002,-0.95487834535298,1.1065473290229,-1.10692028837039,-0.934754689763763,-0.931800383908852,-0.104241749157959,0.0675639048016985,-0.284000798309258,0.496845763543364,-1.2594103206145,-1.22629048766295,-0.604758193844176,0.305470773001455,-1.18645603024337,-0.789494081403218,-0.897009804534052,-0.995979814199479,-1.03782274697263,-0.990575601087814,-0.93153461957404,-0.643576200374306,-0.425523342454534,0.428354895006007,-0.433669435857485,-0.791072312670168,0.439725524911465,-1.00804746280546,-0.841763397806235,-1.21539370621238,-1.01435216865516,-0.797840383186044,-1.19325742632509,-1.08263297486139,-0.789734533029543,0.421011148560341,-0.0291315048844956,-1.00112816526635,-0.826218619117766,0.0697461596365043,-0.538034164078266,-1.16719192214464,0.340901069085632,-0.3477124840091,-0.802732266198843,-0.954299205932039,-0.629539737600313,0.131052811282128,0.613394761818157,-0.374527696440482,-1.05228829602489,-0.771224561313588,-1.0336671125131,-0.370385883622447,-0.850076108746105,-0.524657778584543,-0.332284930925462,-0.940059099664738,-0.9243974713074,-1.02962923797999,-0.259906021185133,-1.08886834253006,-0.407972795227802,0.360375004616712,-0.801563008401957,1.60943461356179,-0.588777764626344,-0.871222604723719,-0.870876349941992,-1.04663316736441,-0.323307932106177,-0.939686930021553,-1.0085425124316,-0.470167993091981,-1.23830474667953,-0.916424286272696,-0.616336463180486,-0.830507514209201,-0.559157356404088,0.107266961938987,-0.727935005865547,-0.714938650909372,-0.904029881244986,-0.554558937018012,0.484315160775154,0.646426967680539,0.960420543733898,-0.941011035503728,-1.18447260061484,-0.727005609255744,-1.00718210507927,-0.273327038203446,-0.956442516029817,-0.67132368559607,-1.03225793512131,-1.15721879336753,-0.417881828674855,-0.92340501854162,-0.978386919956382,-1.0328799626987,-0.656058207161786,-0.851460485807209,-0.486873536823541
"HD-5",-1.08419276325741,-0.398248243370414,-0.780761354082744,-0.703888033745728,-0.427460772146546,-0.87459420363214,-0.516591213521611,-0.943998704767715,0.582798793081697,-1.09815362148019,-0.924204173119423,-0.92210189635242,-0.0926523426423446,0.365398657804523,-0.813205576370559,1.36320606995256,-1.24890649103354,-1.21782380745036,-0.599939103909089,-0.989291408139275,-1.17635685389326,-0.278935593973685,-0.88360967266914,-0.987006765135484,-1.02602792468381,-0.979659210682134,-0.920026654263435,-0.63391093734682,-0.419167155819019,-1.06515489037123,-1.12806001559247,-0.213571901908354,-0.701176752263658,-0.998535324134326,-0.355662103736293,-1.20803306878168,-1.00517314793138,-0.787723697351844,-0.739963583742243,0.434025153616472,-0.778793436034151,-0.730018683416777,0.43467969284158,-0.992286204753791,-0.814796608145939,-0.796568302004108,-1.00528514957776,-1.15524527974274,-0.875946363894948,-0.340801667834863,-0.792737762748508,-0.441408310430704,-0.622686890512509,0.401969241547057,-1.18649819557909,-0.855068826112578,-1.04304103922493,-0.760773410916908,-1.02362155775433,0.276699696969955,0.292598862721585,-0.519268509634335,-0.322607071826797,-0.933636840504209,-0.914678540245656,-1.02062740218501,0.00729323850041197,-1.08040015784789,-0.392523951511739,0.121229918542012,-0.790521833618735,-0.371649230336007,-0.584054842144355,-0.347035189180974,-0.859884446911626,-1.03777117254329,-0.782643995342622,-0.934155916362305,-0.149668014068234,-0.946519560748676,-1.22688336417144,-0.0424111260017855,-0.611267323033108,-0.82026911927044,1.28346675382985,-0.908970731316073,-0.204940725071568,-0.704265832900839,-0.109280353947305,-0.978188709842611,-0.929135631518006,0.237216926289167,-0.860827759170228,-0.441415190202057,-1.17562393069731,-0.114578869483914,-0.996979975172106,0.537088661039851,-0.431331341918344,-0.659886257941615,-1.02269354939195,-1.14959819197128,-1.08507667896398,-0.914120227216169,-0.968081459280403,-1.02390882221277,-0.653963042340757,-0.840594940987178,-0.471485435401506
"HD-7",-1.1868129132917,-0.494117181599438,-0.865152968424296,0.177070403515133,-0.986220229269092,-0.0917665149400222,-0.183422752123888,-1.05049319421828,0.218885823471655,-1.20078615124171,-1.00958433013226,-1.0115523862964,-0.267976120701399,-0.220152014819496,0.405752231196717,-0.528605116243047,-0.672557997581163,-0.966344752080306,1.03079047000739,-1.08933830491338,-1.26914822316246,-0.854437751731388,-1.03250325166408,-1.07661573540916,-1.13017174241719,-1.09598579398173,-1.03265375422241,-0.705382544628064,-0.511077438434436,-0.818541299148729,-0.904329595536362,-0.441449481585751,-0.775439472456165,-1.0973970826974,-0.908043300996895,-1.29892407780343,-1.10003964557682,-0.860392996006808,-1.29732532522069,-0.797261255045573,-0.860956915127648,-0.410585950850656,-0.97311102273656,-1.08088369943356,-0.893723131890629,0.177202341037874,-0.728024140800279,-1.23654449264148,0.157759117336354,1.710039526224,-0.858806136113057,-1.04279768151158,-0.246747907971516,-0.321732782468522,-0.689502236843216,-0.939627824231205,-1.14489663262143,-0.466465302706177,-1.13070874748073,-0.96467020841112,-0.241207761067556,-0.176915296226946,-0.469071725731422,-0.222828890576479,-1.00293948803306,-1.11561015762186,-0.317861242903867,-1.1764103690217,-1.03040204978389,-0.172981125345381,1.10460882849432,-0.451990290271109,-0.650838808009197,0.107069588668759,-0.948862863725741,-1.13257910703707,-0.85108857619869,-1.00783884023647,-1.10086678022213,-1.04194388776756,-1.29936168950971,-0.612579511091245,-0.681389457023874,-0.265488530108903,1.15156721291239,-0.989309504371079,-0.786774315185408,-0.769546660525525,-0.972842914618881,-0.484727461428677,-1.0410400983656,-0.744761288087736,-0.956014147342199,0.00287317535015807,-1.25830132434884,-0.801701961665039,-1.10538718449845,-0.00284381895867558,0.184362873836624,-0.727233723296363,-1.1105055843862,-0.682423313567361,-1.16412347345545,-0.993485361890328,-1.04181076186279,-0.761127759397827,-0.681543990005056,-0.0331438660506018,-0.660233336110749
"HD-8",-1.18726305680244,-0.495336407291152,-0.865842095202177,-0.0503417985882188,-0.986717108091668,-0.578230952316379,-0.588782196237984,-1.05118398038022,-0.702476896456107,-0.840139343751691,-1.01018062514783,-1.01206969106783,0.267367291980253,-0.00129001329443257,-0.875532758188456,0.19088242942444,-1.33936109608387,-1.31175311230463,-0.669006850050413,-1.0898733869915,-1.26966509664759,-0.855020517442747,-1.03371893300857,-0.728238285964204,-1.13095264227749,-0.6667063085808,-1.03344909544886,-0.706205688465465,-0.512244884776963,-1.15737218469281,-0.906477646874106,0.0701452561529219,-0.7761536556223,-0.724053782295551,0.0639811229988863,-1.29921519216324,-1.10050730260831,-0.860933494064516,-0.926553355183714,-0.799670043172998,-0.473279726115371,-0.413370583667929,0.429582152056102,-1.08130798125472,-0.494548379942542,-0.866342239144589,-0.463352765404576,-1.23725827907252,-0.325190382611516,0.740500928679684,-0.859513354969365,-1.04337963854497,-0.718653306382403,-0.325805990813253,-0.943647658231756,-0.568709124103339,-1.1453823076322,-0.00237700197342283,0.0854874346365802,-0.965302858829147,-0.0394182814161307,0.336633111124323,-0.471035953886786,-1.02298702497674,-1.003457008926,-0.759570121029377,-0.760656724897353,-1.17680880701943,-1.03108737119159,-0.17674323809346,-0.481930347014025,0.460586625460055,0.0255771143329453,0.86082148671563,-0.949534806078831,-0.160068600910923,-0.851586940850923,-1.00869203902054,-1.10140734501456,-1.04248803165325,-1.29997268532413,-1.00113033934625,0.542787457601246,-0.900520639360767,1.59872071431692,-0.648040106446785,-0.787399808431117,-0.770145555338301,-0.973285370041049,-1.06183717159981,-1.04179023659293,-0.29858979320204,-0.272035805718159,-0.00209878168393551,-1.25868208767806,-0.80270286923128,-1.10599483347603,0.158594625659452,-1.04955656389147,-0.727943304144695,-1.11098689389182,-1.24288023863531,-1.1643944631377,-0.993938282008429,-1.04234204838385,-1.11941046762629,-0.178899105232607,-0.932928857603015,-0.662240662277012
"HD-9",-0.866665170709323,-0.516927682760392,-0.519634957573365,-0.802253019227408,-0.995389949867435,-0.972956416917352,-0.604320737040236,-0.414946667960376,-0.717317941070018,-1.20883865824309,-0.225909480937467,-1.02110783435469,-0.312653607754988,-0.939365327275562,0.558471233551027,-0.548270742261701,-1.34884157375832,-0.784525566608267,-0.683866600954168,-1.09923556237845,-1.27874505904434,-0.86520981072943,-1.05537281205425,-1.08470570755364,-1.14476340932142,-1.10932639730767,-1.04747683270353,-0.720679526914013,-0.532911999000991,-1.16399952688264,-1.22129722381374,-0.880070053037193,0.189458588469615,-0.522972316919127,-0.917378829723394,-1.02478392397645,-1.10866998153457,-0.870371040427176,-1.30535726393437,-1.16503685290334,-0.873248938086214,-0.462714549816332,-0.985545348637929,-1.08869941620379,-0.906882918924876,-0.878278083968292,-1.11460430575127,-1.24991488341575,-0.942941221486694,-0.464875121547468,-0.871946486958082,-1.05357400307164,-0.740493508744837,-1.17193282987147,-1.29693896620433,-0.950035912038517,-1.15386895626966,-0.843852773605575,-0.781025448564234,0.870378670557175,-0.9176693432429,-0.233398290883541,-0.506331103651126,-1.04190042948002,0.539148616186234,-1.12390313544975,-1.1030647092939,-1.18374865914151,-1.04313177345139,-0.491760103994235,-0.888788528041833,-0.0999644275427165,-0.666188045020447,-0.963201025251007,-0.339703165227365,-1.14058564250538,-0.860275095082346,-1.02382964730495,-1.11086830586849,-1.05200714328207,-1.31078825703822,-1.01147456547808,-0.69769279594619,-0.57794222368,-0.654761684018588,-0.690039382604897,-0.798343997236324,-0.453361456865924,-0.980991545088762,-1.06866653305552,-1.05500218403459,-1.10075077507279,-0.968528462383058,-1.03425323867858,-0.307674191463715,-0.820431619939477,-1.11665574635839,-0.822827327998471,-1.06046261173268,-0.140126749476458,-0.791611969990405,-1.24844250411169,-1.16908627426178,-1.00183260172517,-1.05164884153378,-1.12720021134689,-0.68727220560353,-0.944657634020377,1.30102357604068
"HD-10",-1.17981424191113,-0.475390712368059,-0.854485466522731,0.0155525910527348,-0.978493846390967,-0.952380816767241,-0.574252218291719,-0.588010015410836,0.640198072391373,-1.19399774782206,-1.000349416197,-1.00351525690431,6.01354980829107,-0.914261157068805,-0.863829871952278,-0.512365762872993,-1.32973049305836,-1.30541025030158,-0.655108444977032,-1.08103549401539,-1.26115600265695,-0.164183942052331,-1.01392449780974,-1.06978203185714,-1.11816624882356,-1.08491978753258,-1.02039746668152,0.88621962108571,-0.493141162877734,0.429062419357428,-1.21110195747252,1.2579968526407,-0.340884891327823,-1.08947108436803,-0.900171066959478,-1.29432392946679,-0.699278319537704,-0.851990823685946,-1.29044010870539,-1.14954067699829,-0.850681104957705,0.639276193905757,-0.962776018022053,-0.430106690476478,-0.882773766271631,-0.855149307679348,-1.09720498052612,-1.22559557724586,0.60878707286479,-0.421382160231293,-0.84787710552343,-1.03377674632933,-0.698682735950263,-1.15358003691298,-1.28426428398565,-0.930887816095244,-1.13735192638972,0.842038048770084,-1.12170550197775,-0.954870866905295,0.819055879603238,-0.581298664272662,0.980077788458926,-1.00574307826052,-0.994898568172385,-1.10861510350615,-1.08964286668086,-0.792892106820678,-1.01980892099463,-0.810861602601113,-0.865542353192054,0.00240335604951003,0.317211573903481,-0.941954743519181,-0.938468524484145,-0.467781042456318,-0.84333064198863,0.798523094755751,-0.675393002523733,-1.03349916091899,-1.28997623960578,-0.991383408146199,-0.667899197061657,-0.891159188132394,1.04066082325929,-0.342575998305947,-0.777068275777195,-0.760245272611452,-0.33047120811038,-0.692616430401251,-1.02946654850981,-1.08625709866545,0.830206382856061,-1.01583085525961,-0.28068009258254,-0.786332771878978,-1.09598074606764,-0.80444755497119,-1.03930939762477,-0.00916563693451794,0.0851741350221356,-1.23755737380889,-1.15987923556463,-0.98643370648096,0.465759503440513,-1.11201546716993,0.303352431554718,-0.921914127414451,1.61501079556582
"HD-11-1",-1.21144622965409,-0.563864046375416,-0.903449660487471,-0.84051709876535,-1.01340252568226,-0.995221618208049,0.0400861493253443,-1.08914167071044,-0.748902792845399,-1.2246406587926,-0.568577202094847,-1.03993391800936,-0.409560541980452,-0.966913400253174,0.399034798410107,0.283854103574968,-1.36911842434912,-1.33154765295716,-0.715460446192243,-1.11882058763985,-1.29797238417833,-0.886483177557227,-0.212103499546101,-1.1005294692898,-1.17463124248446,0.17673779256273,-1.07755760713847,-0.751433679647862,-0.577786559436971,-1.17763793743859,-0.718488870216862,-0.910870318615066,-0.815106725818376,-1.12544993893893,-0.693782709554032,-1.31458224361948,-1.12562111849843,-0.88999445951633,-1.32115995489306,-1.18166170562514,-0.897724710599517,-0.850328247780716,-1.01055050278707,-1.10396124204438,-0.9333017685656,-0.255984953301631,-0.873657136137927,-1.27750202584477,-0.962611541956678,-0.514140513119666,-0.898344842508313,-1.07497750980977,-0.78882484032005,-1.19199823713832,-1.31033840398178,-0.970600085861602,-1.17155181023525,-0.865061690886144,-1.16296209004872,-0.999747981882388,-0.943109883589516,-0.650154636231219,-0.179106335757587,-1.08394121845613,-1.03132791006156,-0.415304603663928,-1.11720657839042,-1.19806897531986,-1.0686753934524,-0.855640451874263,-0.914076941888553,-0.508287732556799,-0.697037494820826,-0.986214771286791,-0.986291749864078,-1.15626374624343,-0.878254689903683,-0.739340984477107,-0.660449977681426,-1.07191089015875,-1.33423255695445,-1.03318290406109,-0.730751192997077,-0.931090901393942,-0.694113512761201,-1.01350354868096,-0.821244542932645,-0.802452803158173,-0.996892687599793,-1.08270600068288,-1.08320939480811,-1.11609831666027,-0.993551564446424,-1.05404445093556,-1.04549067803584,-0.858975919157144,-1.13914389430583,-0.84241521045088,-1.08345861971781,-0.766571300744951,-1.13695249177951,-1.25982032474268,-1.17859803084839,-1.01815832951475,-1.07118991481709,-0.709338892513093,-0.698118152962977,-0.969412597269253,-0.779573153508931
"HD-13-1",-0.977509926186402,1.07020779719101,-0.443076666634189,-0.141730481895632,-0.601494692917512,-0.253542043214057,-0.164122885615159,-1.0936197015506,-0.75439218251763,-1.22732856948153,0.00809744893375364,-0.462824618476101,1.55760762078554,-0.971692337024121,-0.455192063465198,0.484847399229938,0.0709424826983827,-1.33381558038033,0.494068794166917,-1.12217476021157,-0.277570103357369,-0.649298205704922,-1.11190968162585,-0.877913513754398,-1.17989118124935,-1.14092723674569,0.914908404491367,0.0357661891521652,0.805669208724064,-1.1799424295242,-1.23368344935591,-0.916245664018011,-0.0577068931779817,-1.12863197017617,-0.71028951066116,-1.31631388623253,-0.213866235107621,-0.478432430571524,-1.08229817720944,-0.770123232651996,0.264255817099013,-0.854992000212744,0.0607071281531938,-0.228509915973801,-0.16207299025148,0.448556190629198,-1.13646645256796,-1.28239136426273,-0.16900774932271,1.60211813812106,-0.902923050080177,-0.205760660977185,-0.465389225462488,-0.360779189590743,-1.08952302299604,-0.974117879883825,-1.17457017522944,-0.443148523612204,-1.16666133248479,-1.00376910068403,-0.326901801349092,-0.656476797212433,2.42818981493485,-1.09152232763576,-0.795999986309846,-0.579880723181865,-0.733155089459603,-1.20049400951949,-1.07310043669886,0.276126117789725,0.344869847343037,-0.238553681881839,0.834407353047629,-0.732578270090596,-0.99060623811674,-1.15892608345738,0.088461396343869,0.241354339242725,-1.13407312738411,-0.477009585286996,-1.33836751562029,-0.585566670073259,-0.736529897694809,-0.505474318901837,-0.701028635318704,-0.795970256779748,0.118748565053658,0.0159047588457576,-0.13215727124734,-0.703700737691438,-0.577848800825809,-1.11870005909589,-0.524645832144106,-0.212504506603335,-1.28147138908657,-0.86579737014567,-0.504146129153065,-0.845749903900388,-1.08742303796683,0.466229855946986,-1.13995168309461,-1.26173343105921,-0.341270438442715,-1.02092818441885,-0.494106702716666,-1.14608799774313,-0.699911290301012,-0.97368412480386,-0.794484146448546
"HD-14-1",-0.384398092606694,0.940334294388386,-0.684606005122412,-0.861424889204304,-0.81860498417193,-0.125545750048024,0.957269177008139,0.105789822020622,-0.174088477571223,-1.23280981005037,-0.505742353034002,-1.04970894451057,3.48255153725172,-0.981528141909062,-0.929158610255601,1.34236988650276,-1.37995156291298,-1.14373245841814,0.299291995995038,-0.464658888988433,-0.641096875962996,-0.145019653637976,-1.12994648111178,0.317581669877124,-1.19079474719467,-1.1505810508606,-0.197075873795211,0.16980780653465,1.68006784921427,0.200103551688465,-1.23728684287114,0.132414860480004,-0.599543445091681,-0.482430135847406,-0.74455955012166,-0.685638488977182,-0.7635859149605,-0.531897943826524,-1.11716912757994,0.0906184621983127,0.303710050524575,-0.29381214940458,0.764009733548324,-0.759967950784323,0.684814941296606,-0.916879275413434,-0.611702678990701,-0.253498174171952,-0.0798873420873046,1.60946149579962,0.638495041998755,-0.294906247258441,0.938690930118497,-1.20260553759744,-0.963886003568519,0.470238293734867,-0.241507371771205,0.133177027256691,-1.17424892093993,-1.01201600094844,-0.396919732807146,0.300517555780499,0.18799375330522,-0.0221064109024841,0.482470674832187,-1.14856136000892,-1.12445555813922,-0.720409929503062,-1.08220150564964,0.861896993539474,-0.11887741793615,0.200479598505198,0.766714200157065,-0.20323080728322,-0.99947134590744,0.00892800371646429,-0.00688257222567024,-0.093317845898789,-0.743324028339499,-1.08228791640981,-0.299922324608528,-0.820054693232272,0.280387712543944,-0.189087535146348,1.41111659800797,-0.672206414415897,-0.304053153759208,0.395010474924136,-0.0621294136527195,-0.752931186168078,-1.09825692378048,-1.12399747365964,-0.769738430729819,-0.408553262567573,-1.28626042961647,-0.879974456061796,-1.15098050975298,0.492663104308483,-0.677065044691665,-0.377552246510758,-0.161015348863874,-1.08770365296041,-1.02434385159528,-1.02657013398314,-1.08142454699704,-0.426863840427668,-0.703521559333174,-0.169177539130916,-0.82604270242142
"HD-15-1",-0.690778079437855,-0.5386483965864,-0.889875874522436,-0.819944037153573,-0.325565520790885,-0.983394455971606,0.144618298828956,-1.07538164048032,0.757493775678527,-1.21628124542987,-1.03095300909914,-1.0299618462353,-0.356583474687476,-0.952227784943647,-0.900561277136117,-0.566872376864077,-1.35828555357052,-1.32448892598845,0.59539044493288,-0.105560605359658,-1.28773332202484,-0.17798016856119,-1.07740176057689,-1.09216712925535,-1.1586155765048,-1.121876575393,-1.06147214993516,-0.735036321934001,-0.553688210025187,-1.17044217771858,-0.791266881379086,-0.894412856501995,-0.801051935084996,-1.11558197385733,-0.92600559056753,-1.30915413703824,-0.286028658302458,-0.592890257102391,-1.31279334594917,-0.244815566372852,-0.884715631817673,-0.835962594782366,-0.997218028798475,-0.298490908543477,-0.919223030406763,-0.890087241199463,-1.12337847208913,-1.26267233304652,-0.663655867479058,-0.487656255665732,-0.88427377819985,-1.06361093744656,-0.0937381136800068,-1.18131224347365,-1.30326268470353,-0.959697365778545,-1.16218451615131,-0.853821168423918,-1.15154460849706,-0.98733478229883,-0.929544212262496,-0.63080973943818,0.462961192512754,-1.06119422234703,-1.02135457034953,-0.845795425223884,-1.10974483982924,-0.914937298836482,-1.05506550330357,-0.843305084227888,-0.579605463706903,-0.488162887087455,0.0730813355042975,-0.973986923492751,-0.64797435576521,-0.479053660563044,-0.213832040234124,0.737439142079703,-1.12016724349014,0.554420907475932,-1.32165305227273,-0.709303115165791,-0.378115817226998,-0.920135764764299,-0.673031999146904,-1.00505249482318,-0.809095815327136,-0.498859184352255,-0.988495635774961,-0.811459741134457,-1.06814753812521,-1.1079903394464,-0.98023388824298,-1.04355087057505,-1.27182381566746,-0.838270088601986,-1.12718318514314,-0.832049926777193,-1.07122927989909,-0.752650818526924,-1.12765071341031,-1.25382900499681,-1.17360376062497,-0.213706707577097,-1.06081215404306,-1.13480698513574,-0.692445502379533,-0.956243368492297,-0.735296075362381
