"","ENSG00000005381","ENSG00000049768","ENSG00000073712","ENSG00000075131","ENSG00000086548","ENSG00000094963","ENSG00000096696","ENSG00000100448","ENSG00000100985","ENSG00000103037","ENSG00000112077","ENSG00000114739","ENSG00000115423","ENSG00000117519","ENSG00000117560","ENSG00000117643","ENSG00000118113","ENSG00000124107","ENSG00000124469","ENSG00000128596","ENSG00000132386","ENSG00000133063","ENSG00000134121","ENSG00000137103","ENSG00000152583","ENSG00000154016","ENSG00000155275","ENSG00000156042","ENSG00000159899","ENSG00000163687","ENSG00000165138","ENSG00000166428","ENSG00000172232","ENSG00000175445","ENSG00000178038","ENSG00000179593","ENSG00000181007","ENSG00000184206","ENSG00000196081","ENSG00000196533","ENSG00000196634","ENSG00000197353","ENSG00000197457","ENSG00000198178","ENSG00000198502","ENSG00000198610","ENSG00000211786","ENSG00000211793","ENSG00000211800","ENSG00000213160","ENSG00000225113","ENSG00000228486","ENSG00000229391","ENSG00000229807","ENSG00000230063","ENSG00000232021","ENSG00000237702","ENSG00000239219","ENSG00000239961","ENSG00000254977","ENSG00000256862","ENSG00000266088","ENSG00000266371","ENSG00000268632","ENSG00000269161"
"VU402-2-GBM",4.9138536650101,3.44218796603894,4.06454598901196,3.44218796603894,4.76256098258009,3.44218796603894,3.44218796603894,3.44218796603894,4.20154582587858,3.44218796603894,3.44218796603894,3.88395385157051,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,6.69040507014772,4.41531700203087,5.07180434190647,3.44218796603894,3.44218796603894,4.13668791239631,3.44218796603894,3.44218796603894,4.13668791239631,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.75517131978009,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.41531700203087,3.44218796603894,3.44218796603894,3.44218796603894,3.98219680506599,4.8256513519305,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.98219680506599,3.44218796603894,3.44218796603894,3.44218796603894,4.20154582587858,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894
"VU406-2-GBM",4.58861079261151,3.44218796603894,3.44218796603894,3.44218796603894,4.21143930591594,3.44218796603894,3.44218796603894,3.85682976731503,3.94915557679471,3.44218796603894,4.58861079261151,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,5.40807454714507,4.02659648434822,4.35713914623237,3.44218796603894,3.44218796603894,4.31159131569029,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.94915557679471,4.26320492516921,4.21143930591594,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.85682976731503,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894
"VU408-GBM",3.94373514483975,3.79772362369221,3.79772362369221,4.30247183838477,3.79772362369221,3.44218796603894,3.44218796603894,3.94373514483975,3.44218796603894,3.44218796603894,6.15309723341006,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.94373514483975,3.44218796603894,3.79772362369221,3.94373514483975,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.79772362369221,3.94373514483975,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.43087997677773,3.44218796603894,3.44218796603894,3.44218796603894,3.94373514483975,3.44218796603894,3.44218796603894,3.44218796603894,5.87961380285395,4.30247183838477,3.79772362369221,3.79772362369221,3.79772362369221,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.94373514483975,3.94373514483975,3.79772362369221,3.44218796603894,3.44218796603894,4.14799998987986,4.14799998987986,3.44218796603894,3.44218796603894,3.44218796603894
"VU417-GBM-vIII",3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.90941977262937,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.01714722639459,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,6.18170852360436,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.01714722639459,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.25009675618751,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894
"VU418-GBM",3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.83276374266534,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.52470571459219,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.11464880426553,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894
"VU419-GBM",5.11624871108051,3.44218796603894,4.15727071708004,3.44218796603894,5.75692401141606,3.44218796603894,3.44218796603894,5.15742960441986,4.71906396226403,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.93527333127335,5.73142320349134,5.50739529220592,3.44218796603894,3.85784128491366,4.52043919435758,3.44218796603894,3.44218796603894,4.93527333127335,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,5.44477375225732,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.15727071708004,5.47646733943911,3.44218796603894,3.44218796603894,3.44218796603894,3.85784128491366,3.44218796603894,3.44218796603894,4.35931389939305,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894
"VU421-GBM",3.44218796603894,3.44218796603894,3.44218796603894,4.00847688890026,3.44218796603894,5.02346035494828,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.84389138058021,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.48554545458076,3.44218796603894,3.44218796603894,3.44218796603894,5.06505491826646,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.238062240158,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.32928720442182,4.73509366849854,4.00847688890026,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.84389138058021,3.84389138058021,3.44218796603894
"VU422-GBM",3.44218796603894,3.44218796603894,3.92241664528953,3.44218796603894,3.44218796603894,4.11827025637233,3.44218796603894,3.44218796603894,3.78254099148132,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.92241664528953,3.44218796603894,3.44218796603894,3.78254099148132,3.78254099148132,3.44218796603894,3.44218796603894,4.11827025637233,3.44218796603894,3.44218796603894,3.44218796603894,4.26655303904054,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.92241664528953,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.78254099148132,5.17352032061103,4.11827025637233,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.78254099148132,3.44218796603894,3.44218796603894,3.44218796603894,3.78254099148132,3.44218796603894,3.44218796603894
"VU425-GBM",3.44218796603894,3.44218796603894,3.76371351575062,4.22186935575215,3.76371351575062,3.44218796603894,3.44218796603894,3.76371351575062,3.44218796603894,3.44218796603894,4.22186935575215,3.44218796603894,3.895962543418,3.99681800492598,3.44218796603894,3.44218796603894,3.76371351575062,4.08133108640452,4.08133108640452,3.44218796603894,3.76371351575062,3.44218796603894,3.44218796603894,3.76371351575062,4.08133108640452,3.76371351575062,3.44218796603894,3.76371351575062,3.44218796603894,4.08133108640452,3.44218796603894,3.44218796603894,3.44218796603894,3.76371351575062,3.44218796603894,4.28268914974825,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.99681800492598,3.44218796603894,3.44218796603894,3.895962543418,4.89166192836768,4.28268914974825,3.76371351575062,3.895962543418,3.44218796603894,3.44218796603894,3.44218796603894,4.1553465302178,3.76371351575062,3.99681800492598,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.76371351575062,3.44218796603894,3.44218796603894
"VU429-1-GBM-vIII",4.77605511813522,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.19065629454026,4.48944740016323,3.44218796603894,4.30332884129603,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.94843190813448,3.44218796603894,4.19065629454026,3.44218796603894,3.44218796603894,4.4015549513195,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.05555637846889,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.19065629454026,3.44218796603894,3.44218796603894,3.44218796603894,3.87752533630513,4.19065629454026,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.87752533630513,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.87752533630513,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894
"VU430-GBM",3.69483430124136,3.44218796603894,4.23223807176859,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.69483430124136,3.87867693739723,3.44218796603894,4.75834979512605,3.69483430124136,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.23223807176859,4.10562071445721,3.79903023660618,3.44218796603894,3.44218796603894,3.94556919268459,3.44218796603894,3.44218796603894,3.69483430124136,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.69483430124136,3.44218796603894,3.44218796603894,3.44218796603894,3.79903023660618,3.44218796603894,3.94556919268459,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.10562071445721,3.44218796603894,3.44218796603894,3.44218796603894,4.51964040692633,3.94556919268459,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.69483430124136,3.44218796603894,3.69483430124136,3.44218796603894,3.69483430124136,3.44218796603894,3.94556919268459,3.44218796603894,3.44218796603894,3.69483430124136,3.44218796603894,3.69483430124136,3.44218796603894,3.44218796603894
"VU431-1-GBM-vIII",3.77193982355384,3.44218796603894,3.44218796603894,4.09748059240664,3.44218796603894,4.01088976868496,4.17329336045173,3.90752352030331,4.4656308160518,3.77193982355384,4.4656308160518,3.77193982355384,3.44218796603894,3.44218796603894,3.77193982355384,4.17329336045173,4.24141199799996,3.90752352030331,4.09748059240664,3.44218796603894,3.44218796603894,4.17329336045173,3.44218796603894,3.44218796603894,3.77193982355384,3.77193982355384,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.90752352030331,3.77193982355384,3.77193982355384,3.44218796603894,4.17329336045173,3.44218796603894,3.44218796603894,3.77193982355384,3.44218796603894,3.44218796603894,3.44218796603894,3.77193982355384,3.44218796603894,4.01088976868496,7.80893209563454,3.77193982355384,3.77193982355384,4.30367334105073,4.01088976868496,3.44218796603894,3.44218796603894,3.90752352030331,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.90752352030331,3.90752352030331,3.77193982355384,3.44218796603894,3.90752352030331,4.09748059240664,3.77193982355384,3.44218796603894,3.44218796603894
"VU436-1-GBM-vIII",4.40079616239359,3.44218796603894,3.44218796603894,3.44218796603894,6.22727387404263,4.12614176179315,3.44218796603894,4.12614176179315,4.40079616239359,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,6.68265181639329,4.60613077658257,5.16461781494037,3.44218796603894,4.40079616239359,4.92040130794242,3.44218796603894,3.44218796603894,4.77503327156947,3.44218796603894,4.12614176179315,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,5.0489245472234,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.60613077658257,3.44218796603894,3.44218796603894,3.44218796603894,4.40079616239359,4.12614176179315,4.60613077658257,4.12614176179315,5.16461781494037,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.12614176179315,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.40079616239359,4.12614176179315,4.40079616239359
"GBM-438",4.30440644972482,3.44218796603894,5.37705700085552,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.94488476926208,4.14960219928717,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.30440644972482,3.94488476926208,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.14960219928717,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,3.44218796603894,4.4330832201134,3.94488476926208,4.14960219928717
