"","Accuracy","Kappa","AccuracyLower","AccuracyUpper","AccuracyNull","AccuracyPValue","McnemarPValue"
"rlog",0.904727258503002,0.76059360231408,0.676888305102538,0.984545079882746,0.627379764908369,0.0818457160881891,NA
"rlogBlind",0.904727258503002,0.76059360231408,0.676888305102538,0.984545079882746,0.627379764908369,0.0818457160881891,NA
"vst",0.870705470476637,0.715461018982427,0.631522447794368,0.976608342634154,0.627379764908369,0.139917518434316,0.715215064365176
"vstBlind",0.870705470476637,0.715461018982427,0.631522447794368,0.976608342634154,0.627379764908369,0.139917518434316,0.715215064365176
