"","cancer_type","ENSG00000213553","ENSG00000211962","ENSG00000175899","ENSG00000211652","ENSG00000103175","ENSG00000157992","ENSG00000160223","ENSG00000188822","ENSG00000150687","ENSG00000099260","ENSG00000243364","ENSG00000167595","ENSG00000211964","ENSG00000211780","ENSG00000211967","ENSG00000156042","ENSG00000211706","ENSG00000249437","ENSG00000157554","ENSG00000171174","ENSG00000211750","ENSG00000211728","ENSG00000205643","ENSG00000250303","ENSG00000214900","ENSG00000131067","ENSG00000171469","ENSG00000152117","ENSG00000111537","ENSG00000103599","ENSG00000009694","ENSG00000176728","ENSG00000240382","ENSG00000161944","ENSG00000168026","ENSG00000211809","ENSG00000197635","ENSG00000171097","ENSG00000211707","ENSG00000211786","ENSG00000261372","ENSG00000211630","ENSG00000038945","ENSG00000163600","ENSG00000135069","ENSG00000073712","ENSG00000152583","ENSG00000211803","ENSG00000085563","ENSG00000205189","ENSG00000064545","ENSG00000272865","ENSG00000094963","ENSG00000159433","ENSG00000099381","ENSG00000168280","ENSG00000258511","ENSG00000237254","ENSG00000049768","ENSG00000134121","ENSG00000112077","ENSG00000104067","ENSG00000211650","ENSG00000099910","ENSG00000228302","ENSG00000080493","ENSG00000171291","ENSG00000128040","ENSG00000130653","ENSG00000077463","ENSG00000175066","ENSG00000107611","ENSG00000187626","ENSG00000211666","ENSG00000074621","ENSG00000196155","ENSG00000102349","ENSG00000188732","ENSG00000107779","ENSG00000173653","ENSG00000198133","ENSG00000198237","ENSG00000107742","ENSG00000225157","ENSG00000116771","ENSG00000130707","ENSG00000254977","ENSG00000245571","ENSG00000184206","ENSG00000144152","ENSG00000086288","ENSG00000070915","ENSG00000258733","ENSG00000154134","ENSG00000241657","ENSG00000142528","ENSG00000050438","ENSG00000197150","ENSG00000130347","ENSG00000177034","ENSG00000143502","ENSG00000211789","ENSG00000185798","ENSG00000267759","ENSG00000126464","ENSG00000198429","ENSG00000169902","ENSG00000117322","ENSG00000037757","ENSG00000142632","ENSG00000157800","ENSG00000236213","ENSG00000167633","ENSG00000165259","ENSG00000211777","ENSG00000149474","ENSG00000211638"
"22","Breast",-0.542314800453249,-0.548494954263278,1.69401849118977,0.586783819979847,-0.155621241126404,-0.586414770234479,-0.469627030675264,-0.603231465799516,-0.589594558216886,-0.544231002804858,-0.451535641181417,-0.709221328891355,-0.696784935911431,-0.490261432484151,-0.670687744775306,-0.587899926509864,-0.623443471702444,-0.158997040932358,0.610639918652705,-0.624278231492987,-0.539818742571154,-0.501536785051077,-0.747313852417423,-0.537975541269538,-0.589456116316879,-0.553910058071654,0.446663392960256,-0.71966603322271,-0.616184480999834,0.379327738746252,-0.458316194662235,-0.425155630288065,-0.514026113794672,-0.794898898684985,-0.657115891369732,-0.574536341459826,-0.395731543833323,-0.742064139026534,-0.597090277335014,-0.64688196574349,-0.383103311720483,-0.52612140423881,-0.553315162750217,-0.574369997326867,0.498156846672401,-0.59645416444496,-0.430306716990816,-0.55394311461993,-0.858553996763736,-0.55452398860061,-0.687087133270274,1.93553897222743,2.43362371872289,-0.66113333168164,-0.745132129774046,-0.587409671167354,0.50252289595925,-0.625301298606801,-0.469097072524353,-0.420807096420603,1.33926585089788,1.73641386487115,-0.607970745580825,-0.719034482456751,-0.576796423263993,-0.512686642292133,-0.614484267535059,-0.561608509837794,-0.599270062226628,-0.566881705359895,-0.76635563622579,-0.599567640458001,-0.496819388705982,-0.482183465583468,0.493427876628507,-0.452257355608816,-0.442189228177352,-0.639274864886318,-0.399384856703676,-0.724627680508445,-0.609772061592383,-0.597683107773112,-0.873206430563602,-0.404551061171955,-0.580154482608408,-0.475239632706152,-0.443130215117316,0.225157583608889,-0.471034013000365,-0.603527777250879,-0.697728109595528,-0.423697744078402,0.12266825776925,-0.649023992734391,-0.538472048849031,-0.533293839613615,-0.581537912980045,0.445969146135872,-0.700278216451513,-0.68117284186173,-0.468536601653528,-0.635848525249603,0.204232702008783,-0.343575587106939,-0.687375306163143,-0.6421756434832,-0.406247666578271,-0.656679528773307,-0.498021951357662,0.449085923190698,-0.691359545309365,0.710076995390638,-0.766282739854664,-0.506315415564007,-0.55328853705391,-0.796790524883832,-0.37198103899415
"23","Breast",-0.693872356088829,-0.709229767456729,-0.850295372808731,-0.706968769136928,-0.156846105775864,-0.676489733411039,-0.689313033570921,-0.770996654001872,-0.771511948258538,2.58317977469313,-0.660012526367307,-0.785832658585302,-0.794512359781273,-0.664007641662454,-0.758393099815924,-0.685214934890006,-0.732448635260943,-0.87832735482837,-0.641974946864649,-0.71446733649519,-0.711593501827329,-0.657521852626416,-0.833638416301652,-0.701263301714676,-0.671746031382324,-0.676557408420374,-0.832397759482601,-0.827448900432562,-0.702332835494042,-0.670355976557246,-0.674576054402952,-0.647581595779577,-0.664751116018989,0.881186036635827,-0.768375325570925,-0.675307989597678,-0.952218049813187,-0.862179212364782,-0.707491875516358,-0.722443891789402,-0.640635320471201,-0.62159684817529,-0.689303608574601,-0.658280758971793,-0.80758804336948,2.8777454811159,-0.528828815338065,-0.75377564818158,-0.999008360023881,-0.679442568843972,-0.798070740328555,1.80887008473091,-0.709027735721244,-0.746761945063976,-0.796736292335923,-0.686005387532336,-0.6955754689317,-0.743663050912345,-0.644111341005987,-0.606854761886096,1.09696828486967,2.00076998810683,-0.714089763421365,-0.814466791666005,-0.695371178892607,-0.675237077791014,-0.71346071276259,-0.657391815839391,-0.690074544769823,-0.702406145456451,-0.894795828764453,-0.699697964051777,-0.65093895657687,-0.664997267489421,-0.701607639396884,-0.610709886689341,-0.598611609774026,-0.720321727362472,-0.678828549145004,-0.819892999214884,-0.717492582960111,-0.723099490510069,-1.01882874206086,-0.642971564556163,0.111137229980107,-0.574345257796006,-0.656015344388274,-0.771463693080702,-0.637738053831256,-0.701448503056507,-0.806495881880689,-0.530242757084838,-0.775202750624572,-0.125269526503531,-0.689896182034027,-0.697499773510897,-0.669788528168244,-0.930289749048519,-0.819951848690304,-0.768020441614187,-0.608411664287043,-0.716940714708764,-0.795175940792223,-0.578645553485174,-0.773884775353492,-0.716224247383364,-0.603157032077118,-0.76602437026193,-0.671806743083367,-0.77937894125609,-0.805016869933437,0.606341193760085,-0.891553831444208,-0.648310747498915,-0.66974521554172,-0.918048597826204,-0.521373626898895
"24","Breast",-0.66159744663594,-0.678925814816486,-0.774473067420169,-0.669898961420421,-0.156204540379379,-0.636216148461608,-0.601026976843354,-0.735980550353734,-0.734852970014214,-0.590020186196097,-0.579948437856139,0.114166085842234,-0.739495834485861,-0.613672575522801,-0.71688851669389,-0.637771820264125,-0.697143921772748,-0.810948937519058,-0.59885794175152,-0.663665694921289,-0.673066853135224,-0.622033302241729,-0.785661858834159,-0.665455656336099,-0.630774424323397,-0.640379057325712,-0.771154764405138,-0.766237396885265,-0.653916444934333,-0.620150333742588,-0.595819636122761,-0.576203324381176,-0.600272231288849,-0.854287543074015,-0.704604721824889,-0.63872991791368,-0.86349140435378,-0.793196007025432,-0.673319566839435,-0.683675737657657,-0.509687295903426,-0.572130210921274,-0.652265412818043,-0.618539937550616,-0.748065411511257,-0.641671841843815,-0.481440015886558,-0.697603519796467,-0.0838970830213957,-0.643933630906773,-0.734614850950114,1.60587834015405,-0.664023353746329,-0.709011525198866,-0.768901352655661,-0.633095458601215,-0.660592127787949,-0.704691945620847,-0.588389078414322,-0.537728367303005,2.77987318461616,-0.687647610306958,-0.677343652078322,-0.760852419073483,-0.654558498395848,-0.63742850624213,-0.675970823999004,-0.617534429542922,-0.638723144775846,-0.662697766240271,-0.820731988063845,-0.642652545594343,-0.615733348064071,-0.607208552510481,-0.659328769166231,-0.566361448040014,-0.55170373048874,-0.675096240951975,-0.53453784255283,-0.766431881140202,-0.677423112514898,-0.687048676880164,-0.934309210005328,-0.528936866363546,-0.657790669847103,-0.522809648990694,-0.566263979199238,-0.727071718710737,-0.583060093756757,-0.662636765200367,-0.744505120960622,-0.470052062306021,-0.725784937066929,-0.687397967686451,-0.655067238782582,-0.661034933861275,-0.625533765089794,-0.8546285197739,-0.75122860069968,-0.71945511944409,-0.569907027630617,-0.674885159025323,-0.747336550447345,-0.458607280528097,-0.725610707821485,-0.677153252244655,-0.523204406779774,0.345710388776577,-0.621862213141826,-0.725380823595716,-0.739925467934879,-0.752180346673537,-0.819450324134827,-0.606481723094553,-0.632161592525962,-0.848831212614661,-0.454945128775252
"25","HC",4.09851461130629,0.559356313246571,-0.732269792898469,2.90722334446278,-0.155763798078825,0.447867244054283,1.56624726340732,0.570900968368341,0.622703827924106,-0.55574606217177,0.65908901773383,1.37103220179968,1.0475075641342,0.529434102484974,1.29734808180114,0.446943536058863,1.71601988659424,0.694833127944622,-0.563700022427951,2.2464788116886,0.569784749434282,-0.52865393739128,1.59502711817194,-0.566673700933947,1.01778137265562,2.00674240965286,0.739011543782606,1.05863996080901,2.34750520364918,-0.586853081475579,2.21494647614747,1.85071237154331,1.40920553164871,2.49251785795202,-0.0413269375711953,0.334041866113501,0.180505009144442,-0.753747788841543,0.400653028116174,-0.657167726034448,-0.411590418758506,1.83821635784466,1.13377133663681,-0.58478618341687,-0.71306573900575,-0.607159290083025,-0.445894163577263,1.62936564995131,0.909378014828832,-0.581529948344851,1.98031157769833,-0.532994285640578,-0.636741172910417,-0.685390562077049,0.939175682847005,-0.599510788948682,0.460486084135912,1.29850641647609,1.29599183840401,-0.447119657050979,-0.630342469779068,0.754794085076868,2.98829226884074,-0.728737923031946,-0.603340671258883,0.520651122207002,2.30650738147872,2.177066650319,1.32352293265675,1.32260253672889,2.21597125605629,-0.609461217022794,-0.523580394139744,0.574088214945401,-0.594299089300537,0.483965620129442,-0.466834931736905,-0.647625934898585,-0.429800375690882,1.1174186543161,-0.637235617328888,1.17777790214463,-0.146203388150667,3.68823595779874,0.481058826895137,1.36110809946845,-0.470840866982473,-0.699786423915068,2.00773977395376,0.32428359956653,1.52801626673535,-0.434093675248633,2.37892318881379,0.676966374663674,-0.566560314001315,-0.562041348617023,1.76104581520185,1.22499127523037,1.17905040259614,-0.690084949529526,-0.495817168737163,0.344350962509463,2.03596024625852,-0.369462907563838,1.12026615143311,0.273229535269845,-0.432568209405595,-0.667334684176223,1.91317839572771,1.20798172532206,0.761876543526348,2.14947742613508,3.19530811538338,2.94441618394687,1.00651927945978,0.645000443586783,2.19607039764789
"26","HC",-0.319716566933363,0.868854760260196,-0.623481162233765,-0.353532319964429,-0.15424723442078,-0.353654377312543,4.27253356453787,2.13900060455337,2.24168853142603,-0.405248720091906,-0.227643057580751,0.584872761996632,2.24238650600796,-0.275089421784722,0.943732784365496,0.798379515407955,0.752139216331119,1.23622836729282,-0.321712425790981,-0.491608256702145,0.87493585567488,-0.291446535112523,0.990401911909691,-0.315636430546227,-0.381121744174936,-0.347364164528739,-0.63496407790523,2.06165920989237,1.57662134679889,-0.436398394997361,1.00161914894163,-0.161798244161619,1.84232481313297,1.61406820099303,0.182216545647594,-0.372778130934693,-0.693445861898209,0.347149522243952,-0.378214698523764,-0.418110394999909,-0.162399332093163,-0.280115646369462,-0.341103676316053,-0.368608079204512,-0.613162261137494,-0.384989450932963,-0.309542910077538,-0.303465747028792,0.945999311722841,-0.345295203759306,-0.599890300974118,-0.4087130599503,-0.482091003665304,-0.437592803644176,-0.694210665354512,-0.427502130917448,-0.335005089205304,0.904351441387236,-0.261106933743447,-0.216950424082521,-0.499997639103194,1.13882515976929,0.709923188264127,-0.628391205610539,2.04488980913608,-0.295194469189799,1.52603900319453,-0.372439461287027,-0.468455509606384,-0.323368817806966,0.803079520133517,0.457822951650293,-0.289488388398327,0.845263624490128,-0.34069745482098,-0.253312540797659,-0.251246537891155,-0.463359055833045,3.43426495022947,1.8167559162935,0.685936215722929,-0.373510696020211,-0.764504443811179,2.01989666941386,-0.346144480127281,-0.283900495535103,1.95691353928948,1.22530120079774,2.16315058463367,-0.396279788927201,1.934063204833,-0.152907629751233,-0.558443938535155,-0.497278167442405,-0.320858098381389,-0.310572394682087,-0.379135584669059,-0.69915204776144,1.79099292322881,0.926321039014732,-0.257180295314226,-0.41503282975734,1.1782056990081,1.89854784193562,-0.523732050897158,-0.434819968291618,-0.202329152136392,1.42119474968608,-0.282101755842587,-0.589529996179668,-0.602596395106143,1.55702344366252,-0.670038719912234,3.20587197011994,-0.352361698869613,-0.700776875618824,-0.227330000404722
"27","HC",-0.418886721533803,-0.419438233649886,-0.666501158282487,-0.468275406952832,-0.154923277069111,-0.457351894520685,0.823437660569763,2.62275366679289,0.839846844758696,-0.494960577611947,-0.327389860502234,-0.610172029543563,1.87106526794663,-0.370951105991856,-0.543589783112537,-0.496931455168379,-0.498189845987455,1.25674627037207,-0.437875507731949,-0.572263244626387,0.771433141239336,-0.385044234595573,-0.70667747731185,0.716925635358311,1.28439268029138,0.601794134546217,-0.676689450650531,2.56625547382799,-0.566311348283957,-0.523459338266784,-0.325381841324863,-0.279127084936061,0.392090277506932,1.25155613795864,0.522851735840381,-0.462663807982981,-0.741202821806019,-0.690940439433011,-0.475726366274881,1.34828260389361,-0.260725574105409,2.47519988687318,-0.435646411830554,-0.477066700819934,-0.656112859628331,-0.499010023363697,-0.363344619158303,-0.41505638669893,-0.799855630934203,1.40563897379181,0.98622323169007,-0.475243871622076,-0.578322470614534,-0.53718276163439,-0.718432104162649,-0.523593433852857,0.677980467928168,-0.486018830576481,-0.353769008783792,-0.307770990770867,-0.561142808730559,-0.596552616164494,-0.487969967032321,0.122245270873426,0.554293112732348,0.714857999069285,-0.495965828170219,-0.456716517280487,-0.549908744072546,-0.431856698972778,1.11523420142882,-0.546620877359808,-0.381856809426884,1.76134645149516,-0.440764018277267,-0.341944816668872,-0.336313772325498,-0.556805613811799,-0.268722855922928,-0.681121359989848,-0.49179139709693,-0.473382165704194,-0.813124568451576,-0.284298459478075,-0.450398713223114,-0.406910792981932,1.78514835850489,1.04579239489032,1.39287234665389,-0.488611227131785,-0.650375903245247,-0.277594550617412,-0.644709819997571,2.30193869500509,1.57172730819746,0.723765264363025,2.56313658903789,-0.744041360712709,-0.649406795507391,0.226022944509987,-0.351342037948084,-0.514197169828636,1.83475790547588,-0.232366270337701,-0.614677302978012,1.69134334371879,0.744686070976067,1.39787843838086,-0.378296765263795,-0.640576417852379,-0.642615057903015,0.29072098652961,-0.713313142690856,-0.36980055869496,-0.441876989674194,-0.74421153579152,-0.29177375466635
"28","HC",-0.382320997686012,1.89985185468225,-0.650632846858105,1.74078653814354,-0.154686997520305,1.48512482989659,-0.304959475305528,0.843305747096089,-0.407559875059904,-0.471448469771319,0.848911814663244,0.493642778024068,2.13522140004728,0.759533846050631,1.71259370207583,3.00606424641188,-0.461083301602048,-0.0167064214048239,-0.395044202359105,2.43306532750754,-0.372835107766972,2.30118756833032,1.34038712212923,-0.378167984551738,-0.444398751456381,2.48980523781909,-0.662164313236907,0.87421678205567,1.04919695074662,-0.50191768562051,2.06799628910643,-0.235865944440441,-0.392545821894742,1.44818491963644,0.564446067617383,-0.429521429027717,0.591608532124906,1.07717038548824,1.52780526018135,1.98688366304032,-0.224471015192012,3.06825186861097,1.52033908492273,-0.437076161096762,-0.641965352133952,-0.456968697712162,-0.343507013331094,-0.373911018612969,0.352062737765882,1.48232373783897,0.0671764357819535,-0.450712829024015,-0.54610404165168,-0.500462249131855,0.187393850974769,-0.488162935015103,-0.396351097512534,2.84630344420583,0.738983349205136,3.77468488180249,-0.538597544016301,-0.58059105137583,0.643145742340483,2.15219493270825,2.33589511319757,-0.356362850784391,-0.460854591224563,-0.425642132365205,2.00275417719493,0.847527427764497,-0.696190658293312,-0.528381987424521,-0.347799000510532,-0.325504745199369,-0.403867773227713,0.703284619538055,-0.304948035170466,-0.522350277452336,-0.230014073612002,-0.667720881103733,-0.456839476633696,0.704389689129344,-0.795215577506365,2.84349815377877,-0.411958403104543,-0.36155480271451,0.803856022824107,-0.572324188974176,0.663463758876242,2.67060747611382,-0.636033898869916,-0.231620360759636,2.63404215050369,0.363088140395819,-0.382060729136516,-0.373211477912295,-0.441746013990586,-0.171064425320633,2.23345988926231,0.266712639173137,-0.316623000834043,-0.477633589896695,-0.627909162818889,-0.19942037016743,1.46982995283002,-0.49313752006833,4.1413669172184,-0.59600447456941,-0.342828028079661,-0.627388918458958,1.73839027843954,-0.626602766142608,0.496836039247313,-0.32935786039572,-0.40887117843084,-0.728298348900863,2.44534005362305
"29","HC",-0.381023077158026,-0.379847908527857,-0.650069581168878,2.35999401150061,-0.154678340826287,-0.417759681217803,0.862407380952123,-0.422777314381179,0.882926616524249,-0.470076010777227,-0.289306049010174,2.90044444482442,0.343925981111542,1.70754622376235,1.7155525695676,1.92256416381004,-0.459766184350901,-0.0155242749918921,-0.393523881560452,-0.552344202642332,2.66238731144937,-0.349308180518646,0.270355598786334,-0.376871574910845,0.634948354321521,0.646985998509046,0.152477030299618,0.0827763959060504,2.18414988999467,-0.500559333963032,-0.284601986982498,-0.234330366407148,-0.391560335195408,1.0334653838668,1.11946005397544,-0.428345022014106,-0.722908250313513,-0.6750151804302,0.675492851613289,0.639225679127594,-0.223184139634934,0.917523338108621,-0.399549538428912,-0.435656674841054,-0.641460430261087,-0.455476417679261,-0.342802866575069,2.17716038152217,-0.0282030278533871,2.55892753203815,-0.624298997443919,-0.449842086142145,-0.544776917755457,-0.499158834295226,0.836642990006579,1.13173853270766,-0.395079266708641,-0.44329158501409,2.38150346436331,-0.273095259418548,0.0686882864989948,-0.580025186142072,2.53522619358799,-0.661756246757968,-0.427783953963118,-0.355094702553005,-0.459608298511085,0.508790688777166,1.33863074565467,1.74171291098095,-0.695615469849041,-0.527212972111143,-0.346590099805731,-0.324233717672253,1.53601333081213,-0.30810458532787,-0.303834691037086,-0.521127266291781,-0.228640084042322,-0.667241319696157,-0.455598838946592,-0.43525075583963,0.028414875113647,4.40813015156806,-0.410593943103358,-0.359944866833553,0.805107822822908,-0.571090016828091,0.66460263616796,-0.453358637731594,0.0687972985414152,-0.229988481543409,-0.613728102345643,0.364597172619685,-0.380791870848559,-0.371912838966109,-0.440447969099749,0.179719062188923,-0.63358519792757,-0.610013058530139,-0.315390629469819,-0.476335745468183,-0.626600007065904,-0.198250937276617,-0.579953966140137,-0.491928475489812,-0.258491019609215,-0.595505013728009,2.42430042038423,-0.626917597803816,0.0542533258697511,-0.625386649367188,-0.69684583148411,0.925135682087661,0.612753845664602,-0.727731132763079,-0.267168817793618
"30","HC",2.41286402931699,1.70194818699916,-0.790152532139359,-0.678375573092733,-0.156351820249622,1.70123897161433,0.445205533745333,0.349489600832427,0.390207118039166,-0.600163302946127,-0.617347540263942,2.85408179695162,0.828292754358688,0.339289657222754,-0.725960771820228,-0.647983750444552,-0.704921619475148,0.519033319945174,-0.611634917695077,-0.674556492380742,-0.686711211905717,-0.632069509477649,0.38665105751106,-0.673366818775746,2.03908426786324,2.00840457122748,-0.784185813313272,-0.77924122858612,-0.664320111361386,-0.630887184813877,-0.635866309209671,-0.616402195740709,0.913004275412,2.13297867588889,-0.718017364458105,-0.646736386874365,-0.51003164279318,-0.0331256928155078,0.861329362199943,-0.692160439043774,-0.546553772689521,2.60852653845241,2.10928909974286,-0.627174926407137,-0.12462855352358,-0.650428408419242,0.321538633820032,-0.72909524088426,-0.117621351475248,1.72570274458924,1.36864908464619,-0.574342183750815,-0.673755620451863,-0.717303920269928,0.29877839857024,-0.644372818928515,-0.668285911415488,-0.713237172714873,-0.618901192709486,0.385639834473844,-0.6901344625198,-0.698797246765534,1.29754517039258,-0.772374848887007,-0.663449824011765,-0.650143299847069,-0.684190397573792,0.65143485590534,-0.649685558686562,0.346241600209026,-0.366389601682601,-0.654734770122721,-0.625390697347581,2.54977657073351,2.08436522227256,-0.584172737079653,-0.574207879197887,-0.684885749878913,0.582258515435594,1.30814117921582,-0.686177625643566,0.241669428504187,-0.0638850448496731,0.482115571751471,-0.665470750160009,-0.536676995349419,0.410215295300301,-0.736737401062518,-0.606565591953488,-0.671120130428024,-0.757623559628779,-0.483608918808308,1.67867512342939,1.36969991282396,0.290175376292031,-0.670721549228671,0.774922498628584,0.40937658237544,0.445904054980448,-0.729943670598439,-0.580877107258324,0.762054299782336,0.541022752907935,-0.492109253803382,1.19356375394718,-0.68569636663422,0.414968328836074,-0.716465038775592,0.337543802971732,-0.73693903339559,2.20265524416348,-0.762578493359932,0.476902937861292,2.06491565951687,-0.640373128008227,-0.863451343602984,0.600213341026049
"31","HC",2.43951282342879,1.72570266543352,0.113562661540805,1.06213386157491,-0.156317661862741,-0.642920931565912,1.89132143731587,0.363123041927162,1.24329946569744,-0.597775274263291,-0.608458801242068,-0.750604688077381,1.36546962877716,-0.634262321636934,-0.723833889583695,0.888753109878245,-0.703101248216998,0.984403621378332,-0.608868328668799,1.49419229528944,-0.685058465284612,0.316365398282892,1.33620866032608,-0.671526327517519,-0.637580979530773,-0.646449331476225,1.46533312511519,-0.77617502223692,0.587276985793404,-0.628358663230374,-0.626348315385051,0.629374591543849,2.26341106305234,2.11028221423899,-0.148034844248322,0.181478863420493,0.868599314765691,0.672914385759578,4.14062467485027,-0.690171831032948,-0.537791624142921,1.58293145003083,0.256238487202922,-0.6251480184834,-0.757751236783483,-0.648373575663792,-0.489041774757575,-0.72745068565792,-0.109628409958343,0.865641151569593,1.18708395378674,-0.571724441121227,-0.671468923586672,1.68146936649222,-0.175199065031539,1.03763159102322,-0.666484521132303,0.321423929203923,0.352336083905998,-0.563687368327222,0.378954761198487,-0.696173108108586,2.34961705095586,-0.150193659291836,0.19625900435021,-0.648481531491386,-0.682264648851579,-0.624162451923795,2.04435055240506,2.6340961049592,-0.0503953004893968,-0.651883966643913,-0.623703813339418,-0.634966772508403,-0.666366663479968,-0.581752704266606,1.79351307548488,-0.682586070582784,0.597180939782611,-0.126949116056597,-0.684125037152527,1.44533640207699,1.37435820891794,-0.556553152262572,-0.66367224556167,-0.533381387373954,-0.593602285426975,1.61440157115708,-0.604534861800777,0.169656236949851,1.10269772877807,-0.480385441854533,-0.733945362192429,0.0212731438527666,-0.660933180841241,-0.668951337018408,-0.632842561322119,1.50365511639289,1.44000634656741,-0.727478669913109,-0.578277746506933,-0.681891066339981,1.27557918185002,-0.484146755294342,1.21001215895403,1.11843079308058,-0.549171282744843,0.31606536525129,0.349555009544594,1.70523364495744,-0.213802427239675,-0.0270279134369219,-0.830970127063357,0.434458814706777,-0.63844784875385,-0.335143934208999,1.92340579638898
"32","HC",2.00588281727178,-0.708422813741242,-0.848087724813322,-0.705980309249182,-0.156829759870481,-0.675391354783979,-0.688446852979426,-0.770060952552156,1.9823713776525,-0.63606478618792,-0.659298525529812,-0.784686443453533,-0.792984563979502,-0.66305236204999,0.752616905648469,-0.683903648371014,1.08254266371424,-0.408132419555431,-0.640916880506661,2.63538048214409,-0.71074046411179,0.133246855005849,-0.233152023563123,0.132444459635948,-0.670625775070152,-0.675579858162914,2.31290600566184,-0.825727805062062,-0.70099158597514,-0.668956901820464,0.280695876092185,-0.646859830701607,-0.662902584458463,0.506314444883263,-0.266345120536084,0.922247447354469,0.226339879105931,-0.860207592200262,-0.706574670116094,0.0303007133349532,-0.639892392835722,0.25810553061822,-0.688302691098664,1.66126774781024,-0.805919334134094,-0.680817414412663,-0.527477454351862,-0.752931993438507,1.15991953523085,-0.678484712914247,2.1565816224648,1.02563639638871,-0.707791063971523,-0.745745005556517,1.51924784992868,-0.684524587379453,-0.694634531320375,-0.742610866832391,-0.643242682604937,-0.606081153991804,-0.751280842982858,-0.738190268728457,-0.713099142597313,-0.812981526570344,-0.694260203829316,-0.674374403774463,0.545951415128366,-0.656303293578895,-0.688640099560192,-0.701387914890219,1.20330789307604,1.99206357650046,-0.650058275816786,0.185513082026496,-0.700454438963994,-0.60979014198526,2.26636983041553,-0.719080466823402,-0.677950033046446,-0.818414251107495,-0.716405791270459,1.11591192225859,-1.01637353649031,-0.642140883128836,-0.691800615107696,-0.573193299519749,-0.655084576427097,-0.770254334364476,-0.636650100055089,-0.700396392266885,-0.804744191100513,-0.529081097797668,-0.773841594319725,0.305817033236091,-0.688959317563801,-0.696577708412897,-0.668569987844545,-0.928112607703159,-0.81798939587029,-0.766683520329869,2.70132328977521,0.0197407305058036,-0.793866102943714,-0.577718466866991,0.308547529709185,-0.715165572294,0.231323324724071,-0.764234415132289,-0.670896995998622,-0.777875340130206,-0.803164924289846,2.47856056001668,-0.889486149969943,-0.647378923136905,-0.668725881036019,-0.916087645306263,1.64267985626255
"33","HC",3.40458707886708,4.99909353553604,-0.747557810698017,2.85490324902607,-0.155931366208062,-0.61506867834557,-0.535914952085811,1.37603830395285,1.47386709262834,-0.57005615082305,-0.51631662186153,2.0098778314264,2.59924433534166,2.9303595140257,3.48584995319622,2.41349669852062,1.62850470732288,-0.786192672068251,-0.576412653008879,-0.644519847879927,-0.607039015780975,1.16745343623283,-0.76714632152613,-0.60230704079742,-0.612812116432421,-0.613671955156291,-0.748361534803796,-0.743514842796965,-0.635595862073144,-0.601310327641934,-0.527683173774656,1.75353284334939,4.65516739616752,2.09175250669966,-0.681330690644116,-0.624437515676086,0.000980518138293789,4.17306254381813,1.05386760678936,-0.668530939040085,-0.446961703143437,2.11676583832517,0.375307161948446,1.06115471839856,2.28666277999801,-0.620412689319263,-0.46415093626528,2.86879957837149,-0.888715880969065,1.03339256790398,1.98004463653106,1.33671688789054,-0.646805742012675,-0.694168605503698,-0.757595954438843,1.1824230467801,0.409462280551793,-0.683986077236781,0.478638645893214,3.82413195422288,-0.646012346827518,-0.668040006862196,3.12797860523531,1.85243490700346,-0.636299586439599,-0.57561573104189,-0.661279618183358,-0.602157644249983,-0.619508607222386,-0.637339616069693,-0.794013287404005,-0.62159325172684,-0.556808448233163,3.58250311675955,-0.630296426338914,-0.509819959949801,1.08808323881396,-0.657764642559586,-0.467566090909879,2.718778487196,0.300179196498233,2.83325591885284,2.19853396235806,1.49979880087072,-0.639147959981342,-0.499220001204801,-0.505248058499149,-0.70988445819787,-0.527548313452299,-0.647509141603808,-0.130096464538661,-0.447034646713471,2.18153218856805,2.4474307189176,1.73036307549027,-0.597735963551447,-0.605877609894069,1.93471103340217,-0.109389068870975,1.1664441002715,-0.529690341439765,-0.658613258401752,2.53613481303455,-0.401606142488377,1.38401028571823,-0.661914601961051,-0.465249358960971,-0.680437123020468,-0.560496204810632,-0.70507876547809,-0.716134881471014,2.72089701960994,-0.793348889376804,-0.577550750804535,-0.611424619157242,0.778030337880157,6.9696742432363
