"","cancer_type","ENSG00000229308","ENSG00000241859","ENSG00000120725","ENSG00000213553","ENSG00000075914","ENSG00000128218","ENSG00000128016","ENSG00000226660","ENSG00000167664","ENSG00000204852","ENSG00000211752","ENSG00000196735","ENSG00000134545","ENSG00000187688","ENSG00000211801","ENSG00000112983","ENSG00000112159","ENSG00000204252","ENSG00000103175","ENSG00000117560","ENSG00000148843","ENSG00000239855","ENSG00000182109","ENSG00000105426","ENSG00000211663","ENSG00000211821","ENSG00000211791","ENSG00000197912","ENSG00000211800","ENSG00000211785","ENSG00000069667","ENSG00000121058","ENSG00000099260","ENSG00000077238","ENSG00000243364","ENSG00000157554","ENSG00000127804","ENSG00000184584","ENSG00000261824","ENSG00000185641","ENSG00000132740","ENSG00000109133","ENSG00000169964","ENSG00000163481","ENSG00000245954","ENSG00000132915","ENSG00000215788","ENSG00000104921","ENSG00000101464","ENSG00000211652","ENSG00000175899","ENSG00000165792","ENSG00000171135","ENSG00000086712","ENSG00000103995","ENSG00000147383","ENSG00000085998","ENSG00000188868","ENSG00000131002","ENSG00000186481","ENSG00000176248","ENSG00000153563","ENSG00000135213","ENSG00000271109","ENSG00000104980","ENSG00000165272","ENSG00000160223","ENSG00000211964","ENSG00000211710","ENSG00000104067","ENSG00000150687","ENSG00000005801","ENSG00000256039","ENSG00000058668","ENSG00000181315","ENSG00000205809","ENSG00000211728","ENSG00000211787","ENSG00000197008","ENSG00000157992","ENSG00000231621","ENSG00000141040","ENSG00000139291","ENSG00000141956","ENSG00000143297","ENSG00000196937","ENSG00000139537","ENSG00000214900","ENSG00000211750","ENSG00000181847","ENSG00000178338","ENSG00000033011","ENSG00000173114","ENSG00000211810","ENSG00000198918","ENSG00000243772","ENSG00000211707","ENSG00000103599","ENSG00000211790","ENSG00000197471","ENSG00000112077","ENSG00000147408","ENSG00000112144","ENSG00000225157","ENSG00000188822","ENSG00000167565","ENSG00000182841","ENSG00000071575","ENSG00000152270","ENSG00000198040","ENSG00000002016","ENSG00000146904","ENSG00000172171","ENSG00000100450"
"1","Breast",-0.697969500414102,-0.79153664520947,0.417902924624729,-0.728791308433215,-0.150942875633258,-1.10775742268483,-0.821020601831262,-0.775167238359184,-1.13369687556814,-1.08720623069357,-0.439841705628522,0.290790130487499,0.411584254911187,-0.318313534820853,0.496701493811489,0.187237458605747,0.617120815966799,-1.11853892948694,-0.157472330247334,-0.840778946414454,0.609138409058885,-0.781246686187137,-0.73443563704721,0.580695431951523,-0.738558878450016,-0.598106380468274,-0.819011943369284,-0.558628108271014,-0.788226142879485,-0.859742740339294,0.998292222599008,0.839080525428897,-0.693287557349395,-1.2929971005953,-0.688611817789502,-0.685787310920837,0.303436564047111,0.868618481793292,0.941533665861085,-0.776725382219565,-0.119303083208719,-1.16293799001794,-1.01538875013356,0.630774607094644,-0.0827795402306682,-0.771466380593856,0.979385156634184,0.291189809239415,0.607567266371968,-0.74734150102256,1.2175463930433,0.683842668340858,-0.351606296947165,-1.21518177842477,0.0503762117620241,-1.12430255764442,-1.03163539527437,-0.847773696858749,-0.754804166670315,-0.581780429160757,-1.01521712107418,-1.06965174962872,-0.80273555957979,-0.492590715095267,-1.23553842138183,0.284826112750287,-0.72432017257179,-0.859263024299127,-0.430612999414488,1.09163296706734,-0.806631718647939,-1.23354411310943,-0.93770410618545,0.0556939887581445,0.9720851734492,1.59730655386506,-0.69313385985971,0.47438927560916,0.638663118188538,-0.721938958852773,-0.800676426123308,-0.909618575696298,-0.993080183686843,-0.924383456963178,-0.571901239982915,-0.431488917910707,1.50580735468115,-0.718251359732377,-0.745990369436188,-0.628139631935385,-0.969906007237524,-1.09175086630236,-0.759371942935335,-0.432367116642372,-0.735740081101823,0.802258194303297,-0.744710504164174,0.189615839859914,-0.760205180995865,-0.938732244581253,-0.863349775860164,-0.0680637401867381,-0.869627466225051,-0.676590723992504,-0.808765145626278,-0.0631410638582282,-0.460877739616233,0.877763727941272,0.235434049422405,0.986334409041352,-0.752972227692296,-0.800866417594739,-0.910343261924886,0.446787787757511
"2","Breast",-0.676483508980232,-0.77456979105187,-1.31456792959429,-0.718655421963408,-1.53670620859345,-1.08592013064462,-0.472226566436541,-0.168449113580606,-0.152678691301698,0.753314252337691,-0.367683676481376,-0.716461954860688,-0.0437687307465616,-0.0438610432038211,-0.801858035608186,-0.160459452230154,-1.52068553044128,-1.09326754403923,-0.157297295249451,-0.82255218534793,-1.58794111906789,-0.767647688613215,-0.721594600517261,-1.34523824037022,-0.715985126998946,-0.583795618831427,-0.804608439410366,-0.474232278534309,-0.774416234966583,-0.84360545749594,-1.52466476561313,-1.27037794669342,0.336477011601024,-1.25825579076724,-0.680364679062641,-0.67285519170777,-1.20943906437403,0.371993937865632,-0.902821368040335,-0.711006598264847,-0.98641184768064,-1.13197967618652,-0.206876838685569,-1.18761474684072,-0.942470225849074,-0.757296322544333,-1.07844099131432,-1.48509910133835,-1.15749760766777,-0.735538431429342,1.79983336929262,-0.279677165010921,-1.05882796961014,0.863586267833793,0.518413389946391,0.674928057965209,-0.435021093958256,-0.832964156119902,-0.727790325182951,-0.900798000317699,-0.51978850221484,-1.04360617115728,-1.15849951880771,-0.41903925043928,-1.20338664453515,-1.04185828951723,-0.714161606524975,-0.839831336778545,-0.867144404522129,-0.782448051777972,-0.796481310160471,-1.20338364231375,-0.920039160130837,-1.38275207009328,-0.841262352693978,0.133111576220796,-0.682763370315277,-0.887204794599195,0.180757847167568,-0.708529806388495,-0.787334230704587,-0.88713452102219,-0.972835924645249,0.133621627636163,-0.934856270625297,-1.07573761805182,-1.00798138540824,-0.704499056518315,-0.736024825654585,0.0042121564296318,0.354826594571773,-1.06316707431679,-0.740499194268216,-0.867486506488755,-1.18152082083552,-0.802027000798997,-0.733879297211309,2.35494193597722,-0.747266758526,-0.929567637648087,1.00176316326364,-0.710391990587599,-0.0055286132433395,-0.666825498140407,-0.797814918588795,-0.374829663122082,-0.861652696965077,-1.07784291424428,-0.727300866403512,-1.04897979385461,-0.737853192768718,-0.783332101944875,0.57348190143264,-0.308330590208407
"3","Breast",-0.668387616613248,-0.768047141359639,-0.506516398145283,-0.71469200450297,-1.5210581425921,0.00264652928400321,-0.73666131057993,-0.757530426099305,-1.1011148485029,-1.0502818222114,-0.905276814272904,-0.290708587082935,-0.380441777297996,-0.626697106240957,-0.796234714101652,-1.39061158092703,-1.26582016134687,0.503284693162595,-0.15722739277558,-0.815549952746483,-0.19133934405234,-0.762368876729314,-0.716608476874902,-0.981421381903881,-0.707487177881923,-0.578316904068562,-0.799023633907188,-1.39680949226723,-0.769058714956019,-0.837368199752336,-0.0552405339504568,-1.26011813771348,1.77111761531675,-1.24523608598709,-0.67712765717487,-0.667847434703182,-1.19533123049679,-0.240106036353086,-0.895999266616758,-1.15145609906668,-0.977952127570581,-0.489689691742992,-0.988987010797952,-0.578386557323525,-0.194836991513334,-0.751806361268971,-1.06709681403428,-0.730003488891067,-1.14439281811317,-0.73094218545202,-0.562885004846397,-1.30482072758409,-1.05105021150111,-1.16848061694734,-1.56161882300303,-0.149178770946795,-0.9857468875314,-0.827223280380719,-0.717719014451218,-0.244899562084216,-0.494782358594449,-1.03371897426129,-1.1487770168786,-0.962546527548172,-0.818438627277276,-1.03082010582439,-0.710188630212903,-0.832381771960499,0.0496149973265065,-0.775411679371898,-0.792502408152755,-1.19196091791808,-0.913219205805551,-1.36820664699598,-0.834520152693032,-0.858045288873017,-0.678715752613146,-0.879919076395076,-0.89195286515345,-0.70333603454631,-0.78214710860601,-0.878585222524176,-0.171759020097852,-0.895116773952629,0.823142613794227,-0.631055127376172,-0.998316379428078,-0.699179643426386,-0.732123790212406,0.0435941578860908,-0.934875383774222,-0.675491426447824,-0.733295145139399,-0.861356563598219,-1.28956080448879,-0.794094742937188,-0.729650289192353,1.13463426017292,-0.742241443277494,-0.925954989589529,0.693652850260549,-1.25927253073894,-0.846006670998067,-0.663008460356221,-0.793530195620345,-0.346964074297528,-0.854759238276867,-1.06811755990437,-1.04013357697891,-1.04000281226881,-0.732018346773242,-0.776597662606749,-0.880349324755447,-1.76198011337685
"4","Breast",-0.425981172195959,-0.53041001923843,-0.407973427580521,-0.337082840764167,-1.14251605285954,0.0464633242890946,-0.860602823939123,-0.429855030898164,-0.846698395514352,-0.781750908796291,0.449524855173849,-0.127490760137392,-0.910923695080967,-0.715982187308879,-0.552294227496297,-1.24048687916589,-1.13332308080402,-0.820069172324496,-0.154373876420821,-0.591910080614447,-0.341964217470473,0.850104469206516,-0.374798715102453,-0.959776200704558,-0.45389111624881,-0.362879274063746,-0.532271026936863,-1.03851603393215,-0.481505229537232,-0.597930422697782,-0.703756552606045,-0.971056740481022,-0.423612324179374,-0.921561131428703,-0.245110311718464,-0.342054431892958,0.836576185988654,-1.02695514635186,-0.690727534634912,-0.0245852257205306,-0.741491876111939,-0.824950638885541,-0.771827036636575,-0.856493519999429,1.61089271351704,-0.438356786053373,-0.779906093903905,0.290517797363788,-0.828767444997585,-0.373625662329972,-0.631007823727862,-0.953295597818641,0.679540419960351,-0.855130126534448,-0.739008770029337,-0.779543832665938,-0.694021502317975,-0.586466313617887,-0.471165768167228,-0.619705410416357,-0.768637990216318,-0.769772504429883,-0.0956453391025099,-0.72450625330214,0.118814005774908,-0.751526231681895,-0.258399817488086,-0.594609261106956,0.36809926012756,-0.544042322452213,-0.356089671718,-0.892175881424295,-0.703908884062283,-1.01611452064648,-0.60988326160348,-0.62845682146662,-0.307836983284203,-0.663899417106034,-0.683645602681214,-0.371813464455914,1.51167944917114,-0.648666379255338,-0.741161619156729,-0.669884888322564,-0.687425558707311,0.472618966099518,-0.741356009975112,-0.3986745886371,-0.325620579804039,-0.223368189200952,-0.681845581695176,-0.774997568703114,-0.486204488479946,-0.629793160042562,0.742195755557323,-0.567208077857303,-0.395290544887899,-0.454573241864947,-0.451753231089988,0.132783158172624,-0.51070513233498,-0.921854129124865,-0.611682528060167,-0.204599175673897,-0.373616713269246,-0.676579395282386,-0.636237942616621,-0.804066598980824,-0.73455509398501,-0.79035516056589,-0.458686703010354,-0.523094215961078,-0.653936378874618,-0.2952951542819
"5","Breast",-0.617394477973909,-0.725349289132271,-1.21925294303091,-0.687825102768216,-1.42435119473321,-1.02255589794621,-0.592241175266735,-0.724411358296401,0.533450979937116,-0.985598685109509,-0.866903446767616,-0.9381062446179,-0.844595144793976,-0.453026195749971,-0.758834979122434,-1.52623290690039,-0.208836793308773,-1.02160725051197,-0.152058156726124,-0.769775691348488,-0.285828912072255,-0.727132204485665,-0.683304267557924,0.310237891538913,-0.654028787062795,-0.542744281185316,-0.0808258052077246,-1.30443549570683,-0.733337221427991,-0.796090732421736,-0.0182134777193205,-0.737398883880557,0.120003675150395,-0.292631497403458,-0.655006558469258,-0.634591165408012,-1.10895892641634,-1.29438472960459,-0.851032406829325,-1.09009843892468,-0.923098208365369,-0.32340744557652,-0.940568348788685,0.0945459231117833,-0.878869123746118,-0.715303098085344,-0.995818562495517,-0.36232575491063,-1.06346523213535,-0.700057599066642,0.160087486224536,-1.21191190080684,-0.999831668269103,-1.08936203981875,-0.571587766382798,-1.00276265168127,-0.909676952775185,-0.789003408783172,-0.655503243998161,1.2942332900546,0.699724881630944,-0.970513696936671,-0.567180037904779,-0.208710053780956,-1.11517652159695,-0.961472648114029,-0.683247899493036,-0.783882906690138,-0.819017771790933,2.2449018188109,-0.76538720006689,-0.155198288802029,-0.868184879795052,-0.908751927867437,-0.790257551678362,-0.802647690549588,-0.651386911237509,0.159736139383364,-0.845957764419867,-0.66882377734853,-0.747409806522111,-0.823776316498628,-0.91418267641269,-0.84266944431941,-0.869562271021378,-1.00570733849899,-0.936608211604115,-0.663930804125857,-0.70561841590871,-1.13054869477786,-0.873600465708447,-0.543257748360678,-0.68679129651233,-0.820653478614824,-1.14914369313051,-0.742994829463153,-0.701073032685832,-0.660627659371172,-0.708654068907678,-0.901034696451305,1.62821368381163,-1.17267220159561,-0.802670413298158,-0.637156167861697,-0.764443493069867,-0.878208429606772,-0.809521207701513,-1.00562855770674,-0.959931792223207,-0.981895396531087,-0.693530526489897,-0.732594020549332,-0.826992272896087,-1.36965077486885
"6","Breast",-0.641756749357947,-0.746094404485203,0.712451285565898,-0.701078861778172,0.631799573344982,-1.04926959893105,-0.34495906294156,-0.740671702179063,-1.07088615233553,-1.01666817565511,-0.885737958085823,-1.5409787494768,-1.20705709532727,-1.43780302879383,-0.77713234785539,-1.32326551979425,0.117151135006346,-0.0176428985734987,-0.156980825454111,-0.79200207958882,-1.0231787850861,-0.744398248703471,-0.699627949831909,-0.907452011980259,-0.679557109186486,-0.559966252710163,-0.780036047407764,-1.34813626008641,-0.750832439434735,-0.816241690052189,-1.4534223737864,-1.22571235194112,2.28923095719095,-1.20264307702969,-0.665957794652693,1.97054628422428,-1.14973547720369,-0.0525155287040437,-0.872946524942659,-1.11983299408785,-0.949641806633649,-1.08209758756977,-0.964162147845852,-1.13209575362519,-0.0967641775158958,-0.0739824113678695,-1.02984504932719,-1.41560069638407,0.211399279682709,-0.715235050352221,-0.869171707720725,-1.25561694455117,-0.495718042324915,1.11932205023494,-1.50780989275579,0.887323050408212,-0.945601993140784,-0.807710260702914,-0.684975760760185,-0.853062944252137,-0.963302468554281,-1.00091146021868,-1.11628035397845,-0.940970119533345,-1.15153330473564,-0.994575587216819,-0.69653993495988,-0.807390190922189,-0.839440169535336,2.4354659092942,-0.778794488885075,-1.15416510592487,-0.890149187523371,-0.149189089006709,-0.811790593286778,-0.829256361436013,-0.664845106578032,-0.85540690964291,-0.868346980875315,-0.68570130854706,-0.764455471466898,-0.850167273391375,-0.938893904580569,-0.868038253176408,-0.896805472576993,-1.03500083369103,-0.966269921610859,-0.681147634918167,0.0990272444228511,0.170833228673056,-0.903015733128413,-1.01687486900663,-0.709248058923304,-0.255143855576973,-0.787200253052766,-0.767648779396032,-0.715151231258007,-0.682159300409958,-0.725121343340576,-0.913422162079072,-0.77387380611347,-1.2136868436366,-0.823789041968533,-0.649904449593508,-0.778801323722849,-0.89702962670234,-0.831525175802097,-1.0357486123763,-0.997743306829064,-1.00999280467268,-0.712291960915587,-0.75395668742621,-0.852741977820667,-0.961382178947704
"7","Breast",-0.668319124743404,-0.7679916577725,-1.30134693824002,-0.714658130945253,0.305226674766803,-0.269544023905418,-0.212146766676456,-0.757488272623132,-1.10103819259092,-1.05019582921779,-0.905227942887477,-0.798517128056814,1.19394677352746,1.24920772632252,-0.796186776687632,0.471954961262256,1.01308766932841,-1.08355473953579,-0.153824492820433,-0.815490400892373,-1.10205102918785,-0.762323853416506,-0.716565946266158,-1.32918951302024,-0.707415300581333,-0.578270353473968,-0.798976015403006,-0.0306615792705583,-0.769013027655241,-0.837315064695484,-1.00812003989321,-1.26003093842143,-0.670010160764307,0.46071808797248,-0.677099962448562,3.86125588760989,-1.19521240170513,-0.239830235636026,-0.895941181776397,-0.346160667968432,-0.977880265030594,-1.12023856397808,-0.988924451776293,-1.17446493768732,-0.933864859270436,-0.751759561878628,-1.06700088733701,-1.46847547628517,-1.14428229177624,-0.730902949013598,-0.907206034814544,-1.30469201094928,-1.05098399935808,-1.1683732807239,-1.56147850513329,-1.07893263536672,-0.985642320781751,-0.827174334278978,-0.717634051552907,-0.889477306491771,-0.988395069431487,-1.03363515640995,-0.154366894483633,0.0417089890221523,-1.19118683152681,0.797577727184606,-0.710154673355147,-0.832318451885022,-0.337974891113247,1.92409457068173,-0.792468378610074,0.811504102693139,0.494420009762343,-1.36808394504266,-0.83446277943771,-0.857971642205543,-0.678681177527567,0.454986188469115,-0.89189331531852,-0.70329176348686,-0.782102848200247,-0.878512715256684,-0.964991698041971,-0.895048014027543,-0.92599380439713,-1.06626826215296,-0.998234459730799,-0.699134318573214,-0.732090439639254,-1.20079943832496,-0.934793837483994,-1.05229599311863,-0.733233984347282,-0.33987309513432,-0.491528348060874,2.60092644425448,-0.729614160820556,-0.705059101170703,-0.742198574963496,0.351314139371199,-0.815118051561892,-1.25915413028404,-0.845950689541301,-0.662975841387035,-0.793493569090517,-0.916490760766207,-0.854700581164979,-1.06803505400261,0.942276868627606,-1.03992657498994,-0.731968661176477,-0.776540392197873,0.301804121493906,0.418658249070332
"8","Breast",-0.650958687025201,-0.753765780002038,-1.27329783810118,-0.705884039755516,0.389310726554793,-1.05914459920003,-1.12557210554469,-0.746603924011284,-1.08142726763643,-1.02832355707824,-0.892611818701406,-1.25746049414819,-1.22361300602512,-1.45586463730289,-0.783838363157353,0.653091444994311,-1.46952326950456,-1.06270081664255,-0.157069023081282,-0.800227592155061,-1.53518591565823,-0.750713583889361,-0.705596435624246,-0.682320891364159,0.0192087568140353,-0.56636369901106,-0.78670454145434,-1.3648383778022,-0.757235524468273,-0.823647681898471,-1.16897084866138,-1.23771381445725,2.85542406652066,-1.21732289442834,-0.669909649622509,2.3673487909176,0.927155962302312,0.524730298881784,-0.881018389527633,-1.1308639325974,-0.959507548917666,-1.09530275108345,-0.972853769679409,-0.7780373069819,-0.915371313502649,-0.739705072713083,-1.0427077245981,-0.0458455128694843,-1.11644028285202,-0.720765461444187,-0.882239641976209,0.784788311965989,-1.03397809038856,-1.14126968039992,-1.52624033874939,-1.05274771707435,-0.959361979564702,-0.814562417383451,-0.696225022631412,-0.86560946785255,-0.0536560246923132,-1.01229710186184,-1.12759843950119,-0.948553340676209,-1.16526599765188,-1.00709003549861,-0.701358124446177,-0.816109596525127,-0.846941549369307,-0.760039761650859,-0.783640446269128,-1.16726320259908,-0.898231338390355,-1.33716227285835,-0.819740077755209,-0.839238934748833,-0.66973561654231,-0.863971330533999,-0.876606152498624,-0.69189051684654,-0.0911074941546527,-0.860037776427987,-0.455959504782926,-0.877472456679969,-0.906978272648731,-1.04591215164329,0.786848061630278,-0.687471195359639,-0.723446049901665,0.69944356599336,-0.9140591220674,-1.02915608178314,-0.717617215124997,-0.847852865845499,-0.898599166285531,-0.776847324486203,-0.720264519910015,-0.690161610819439,-0.731139989458348,-0.917868040443803,-0.787972420927542,0.217578766005115,-0.831568378356335,-0.654528772754372,-0.784002466776607,-0.903895085561484,0.338555552979929,-1.04699883630664,-1.01225546290661,0.556758227028703,-0.719200577231458,-0.761864369388613,-0.862345531960754,0.0873716885271057
"9","Breast",-0.644409028085814,-0.748314804229063,0.00984380522567874,-0.70247498936355,0.618954699696233,-1.05212796217009,-0.668676421803359,-0.742393226555735,0.207804809028888,-1.02003205622498,-0.887732594331202,0.584225330034874,0.316568643008392,-0.161011688130683,-0.779076702970506,0.715380509511507,-1.45672193754339,-1.05476216145498,-0.15700658396289,-0.794382509957114,-1.52192576768679,-0.746230050046424,-0.701359266500829,-1.28307471271179,-0.682337429284706,-0.561816284503289,-0.171764427492928,-0.475132462422056,-0.75268946767813,-0.818387835721961,-0.333211747977672,0.231605223178592,1.80245515885953,0.685063453788855,-0.66710701307303,-0.652579015645077,-1.15422527118953,0.654268109414415,-0.875284613946499,-1.12302370651044,-0.952494437844247,-1.08590307022431,-0.966679683504341,0.651890655754483,-0.106501009739421,-0.735057226842359,-0.626309807268777,0.0645010111247133,-1.1060201477299,-0.716840346215597,0.300143765747059,0.750661163857762,-1.02744634687243,-0.124891340002976,-0.354154946976539,0.661473010575232,0.861879628510333,-0.809697207245569,-0.688211337093169,-0.856672162660954,-0.965853364216639,-1.00419852243998,-0.646569337049421,-0.943169774344525,-1.15549122769197,-0.10910379533637,-0.6979398929157,0.781874095467116,-0.841614201664548,2.06272774879199,-0.780203285115282,0.201180596394562,-0.892490718490562,0.465694189709983,-0.814092223995237,0.263085850167619,-0.666265406441339,-0.8578856629017,-0.870738630105922,-0.687495633824865,-0.766261164608664,-0.85301776514478,-0.941539432919849,-0.870765840922447,-0.0915234916810188,-1.03815443272458,-0.969479132577404,-0.682980352930246,-0.720084314663861,-1.16802554262998,-0.906202540117441,0.338737404433606,-0.711666737405231,-0.842669218625772,-1.22216236673383,-0.770306554520164,-0.716636367633299,1.62524618642639,-0.726867336122474,-0.914716375273446,1.15192975726528,0.245599888118374,-0.826042378253675,-0.651247900450347,0.0656785052685962,0.211532013836002,-0.83387753110771,-1.03899837517987,-1.00191234161638,-1.01301462533102,-0.714293242613597,-0.75624503068995,-0.855516935516399,0.372413414159435
"10","Breast",-0.405056534691228,-0.503270395216315,-0.954557409311798,-0.306801295194315,-1.12387349687597,-0.821047941292972,-0.845423260075545,-0.400006918747376,0.849918912933303,-0.767690806362129,0.494421621117799,0.258407732849242,-0.894713656830208,0.0610085910804639,-0.524276993736512,-0.66187834816438,-1.11590739677897,0.431857684592053,-0.154150641214557,-0.561972823211326,-1.16275976239489,-0.378756914629454,-0.346513162826207,-0.942180090723831,0.204562850744187,-0.346663552135261,-0.503423681801388,-1.02106829883042,0.591987885976669,-0.56960360043045,-1.101567834298,-0.955207280184948,-0.391591735340389,-0.905372702654533,-0.214652686939314,-0.306584106435654,-0.847676869533163,-1.00943797900706,-0.662461830186847,0.566905901348149,-0.728571336004158,-0.809957245970885,-0.759389008587455,0.075917992700839,-0.686670897835445,-0.410090597552302,-0.765378080965426,-1.07243427514851,-0.270597406236236,-0.338588931456008,-0.617887543401855,-0.936672014205492,-0.808487849627067,-0.839555063035972,0.104759404053056,-0.764825346549251,-0.680100263118346,-0.557510018727311,-0.456812698582702,0.0146337452502214,-0.756068907104978,1.23123443256258,-0.863642540202545,-0.691301662633404,-0.867596499079332,-0.737408372554604,-0.227233684828194,2.54533734231156,-0.594778530867206,-0.513738757586259,-0.321636515045836,0.871591737621144,-0.674757149363722,-0.998799920296181,-0.583179467086976,-0.61648929292716,-0.279256983449074,-0.636614074084916,-0.655825816216766,-0.340149491504891,0.716779061903739,-0.636517083039326,-0.728629004984662,-0.655850725709566,-0.674713857947229,-0.79316611306901,-0.727865231720298,-0.368067720137851,-0.294016089759512,-0.891661550500476,-0.66872545123917,-0.760784301699307,-0.461124834093409,-0.600486532085855,0.891715953065345,-0.544041638244245,0.748473374552871,-0.422881788706491,-0.423664148267212,-0.789558013767502,-0.492034492484644,-0.905366633636019,0.370004496322087,-0.175096693986027,-0.339737537712025,0.497442928932154,0.301880891396215,-0.789954494345768,-0.720062608927576,-0.776755710908725,-0.428061138589791,-0.497536829851013,-0.641814693086237,0.0889101732398149
