"","Accuracy","Kappa","AccuracyLower","AccuracyUpper","AccuracyNull","AccuracyPValue","McnemarPValue"
"rlogBlind",0.858081193321468,0.701826164904335,0.623061381787718,0.959340879586042,0.624668322608826,0.0515105639259855,NA
"rlog",0.876259070194997,0.703977372114635,0.63871862595913,0.976799217589512,0.624668322608826,0.0765425551234847,0.768852420787445
"vstBlind",0.903085007204,0.782979642707305,0.682875232779265,0.974272794027975,0.624668322608826,0.0634326833125511,NA
"vst",0.90711077209933,0.805164133068958,0.6806902131279,0.9826501130269,0.624668322608826,0.0282603670962893,NA
