"","Accuracy","Kappa","AccuracyLower","AccuracyUpper","AccuracyNull","AccuracyPValue","McnemarPValue"
"rlogBlind",0.850981504299582,0.665940811506773,0.614677808804729,0.957856430991439,0.624668322608826,0.140251885503893,0.908281966328148
"rlog",0.812208661750996,0.631013646062521,0.5710278806213,0.936918106083748,0.624668322608826,0.118122868237815,NA
"vstBlind",0.844432709421268,0.57267348654063,0.599852809348816,0.96694364252193,0.624668322608826,0.141836578808247,0.531531641091758
"vst",0.882320535638613,0.765093206440454,0.653567816919199,0.969282010601877,0.624668322608826,0.0372876869832515,NA
