"","X1","X1.1"
"1",497,-0.00687195917375794
"2",185,-0.00695113313614913
"3",112,-0.00690232767859726
"4",53,-0.00669607542733743
"5",580,-0.00673916915164861
"6",629,-0.00668189651756643
"7",345,-0.00653602052523959
"8",487,-0.00606903771032827
"9",625,-0.00624705230621653
"10",98,-0.00617184155121048
"11",335,-0.00611199304381843
"12",416,-0.00608342638877797
"13",158,-0.00601254799688325
"14",258,-0.00608943389086052
"15",344,-0.00584100506459539
"16",538,-0.00578854176747363
"17",271,-0.00548412680652524
"18",310,-0.00570935003852539
"19",354,-0.00546072102170884
"20",337,-0.0052756308073898
"21",650,-0.00524183517063298
"22",367,-0.00508396036120946
"23",569,-0.00503938883863639
"24",375,-0.0045393226440523
"25",640,-0.00456439077940406
"26",369,-0.00447956547284496
"27",243,-0.00444708470475608
"28",600,-0.00414412077183417
"29",353,-0.00417418364203402
"30",279,-0.0039046917266895
"31",131,-0.00368045293619898
"32",481,-0.00380216047116073
"33",460,-0.00369907780569792
"34",403,-0.00372129264622784
"35",670,-0.00354962219254137
"36",383,-0.00354634985081788
"37",301,-0.00330578932593441
"38",639,-0.0032874887914856
"39",321,-0.00322602560296546
"40",234,-0.00290667475772424
"41",499,-0.00270267708925151
"42",479,-0.00243846324483787
"43",414,-0.00201032562662658
"44",87,-0.00184148674896373
"45",667,-0.00193613663846622
"46",415,-0.00174248734712307
"47",240,-0.00190738167447738
"48",577,-0.00184741333470013
"49",27,-0.00170667592089088
"50",268,-0.00152681635989639
"51",224,-0.00133014450323571
"52",608,-0.00143179866390579
"53",527,-0.00126854561003539
"54",428,-0.00129884614491245
"55",493,-0.00114156026413531
"56",238,-0.000890775126771409
"57",498,-0.000952217847096828
"58",14,-0.000750191939510703
"59",311,-0.000491476595973345
"60",452,-0.000356034630057428
"61",435,-0.00033707931010335
"62",119,-0.000335294896044253
"63",56,-0.000272977007094985
"64",4,-0.000290272400416888
"65",201,-0.000218305495902543
"66",500,-0.000155338333349894
"67",265,-8.34143766509643e-05
"68",601,8.77956374339406e-05
"69",231,-1.67937558121223e-05
"70",23,5.72543886340204e-05
"71",330,2.72689896654715e-05
"72",66,9.55786989445817e-05
"73",579,-1.82900494873489e-05
"74",560,6.66949070841222e-05
"75",426,0.000164611571454032
"76",392,0.000214660741066616
"77",141,0.000253890115522404
"78",77,0.000142343701576383
"79",585,0.000667580502533349
"80",333,0.00105679660342817
"81",203,0.00110433187076163
"82",488,0.00125238675547767
"83",528,0.0014379377323515
"84",651,0.00199305596564052
"85",296,0.00192154881276255
"86",508,0.00200823118205018
"87",127,0.00207192190096925
"88",662,0.00212199185414214
"89",394,0.00238322098112362
"90",208,0.00286070067046292
"91",638,0.00273071971306034
"92",655,0.00304066628322804
"93",563,0.00308703323664847
"94",97,0.00312351004739835
"95",521,0.00321239317944598
"96",37,0.00360882048887476
"97",506,0.00352471345544272
"98",412,0.00342896433873054
"99",366,0.00370595407562227
"100",401,0.00374112995856346
"101",250,0.003794078511316
"102",468,0.00392450446001835
"103",618,0.00380793866628248
