"","Lung_ge$X","ENSG00000108854","ENSG00000112159","ENSG00000075336","ENSG00000167107","ENSG00000160223","ENSG00000196329","ENSG00000138326","ENSG00000186364","ENSG00000074621","ENSG00000186854","ENSG00000092295","ENSG00000116752","ENSG00000171817","ENSG00000211801","ENSG00000140386","ENSG00000135213","ENSG00000121058","ENSG00000072694","ENSG00000214826","ENSG00000149483","ENSG00000136492","ENSG00000136098","ENSG00000157992","ENSG00000111371","ENSG00000170074","ENSG00000257221","ENSG00000156482","ENSG00000167595","ENSG00000246223","ENSG00000135749","ENSG00000009790","ENSG00000126464","ENSG00000167554","ENSG00000108592","ENSG00000244575","ENSG00000185485","ENSG00000185900","ENSG00000116353","ENSG00000251562","ENSG00000256039","ENSG00000127946","ENSG00000198106","ENSG00000109475","ENSG00000129968","ENSG00000231621","ENSG00000162894","ENSG00000211637","ENSG00000214106","ENSG00000180071","ENSG00000116824","ENSG00000111364","ENSG00000213988","ENSG00000179119","ENSG00000270505","ENSG00000185942","ENSG00000139537","ENSG00000171163","ENSG00000243364","ENSG00000266371","ENSG00000167272","ENSG00000038219","ENSG00000120800","ENSG00000211734","ENSG00000198400","ENSG00000100483","ENSG00000169964","ENSG00000101104","ENSG00000084734","ENSG00000071082","ENSG00000087008","ENSG00000180822","ENSG00000241549","ENSG00000160654","ENSG00000205189","ENSG00000145649","ENSG00000236559","ENSG00000211710","ENSG00000257252","ENSG00000132465","ENSG00000148843","ENSG00000180329","ENSG00000196199","ENSG00000137103","ENSG00000267364","ENSG00000075914","ENSG00000118922","ENSG00000251606","ENSG00000198178","ENSG00000116251","ENSG00000107938","ENSG00000211964","ENSG00000089012","ENSG00000110195","ENSG00000083093","ENSG00000241106","ENSG00000115816","ENSG00000211778","ENSG00000248810","ENSG00000183091","ENSG00000211772","ENSG00000141101","ENSG00000204852","ENSG00000198625","ENSG00000116127","ENSG00000127804","ENSG00000163687","ENSG00000005801","ENSG00000133574","ENSG00000119596","ENSG00000132424","ENSG00000225885","ENSG00000100813","ENSG00000231486","ENSG00000136153","ENSG00000143507","ENSG00000171453","ENSG00000143303","ENSG00000122435","ENSG00000087076","ENSG00000147316","ENSG00000146904","ENSG00000247774","ENSG00000211663","ENSG00000152495","ENSG00000198865","ENSG00000100941","ENSG00000211746","ENSG00000205056","ENSG00000110651","ENSG00000186468","ENSG00000116771","ENSG00000172339","ENSG00000089123","ENSG00000166788","ENSG00000167286","ENSG00000171174","ENSG00000023445","ENSG00000152133","ENSG00000211752","ENSG00000170486","ENSG00000178338","ENSG00000128218","ENSG00000164180","ENSG00000117560","ENSG00000225113","ENSG00000100888","ENSG00000130921","ENSG00000125633","ENSG00000112077","ENSG00000211747","ENSG00000132326","ENSG00000163492","ENSG00000168421","ENSG00000226660","ENSG00000170469","ENSG00000180008","ENSG00000150045","ENSG00000101654","ENSG00000132485","ENSG00000204219","ENSG00000104341","ENSG00000229164","ENSG00000102886","ENSG00000117318","ENSG00000177455","ENSG00000069667","ENSG00000083535","ENSG00000132196","ENSG00000186265","ENSG00000224429","ENSG00000163682","class"
"64","Lung-0112",-0.879193294,0.311435036,-0.860146684,-0.649078119,-0.58049181,-0.63391339,-0.388472633,-0.605578986,-0.678022223,-0.292655197,-0.535209669,0.175366585,-0.648755647,-0.699217091,-0.119379655,-0.893400111,-1.016993678,-0.261986638,-0.620828706,-0.266457332,2.596454381,0.773610217,-0.632537419,-0.4742913,-0.736092194,-0.608311647,-0.231537943,-0.700308028,-0.014752611,1.154392655,-0.024310412,0.806356967,-0.486659778,-0.229831136,-0.641875179,0.182551671,1.208029786,-0.766079275,-0.188645211,-0.788228867,-0.726353755,-0.625972544,-0.438400279,-0.372449433,-0.694735819,-0.115678408,-0.717488242,-0.76422257,-0.577130632,-0.060774998,-1.131497289,-0.5246969,-0.11275017,-0.827388019,-0.558138964,-0.80601332,-0.860581594,-0.527758051,0.127490636,0.462278275,0.185260649,-0.174438811,-0.864230877,-0.600525911,-0.689350973,0.281528606,-0.793537273,-0.771097758,-0.357905167,-0.872521214,0.040153611,-0.532945222,-0.332635376,-0.626963466,-0.250279134,-0.523508244,-0.76585069,1.700784632,-0.642379506,0.246544752,-0.476204621,-0.188830567,-0.66373985,-0.926362323,-0.29476211,-0.071939284,-0.653406709,-0.661588548,0.08707118,-0.942119148,-0.7412554,-1.048860858,0.703240093,0.33771352,0.126827405,-0.174641269,-0.704668763,-0.741002839,1.051091919,-0.547947207,-0.445165362,-0.886903605,0.299665881,-0.321717544,-0.009657048,-0.711169324,-0.875998081,-0.266018332,-0.103480711,0.144679535,-0.478517495,-0.013394009,-1.006495537,-0.702887884,-0.687860202,-0.997430223,0.512358282,-1.06716017,-0.548881356,0.429965479,-0.716534655,-0.271098436,-0.737388128,-0.991744567,-0.150587009,0.021151059,-0.753678842,-0.562271183,-0.074804177,-0.026569714,-0.619748709,-0.65919605,0.725284057,0.183810061,-0.387271583,-0.63065699,-0.216913359,0.562885325,-0.794100932,-0.592547434,-0.744226726,0.181696741,-0.623019531,-0.711121464,0.626273036,-0.210525949,-0.818940775,0.104391407,0.304109302,-0.194838666,0.077257031,0.37904912,-0.880875369,-0.701793132,-0.651997896,0.846996807,-0.194291481,0.504646855,0.165603074,-0.781778086,0.280204534,-0.187385696,-0.67607984,0.15277734,-0.267114904,0.309039452,0.55648874,0.256451714,-0.179149921,-0.484298817,-0.666131062,"Lung"
"65","Lung-0119",-0.662420085,-0.887521141,-0.624329458,-0.285201069,-0.040757485,-0.129472426,0.614475647,-0.012490205,-0.127914,-0.731808405,-0.022806749,-1.173644983,-0.261287667,-0.304908709,-0.983103749,-0.633550469,-0.791885743,-0.61128006,-0.113474196,-0.793984095,-0.129241293,-0.62210899,-0.11884175,-0.630648078,-0.384685854,-0.087555542,0.466184826,-0.239939473,-0.643661696,-0.448986988,0.363399041,-0.236202263,0.028670968,-0.93035851,0.000532139,-0.780553331,0.69145983,-0.500539318,-0.919187324,-0.439318566,-0.45168126,-0.122759837,0.265262677,-0.70173968,-0.145859059,-1.091912268,-0.323437479,0.607271719,-0.136186808,0.899162242,-0.880719206,0.017039922,-0.775418345,-0.513949734,0.069888607,-0.532994969,-0.630604663,-0.017231351,-0.371365655,0.966830232,0.109396155,-0.637830726,-0.602133414,-0.325561763,-0.40257557,-0.565362798,-0.534309892,-0.52840921,0.282235176,-0.634189136,-0.861943941,0.026559379,-0.917719237,-0.109406687,-1.445998968,0.043307294,-0.394296778,-0.452569732,0.022585605,-0.918780191,-0.786287222,-1.542447084,-0.230841448,-0.690365459,-0.936455395,-0.675706855,-0.150637899,-0.262500758,0.553183042,-0.099596681,-0.329004167,-0.801454129,0.23172764,-0.589802875,-0.618517177,-1.000227861,-0.233582029,-0.392487597,-0.516705072,-0.383343151,-1.130631626,-0.637609894,-1.051844535,0.869147822,-0.715243669,-0.445522278,-0.637973839,-1.451154316,-1.158955647,-0.615112941,0.027419324,-1.149185169,-0.77459268,-0.429210574,-0.230246905,-0.202512784,-0.569575399,-0.824475289,0.013177845,-0.742027841,-0.318857712,0.369924842,-0.324488657,-0.74981643,-0.841065268,-1.193068668,-0.410555161,0.090094687,-0.904407621,0.756693153,-0.04713916,-0.231757535,-0.769497062,-0.809793067,0.172165456,-0.205062679,-1.09110661,-1.075746807,-0.391558334,-0.264183026,-0.422991545,-0.671702417,-0.220697926,-0.322075878,-0.251431996,-0.644237132,-1.003937761,-0.847566604,1.690779114,-0.56077224,-0.326287087,-0.640639991,-1.006603626,-0.167169583,-0.100178673,-0.741753937,-1.448583924,-1.154403604,0.623650008,-0.550694912,0.335377087,-1.38314342,-0.325751205,-0.668714715,-0.813624003,-0.782264133,-1.128506658,-0.683325902,-0.738095994,0.027823501,-0.005046062,"Lung"
"66","Lung-004-EGFR",1.041516473,0.80113179,-0.5393438,0.536640564,0.158571195,0.11291714,-0.628006187,-0.665821008,-0.734983838,0.36550924,-0.676836948,-0.111670451,-0.728556516,-0.149110664,-0.116846304,-0.972483248,-0.148671251,1.953795428,-0.684181251,0.807610802,-0.731298277,0.606012197,-0.68866789,0.964339323,0.148781212,1.834081218,-0.641199686,-0.746279202,0.46679708,1.290073223,0.308513339,-0.76032123,-0.644155772,0.643452038,-0.717866537,0.245947565,-0.187216975,0.090066538,0.110025134,-0.26661749,-0.802158506,-0.712487191,-0.315799154,-0.066809121,-0.745255131,0.951718524,-0.132129196,-0.246243553,-0.648814695,0.374396296,0.775592796,0.232105499,0.651873839,-0.894227855,-0.631215033,0.453859522,0.69267464,-0.651471142,-0.721504106,0.371887365,-0.111341033,-0.970980987,-0.952167441,0.00122993,-0.008391191,-0.392596078,0.807469253,-0.871877001,-0.401551303,-0.973166145,0.072143405,-0.704865024,0.39463298,-0.673901035,0.111997881,-0.709955834,-0.821681753,-0.872406692,0.024164928,0.972666136,0.518669498,0.315823008,-0.720434749,0.648322662,0.527674796,0.95452291,0.930110098,-0.727249642,-0.492803971,-0.426709453,0.903411784,0.482700299,-0.808310785,-0.463892069,1.54355793,0.227031424,-0.027044563,-0.809049473,0.473110073,0.328065107,0.117396044,0.45154104,0.460072623,0.084167139,-0.101213717,-0.357983105,-0.968074459,-0.306116977,0.447007024,0.467575882,-0.639695589,0.154213617,0.843323908,0.131444282,-0.732989982,0.569685622,0.18263222,0.681339789,-0.619846858,-0.73377042,-0.780102761,-0.00757615,-0.171560714,-0.071822613,0.489590485,-0.347183472,-0.24083503,-0.750747379,0.634412371,-0.977732842,-0.668536705,-0.710551887,1.147250514,-0.222492763,0.260668432,-0.693118108,1.088105226,-0.045751131,0.231125875,0.176950384,-0.26440962,0.551935072,-1.182225103,-0.111171334,-0.715823184,0.475091135,-0.58193194,0.22845248,-0.45547108,-0.411390414,-0.768852772,0.782966755,0.490782233,-0.750851094,1.095568418,0.053585497,0.205493302,-0.383010394,0.337057108,-0.885035718,0.170729329,0.468259005,-0.752179652,0.054476482,1.438022755,0.173175756,-0.173010196,-1.000808904,0.257986902,-0.637704615,-0.245297275,"Lung"
"67","Lung-006",-0.841231332,-1.087467535,-0.821734768,-0.613531849,-0.479790329,-1.414058375,-1.570159067,-0.549707836,0.525059409,-0.925051658,-0.439607573,-1.402095013,-0.598029592,-0.676823867,-1.577751261,-0.860083826,-0.978591859,-0.842362418,-0.583606811,-0.991087536,-0.633840092,-0.802937575,-0.582364154,-1.110356457,-0.707756057,-0.511151048,-1.326827338,-0.64639408,-0.842057267,-0.682931808,-1.966273537,-0.667417009,-0.39051142,-1.138355473,-0.522017381,-0.975752824,0.169237141,-0.73145656,1.004612913,-0.761947249,-0.695226635,-0.532085121,-0.619005938,-1.384585544,-0.593239859,0.514464449,-0.689001135,-0.739074552,-0.53884661,-1.381685795,-1.085876461,-0.423621802,-0.961533223,-0.798525444,4.151276948,-0.772248695,-0.821321025,-0.432506013,-0.601164375,-0.711628102,-1.901860351,-0.821126587,-0.828223063,-0.56554009,-0.661541022,-0.833753284,-0.758232847,-0.732402536,-0.598592334,-0.832845392,-1.05564015,-0.428555082,-1.115202319,-0.533268893,-1.686322942,-0.417754059,-0.741214762,-0.774294428,-1.416875832,-1.129385446,-0.975592212,-1.787281772,-0.62800758,-0.891475168,-1.150906353,-0.87042929,-0.559602107,-0.62394555,-1.98401113,-0.901048572,-0.711152194,-1.004014196,-0.707850579,-0.814493075,-0.847661855,-1.222906769,-0.668174573,-0.71204208,0.423486685,-2.244095887,-1.365931062,-0.851312338,-1.256901586,-0.781874185,-0.913981577,-0.68073566,-0.838812164,0.276153326,-1.389275779,-1.869193903,-0.384121819,-1.374885156,-0.966174473,-0.67184645,-0.631325596,-0.953921719,-0.825203994,-1.023179174,-0.444014589,-0.935736642,-0.686742096,-1.984952431,2.163315038,-0.947332609,-1.043749685,-0.459880907,-0.725483946,-0.440555358,-1.113994344,-0.205871115,-0.515506032,-0.627568664,-0.964843276,-1.01041268,-1.548853445,-0.590293941,0.524229045,-1.307831201,-0.771647546,-0.557682563,-0.710071454,-0.917333495,-1.028077975,-0.680360838,-0.608453355,-1.349360152,-1.22811057,-1.049958887,-0.789097897,-0.811852931,1.045390078,-0.818162938,-1.22799244,-0.6383177,-0.565373626,-0.964632077,-1.694112523,-1.390521463,-2.003381253,-0.742403038,0.743456899,-1.585850883,-0.643358772,-0.865590943,-1.011196281,-0.98141466,-1.354606848,-0.864834075,-0.926252241,-0.388749075,-1.812654836,"Lung"
"68","Lung-0007",-0.786134456,-1.024186879,-0.766415721,-0.543242799,-0.339358068,-1.338256009,-0.188525479,-0.377869469,-0.435724812,-0.863855984,-0.306286609,-1.330498436,-0.490316853,-0.566702507,-1.506622995,-0.81034934,-0.921879336,-0.791798741,0.722672027,-0.929783704,-0.474125145,-0.746857355,-0.434098483,-1.325823286,-0.643801693,-0.375656687,0.218964815,-0.516382532,-0.788748322,-0.638839622,-1.903237559,-0.534929212,-0.256428671,-1.072768858,-0.354870864,-0.915300998,-0.612475573,-0.681217534,-0.899925878,-0.716257699,-0.649523361,-0.401155338,-0.397341184,0.275872333,-0.450137359,-1.24846697,-0.612887523,-0.671507693,-0.421706114,-1.312101456,-1.021070444,-0.282668515,-0.904779409,-0.75475852,-0.297541822,-0.722598863,-0.765102339,-0.299673218,-0.532566606,-1.061431576,-1.82566101,-0.76263619,-0.775423158,-0.488778865,-0.60303944,-0.791158513,-0.706960723,-0.677723758,-0.552607452,-0.775921397,-0.997229245,-0.282978837,-1.052677776,-0.397689223,-1.611583891,-0.270275598,-0.665745579,-0.721260632,-1.341672959,-1.063012696,-0.91773129,-1.71156192,-0.518945257,-0.839663422,-1.084205813,-0.814036182,-0.42878782,-0.556920255,0.003134138,-0.019687986,-0.633345665,-0.940131283,-0.664056726,-0.763598634,-0.799382373,-1.153254142,-0.550143696,-0.656797318,-0.694597302,-0.463388163,-1.292513283,-0.798893741,-1.192403352,-0.727690339,-0.312409566,-0.634951231,-0.784707729,-1.636264331,-1.317212765,-1.800873745,-0.252483254,0.734714107,-0.907272119,-0.61894228,-0.503033628,-0.892044611,-0.778394356,-0.960540192,-0.297773669,-0.874412559,-0.609945116,-1.905567412,-0.582429529,-0.884518237,-0.980711209,0.740878397,-0.675633939,-0.270817748,-1.048358541,0.01112818,-0.365690774,-0.514021116,-0.903333949,-0.947111728,-1.481670053,-0.509966337,-1.24614244,-1.23573102,-0.686770005,-0.472273401,-0.653569533,-0.869869975,-0.965104451,-0.619859776,-0.513653405,-1.277817617,-1.158650942,0.575348428,-0.72619644,-0.765094021,-0.587433654,-0.761311021,-1.158702079,-0.487612812,-0.416572961,-0.914102691,-1.039163098,-1.316848091,-1.926696115,-0.686965236,0.430948365,-1.523122678,-0.579014144,-0.809083601,-0.948880858,-0.918160748,-1.283708642,-0.808731587,-0.867822213,-0.25550112,-0.715393564,"Lung"
"69","Lung-008",-0.984115487,-1.262522882,-0.968362779,-0.729568726,-0.709865046,0.04054577,0.887485225,0.186684858,-0.740156438,-1.093345134,-0.680708074,0.466509918,-0.737782181,-0.75517001,1.032251448,-0.981316101,-1.120387289,-0.967226946,-0.689752057,-1.152722985,-0.736663262,-0.956192334,-0.69365477,-0.032562811,-0.80990928,-0.699101627,0.916833145,-0.751134134,1.719644952,-0.790433307,1.030681604,-0.76645704,-0.646880938,-1.318182365,-0.722257805,-1.133107625,-0.794370262,-0.862055427,0.680260367,-0.854791439,-0.810815548,-0.717499186,0.62447407,-1.575758159,0.532824559,0.889381528,-0.786951189,-0.82764974,-0.655642861,0.951971579,-1.264057856,-0.699813852,-1.104547237,1.450455058,-0.635772132,-0.89739054,-0.972435694,-0.654417286,-0.731960529,-1.312262768,-2.100176812,-0.984220793,0.811423724,-0.678867843,-0.763102461,-0.932198072,-0.891292052,-0.884127309,0.72000758,-0.985106158,-1.198986608,-0.708026129,0.553375853,-0.678092467,1.226835247,-0.7131047,-0.827672642,2.040445687,-0.031255508,-1.310943145,-1.121828879,0.751696956,-0.726606737,-1.019296898,-1.327073693,-1.017542513,-0.717439298,-0.734539405,0.648115888,-1.057004673,0.594850683,1.779970627,-0.816307348,-0.942388901,-0.96445507,-1.409560833,-0.765180953,-0.81657289,-0.883524057,0.770677442,0.242138786,-0.983070795,-1.433560985,-0.926675163,-0.447728457,-0.793796739,-0.978756991,-1.941672291,1.310815355,0.955786325,-0.642737724,-1.566529558,2.070629849,-0.787753618,-0.737755152,2.00821542,-0.937412351,-1.194209261,0.174398626,-0.535787359,-0.787075808,0.878374442,-0.841679534,-1.121459286,-1.209845818,-1.249003422,-0.82674322,-0.754563873,-0.95515663,0.803808044,-0.672259657,-0.716082024,-1.131420454,-1.182940397,1.167746504,-0.699794655,0.815766042,-1.498153379,-0.849201947,-0.162743963,-0.8375517,1.337317706,0.47382987,-0.783102523,-0.723594524,0.056238581,0.797467892,-1.223252205,-0.965787922,-0.924613626,-0.775357669,-0.978722017,0.907103547,-0.75568029,-0.70049394,-1.08400826,-1.63371974,-1.587668017,-1.032258334,-0.897670932,-2.301248382,0.770838786,-0.760851932,-1.01342808,0.932031208,-1.15719612,-1.547263716,-1.012195555,-1.079286585,-0.640412964,0.88841943,"Lung"
"70","Lung-0012",-0.89457449,-1.150520078,-0.87579925,-0.66107018,-0.622499822,-1.09974892,-1.776469509,-0.618819789,-0.692159473,-0.98589258,-0.575090453,-1.472765332,-0.661873799,-0.707962697,-1.647512797,-0.906673242,-1.03239902,-0.890054002,-0.635929066,-1.050804607,-0.686340123,-0.858560705,-0.646676224,-1.45695768,-0.747332569,-0.648842568,-1.059532186,-0.708333424,-0.893007364,-0.724323055,-1.828668604,0.191334106,-0.526768438,-1.203427447,-0.668103245,-1.034299234,-0.742230684,-0.780114849,-0.28326388,-0.798545044,-0.738879326,-0.665138046,-1.404222295,-1.455517075,-0.707669953,-1.390579239,-0.728138805,-0.774078383,-0.593132715,-1.45039499,-1.150268434,-0.566860769,-1.015596217,-0.838776519,-0.571585796,-0.819587761,-0.876639447,-0.567492808,-0.648553385,-1.195201379,-1.697086581,-0.879695109,-0.878734642,3.336892885,-0.70045209,-0.872536869,-0.807842727,0.111327308,-0.727847525,-0.88872786,-1.110571665,-0.576491973,-1.177602257,-0.639083236,-1.759510351,-0.567624013,-0.775487425,-0.8154753,-1.491914285,-1.195169358,-1.030815167,-1.860916377,-0.673422612,-0.940306931,-1.215941715,-0.925106548,-0.677612378,-0.672645639,-2.060026325,-0.958829351,-0.752166921,-1.067276246,2.028749643,-0.862932483,-0.892708602,-1.291297422,-0.714080568,-0.752498836,-0.797407771,-0.707416639,-0.100943632,-0.901201894,-1.32082874,-0.835050508,-0.976721252,-0.723417694,-0.891052566,-1.801368131,-1.460227271,-1.935067934,-0.517895017,-1.120503186,-1.022781804,-0.71541184,-0.695739761,-1.015313457,-0.868675068,-1.08522357,-0.582710689,-0.996700126,-0.727333359,-2.06168896,-0.752603559,-1.010058824,-1.105155069,-2.147713835,-0.764841444,-0.613045411,-1.178490998,-1.471771336,-0.631249138,-0.66803622,-1.025576385,-1.073100102,-1.361852669,-0.642780429,-1.387066752,-1.378098775,-0.802808965,-0.604819041,-0.758009427,-0.960811666,-1.08965063,-0.722115134,-0.65827469,-0.666587419,-1.295569147,-1.113005224,-0.852394264,-0.855415044,-0.719381494,-0.875409766,-1.296151154,-0.713057667,-0.663933424,-1.011180275,-1.768680882,-1.462770149,-2.077460177,-0.798057418,0.320667371,-1.428919822,-0.688663091,-0.920458636,-1.072950292,-1.044592147,-1.424610551,-0.919419066,-0.983009701,-0.524157762,-1.084460863,"Lung"
"71","Lung-0014J",-0.858266717,-0.294298982,-0.838936659,-0.632260144,-0.524503208,-0.315111393,-0.510644499,-0.587839381,-0.626580688,-0.944285585,-0.482056253,-1.424486935,-0.625709497,-0.687015241,-0.336710724,-0.87513196,-0.995892028,-0.857730223,-0.60065389,-1.010106767,-0.650346641,-0.820540381,-0.613607808,-1.412459907,-0.720575183,-0.554291725,-0.257507598,-0.687789059,-0.858402525,-0.696298546,-0.07507304,-0.68470683,-0.433202648,1.20645823,-0.575235935,-0.994440473,-0.719283993,-0.74699128,-1.290962432,-0.773885208,-0.709232228,-0.573772462,-0.44373212,-0.522875964,-0.638802927,-0.312788143,-0.702746613,-0.750504433,-0.555827693,-1.403454826,-1.106233979,-0.468500572,-0.97889114,-0.811609736,-0.525364412,-0.787446338,-0.838878386,-0.474799262,-0.616144635,-1.149711092,-1.631543755,-0.839596433,-0.844418976,-0.584868751,-0.674092325,-0.846402717,-0.774076331,-0.749651978,-0.68298839,-0.850597066,-0.500795953,-0.474905777,-1.13489483,-0.576436732,-0.025471714,-0.46471041,-0.752420087,1.457117657,0.203875471,-1.15020177,-0.432308405,-0.525258308,-0.645053671,-0.907213388,1.032348474,-0.887875587,-0.601252674,-0.642718356,-0.221062093,-0.919449722,-0.726144605,-0.582703289,1.234073966,-0.830052619,-0.207399306,-0.38649136,-0.685550662,-0.725140196,-0.762854127,-0.592638982,0.508016975,0.094587847,-1.277126578,1.323030585,-0.933812107,-0.139740692,-0.855506178,0.494731783,-1.411779027,-0.854639746,-0.426034831,-1.056626588,-0.089124171,-0.685799512,-0.67217307,0.160741822,-0.839287689,-1.042818169,-0.490576913,-0.955009442,0.195631357,-0.137641238,-0.716604282,-0.552534688,-1.063307649,-0.257226691,-0.738248734,-0.494598902,-0.718862834,-0.395615646,-0.563206406,-0.643620492,-0.984093038,-1.030259603,-1.304341964,-0.608205944,-0.095277188,-1.330204836,-0.781893957,-0.574957027,-0.725422212,-0.200209113,-1.047662796,1.589671046,-0.62666628,-1.371683318,-1.249617605,-0.129209848,0.991803665,-0.825950697,-0.695101009,-0.836176717,0.183594759,-0.682810547,-0.61275096,-0.274115965,0.112517163,-1.413471354,-0.610103259,-0.759939568,-0.724627747,-0.508229142,-0.658882411,0.847479936,-1.030740081,0.883371789,-1.376785356,-0.369648054,-0.944349264,-0.431174509,-0.55490455,"Lung"
"72","Lung-0015",-0.969935085,-1.244114341,-0.953502051,-0.718879271,-0.705092734,0.010372596,-1.013778929,-0.664530392,1.030378544,-1.075751521,-0.675647577,-0.463737187,-0.725762657,-0.748109766,-1.748813376,-0.969795224,-1.106638428,0.085815926,-0.682477654,-1.136381092,-0.729655336,-0.940277463,-0.687140492,-1.552403786,-0.800329707,-0.694340274,-1.317114605,-0.744790433,0.853960315,-0.780268362,-0.75939983,-0.758445378,-0.643316384,-1.299404616,-0.716518628,-1.11738226,-0.786532159,-0.849037881,-1.150973614,-0.84631493,-0.799532242,-0.710951218,-1.225037945,-0.459360632,-0.743783031,-1.493892031,-0.778004742,-0.819595091,-0.646735438,0.049544135,-1.245416324,-0.695089606,-1.090597743,-0.346718519,-0.629818667,-0.885206358,-0.956948482,-0.650564168,-0.718357222,-1.29312975,-1.176924655,-0.967005324,-0.949113672,1.86915218,-0.753408384,-0.923200228,-0.878041913,-0.868195498,-1.23376968,-0.285176042,-1.185311928,-0.703891761,-1.27058944,-0.672614807,0.198030449,-0.708986245,1.302720653,-0.870113334,-1.603869714,-0.967405363,-1.1075498,-0.499168078,-0.718549613,-1.00703507,-1.309248834,-1.002813744,-0.711555944,-0.725028984,-1.735881976,-1.041347255,-0.8031853,0.563480537,0.10891774,-0.929956997,-0.95341902,0.113394543,-0.75750627,-0.806756462,-0.869774689,-0.770793197,0.008994929,-0.970256689,-1.415106492,-0.911910462,-1.069391464,-0.782752621,-0.96484139,0.068561502,-1.563763717,-1.567744243,-0.638759362,-1.067273588,0.355464079,-0.776355925,-0.731528703,-0.742862622,-0.926884326,-1.176422967,-0.618873603,-1.086750128,-0.777975168,-0.989562832,-0.827511277,-1.10317531,0.736572161,-0.434216763,-0.817294792,-0.749573589,0.730860034,-1.042722495,-0.667392907,-0.708860355,-1.114245588,-1.16505721,-0.21862753,-0.691082107,-0.448232782,-1.478896684,0.244520793,-0.665305796,-0.82503506,-1.018052568,0.562624596,-0.773793629,-0.71346023,-1.522161375,-0.757815846,-1.205323615,2.222822086,-0.913987046,-0.766866495,-0.961581676,-0.672652556,-0.749369916,-0.69547625,-1.072917444,0.155907792,-0.445604074,-1.234878477,-0.881242511,0.183215445,-0.077512421,-0.749547582,-0.998594305,-1.163780203,-1.138648189,0.199591855,-0.997367776,-1.063915061,-0.636870436,-0.780272858,"Lung"
"73","Lung-0016",-0.928357218,-1.191695648,-0.910399608,-0.687186387,-0.690230195,-1.536132142,-0.66579255,-0.647565022,-0.712656472,-1.025503263,-0.659944523,-1.518539944,-0.690517164,-0.726511625,-1.692429279,-0.935363458,-1.065929361,-0.919597441,-0.660324891,-1.08894156,-0.708195102,-0.894660724,-0.667178967,-1.49914128,-0.771520928,-0.679523595,-0.575913391,-0.725257214,-0.924906864,-0.749790643,-0.422272758,-0.734073363,-0.617771104,-1.245749657,-0.697324689,-1.071462612,-0.762644031,-0.810970819,-1.75931635,1.564389745,-0.766214877,-0.690840069,-1.151124533,-1.500685128,-0.724448973,-1.436260063,-0.750972739,-0.795050346,-0.620060057,-1.494897673,-1.192198635,-0.662526506,-1.049407143,-0.863165142,-0.601928196,-0.849185603,-0.912270907,-0.638510492,-0.679374399,-1.238416676,-2.022381371,-0.918059097,-0.910420978,3.217646087,-0.724488639,-0.895843829,-0.839279723,-0.822770537,-1.114338485,-0.924640744,-1.144500839,-0.675295336,-1.218442644,-0.655699873,-1.806563144,-0.66771842,-0.795957086,-0.840488566,-0.007337216,-1.237906957,1.023444511,-1.907923949,-0.694130644,-0.970546858,-0.602214751,-0.959845874,-0.693396685,-0.696503879,-0.827632977,-0.995682609,-0.775543235,-1.108322339,-0.774879881,-0.8931803,-0.920351838,-1.335306671,-0.734099068,-0.777251573,-0.829721342,-1.33130567,0.297174667,-0.932360802,-1.362396204,-0.869208198,-1.017576455,-0.75015347,1.22440573,-0.630458956,-1.180995234,-0.271526975,-0.607238803,-1.489769357,-1.05847098,-0.742814503,-0.712354604,-1.055211184,-0.895237953,-1.125493266,-0.605074246,-1.036392153,-0.750505388,-2.11039999,-0.786107318,1.781574701,-1.144356729,-2.195993757,-0.788818756,-0.725732247,-1.220016644,-0.250999159,-0.65229337,-0.686847753,-1.064837768,-1.113746215,-1.656853216,-0.66484299,-1.432423152,-1.423005667,-0.821162388,-0.631857551,-0.788160813,-0.987076881,-1.129095556,-0.745736177,-0.683282037,-1.4650931,-1.338534532,-1.153836276,-0.893971582,-0.882106826,-0.741157952,-0.913132292,-1.340121272,-0.729923736,-0.679904734,-1.039439138,-1.816519705,-1.509241471,-2.124470636,-0.834579484,-1.675464714,-1.686140142,-0.716119673,-0.955364794,-1.113048102,-1.085926422,-1.469963651,-0.954209298,-1.019140149,-0.61459385,-0.714288523,"Lung"
