"","Lung_ge$X","ENSG00000108854","ENSG00000112159","ENSG00000075336","ENSG00000167107","ENSG00000160223","ENSG00000196329","ENSG00000138326","ENSG00000186364","ENSG00000074621","ENSG00000186854","ENSG00000092295","ENSG00000116752","ENSG00000171817","ENSG00000211801","ENSG00000140386","ENSG00000135213","ENSG00000121058","ENSG00000072694","ENSG00000214826","ENSG00000149483","ENSG00000136492","ENSG00000136098","ENSG00000157992","ENSG00000111371","ENSG00000170074","ENSG00000257221","ENSG00000156482","ENSG00000167595","ENSG00000246223","ENSG00000135749","ENSG00000009790","ENSG00000126464","ENSG00000167554","ENSG00000108592","ENSG00000244575","ENSG00000185485","ENSG00000185900","ENSG00000116353","ENSG00000251562","ENSG00000256039","ENSG00000127946","ENSG00000198106","ENSG00000109475","ENSG00000129968","ENSG00000231621","ENSG00000162894","ENSG00000211637","ENSG00000214106","ENSG00000180071","ENSG00000116824","ENSG00000111364","ENSG00000213988","ENSG00000179119","ENSG00000270505","ENSG00000185942","ENSG00000139537","ENSG00000171163","ENSG00000243364","ENSG00000266371","ENSG00000167272","ENSG00000038219","ENSG00000120800","ENSG00000211734","ENSG00000198400","ENSG00000100483","ENSG00000169964","ENSG00000101104","ENSG00000084734","ENSG00000071082","ENSG00000087008","ENSG00000180822","ENSG00000241549","ENSG00000160654","ENSG00000205189","ENSG00000145649","ENSG00000236559","ENSG00000211710","ENSG00000257252","ENSG00000132465","ENSG00000148843","ENSG00000180329","ENSG00000196199","ENSG00000137103","ENSG00000267364","ENSG00000075914","ENSG00000118922","ENSG00000251606","ENSG00000198178","ENSG00000116251","ENSG00000107938","ENSG00000211964","ENSG00000089012","ENSG00000110195","ENSG00000083093","ENSG00000241106","ENSG00000115816","ENSG00000211778","ENSG00000248810","ENSG00000183091","ENSG00000211772","ENSG00000141101","ENSG00000204852","ENSG00000198625","ENSG00000116127","ENSG00000127804","ENSG00000163687","ENSG00000005801","ENSG00000133574","ENSG00000119596","ENSG00000132424","ENSG00000225885","ENSG00000100813","ENSG00000231486","ENSG00000136153","ENSG00000143507","ENSG00000171453","ENSG00000143303","ENSG00000122435","ENSG00000087076","ENSG00000147316","ENSG00000146904","ENSG00000247774","ENSG00000211663","ENSG00000152495","ENSG00000198865","ENSG00000100941","ENSG00000211746","ENSG00000205056","ENSG00000110651","ENSG00000186468","ENSG00000116771","ENSG00000172339","ENSG00000089123","ENSG00000166788","ENSG00000167286","ENSG00000171174","ENSG00000023445","ENSG00000152133","ENSG00000211752","ENSG00000170486","ENSG00000178338","ENSG00000128218","ENSG00000164180","ENSG00000117560","ENSG00000225113","ENSG00000100888","ENSG00000130921","ENSG00000125633","ENSG00000112077","ENSG00000211747","ENSG00000132326","ENSG00000163492","ENSG00000168421","ENSG00000226660","ENSG00000170469","ENSG00000180008","ENSG00000150045","ENSG00000101654","ENSG00000132485","ENSG00000204219","ENSG00000104341","ENSG00000229164","ENSG00000102886","ENSG00000117318","ENSG00000177455","ENSG00000069667","ENSG00000083535","ENSG00000132196","ENSG00000186265","ENSG00000224429","ENSG00000163682","class"
"29","Control-10",-0.963277848,-1.235572209,0.799239386,-0.71383956,-0.702801283,0.406451054,-0.613685329,-0.661899678,-0.730171332,-0.304517312,-0.673220941,-1.566973456,-0.720119788,1.598611596,-1.739689177,-0.964347544,-0.637050134,0.70866961,-0.679013347,-1.128740266,-0.726311091,-0.932873007,-0.68403108,-0.656520202,-0.795789098,-0.692054744,-0.247481247,-0.741757082,-0.226415756,-0.775455255,0.567796395,-0.754631528,0.967528991,-1.290679292,-0.713770371,0.36543656,-0.782798434,-0.842933519,0.122553088,1.98312094,-0.794221315,-0.707823078,-0.516310966,-0.441049788,0.074981419,0.10868048,-0.77375665,1.270484724,-0.64251981,-0.602815121,0.999765646,-0.692821047,-0.335683559,-0.887469261,-0.626975148,1.145542398,-0.94972472,2.781627051,-0.712028273,-1.284237123,-1.159271476,-0.959021459,0.068324959,-0.663318969,-0.748827559,0.871625781,-0.871827607,-0.860798394,-0.527381112,-0.532371335,-1.178848923,-0.701903067,-1.262077276,-0.669992804,-0.618282147,-0.707004923,1.175091782,1.833264481,-0.236825448,-1.2832283,-1.100829265,-0.094840219,-0.714719427,0.188625145,0.869852093,-0.995913669,-0.708740227,-0.720525459,-0.17441822,1.484684937,-0.798843744,-0.546517379,-0.800959907,-0.924101379,-0.118211943,-0.804836029,0.869843376,-0.802104498,-0.863336743,-0.030667029,-1.533031063,-0.964221799,-1.151565078,-0.905016712,-1.060964886,-0.777555046,0.25975582,0.038140212,0.184127523,-0.190816015,-0.636846943,-0.060311244,-1.095280962,-0.770998126,-0.728551307,1.050521236,1.976743807,0.559055119,2.923811556,-0.198039827,-0.773655505,-0.149984834,-0.820868423,-1.094685704,-0.364060182,-0.021364049,0.684495601,-0.74717699,-1.26365865,-0.443820758,2.529251243,-0.705420036,-1.106243097,-1.15673326,0.275116879,2.087935688,-0.067707424,-0.858961919,0.624822518,1.646569144,-0.819148488,0.596903695,-1.170356948,0.925844354,-0.708674335,-0.827149673,-1.383255622,-1.196975612,-0.938425702,1.398958231,-0.762831564,-0.953651283,0.473526523,-0.746351599,-0.693070081,-0.178058911,0.522769372,-1.558066645,-0.589339255,-0.873626355,-1.361001646,0.339897908,-0.744223372,0.589752244,-1.155539101,-1.130047765,-0.321447694,-0.990427286,-1.056718027,4.040241944,-0.332740774,"HC"
"30","Control-13",0.720391783,0.342070582,1.325796429,-0.752616109,-0.719756557,1.631258338,0.729950644,2.6805379,-0.754320368,1.198146062,-0.691225831,1.319065903,0.948925336,2.611691738,0.554176879,-1.006001651,0.336909917,1.394250865,-0.705094261,1.686334267,-0.751378876,-0.991580929,-0.70732692,0.630878424,1.149568785,2.003846043,1.07041601,-0.764398634,0.316837778,-0.812137671,1.117370663,-0.783369857,-0.654232257,-0.191242518,2.690325938,0.500288638,-0.810893689,1.89289172,0.16929445,1.679840153,-0.835240325,-0.731217338,0.920699494,-0.196182491,0.761290853,1.432739896,1.865206889,-0.844632085,-0.674684661,1.260300887,0.747012864,0.654508299,-0.120482576,1.278029841,-0.64824994,-0.496195856,0.819340886,3.12530309,-0.762201892,0.677511333,0.394578418,0.143977423,1.587622938,-0.701910912,1.252402196,0.991188503,-0.920209875,-0.919722109,0.908020202,0.550369194,0.764802105,-0.716563377,1.226634332,-0.689520277,1.01437454,0.097686782,1.892119458,-0.900750582,0.378028607,-0.037657701,0.429332358,0.435031428,-0.743666326,0.909591624,1.04040992,0.328856871,-0.729717965,-0.754846651,0.649722963,-0.750366306,0.151455506,0.931951353,-0.838746884,0.628333232,1.515987975,-0.181436761,2.374653075,-0.837500578,-0.913642884,1.142353636,1.153446044,1.413336492,0.231595648,-0.959234057,1.02246682,1.579188396,0.58630732,1.062134034,0.161218807,0.164432129,-0.650963869,-0.016396971,1.536397781,-0.173824255,1.246415429,1.714270086,-0.959860558,0.998560785,-0.631591896,0.619915514,0.856136292,0.97390116,1.765460303,1.449549754,0.537638821,-0.025823965,1.839613255,-0.764902752,0.28313632,0.784540762,-0.682376098,-0.731303014,0.961745424,1.440877214,1.264127234,2.066909922,1.052390816,-0.990284669,2.546255994,-0.701786831,0.974095453,1.755459037,-0.163679047,1.185581143,0.170000969,0.482578269,1.342257179,1.184254217,-1.007667868,1.86955042,-0.793352705,-1.017344464,0.993334402,0.744105734,2.074156579,-1.107576571,0.768641503,0.095363131,0.376568376,1.470515953,0.16305951,1.303004888,1.213413776,2.304984643,0.989960957,0.779334612,0.823214769,1.251231978,1.163637933,-0.647719636,1.335459732,"HC"
"31","Type-Unknown-3",0.265721597,0.806289415,0.899351535,1.804362287,1.025329041,-0.441814186,0.50680231,-0.142965387,0.971055588,0.250685075,0.98929462,1.149297967,0.500270918,0.601506872,0.621635411,0.122904397,1.561422948,-0.697906451,-0.227656299,0.121990776,-0.252397662,1.792501402,-0.231418417,1.168561691,-0.477214877,0.941045089,0.506527671,1.557499097,1.047729921,-0.525616784,0.636881154,-0.342876223,-0.073136746,0.446371514,1.269418986,1.152764516,-0.441212169,0.130743159,0.53053349,-0.538212202,1.085091734,-0.222173535,0.698614151,-0.335835146,-0.25451538,0.032698342,1.253380916,1.095858202,-0.238144382,0.470138625,1.020715538,3.441214425,0.619669606,-0.607892437,-0.061319037,1.326601819,0.679025862,-0.118089987,0.464653227,1.296280651,0.446049344,-0.682252545,1.217934712,-0.383845807,0.68192638,1.575104464,-0.608965507,-0.589973989,0.642280469,1.611369455,-0.167221726,-0.083975233,0.702573613,0.919841563,1.051848271,1.162884799,-0.491229843,-0.561466792,0.872942971,0.542184991,0.287246041,0.557279666,-0.333721936,1.507357804,0.113989637,0.791396431,0.842434118,2.2259359,0.5048674,-0.758534746,0.667162081,1.082486111,-0.546105019,0.53784283,0.961107171,0.447126768,-0.346624681,-0.493108019,-0.59016816,0.59462993,0.711462275,1.011924256,0.861709979,-0.00857107,1.068363027,1.497375769,0.643249977,0.287360238,0.473112925,1.003728793,-0.072532544,0.676552868,-0.82283024,1.377388354,2.845865043,0.506540514,0.746496074,-0.395097339,-0.097861449,-0.270020262,-0.422803627,0.91636836,0.516671492,-0.019413071,1.296460368,0.285976702,0.448458695,1.378651727,0.530828102,0.163734692,-0.160892413,0.739025995,0.498957951,1.218600422,0.733842375,-0.313942313,0.184006496,0.271086085,0.617328612,1.815009552,-0.512024567,1.153010498,1.141978289,-0.429767482,0.610107797,1.271522567,-0.135926045,0.499240402,-0.620039102,1.322632555,-0.419541273,1.095946841,0.412687474,-0.281598323,2.638717364,0.653441671,1.209309942,0.684787268,0.326126634,1.28433617,-0.963569854,0.528060052,-0.416190186,-0.041542072,0.448495722,1.278476846,0.870835373,0.511955546,0.644869694,-0.073350362,0.405457429,"HC"
"32","HD-17-1",1.380578745,1.138880772,1.130486693,2.065285885,0.062126947,1.139055361,1.168943578,0.11340318,1.187031218,1.319014353,0.074867757,0.040261268,0.715768618,-0.214706252,1.058739285,0.859175735,0.121122779,0.333337095,-0.003301739,0.321810188,1.344077232,-0.559437363,2.784953908,0.381866828,2.167959227,0.011711252,1.274943621,2.577765386,1.129434947,1.578087344,0.750054265,-0.133274292,3.48598,0.414665213,2.914587258,0.009242523,0.791912929,-0.429464682,1.064886875,0.723294772,1.350470842,-0.026837174,0.982934987,-0.347733003,2.349009392,0.855746125,-0.223705915,1.431991035,-0.0378096,0.60141434,1.065392322,2.474438703,-0.697782306,1.916940956,0.196488732,-0.454175184,1.955199215,1.189339594,1.697472751,0.842354969,1.233831219,1.533705828,0.281795188,-0.269324435,1.774758803,1.617916992,1.65563588,-0.469006355,0.949526645,1.750997419,0.495631385,0.133212431,1.076326424,-0.010077393,0.222364398,0.151353961,-0.300767638,-0.347496727,0.274148881,0.807171778,1.03894284,0.939502341,1.722917194,0.722934501,0.322475136,0.543692584,-0.054799852,-0.161056941,1.112355134,1.267457413,0.966713386,-0.159525377,-0.407247629,1.093832063,1.526623112,1.293618584,1.980657911,-0.295400585,1.520930724,0.841580061,0.009725241,-0.557486694,1.320491096,1.369444335,1.214562016,-0.380253517,1.258483434,1.036697963,1.073081779,1.043316741,0.123861259,1.265755713,0.080041118,0.339686748,-0.136256777,0.993417362,-0.480654372,0.249064161,0.120317856,0.567456657,-0.218561985,0.665968095,-0.235613747,0.733305198,0.810367793,1.204006799,1.318282345,0.214449002,0.902551217,1.09671833,3.734574718,-0.134502104,0.566702105,-0.762360963,0.847656198,-0.100006489,0.882889914,1.118622846,-0.289841569,-0.192484371,1.447907874,0.449395595,1.179967609,-0.218165997,-0.161082203,0.935097151,0.801753507,1.332510183,-0.472760124,0.985075776,1.472960397,1.52099554,0.531397783,-0.056759151,1.251434526,-0.643894185,0.074896658,0.964052813,0.848617777,0.085339734,0.498032326,0.719407288,-0.238488101,1.736512065,1.331533598,0.443865426,1.155032237,-0.612639808,1.032538344,0.125444518,1.013980136,"HC"
"33","HD-18-2",1.844930904,1.34162574,0.70765252,1.596645122,-0.005635397,1.626597721,1.543076703,0.030486546,-0.091708583,1.785536866,1.123867471,0.802087385,-0.234348727,1.498775134,1.396256444,1.382764426,0.818158782,-0.582746505,1.179922837,1.187040613,-0.08867526,1.8666409,1.156369719,1.185736388,1.606831265,-0.053668422,1.343266692,-0.207423604,0.834199188,1.497983068,1.024629932,2.201468607,2.301589325,1.211976837,0.042335458,1.928878086,0.731460233,1.597828408,1.441278761,2.313481729,-0.428190612,-0.090014317,1.526785371,0.054972613,-0.110069145,1.271954258,-0.289391699,1.32102757,1.96260945,1.502156402,1.264034452,0.052292318,1.608800259,2.051300944,0.11310662,0.300775966,1.511069145,0.015990112,1.597864352,1.050453196,1.157533108,1.663634706,0.674740601,-0.306363792,0.841423015,-0.533144795,1.305259053,-0.508130609,1.624025842,1.60326978,0.724605682,2.494310993,1.465549885,-0.075498232,1.033364643,0.080191636,1.869557154,-0.416700521,1.1497965,1.36862759,0.440130411,1.309422791,0.934536618,1.716617609,1.239559333,1.730807119,-0.117921265,-0.227870459,1.310206077,1.738019677,-0.29320682,1.327978125,-0.452157922,1.436168556,-0.589074921,1.590326713,-0.196347317,1.288915947,-0.49250733,1.312408742,0.459371446,0.649018173,1.241666628,1.624270613,1.468447862,2.572413164,-0.612867365,1.552968517,1.328765992,1.196744272,0.06034211,1.361444373,1.124119814,2.237915459,3.191626324,1.678243569,-0.539220057,0.865444311,1.270974728,1.909091673,-0.284619341,1.416815321,-0.294149058,1.207674872,-0.190110183,1.131601358,1.896246489,0.132546038,1.415251084,1.384098925,2.492470549,-0.198557042,1.36240094,1.142586198,1.415920472,-0.169199209,1.139259974,1.693472895,-0.356834857,0.997514005,-0.393665279,1.384781944,1.63331263,1.49522796,1.926494784,1.429652338,1.295873197,0.318418638,-0.520394189,0.895523231,1.794334277,1.65484133,1.275399055,1.129021229,1.179634202,-0.708347145,0.962533745,0.88800548,1.321274481,1.629259071,-0.408687595,1.267265705,2.215510242,1.251935458,0.932113115,1.555869263,1.183371595,1.427298349,1.385724657,0.061148795,1.51969451,"HC"
"34","HD-21-1",1.147164171,1.280042375,-0.496815242,1.453501433,0.149602863,0.831882769,1.05480385,0.220442107,1.277205297,1.018679526,0.157914013,0.452549502,-0.115279661,1.769751028,1.087849056,0.971883821,0.207118013,0.422814321,1.34615771,0.669690991,1.445111967,1.809594629,0.082137032,0.598526344,0.798146755,0.096111327,1.114917674,1.021989808,1.676956774,0.484127504,0.794565729,1.127450287,0.210424352,1.243891723,0.2271045,0.499318203,0.869952658,1.79091228,0.740545883,2.013013158,-0.324362862,1.148082105,1.010790163,0.199980461,1.243134747,0.849956544,-0.138910676,-0.235833061,1.94357548,1.0073368,0.668490753,0.208106536,-0.627725534,1.310117199,0.304128553,0.449176895,1.258475558,0.162827682,1.967787007,0.931986913,0.768858133,-0.528884847,0.851609627,-0.221509507,-0.27477819,1.319152814,0.353426518,-0.418499985,0.919092073,0.189300669,-0.737872632,1.439564067,1.082982023,0.07437582,0.626800782,0.243218988,-0.221245916,-0.25816001,0.281419557,1.350145714,0.612316439,0.858625775,-0.047172881,0.323885806,-0.191969859,1.567988011,0.026684983,-0.074805887,1.103009996,0.644834905,-0.134983939,0.781334044,-0.349271934,-0.443801625,1.3790326,1.170254508,2.20069228,1.896728199,1.628922027,1.008688409,1.147259102,0.339578775,1.041392078,1.357278567,0.66619615,-0.32475975,0.248005664,0.700351811,0.824055208,1.012653765,0.205859539,1.003854683,-0.631403511,0.413854778,1.014991643,1.081927083,1.547008536,0.88330145,4.840367224,1.139109175,1.009921244,0.894439778,-0.160049213,0.58289653,0.907007998,0.62278896,-0.240102757,0.320179357,0.833029413,1.175101056,1.407010603,-0.051812161,0.897533544,0.16569537,0.832940723,1.18678581,0.741627815,1.013587738,0.9560474,1.455889757,-0.264044326,1.647616815,-0.736612527,-0.12981821,2.073585748,0.300823742,1.28975681,0.860219694,-0.411268249,1.102661223,-0.159803984,-0.559350744,0.805510131,0.037115632,0.10152531,1.083531417,0.014954856,0.341128696,0.923467612,1.10434186,0.237737803,1.036278951,1.371853911,0.209055879,1.027101291,-0.143574466,0.702931382,-0.552540036,0.768777613,0.208445295,0.846822108,"HC"
"35","HD-24-2",-0.465038466,1.294270349,1.348273471,-0.030331976,2.599602511,0.482958515,0.90575832,0.348396702,2.593886965,1.350003705,0.257187711,0.407707747,0.864408249,2.482791134,1.329050124,-0.387410717,1.153066925,-0.371676408,0.202346982,0.106845343,0.211402194,1.83882678,0.192538884,0.609641315,2.249802317,0.197003383,0.794546215,0.033104704,0.362565736,-0.237033347,0.647420183,2.623320093,0.310265291,0.880551698,0.351565442,0.607995651,0.963241541,-0.296796243,1.358668381,-0.165784415,1.349118253,1.245575278,0.940879817,0.173114789,0.154678123,0.777349207,-0.03754624,1.757149344,0.145822023,-0.114004157,0.093903391,0.313063428,0.788167312,-0.254109579,0.432801459,-0.30704959,0.895950919,0.261737879,2.670486184,-0.178209666,1.276476444,0.872462781,-0.376364622,-0.164351424,2.51956476,-0.294819876,-0.32781672,-0.358124546,1.081074622,-0.436445182,1.818800024,0.332291806,0.689722617,0.1753314,-0.396470172,0.353034667,1.846166419,-0.151366679,1.078440922,0.861601491,1.982754236,0.755969211,0.053720109,-0.450655898,0.989461734,1.700487005,1.216490173,2.494290198,1.34816311,0.125840242,-0.028404565,-0.652493549,-0.279967646,-0.363600082,-0.371282924,1.037251686,0.079087495,-0.114177252,0.449308006,0.787697153,0.985128753,-0.407928137,1.472125979,0.711039522,1.701788098,0.956577947,0.340055332,0.441355077,1.306070881,0.910083322,0.303880486,1.28162196,-0.550626222,2.54691761,0.039185891,1.103290505,-0.314673725,0.812349811,0.320306192,1.170370451,1.111859078,0.677452446,-0.069719183,1.218068094,1.364732486,1.082451608,-0.146469682,0.446569684,0.187818278,1.117592724,0.267495845,0.047035601,0.576681573,1.495200418,0.549458283,0.096092172,0.901828548,0.370115215,-0.099976306,-0.058651133,0.778421564,0.691675368,0.015023967,-0.024207048,2.023673106,0.515247531,1.030408496,1.157376177,-0.337760712,0.645279609,1.775213773,0.858713427,0.729734125,0.149333779,0.212325531,-0.46122845,0.391338949,1.226388194,0.895814877,0.562322484,0.078462366,0.59003981,2.212011733,0.740943102,0.426133751,1.148909514,0.634234542,1.54838063,1.392204108,0.307664629,0.607206722,"HC"
"36","HD-25-2",1.517537485,1.597901068,0.715658629,-0.01853553,1.440537754,1.380910373,1.535688486,0.365100112,0.190183915,1.039630486,2.496808401,0.33234719,0.87487838,-0.034365707,1.195116856,1.507676175,1.425067043,-0.360586512,0.216964555,1.297289538,3.651302711,1.246970277,1.445081176,0.727279781,2.255413235,0.210174004,1.454310575,0.045742372,1.37877943,1.648585861,0.937176083,1.245719846,0.323298697,1.000302997,0.367812785,1.444410314,-0.070792779,0.485431719,1.439431656,0.934518732,2.094367903,1.258302202,1.267114381,-0.174642199,1.363602152,0.79142601,1.912790826,-0.130496935,2.462341223,0.896634558,0.778467228,1.503830995,0.804203227,2.283128931,0.449598639,1.091222756,0.909642598,1.383903869,1.445632979,1.121816405,1.504597641,1.130076973,1.327238172,-0.156889911,-0.195412155,-0.282297977,1.460645682,0.27192056,1.228394178,0.285584468,0.742586262,1.562113936,1.348414414,1.320702873,0.899182626,1.598926644,0.952304131,-0.137425697,0.305462863,0.946467485,-0.556613888,1.382462335,1.198381484,1.593130045,1.114634873,1.717896394,0.136807852,0.041758301,1.332794392,1.410319187,-0.014491512,1.118034957,-0.270920547,1.356618773,0.582318818,1.052209247,2.523872953,-0.101295843,1.450065926,1.099511218,0.390398709,0.455046015,1.148236371,2.064293463,0.781153912,-0.24976257,1.793073608,0.635093751,1.266690022,1.2377025,1.415957662,1.33732805,0.271711454,1.320001124,0.051656408,1.019328174,-0.302875771,1.296871262,0.334521424,1.258420566,2.404485157,1.015049625,-0.057927347,1.096426178,1.380867381,1.424858347,-0.134246662,0.463068892,0.740659012,1.352407863,0.282058516,0.059939356,1.466121002,-0.063055525,1.030094399,1.307500802,0.915835899,1.068178198,2.192804791,0.768109942,0.7937669,-0.377946653,1.235869964,-0.010420387,1.739559581,1.070188022,1.163431342,0.403814082,-0.328164913,1.264877399,0.969206592,1.850472153,1.143737778,0.163982926,0.22678958,2.292908602,0.282791098,0.68158014,1.321202718,1.10478758,0.09444422,1.032031335,2.223063353,1.26794818,0.835263424,0.94931653,0.768719079,0.666840048,1.104419729,2.546058856,1.314278923,"HC"
"37","HD-26-2",-0.634463278,0.911903496,-0.596347322,1.266749208,0.001015811,0.729325324,1.208846427,0.038625222,-0.084852221,0.953640352,2.243512538,0.961812905,1.551543757,-0.268284568,0.455422191,0.781661957,1.671686372,0.271815169,1.187045197,1.09776643,-0.080993111,-0.596662959,-0.07473831,0.636603151,1.895092943,-0.047251085,0.80335073,0.884428592,-0.612954957,0.805204486,0.215442524,-0.194411289,0.068555524,-0.181606021,0.050251917,1.116255484,-0.308818447,1.173190833,0.917347876,0.644326587,-0.423742096,2.770964521,0.815439079,-0.670626725,-0.103291468,0.447974015,-0.282944315,0.660425053,2.20705928,0.543749542,1.107210409,0.058968204,1.027851706,0.488173462,0.121290985,1.096585063,1.202511395,0.022281391,1.279336031,-0.894599945,0.801137524,0.273578162,0.682216474,-0.302728196,-0.374531296,-0.527043545,1.685234353,-0.504290371,0.904197103,0.889355337,0.733039363,0.069862816,0.754225042,-0.069076854,0.501247911,2.550289471,0.704530462,-0.409907828,0.143771147,0.990848601,0.019480092,0.733589841,-0.190536618,1.21893846,1.127898777,-0.645667571,0.980672432,-0.221312383,1.473846696,1.781758229,-0.286427735,0.634071873,-0.447749756,1.254512486,-0.583499325,1.005364229,-0.189296033,-0.353068178,-0.487924909,0.45739685,1.209978312,0.197827959,1.203704159,1.560416067,0.52357864,0.688813055,-0.608112854,0.961012694,1.106218089,0.665145053,0.066576828,1.153016137,-0.746183876,0.711395807,-0.192084888,-0.739340161,0.944406652,0.348806798,0.056678998,1.456778802,2.268675826,0.615686751,0.677002477,1.128539256,0.168128558,0.81157279,-0.373150529,2.975459497,0.180851359,0.794142735,1.248495691,0.916284157,-0.182998296,0.40567666,0.90064052,-0.162407602,0.472598349,0.982078941,0.809146709,0.540277754,-0.388111649,-0.631935902,1.369100335,-0.279886228,1.36934677,0.262064661,1.243158453,1.132632926,-0.515718671,-0.525778075,-0.289753491,1.309626372,0.564796035,1.136158973,-0.055916092,0.864261013,0.852306536,0.557902452,1.04125869,0.043851669,-0.813024906,0.697109979,0.64042292,0.482177268,0.584972783,0.961153625,0.602690895,0.032089836,1.473034079,0.067459737,0.919765657,"HC"
"38","HD-27-2",-0.431155115,1.019312108,0.751940912,1.648770757,0.304800575,1.294327692,1.316377214,0.410348052,0.228302677,1.402310854,2.531914059,0.456328599,0.90324096,-0.001945613,0.877928623,0.595700238,-0.513654249,-0.330545047,2.768136166,0.5609688,0.269878474,1.474184075,0.245991781,0.654099277,2.294936886,0.245851954,1.294214468,0.079976605,0.882399906,1.690695249,0.787742314,0.109502034,0.358604946,0.258057851,0.411825281,1.61521462,1.008408909,-0.261820858,1.040262358,-0.118828404,1.413722151,1.292778222,1.120993201,0.063013322,2.596297319,0.755544574,1.148308837,0.947365847,0.194232834,1.340951736,0.62017193,1.540946372,1.792511605,-0.209504336,1.938136316,1.135448687,1.876747876,0.309626899,1.109157729,1.092564838,0.903512003,1.484397379,1.374806854,-0.136677386,1.212709264,2.047231046,-0.292369242,0.298301057,1.228512931,-0.40249963,1.128367258,0.384775108,1.289933223,0.224210726,0.51036355,0.406203759,0.985919884,-0.099660909,0.238705279,1.106581423,-0.527406748,0.989494092,2.51113662,1.378765834,1.046828327,-0.427215176,0.171253459,0.078218705,1.193812927,-0.505756834,2.117146879,1.571260076,-0.24641282,0.534225754,-0.328841662,1.443612523,0.132761648,-0.066401338,1.494144555,1.077466311,0.969599382,0.491590483,0.668653403,3.305503479,0.817361215,-0.226304014,-0.390957083,1.523705257,1.182784579,0.961217305,0.35133896,1.039211956,1.101626343,1.882632947,1.156772597,0.397628126,-0.270916242,1.034520802,0.373029124,0.39450218,1.16121398,1.00428321,0.987045183,1.801784078,1.080769528,0.428219033,1.67630936,0.507763667,0.994345384,1.430743289,0.3215074,0.094894392,1.053312461,1.025036082,0.978674753,0.147789669,1.004006021,0.423795186,1.109483724,1.323354196,0.835674401,0.757442054,1.668053663,0.026926357,1.081866798,-0.062951472,1.208766812,-0.687480578,-0.302170812,-0.271292668,-0.024073003,1.39718234,1.243329517,0.203666064,0.265971304,0.656461175,1.104955433,0.502444005,1.177532413,1.004016356,-0.058336565,1.186405424,1.564714122,-0.421956362,0.870410769,0.786675932,0.534589614,0.703430839,-0.508178216,0.355703323,1.408388913,"HC"
"39","HD-29-2",1.374898468,0.836322967,1.172413754,2.06497219,1.156425044,0.197462056,1.039453781,0.017448771,-0.102692151,0.15324495,0.000421435,0.458602862,-0.242521141,-0.283457469,0.515281292,1.104937966,1.039774582,0.746087858,-0.087273848,1.643331412,-0.1009817,-0.607204916,-0.093009787,0.281933405,-0.363454045,-0.063948693,0.687898441,0.868406657,1.035770594,0.786497995,0.711734573,1.732077137,0.052031875,0.774908193,0.029653665,-0.76929849,0.721954678,-0.483636906,0.51037397,-0.416626326,-0.435316925,-0.099948263,0.661450639,-0.074611927,3.174301538,0.72754464,0.795849334,-0.383647427,2.419793666,0.65330597,1.090213549,0.041597867,1.343867081,-0.49239354,0.099995654,0.290753845,0.810935805,0.005911781,1.480916802,0.516895253,0.922391648,-0.051531293,-0.583403762,-0.312187843,0.829212832,0.448228425,0.628552993,-0.514282489,0.690493906,1.260729611,-0.850374224,0.05192277,0.919816553,-0.085784975,0.807291653,0.069002104,1.37398201,-0.427582095,0.474679209,1.179244186,0.428488432,0.945325196,-0.20723438,0.159608317,0.010011672,0.065224197,2.741408984,1.490742365,0.873467643,1.10500626,-0.304066592,0.099844006,-0.459219597,1.944780225,1.409315129,0.583187336,1.035612066,-0.369399126,1.425150926,0.631480949,0.681996054,0.636937205,0.750884148,0.707222707,-0.069954162,-0.430000574,0.10489022,0.440895314,1.212207444,0.656481193,1.149635743,0.981568911,0.93414723,0.982426888,-0.207894911,0.63055346,0.370328583,0.455700817,0.038657041,0.495918567,-0.29500617,0.446577195,0.65811662,0.083443803,1.453798796,0.562880377,0.599582831,2.954541932,1.00491717,0.841006098,1.230033252,0.899924879,-0.758475169,-0.268224507,0.495552284,-0.180079041,0.908377222,0.81807651,-0.367368852,0.986438244,0.493345372,0.354105243,0.919263032,0.826247235,1.699500511,1.026703774,0.581164463,0.431408663,0.198867648,-0.540275698,2.340489822,1.24030141,0.546935318,-0.140912642,-0.074253499,1.53593787,0.479573624,0.607650897,0.267476941,1.190282169,0.365116437,0.642422181,1.504095623,-0.65124304,1.251883661,0.496129094,0.302531659,0.645245376,0.593237429,0.051038964,0.922436561,"HC"
