"","CRC_ge$X","ENSG00000130349","ENSG00000232815","ENSG00000211788","ENSG00000082293","ENSG00000160223","ENSG00000249859","ENSG00000179163","ENSG00000227191","ENSG00000266714","ENSG00000205464","ENSG00000251474","ENSG00000141956","ENSG00000177239","ENSG00000181610","ENSG00000198520","ENSG00000251606","ENSG00000165494","ENSG00000023445","ENSG00000130772","ENSG00000051108","ENSG00000198185","ENSG00000147439","ENSG00000133597","ENSG00000109920","ENSG00000180644","ENSG00000183426","ENSG00000117091","ENSG00000246223","ENSG00000229659","ENSG00000247134","ENSG00000197912","ENSG00000119812","ENSG00000115211","ENSG00000197136","ENSG00000047410","ENSG00000167272","ENSG00000186481","ENSG00000133997","ENSG00000135749","ENSG00000108591","ENSG00000110274","ENSG00000215788","ENSG00000179344","ENSG00000182986","ENSG00000170486","ENSG00000047365","ENSG00000224610","ENSG00000115339","ENSG00000198574","ENSG00000165272","ENSG00000100376","ENSG00000135439","ENSG00000054967","ENSG00000146143","ENSG00000205189","ENSG00000167967","ENSG00000122435","ENSG00000265800","ENSG00000129460","ENSG00000219481","ENSG00000107938","ENSG00000214900","ENSG00000185697","ENSG00000120699","ENSG00000164180","ENSG00000164483","ENSG00000163728","ENSG00000198093","ENSG00000196172","ENSG00000178988","ENSG00000221957","ENSG00000171453","ENSG00000197102","ENSG00000109133","ENSG00000170074","ENSG00000141424","ENSG00000197372","ENSG00000155903","ENSG00000172116","ENSG00000065717","ENSG00000196912","ENSG00000239855","ENSG00000211797","ENSG00000267121","ENSG00000234184","ENSG00000171163","ENSG00000163481","ENSG00000131797","ENSG00000172460","ENSG00000154153","ENSG00000009790","ENSG00000136271","ENSG00000100101","ENSG00000160072","ENSG00000101464","ENSG00000112983","ENSG00000105849","ENSG00000188735","ENSG00000081237","ENSG00000146904","ENSG00000248124","ENSG00000204852","ENSG00000198887","ENSG00000114395","ENSG00000090520","ENSG00000174842","ENSG00000196152","ENSG00000177600","ENSG00000104067","ENSG00000117616","ENSG00000244398","ENSG00000113460","ENSG00000111863","ENSG00000166788","ENSG00000198130","ENSG00000119707","ENSG00000117174","ENSG00000256525","ENSG00000169442","ENSG00000005889","ENSG00000149150","ENSG00000104814","ENSG00000109063","ENSG00000101294","ENSG00000025770","ENSG00000120697","ENSG00000143314","ENSG00000224429","ENSG00000104731","ENSG00000100888","ENSG00000099251","ENSG00000215908","ENSG00000148291","ENSG00000245164","ENSG00000141040","ENSG00000140368","ENSG00000249115","ENSG00000146285","ENSG00000117318","ENSG00000185803","ENSG00000007392","ENSG00000211689","ENSG00000133935","ENSG00000176444","ENSG00000177409","ENSG00000094963","ENSG00000100813","ENSG00000119929","ENSG00000157426","ENSG00000108256","ENSG00000141101","ENSG00000076662","ENSG00000132879","ENSG00000042980","ENSG00000211752","ENSG00000146828","ENSG00000116824","ENSG00000032219","ENSG00000051596","ENSG00000143224","ENSG00000123395","ENSG00000174501","ENSG00000255569","ENSG00000107566","ENSG00000126749","ENSG00000131871","ENSG00000160404","ENSG00000131626","ENSG00000160654","ENSG00000164077","ENSG00000127804","ENSG00000171291","ENSG00000187994","ENSG00000198477","ENSG00000125454","ENSG00000136936","ENSG00000103024","ENSG00000215458","ENSG00000108592","ENSG00000174500","ENSG00000131018","ENSG00000139537","ENSG00000227591","ENSG00000130303","ENSG00000100941","ENSG00000127337","ENSG00000121858","ENSG00000089012","ENSG00000109534","ENSG00000178028","ENSG00000213619","ENSG00000152795","ENSG00000117133","ENSG00000154814","ENSG00000241945","ENSG00000236439","ENSG00000104689","ENSG00000258405","ENSG00000196199","ENSG00000057252","ENSG00000140386","ENSG00000115446","ENSG00000105202","ENSG00000007312","ENSG00000143303","ENSG00000137501","ENSG00000169249","ENSG00000189362","ENSG00000117090","ENSG00000132780","ENSG00000147202","ENSG00000128016","ENSG00000147044","ENSG00000132915","ENSG00000143119","ENSG00000169964","ENSG00000159140","ENSG00000129351","ENSG00000134539","ENSG00000157554","ENSG00000211747","ENSG00000247982","ENSG00000185905","ENSG00000165813","ENSG00000221923","ENSG00000152495","ENSG00000224032","ENSG00000111796","ENSG00000145734","ENSG00000221829","ENSG00000196126","ENSG00000243536","ENSG00000182472","ENSG00000122224","ENSG00000120725","ENSG00000130921","ENSG00000181894","ENSG00000211734","ENSG00000171604","ENSG00000156650","ENSG00000117560","ENSG00000069667","ENSG00000110651","ENSG00000137103","ENSG00000100453","ENSG00000196329","ENSG00000038219","ENSG00000163479","ENSG00000215630","ENSG00000124942","ENSG00000115165","ENSG00000138780","ENSG00000241106","ENSG00000164758","ENSG00000148843","ENSG00000101654","ENSG00000013441","ENSG00000126759","ENSG00000074966","ENSG00000135698","ENSG00000167286","ENSG00000172005","ENSG00000119596","ENSG00000105374","ENSG00000128218","ENSG00000148362","ENSG00000105248","ENSG00000104356","ENSG00000211898","ENSG00000169239","ENSG00000198821","ENSG00000184922","ENSG00000182866","ENSG00000175899","ENSG00000152219","ENSG00000132424","ENSG00000143093","ENSG00000263264","ENSG00000145649","ENSG00000272865","ENSG00000180822","ENSG00000257252","ENSG00000108848","ENSG00000053372","ENSG00000211772","ENSG00000116191","ENSG00000156990","ENSG00000186854","ENSG00000100416","ENSG00000144218","ENSG00000115523","ENSG00000112077","ENSG00000101361","ENSG00000070961","ENSG00000134545","ENSG00000186265","ENSG00000166313","ENSG00000101882","ENSG00000162894","ENSG00000148600","ENSG00000251562","ENSG00000147168","ENSG00000149541","ENSG00000132485","ENSG00000185485","ENSG00000204475","ENSG00000163492","ENSG00000167664","ENSG00000122986","ENSG00000160193","ENSG00000229164","ENSG00000137720","ENSG00000177455","ENSG00000160799","ENSG00000150045","ENSG00000116754","ENSG00000084734","ENSG00000168421","class"
"1","VU256-CRC",-1.042632284,-0.484911463,-0.757720938,-0.798172184,-0.523989593,-0.880648374,-0.949404688,-0.486911103,-1.083134705,-0.453966137,-0.910344656,-0.773111499,-1.238124638,-1.477623782,-0.74977993,-0.667252515,-1.516495411,0.678568207,-0.833744359,-1.789895787,-0.617143365,-1.457215697,-0.662746966,-1.555384898,-1.15953007,-0.516837985,-0.04959922,-0.891882907,-0.836027719,-0.822202036,-0.969524097,-0.781574743,-1.258518757,-0.868414881,-1.181182635,-1.342943452,-0.694683759,-1.046736284,-0.697422828,-1.4992204,-1.045988425,-0.82957814,-1.36549896,-0.806020394,-0.594184581,-1.1448448,-0.606368827,-0.660975621,-1.433620232,2.210637492,-1.004085837,-1.209955456,2.240963657,-0.906976321,-0.627801383,-0.705598832,-1.201351276,-0.606216531,-1.677376459,-1.136131082,-0.933000055,-0.630414616,-0.831073285,-2.117293284,-0.748557974,-1.367988501,-0.991508275,-0.736873799,-0.734545836,-1.13786101,-0.630576826,-1.106846224,-2.079263228,-0.910382,-0.727046634,-0.962835821,-1.093164696,-1.8370863,-1.069554951,-0.615767579,-0.74013999,-0.705669751,-0.683114191,-0.76027503,-0.863623267,-0.89344806,-0.89899362,-0.750474946,-0.726589769,-0.67059798,-1.195466186,-1.732247727,-1.555918867,-0.689177153,-0.855141868,-0.659451833,-1.118991022,-0.476242959,-1.592993901,-0.703316495,-0.885484658,-0.895278747,-0.618810496,-0.675671752,-1.297382299,-1.018218922,-0.468528531,-1.250076829,-0.703585493,-2.399042371,-0.887226189,-1.85572824,-0.85686092,-1.123046085,-1.741834526,-0.064142048,-0.732234539,-0.916813906,-0.848431235,-1.222289973,-0.673888688,-1.610677277,-0.628169706,-1.420327657,-1.07863241,-1.262570882,0.812710278,-0.461470825,-0.289106194,-1.723427422,-0.764544403,-0.890806666,-1.34514666,-1.395476497,-0.746232504,-1.356479689,-0.776267639,-1.045470116,1.06021963,-0.626782946,-1.45345404,-1.159234264,-1.161373982,-0.945554464,-1.367836656,-0.653984616,-1.522606447,-1.573768023,-1.330575555,-1.145592877,-1.400989409,-0.921772358,-0.842399156,-1.091728619,-0.796938631,-0.804109681,-1.622508108,0.060032507,-0.992117051,-1.140859113,-0.861002435,-0.352254629,-0.596320483,-1.14783088,-1.580545391,-1.491982802,-0.923402684,-1.651463794,-1.185349386,-0.570850582,-0.463001419,-0.623882007,-1.301808898,-0.58140253,-0.954701418,-1.299971099,-1.137426713,-0.519301868,-1.21919793,-0.932384942,-1.496519932,-0.790203551,-0.561999721,0.374392501,-0.90003696,-1.388520348,-1.328249321,-1.083925572,-0.777471175,-1.459603159,-1.622555847,-0.380188378,-1.798178944,-1.631669527,-1.01550139,-1.067250879,-0.748495971,-0.547843829,-0.607880402,-1.183826139,-0.09541708,-1.18410434,-1.676876853,0.551846684,-0.825702274,-0.898850325,-1.709274613,-0.700781386,-0.852543812,-2.182291795,-1.08569071,-0.989626953,-0.783087684,0.730165229,-0.615355947,-0.852999141,-1.233833263,-1.317533347,-1.832058856,-0.610646733,-0.862655306,-1.192353203,-0.881462905,-1.715089629,-1.157351912,-0.995099965,-1.465465456,-0.803603324,-2.365874902,-0.743533064,-0.749492768,-0.729691816,-0.748066007,-0.942467161,-1.156430402,-1.374741321,-0.740555754,-0.829526233,-1.012336363,-1.2951533,-0.675847556,-1.196859325,-1.183856849,-0.651293509,-0.693860434,-1.421687469,-2.050099865,-1.930668397,-0.699167289,-1.126944021,-2.279550602,-0.501112263,-0.891416857,-1.060456067,-1.127448739,-1.519852258,-2.555806337,-1.438378652,-1.634442987,-1.257290529,-1.6596817,-0.964726169,-1.635693122,-2.69725568,-0.960636567,-1.402429167,-0.95398002,-0.844064373,-1.481092232,-1.245861991,-1.05385604,-1.162622287,-2.306819759,-0.736915784,-1.431659618,-1.090792679,-0.854130417,-0.945794992,-1.420154461,-0.662449733,-1.048321878,2.162297411,-0.227944968,-1.345047039,-1.523936644,-1.280555931,-1.292145393,-0.917716002,-0.863287728,0.184887076,-0.751257752,2.166896624,-2.283571003,-1.057003529,-0.998230754,-0.964216087,-0.966150931,-1.777556539,0.63228279,-0.679732311,-0.371696895,-2.348866989,-1.065783919,-2.190302776,-0.973518825,-1.187335995,-0.833236139,-0.816043839,-1.342448811,-0.793879615,-0.505262852,-1.21759237,-0.976223038,-2.194824164,-1.733926829,-0.705256006,2.6048991,-1.241705189,"CRC"
"2","VU258-CRC",-0.289107155,0.624023221,0.121593159,-0.178682505,0.636123098,-0.182864033,-0.258692137,-0.509311294,-0.462579626,0.616066643,-0.194984033,0.141702225,-0.512327543,-0.734116883,0.005495984,0.497387429,-0.78449847,-0.278023843,0.076598593,-0.996232548,0.496207908,-0.708777893,0.32978075,-0.846494728,-0.433768443,0.595805599,-1.288796738,-0.165082976,0.274415576,0.101506022,-0.350530056,-0.005718717,0.029291764,-0.092670318,-1.649420788,-0.63530139,-0.020414286,-0.255793753,-0.003060992,2.550725195,-0.385953512,-0.109574788,0.836458458,0.143837518,0.055438975,-0.575815535,0.842559313,0.287408221,-0.682594225,-0.072530163,1.266326862,-0.509039367,0.315771218,-0.198814458,0.482960764,0.143040759,-0.555641759,0.391323692,-0.931053739,0.711676724,0.794485338,0.515268264,-0.152719446,-1.25829472,-0.487435968,-0.928851442,-0.398301504,0.19569143,0.567142321,-0.361333325,0.089046397,-0.448544319,-1.225628973,-0.187771105,0.164927147,-0.251222447,-0.318086026,-1.024525087,1.688909379,0.584894489,-0.708500434,0.571441631,0.349355114,0.084064186,-0.071048315,-0.235208176,-0.218620103,-0.052276716,0.308281364,0.192840282,-0.573525545,-0.355936925,-0.805869533,1.467234348,-0.192856643,-0.683747572,-0.4358663,0.858056644,-2.235907331,0.293701086,-0.266259592,-0.124407141,-1.404354898,0.54571341,-0.631491259,-0.375485255,0.656700225,-0.014235487,0.317674451,-1.427374939,0.240899472,-1.033213674,-0.095416472,-0.486858212,-0.922553931,-1.345706939,0.115804315,-0.258726726,0.289598781,-0.534900104,0.181479456,-0.887473563,0.288962081,-0.724593003,-0.414801889,-0.623126592,-0.748876853,0.662826953,-0.107213766,-0.915793626,0.083106688,-0.184976187,-0.575393755,-0.671754185,0.029559023,-0.684316061,0.048007408,-0.383942062,-0.347971269,0.552393995,-0.755445167,-0.423128285,-0.453483009,-0.313302585,-0.674564372,0.377021229,-0.2825193,-0.8216186,-0.57990503,0.834712658,-0.697962783,-1.199416323,-0.032091263,-0.488008786,0.278931424,0.030854021,-0.889665894,-1.356428687,0.000817347,-0.467603622,0.022452285,-1.323683089,0.741556967,-0.410462863,-0.828950749,-0.745129244,-0.117481485,-0.842609699,-0.603211059,0.681865501,-0.25817218,0.506798727,-0.537470696,0.822839339,-0.225695594,-0.634712032,-0.36456505,0.729720461,-0.58865019,-0.045833541,-1.040456426,-0.022049959,0.82684082,1.507619691,-1.490623498,-0.675342306,-0.651741634,-0.428038914,0.137258656,-0.748946673,-0.849197389,-2.167618408,-1.00044835,-0.869059568,-0.290793638,-0.104303043,0.112600472,0.788840051,-1.230725731,-0.523570935,-0.996011403,-0.513867653,-0.927798076,-0.658934316,0.008335534,-0.256876613,-0.355961796,0.05577329,-0.147831916,-1.299720364,-0.504556452,-0.169227149,-0.037418708,2.452007008,-1.150065232,0.059226245,-2.500786485,1.005834627,1.347375892,0.593182539,-0.024362985,-0.444922812,0.116897106,-0.912995011,-0.419617686,-0.379492733,0.297200713,-1.441986699,-1.408761632,0.198892381,-1.453027474,0.042497064,0.297451882,-0.36054337,-0.418841994,1.761449499,0.28568899,-0.071479975,-0.16062503,-0.595498595,0.350242697,-0.53836345,-0.523362839,0.403732444,1.132909721,-0.711171994,-1.226348382,-1.902334908,0.411894526,-0.41254999,-1.36234703,0.772794793,-0.057490558,-0.321918273,-0.509553449,-0.781306472,-1.126878868,-0.739211254,0.464352689,-0.532884939,-0.968440791,-0.269710454,-0.865883749,0.949311954,-0.022776549,-0.706734419,-0.164441548,-0.097447174,-0.785776527,-0.527663621,-0.399053692,-0.568895997,-1.466943538,-0.08377446,0.110325748,-1.359341354,-0.181431241,-0.274540644,1.299728964,-0.01003769,-0.280413912,0.220690363,-0.956946547,-0.594989243,-0.191159246,-0.637693746,-0.591507403,-0.308781583,-0.200539003,-0.218329272,-2.368211153,-0.134342442,-1.378969455,-0.709169207,1.149639482,-0.284837068,-0.317071084,-0.940165293,-0.606771358,4.115614221,-0.874982938,-1.317624238,-0.314917642,-1.350524777,-0.264673555,-0.48448243,-0.294653021,0.009518784,-0.687845056,-0.036491902,-1.185108603,-0.403394837,-0.385554329,-1.25334721,-0.972869892,-2.162347379,0.985353976,-0.579159074,"CRC"
"3","VU272-CRC",-1.165202001,1.238740257,-0.848311208,-0.921990243,-0.682477889,-1.001783347,-1.076616926,-1.382837819,-1.225235721,-0.616823196,-1.027371302,-0.862336759,-1.389824971,-1.644926893,-0.848853764,-0.702041768,-1.684769143,-1.8645566,-0.917219399,0.440427423,-0.690529667,-1.622300018,-0.726667332,-1.719616978,-0.309779456,-0.659893977,-0.789482033,-1.00635444,-0.913389826,-0.902414177,-0.239720603,-0.877337882,1.393107649,-0.971141635,-2.688615968,-0.61250823,-0.800707022,-1.150896837,-0.359425076,-1.669428574,-1.182482143,-0.942251374,-0.754485237,-0.89280505,-0.681078885,-1.283448874,-0.728857842,-0.745892121,-1.599335736,-0.864044784,-1.131142266,-1.356754777,0.62604809,-1.028358415,-0.694343606,-0.790189294,-1.347870574,-0.687826498,-1.848656234,-1.260548028,-1.065272765,-0.697974968,-0.947647233,-2.30853992,-1.332648817,-1.588265157,-1.126925068,-0.812400507,-0.798155304,-1.264949199,-0.704160229,-1.248406591,0.559065182,-1.027575527,-0.811693971,-1.086023647,-1.215928404,-2.021866726,-1.209646322,-0.690634004,-1.474564987,-0.772545731,-0.742711038,-0.844375437,-0.967130065,-1.017579712,-1.022882463,-0.854113474,-0.789280491,-0.76257866,-2.592664591,-1.912343165,0.616523416,-0.751317713,-0.978816379,0.607707894,-1.262986854,-0.704741093,-0.648177491,-0.78363588,-1.013000481,-1.003359133,0.668816191,-0.748446515,-1.45243246,-1.15454298,-0.623098879,-1.1537714,-0.777936022,-0.813243716,-0.297624078,-2.041690205,-0.965586694,-1.266505714,-1.181651141,-1.804436036,-0.83508623,-1.044663484,-1.087528683,-1.371227152,-0.767851629,-1.777397597,-0.715847171,-1.282551731,-1.215601812,-1.4153788,-1.644137998,-0.633574511,-0.917910028,-1.905625705,-0.84950039,-1.012882757,-1.496628041,-1.559671624,-0.839672333,-1.514290679,-0.869782656,-1.181360485,-1.237624404,-0.713515242,-1.616573441,-1.303733515,-1.308381126,-1.07577117,-1.528913684,-0.733067327,-1.687311649,-1.745402689,-0.135174865,0.363105252,-0.411200756,0.465584979,-0.939392818,-1.233265713,-0.862600379,-0.896878383,0.09826398,0.358423173,-1.081266718,-1.283181402,-0.949119879,-0.990602455,-0.761725384,-1.290501838,-1.752562784,-1.660523069,-1.02802576,-1.831351518,-1.326194811,-0.712786458,-1.036443807,-0.69516331,-0.269182129,-0.689865239,-1.067332274,-1.454110657,-1.266824046,-0.723543532,-1.368929144,1.950243948,-1.899716943,-0.889987871,-0.669426696,-1.550327736,-1.443980189,-1.556532902,-1.487217555,0.680637094,-0.862580429,-1.623075011,0.395375839,-0.087836316,-1.980005934,-1.807027106,-1.140831394,-0.619241764,-0.829615276,-0.75333226,-0.394055955,-1.003033487,-1.906852309,-1.33235196,0.721545289,-1.413042328,-0.917448844,-1.025413988,-1.889346324,-0.782872317,-0.272478727,-2.376420164,-1.224783848,0.841951106,-0.886923593,-0.117547666,-0.902631088,0.842347371,-1.350281711,-2.029321801,-2.010542544,-0.676695536,-0.957318242,-1.330642321,-0.96002828,-1.896528655,-1.295279342,-1.135154949,0.175245746,-2.076580033,-2.572917454,-0.82906033,-0.295336487,-0.823114609,-0.814498855,-1.076160923,-1.292381304,-1.534298209,-0.180132277,-0.935232979,-1.11875953,-0.162393733,-0.756288136,-1.348794394,-1.331099215,-0.723551809,-0.23441001,-1.587652416,-0.85311338,0.274176142,-0.756334467,-1.263049672,0.200000992,-0.600744133,-0.987433055,-1.191073489,-1.272303788,-1.689500767,-0.770272148,-0.36307039,-1.805545343,-1.406691356,-0.151127755,-1.091097745,-1.279118345,-0.977252935,-1.053825702,0.623570355,-1.063946109,-0.95118583,-1.367368496,-1.394177637,-1.191307549,-1.305982236,-2.488148405,-0.85999838,-1.595079476,-0.34860033,-0.973200408,-1.070074243,-0.268758958,2.932987045,0.826071785,-0.924191598,-1.638915079,-0.852778534,-0.793740293,-1.432231639,-1.444659722,-1.04632368,-0.984880322,-1.127467962,-0.48960589,-0.881338844,-2.482895001,0.610156482,-1.136215006,-1.088497344,-1.095671693,-0.066073438,-1.390703933,-0.816940068,-0.5330156,0.156568377,-1.188828903,-1.952494506,0.178658674,-1.33228581,-0.957035662,-0.906294996,-1.498273129,-0.894779489,-0.897877745,-1.345861115,-1.108815174,-1.655992396,-0.313245865,0.558767977,2.257731819,-1.392712115,"CRC"
"4","VU276-CRC",-1.156554384,-0.668898553,-0.842067373,-0.912819192,-0.679474326,-0.993036816,-1.067412431,1.064865916,-1.214750767,-0.614216637,-1.019023464,-0.856223324,-1.378807702,-1.632763264,-0.841867589,-0.699865098,-1.672445539,0.32230691,1.508225994,0.154027649,-0.685810417,-1.610334173,-0.722427202,-1.707534831,-1.301578408,-0.656926783,-0.185841161,-0.998219912,-0.908259731,-0.897036936,-1.090881388,-0.870664701,-1.398981059,-0.963981789,-2.675709117,-1.492754845,-0.793018003,-1.143847326,-0.786360716,-1.65686498,-1.17253755,-0.934190768,-0.859243876,-0.886917841,-0.674892921,-1.273129331,-0.725895262,-0.740021038,-1.587365489,-0.856215726,-1.122053169,-1.346120431,-0.775948052,-1.019629654,-0.690887837,-0.784367677,-1.337121159,-0.68238875,-1.836063582,-1.25188468,-1.055538296,-0.693773568,-0.939250681,-2.294573831,-1.322216332,-1.872482212,-1.11690196,-0.807326947,-0.794066906,-1.256073331,-0.699123466,-1.23806812,-0.331089989,-1.019219477,-0.240639449,-1.077201085,-1.207345719,-1.70950599,-1.199435516,-0.686436666,-1.463605234,-0.768439075,-0.738801699,-0.83863777,-0.959911562,-1.008543776,0.411412565,-0.846712989,-0.785166889,-0.75612757,0.00953675,-1.899160188,-1.715024144,-0.747231554,-0.969781724,-1.469588021,-1.252468695,-0.701999859,-1.148500063,-0.778174442,-1.003604831,-0.995783364,0.429147702,-0.745194105,-1.441050078,-1.144557525,-0.62034639,-0.582642956,-0.772933023,-2.06170739,0.202026625,-2.028092882,-0.957915092,-1.255967433,0.22633274,-1.430080196,-0.827809656,-1.035327826,0.284403582,-1.360389095,-0.76123995,-1.765128252,-0.709711273,-1.572927989,-1.205639147,0.250981297,-1.631847669,-0.631205731,-0.910101268,-1.892357049,1.878982052,-1.004074594,-1.485808289,-1.194248756,-0.833153489,-1.502677119,-0.863305336,-1.171470897,-1.228189799,-0.710577098,-1.604566117,-1.29329347,-1.297697203,-1.066220274,-1.517089459,-0.727664329,0.455704495,-1.732854469,-0.815033096,0.649312804,-1.551279706,-0.03517891,-0.932689684,-1.222779092,-0.85830645,-0.890489983,-1.779458499,-2.357233633,-1.075326697,-1.27283309,-0.943152986,0.118203427,-0.759074003,-1.280212104,-1.739972253,-0.722318543,-1.020775292,-1.818353435,-1.315722558,-0.709890056,-1.027038018,-0.691541477,-1.44019928,-0.687117223,-1.05945156,-1.442796297,-1.257714818,-0.720287301,-1.357854731,-1.018889446,0.170669596,-0.882991309,-0.666394219,-1.760208324,-2.327301999,2.313814488,-1.475527171,-1.215701428,-0.856792281,-1.611106738,-1.786224525,-0.120046138,-1.966662554,-1.79416438,-1.131891214,1.225439477,-0.824105298,-0.750306407,-2.247054693,-1.325934271,-1.894400828,0.831953182,0.758903456,-1.402209252,-0.911158366,-1.016149877,-0.289521438,-0.777224205,-0.051825852,-0.733517925,-1.214452966,1.033505378,-0.879572331,0.993313484,-0.685346095,-0.929628974,-0.734793356,-1.158600053,-1.997472538,-0.672781011,-0.950827773,-1.320796143,-0.95482066,-0.13536547,-1.285421737,-1.124743965,-1.61244316,0.069149906,-0.742916151,-0.823216401,-2.437948224,-0.816579952,-0.810121733,-1.066208068,-1.28269162,-1.522774912,-0.807950139,-0.460643781,-1.111456255,-1.43846005,-0.750797223,-1.3375755,-1.320306629,-0.718674566,0.200834949,-1.575477478,-2.219086169,0.641336821,-0.752612856,-1.253327656,-2.466082604,-0.597599746,-0.980855904,-0.75595652,-1.261578403,-1.677083639,-2.742064271,1.129825176,-1.792966665,-1.395955976,0.077670779,-1.081997592,-1.798954729,-1.129153861,-1.047548876,-1.551939071,-0.586876782,-0.943624945,-1.632326575,-1.3834704,-1.181321867,-1.295343269,0.358814744,-0.850850321,-1.583273354,-0.973841462,-0.964576561,-1.061108488,0.487695848,4.47031049,-1.158471356,-0.918750981,-2.308912698,-1.487480387,-0.64579475,0.45809896,-1.433586863,-1.03690691,-0.976037239,-1.119449109,-0.611429249,-0.871851485,0.415599631,-1.460939922,-1.125983177,-1.079553653,-1.086280711,-1.950222122,-1.379561494,-0.806811934,-0.456026617,-0.128386627,-1.180167822,0.16376336,-1.090441896,-1.321797754,-0.947793223,-0.900111748,-1.486738017,-0.887689184,0.242417244,-0.88215878,-1.099011872,-2.386507426,-1.89612816,0.286655551,-0.969082001,-1.051397033,"CRC"
"5","Type-Unknown-1",-1.12695529,-0.655286797,-0.820513522,-0.881982186,-0.66885877,-0.963348656,-1.036196311,-0.661257904,-0.624939345,-0.604993862,-0.990563426,-0.835076201,-0.315400556,-0.785264204,-0.81794605,-0.692108573,-1.630848211,-0.926225148,-0.300228114,-1.61234476,-0.669398378,-1.569784548,-0.707597723,-1.386064574,-0.844872067,-0.646446348,-1.366575251,-0.970446213,-0.89031657,-0.878298596,-0.295618303,-0.847719312,-1.361441485,-0.939366616,-2.631828231,-0.303168321,-0.766955831,-0.070915318,-0.763149486,0.006153314,-1.138897076,-0.906736357,-0.335011141,-0.866483867,-0.653781946,-1.238512576,-0.715409604,-0.719772805,-1.546737425,-0.829621767,0.604708684,-1.310072954,-0.760271921,-0.989958226,-0.678725968,-0.764260599,-1.300860576,-0.663613541,-0.696192967,-0.712036651,-1.022733089,-0.679090048,-0.910716575,-0.393819667,-1.286827914,-0.317232262,-1.083195171,-0.789658117,-0.7797005,-0.45528934,0.992509558,0.705820778,-1.429247379,-0.990726867,-0.785841484,-0.606854397,-1.177869942,-0.772344569,-1.164899676,-0.671764608,-0.231603656,-0.754023088,-0.725078848,-0.818762168,-0.935099439,-0.977966725,-0.983457988,-0.821488477,-0.770728785,-0.733991262,-1.502889338,-0.892824738,-1.672622329,-0.732899247,-0.939247272,-1.431427392,-0.827516925,-0.68835368,-1.387805908,-0.759231556,-0.971954819,-0.969791061,-1.169590039,-0.733702653,-1.402658474,-1.110845499,-0.610619966,-1.484621234,1.384176859,-1.107408313,-0.939756546,-0.764966185,-0.93165518,-1.220429457,-1.274476806,-0.931199166,-0.218392559,-1.003773738,-1.01149962,-0.950999188,-0.73857874,-0.349916539,-0.688638335,-0.091521039,-1.171921065,-1.366086878,-0.693918146,-0.622800901,-0.883495774,-1.498599931,-0.823612767,-0.974169402,-0.353738326,-0.894987745,-0.810747102,-0.229838579,-0.840985194,-0.505214612,-0.740209596,-0.700180273,-0.65767424,-0.828184701,-0.009729707,-1.033994307,-0.224270094,-0.708953057,-1.339697379,0.043268411,-0.246921223,-0.687800781,-0.24078949,-1.359022522,-0.909574865,-1.187534068,-0.843218964,0.037100348,-0.267505255,-0.254334661,-0.00145112,0.502402307,-0.922431287,-0.405937006,-0.749653937,-0.812424483,-0.529964572,-1.606781248,0.100530354,-0.093966761,-1.021476271,-0.699635152,-0.995250937,-0.67881338,-1.403911659,-0.677386927,0.483702622,-0.068447928,-0.763784172,-0.708783164,-1.320612096,-0.997081507,-1.849233128,-0.858986783,-0.655691089,-0.66407731,-1.412059055,-1.502381164,-0.583499802,-1.180487601,-0.836719378,-0.505575319,-0.724370338,-1.623781903,-0.507716659,-1.040273788,1.11352014,-1.140146168,-0.804989331,-0.739582826,-0.407534386,-0.937832323,-0.536595155,-1.284883467,-0.509816346,-0.34451054,-0.889406181,-0.984865721,-1.514862281,-0.757716129,-0.934044985,-0.860280986,-1.179764319,-1.068225168,-0.854437662,-0.755960566,-0.991756013,-0.910439236,-1.208046583,-0.847471547,-1.198014629,-0.659076544,-0.928384585,0.18477716,-0.936604733,-1.838582697,-0.160799129,-1.089794008,-0.572525162,-0.351602373,-0.343507793,-0.802981499,-0.668988748,0.294674088,-0.794779498,-1.032813064,0.385942495,-1.076974997,-0.791161007,-0.408073454,-1.086212394,-1.400383501,-0.731776242,0.223173005,-1.283886948,-0.701714808,-1.458389269,-0.64901353,-1.179091452,-1.139099858,-0.739516627,-1.220194474,-0.41489038,-0.58504116,-0.958106207,0.235695036,-0.216929338,-1.635161479,-0.020005473,-0.465866374,-1.750568864,-0.696153818,-0.353277794,-1.051078552,0.090714118,-0.657910106,-1.025711978,-1.512027791,0.645924258,-0.917747147,-0.734053933,-0.095032454,-1.147498238,-0.521390082,-0.13034427,-0.820124754,-1.141428621,-0.873783046,-0.93533782,-1.030666474,-0.42110327,1.002632887,-1.130108637,0.901538603,-0.267032671,-1.450004559,-1.094101781,-1.383412066,-1.396084896,-1.005100458,-0.946101477,-1.091893799,-0.816438694,-0.84007535,-2.419279108,-0.61186903,-0.033580645,-1.049160755,-1.054447238,-0.939289562,-1.342086603,2.187261201,-0.928848977,-0.963757639,-1.150496866,-0.598862099,-1.059663377,0.128459789,-0.9168095,-0.87872473,-1.447960889,-0.863382273,-0.459033735,0.09685468,-1.066034617,0.096993228,-1.852715684,-1.432417795,-0.937467489,-0.178187658,"CRC"
