"","Breast_ge$X","ENSG00000077238","ENSG00000135213","ENSG00000183426","ENSG00000211801","ENSG00000102886","ENSG00000171291","ENSG00000141956","ENSG00000171817","ENSG00000204219","ENSG00000112983","ENSG00000197497","ENSG00000139537","ENSG00000007312","ENSG00000186481","ENSG00000251606","ENSG00000143753","ENSG00000171174","ENSG00000157992","ENSG00000211810","ENSG00000171135","ENSG00000112159","ENSG00000166971","ENSG00000103599","ENSG00000270505","ENSG00000139291","ENSG00000132879","ENSG00000129968","ENSG00000110274","ENSG00000160223","ENSG00000211710","ENSG00000249859","ENSG00000231113","ENSG00000211746","ENSG00000225113","ENSG00000211898","ENSG00000198821","ENSG00000109063","ENSG00000225405","ENSG00000146904","ENSG00000129277","ENSG00000211734","ENSG00000009790","ENSG00000253701","ENSG00000073712","ENSG00000105426","ENSG00000226660","ENSG00000245164","ENSG00000162729","ENSG00000109133","ENSG00000198625","ENSG00000211752","ENSG00000196126","ENSG00000152495","ENSG00000183878","ENSG00000131914","ENSG00000094963","ENSG00000143119","ENSG00000100813","ENSG00000117560","ENSG00000184730","ENSG00000185485","ENSG00000116824","ENSG00000214900","ENSG00000075914","ENSG00000112077","ENSG00000243536","ENSG00000122435","ENSG00000131797","ENSG00000164180","ENSG00000157554","ENSG00000196329","ENSG00000176248","ENSG00000196199","ENSG00000141040","ENSG00000213553","ENSG00000162894","ENSG00000146285","ENSG00000129824","ENSG00000116251","ENSG00000082293","ENSG00000204252","ENSG00000246223","ENSG00000100941","ENSG00000170486","ENSG00000204852","ENSG00000154620","ENSG00000211772","ENSG00000239855","ENSG00000211689","ENSG00000172116","ENSG00000104067","ENSG00000069667","ENSG00000135749","ENSG00000211747","ENSG00000169964","ENSG00000160654","ENSG00000128016","ENSG00000181894","ENSG00000186854","ENSG00000167664","ENSG00000128218","ENSG00000154814","ENSG00000263264","ENSG00000147168","ENSG00000251562","ENSG00000241859","ENSG00000134539","ENSG00000120725","ENSG00000089012","ENSG00000241106","ENSG00000267364","ENSG00000132424","ENSG00000186265","ENSG00000117318","ENSG00000132915","ENSG00000111863","ENSG00000134545","ENSG00000122986","ENSG00000163492","ENSG00000198692","ENSG00000130921","ENSG00000104689","ENSG00000099260","ENSG00000167286","ENSG00000219481","ENSG00000175899","ENSG00000132485","ENSG00000145649","ENSG00000110651","ENSG00000151414","ENSG00000057252","ENSG00000177455","ENSG00000168421","ENSG00000229308","ENSG00000229164","class"
"27","HD-3-1",1.181039554,-0.917474617,3.060426584,-0.627981198,-0.644257699,-0.495965828,-0.70233211,1.227967129,-0.789596558,0.854180089,-0.712318421,-0.777325642,0.822838243,-0.075927732,-0.543771676,1.37935893,-0.572263245,-0.457351895,0.892101852,-0.002601567,0.585315665,1.409644723,-0.523459338,0.065757657,-0.774246839,-0.835020177,-0.508662731,0.42192807,0.823437661,1.707668633,0.069292064,-0.564753265,-0.725944494,1.590901382,1.175518557,-1.032207758,1.363417346,0.607084952,-0.592136047,-0.682755297,-0.834032561,0.18641975,0.129649194,-0.499010023,-0.195229352,0.566211871,-0.277742866,-0.716722175,-0.865103606,0.809135972,0.331738805,0.788513537,-0.34521002,-0.548211636,1.641880009,-0.578322471,0.52899489,0.585419806,-0.639983421,-0.698598541,-1.040590383,-0.379085537,1.28439268,0.989600589,-0.561142809,-0.697714724,0.795077521,1.347706326,0.113111633,-0.437875508,0.008624385,-0.801701644,0.702093879,1.648769384,-0.418886722,0.813711962,0.742123669,-0.602060228,0.160321356,1.216155058,-0.159904591,0.413876926,0.791756886,-0.57129493,-0.819246804,-1.072709129,0.219435521,-0.505942502,-0.213886648,-0.972751165,-0.596552616,0.196629074,1.318205105,-0.076696765,1.818627111,-0.109138192,0.200162763,0.974852371,0.860418067,-0.883823798,-0.048200322,-1.47072285,1.008436975,0.338775853,0.959376299,-0.603118754,-1.090313692,0.122786559,-0.537117314,0.706596933,-0.871520875,0.782889015,0.470948006,-0.037976867,1.190942983,0.577127116,-0.107270947,0.746764158,1.042857189,-0.631308534,-0.259878879,2.719952832,-0.494960578,-0.467587361,-0.307764347,-0.666501158,0.433286981,-0.201192207,0.779860253,0.49398452,-0.384038896,0.971865154,0.909220596,-0.482507896,0.267491564,"HC"
"28","HD-4",1.939084105,-0.144495678,-0.309812123,2.169927194,2.34974093,-0.460854591,1.035224641,-0.499958921,0.82757882,0.456778255,-0.699136117,0.881215022,1.819977357,-0.639176883,1.895382162,0.674289547,2.433065328,1.48512483,0.954349487,-0.840883371,0.701510674,0.914811358,-0.501917686,0.106577772,2.28194659,1.011573859,-0.705264185,1.547274088,-0.304959475,2.352788769,0.365330793,-0.523207475,1.839042766,-0.550655,2.047726125,0.721512727,1.785764472,-0.543752075,1.280616494,0.194612989,0.566795067,1.176951332,0.17077572,-0.456968698,-0.986059409,-0.474445674,0.588002958,-0.032913408,0.784053951,0.95569019,1.11555175,1.609532005,0.049734445,-0.533566823,0.348650699,-0.546104042,0.910028266,1.254958618,-0.623614248,1.481614293,-0.448416565,1.182053401,-0.444398751,0.631220532,-0.538597544,-0.682949671,1.379810051,0.314388464,-0.265007599,-0.395044202,-0.480798053,-0.787090119,0.9642531,-0.666658314,-0.382320998,1.305635118,-1.012933419,-0.083032456,0.93458193,2.696863817,1.498747057,0.178987827,1.814680521,-0.554986407,1.776835517,0.530079895,0.818717625,1.614039544,1.550284377,0.518899481,-0.580591051,0.138909879,1.370447158,1.09550617,1.896002357,1.03858951,1.36357425,1.039732273,-0.446843069,1.248780116,2.412354043,0.693402614,1.460945325,1.227173506,2.019769463,-0.570954402,0.727185964,1.114197335,0.841803438,2.206136724,0.599821789,1.362510719,1.533515315,0.850326489,-0.480584164,-0.089476539,1.289534411,1.762134235,1.300464718,-0.172431159,1.096109507,0.690500553,-0.47144847,0.741532808,0.168892064,-0.650632847,1.419317408,1.108746606,1.773743673,-0.831247129,0.427935274,0.552042114,1.545305688,0.677122847,0.858718722,"HC"
"29","HD-5",1.23462243,0.978412523,-0.308545196,0.366746313,0.89745855,-0.459608299,0.143898105,-0.499058808,-0.771248481,0.549384132,1.633526783,-0.760770416,1.504612093,-0.638618428,1.36522012,-1.208955966,-0.552344203,-0.417759681,0.313529121,0.610181613,0.036337219,1.615303106,-0.500559334,-0.749866612,1.966190799,-0.818288453,0.245772571,-0.542771552,0.862407381,-0.666034258,-0.248636461,-0.521732785,1.060464955,0.267157306,1.410692639,-0.059228358,-0.524044986,1.552507233,-0.56017943,-0.958772136,-0.176096395,0.436666771,0.725880255,-0.455476418,-0.157436136,0.622759073,0.443542566,-0.700877595,-0.256236438,0.526554171,0.385611938,1.323464522,-0.311434956,-0.533049313,-0.561923113,-0.544776918,0.413585719,0.547071523,-0.623033625,1.484015704,0.19450533,-0.126026198,0.634948354,0.791187018,0.068688286,-0.682422882,-0.680327959,0.315779085,0.656117728,-0.393523882,-1.387120049,-0.786566378,0.465505628,-0.666144999,-0.381023077,0.153506441,0.208521639,-0.19707954,0.421978426,1.669501139,-0.840424594,-0.80989158,1.123773188,-0.554409349,0.276055317,0.243012649,0.299484542,2.204391656,-1.062742681,0.246551806,-0.580025186,0.887299624,0.48031776,-0.807861833,1.391863302,0.154593094,1.504190836,-0.656778416,0.335311153,-0.109183822,2.662149276,-1.44530674,1.061388434,0.711581224,1.084453323,-0.56979115,0.362744321,1.199249868,0.620164919,1.820323171,1.066902658,0.700074853,-0.44481438,-0.98178755,1.261427517,-0.746693466,0.692069709,0.792615445,0.21631213,-0.616264574,0.644022628,0.170561072,-0.470076011,0.262793601,0.959042771,-0.650069581,0.356974883,0.877720443,-0.156210354,-0.073492894,0.247765794,0.553473754,0.739185866,-0.456344005,0.225520074,"HC"
"30","HD-7",0.471982683,1.133514621,-0.626902264,-0.732951935,0.696088075,-0.684190398,0.553395229,-0.650522642,0.408944191,-0.313498702,0.719009713,0.231053607,1.199096673,-0.776509292,-0.704527942,0.313967172,-0.674556492,1.701238972,-0.792545728,1.83515387,-0.342038976,0.75467184,-0.630887185,0.533334449,2.471456261,0.712887971,0.0444189,0.732921707,0.445205534,0.81868811,1.494830323,-0.750916644,-0.827097936,-0.685252512,1.068507392,-0.227678948,-0.652700456,1.811787224,-0.029437485,-0.608138692,1.696039716,0.088405507,-0.173696332,-0.650428408,0.161529562,-0.701230774,0.41504252,0.817418523,0.016781331,0.77484142,-0.840066706,1.626117631,0.123869881,1.206122269,-0.693810579,-0.67375562,0.976487511,0.90973902,-0.738847508,1.813818441,-1.19455687,-0.05419866,2.039084268,0.54061441,-0.690134463,-0.80735581,0.535051178,-0.83641303,0.047112272,-0.611634918,-0.030768752,-0.905878769,0.677060159,0.110651384,2.412864029,0.563382781,0.756119277,1.680984531,0.577273424,1.076523615,-0.431423026,-0.159968979,0.826041828,-0.680055968,0.703746678,1.550707459,0.442829897,0.955019469,-0.107620653,0.144572745,-0.698797247,-0.315280784,0.915980475,1.383349971,-0.264383485,0.546788051,3.830227556,-0.803021076,-0.442541086,1.299371583,0.910460711,-0.095334182,-0.036651769,0.811862417,1.043220394,1.320991702,0.024285231,0.868004985,-0.758614098,0.912472471,0.731049802,0.871988096,0.243337168,-0.674740439,0.129858771,0.748986321,0.960892464,1.196315864,0.423067397,1.814779092,-0.137426052,0.583016327,-0.600163303,0.574209581,0.273130325,-0.790152532,0.532955516,1.198026753,1.138512877,-0.059940524,-0.870005588,0.671774967,0.977556179,1.648325557,0.089203324,"HC"
"31","HD-8",1.464352855,1.592816985,-0.618275938,1.212613048,-0.747562549,-0.682264649,1.213641542,-0.647591313,-0.551417475,0.209368604,0.368824924,0.452401495,1.526543882,-0.772883184,-0.702305813,0.809640896,1.494192295,-0.642920932,-0.790122631,0.776341623,-0.048833753,-0.069372338,-0.628358663,-0.223931221,1.347181338,1.047176685,0.052814267,0.92569009,1.891321437,-0.787757894,0.590057459,-0.748607441,0.830946446,-0.037143853,1.798441452,0.470393935,0.963078257,0.869531112,-0.700339733,0.511157465,0.707956652,0.605261731,1.478797495,-0.648373576,0.453443275,-0.699221153,-0.146056589,0.041458951,0.374361853,0.627051928,1.345616203,2.318203555,0.388186856,1.076152275,-0.690286851,-0.671468924,1.252754802,0.823757486,0.007031247,0.651583977,0.529968894,0.124201531,-0.63758098,1.107205133,0.378954761,0.102031699,0.985889912,-0.832915489,0.77212889,-0.608868329,-0.419778674,0.250913553,0.551251672,-0.240866803,2.439512823,1.165754701,0.71538782,1.800133493,0.447348312,1.375103954,1.510652162,0.282467252,0.84900373,-0.676859929,0.966065794,1.626464838,0.666144712,2.191068202,-0.278922165,0.255318462,-0.696173108,1.049505971,-0.765474037,0.350286101,0.191891985,0.608603618,3.019626768,-0.021536876,0.014990832,1.635562127,1.596596537,0.217210906,1.004069539,1.164658429,0.958287507,1.531910643,0.831470988,1.611612332,-0.499144056,1.674592556,-0.457980272,1.196400223,0.964767011,0.830610015,0.139918253,-0.363946135,1.03656353,1.481410356,0.177469936,1.503293308,-0.00983328,0.595493869,-0.597775274,0.552711124,0.471651121,0.113562662,0.569437941,0.67767604,1.304880714,-0.381926788,0.390112897,1.270790932,0.614381768,1.127001461,0.283592858,"HC"
"32","HD-9",-1.1787809,-0.594748968,-0.660874959,1.183873479,-0.797192676,0.545951415,-0.852480955,2.010927788,-0.994499181,-0.449367916,-0.844549168,0.26393091,0.779400066,0.096470441,-0.737400352,-1.484790912,2.635380482,-0.675391355,0.87986891,0.525440115,-1.165501103,-0.998041946,-0.668956902,0.028705685,-0.384723477,0.318430665,-0.479524997,0.020744838,-0.688446853,-0.826959212,1.172020596,-0.785011496,2.800012345,-0.727848285,0.065261396,0.714203204,-0.696200719,-0.813746102,0.813722374,0.945127024,1.699347175,0.357634204,-0.893807252,-0.680817414,-0.60519948,0.013830926,-0.934094444,0.749984648,-0.353544105,0.225428169,0.699341801,-0.144537553,-0.714206478,-0.726990377,-0.748892882,-0.707791064,0.495411181,-0.144066809,1.323879024,-0.836012864,-0.34729586,0.733450324,-0.670625775,-0.136436343,-0.751280843,-0.855079324,1.414787157,-0.890047135,-1.326243617,-0.640916881,-0.333778178,0.052373066,0.350269898,1.423623405,2.005882817,-1.108764837,0.751850562,-0.765568106,0.184434261,-0.943885594,-1.033167268,0.259085932,0.255024941,-0.729245439,-0.543741848,-0.092129229,0.549514928,0.702430397,1.230222894,0.086288214,-0.738190269,1.136600769,0.230504049,1.685057605,-0.949731381,0.177525506,-0.290547803,-0.840736734,0.205131822,0.796922353,0.206857605,0.227130359,-0.561965355,0.447039616,0.515347191,-0.733392281,0.939579088,-1.234302274,-0.302933307,-1.038101703,1.236309895,0.194720199,-1.215376142,-1.219578524,1.190852232,0.681304441,0.460102283,-0.017478035,-0.725632109,-0.806571386,0.637688062,-0.808101099,-0.636064786,0.609794476,-0.704384987,-0.848087725,0.083769186,1.071570826,0.640472324,-0.293179603,0.433214887,-1.259011043,0.516313146,-0.626752425,0.7632059,"HC"
"33","HD-10",0.500581549,1.864238993,0.539650349,1.915041984,-0.714992553,-0.661279618,-0.08594368,5.676865027,1.936353503,0.678364417,1.682490456,0.353000435,1.07976999,1.872296349,-0.678233636,0.952531365,-0.644519848,-0.615068678,2.86743043,0.272975447,0.416434315,-1.195627738,-0.601310328,1.409376152,-0.161299955,-0.298661731,-0.657271987,-0.446441399,-0.535914952,1.60175442,0.59065968,-0.723557309,-0.793909624,-0.652491813,1.090989238,0.981704982,-0.619549585,4.209012586,0.06858928,1.109732808,1.109834417,1.797462433,1.931933114,-0.620412689,-1.115479156,3.800066434,0.278684891,1.093003875,3.839578447,0.923761173,2.631035695,1.582287283,-1.131984951,0.571213625,0.372109688,-0.646805742,1.597889102,1.637660896,2.438786468,2.155670006,0.284865973,1.517592434,-0.612812116,2.124591577,-0.646012347,-0.770726997,1.077634443,1.687484791,0.166076191,-0.576412653,1.609293257,-0.871952269,1.38262865,-0.752090298,3.404587079,1.225474722,1.657273476,1.886092601,1.383350059,-0.096472126,-0.939731653,1.42644062,1.616914851,-0.643164797,0.293256486,1.400862763,1.416769219,2.967315215,-0.725146186,1.390216303,-0.668040007,-1.282694554,-0.730226182,1.438536288,-0.873965732,1.609284415,1.534236988,-0.772951509,0.305367406,-0.963843277,-0.947803657,0.61251121,1.134537795,1.62217974,1.064232483,-0.667406832,1.173306475,1.870439004,1.632238484,-0.949121233,1.159785695,0.839030829,-1.097397019,1.132761023,2.003769829,1.141505455,-1.054963726,1.372476049,0.664005999,1.979001908,1.281676415,2.111565063,-0.570056151,1.551474901,-1.067889819,-0.747557811,1.458951697,1.178609546,1.482838964,-1.054299189,1.082648895,0.646950859,0.734032863,-0.552881819,1.360983599,"HC"
"34","HD-11-1",-0.355116396,-0.744019478,-0.686893275,-0.802757835,-0.135641546,-0.167901328,-0.128225109,0.214440989,-0.167377084,-0.138849062,-0.887883571,-1.009538253,-1.773786413,-0.902616199,-0.77411832,-0.135028921,1.262932048,0.747905385,-0.868467626,-1.060074496,-0.514428582,-1.42464424,-0.713074746,-0.963436321,-0.974083847,-0.121341547,-1.165846479,-0.653347314,-0.714795423,-0.868155023,-1.107150163,-0.822942505,-0.917694915,-0.777950582,-1.438368692,-0.679180507,-0.747992194,-0.84808655,0.73161876,-1.308168138,-0.700067511,-0.909950293,-0.949044089,-0.714735611,-0.439513601,-0.173110586,-0.978645504,0.256632155,-0.16159478,-1.138971062,-0.911919369,-1.438076048,-0.372688784,-0.806782345,-0.818572784,1.003628361,-1.449196772,-1.259436911,-0.823675682,-0.882008868,-1.347450628,-0.444579088,-0.705350697,-1.539241122,1.241151516,-0.911455176,-1.441114763,-0.95496784,-1.4184806,-0.673656652,-0.890866288,-0.52381427,-0.58154297,-0.888510685,-0.719287748,-1.265279363,0.125338015,-0.838151266,-1.224550075,-1.029384841,-0.172087694,-0.7225108,-0.570952163,-0.789171347,0.483690805,-0.974469212,-1.18964941,-0.098805032,-0.340797093,-0.744974414,-0.783577704,-0.317285791,-0.881606926,-1.043468418,0.479534408,-0.383597779,-1.161652637,0.865946943,-1.205447642,-1.111585094,-1.087266731,-0.865102839,-1.298356146,-1.138891025,-1.312866368,-0.775616112,-0.736544012,-0.136683969,0.145334864,-1.095793769,-1.11376765,-1.030172069,-1.297590272,-0.933929169,-0.758174806,0.189971711,0.055171746,-1.130086357,-1.092666289,-0.53915223,-1.399816055,-0.854279701,-0.677532332,-1.199215784,-1.246487206,-0.921013611,-0.870107587,-1.134295187,-0.426169994,0.114694721,0.292249515,-1.35291345,-1.375654771,-0.677790432,-0.480387933,"HC"
"35","HD-13-1",-0.393630848,-0.045939565,-0.691490749,1.797669305,-0.862760027,2.500498948,-0.166827945,0.518165798,0.275937372,0.838050001,1.099544569,-0.000101177,0.536581161,-0.916189383,-0.206163054,0.553113661,1.657410894,2.196363061,1.077871006,0.374757895,0.233189149,1.3664631,-0.721215131,0.251691174,0.393474529,0.026208677,-0.454564323,0.360330818,-0.719443043,0.71371556,0.77746104,-0.198982741,1.312181166,-0.787296697,0.36972576,0.341814836,1.024961901,0.227732247,1.557235033,0.145493066,1.429975878,0.690304053,-0.157284185,0.725321632,-1.036149323,1.373984721,1.020665151,0.55271929,0.411624012,0.246224836,1.25430907,0.253649978,1.070260586,1.669241225,-0.832289146,-0.75329215,0.466547245,0.492520706,1.352074192,-0.450653972,0.98228312,0.685168081,-0.711621379,0.739270817,-0.846040377,0.282228992,0.927962356,1.413839783,1.060698834,-0.679555392,0.951256034,-1.005895917,0.314066845,1.869928644,-0.723924742,0.672215625,0.965460357,1.579373252,0.544210013,1.411227195,-0.028256334,1.425252249,0.151711299,0.151114624,0.764105769,1.574954849,0.917377208,-0.774699369,0.57503646,1.244802337,-0.791922419,0.36081578,1.414206842,-0.121343156,1.001475472,1.252517126,-0.513163192,0.000534504,1.216762512,0.560603028,0.123934934,0.831449565,0.80985573,0.751819058,0.358589195,2.365280054,0.296353723,-0.425364309,1.36590474,0.471838876,1.063721797,0.37265924,1.288865859,1.109512049,-0.764639186,1.498168262,0.52877691,0.491461993,0.289156074,1.509921577,0.263414448,0.913111296,-0.685165811,1.019253725,0.600698608,-0.935328748,0.504115673,0.15877585,0.548325152,-0.28854806,0.070191235,0.098792489,0.930880348,1.491456936,1.139329917,"HC"
"36","HD-14-1",1.210338926,0.028566217,0.74520087,1.289505436,0.761001077,0.459588453,1.516252345,0.566296639,1.141720553,1.070424711,-0.489178795,0.919885091,1.209388947,-0.029589993,0.462269404,1.256729554,0.930450289,-0.725894442,1.094786572,1.332753308,0.993879863,1.338501992,-0.735225633,0.875709738,1.358250345,0.669190649,-0.822304947,0.713257293,0.829194512,0.161069517,0.063003622,0.539023834,0.995849005,-0.388058223,1.141357983,1.47100205,-0.774650476,0.128272242,1.003438496,1.633330707,0.849254516,1.154745113,0.023156463,-0.731234069,-1.086116992,0.751320281,1.308650233,0.363160101,1.29255365,0.546343718,0.710277271,1.162714737,1.059152029,2.00567615,-0.856647221,-0.765246717,1.451010177,0.539570305,2.52700663,0.441158215,1.001991828,1.195775618,0.183790783,1.072582702,0.530676632,0.326764662,0.909625787,1.642492226,1.033359229,-0.689602911,1.239372258,0.382650439,0.490036663,1.356365105,-0.178529489,0.999042292,1.238206599,1.591901698,0.610024893,1.484561114,1.780973877,0.757662382,0.468554542,-0.820693473,1.155142934,1.266075461,1.028485507,0.245285068,1.66934981,1.496948975,-0.80626327,0.730539871,0.358218298,-0.011330056,0.314995247,0.816053265,-0.367879694,0.211121167,0.866972971,1.776854861,1.145327622,0.909229674,0.680183333,1.367945578,0.42953162,1.282091104,1.927206707,0.882778595,1.146058452,1.600654568,1.163778254,0.723882391,1.368429659,1.418996064,-0.286645899,0.39344998,1.622984055,1.041649847,0.861816477,1.468743218,0.796359329,0.547142409,-0.698289839,0.902325573,0.117909793,0.62327329,0.688096653,1.594923275,0.657094123,0.055546368,2.053238898,0.772382047,1.17536936,1.797205253,1.083527421,"HC"
"37","HD-15-1",-0.229370074,-0.648710588,0.125143849,-0.779611136,-0.817234297,-0.724024541,-0.871516662,1.345434361,-0.473054228,-0.014114256,-0.308631172,-0.970363243,0.145925448,-0.857668239,-0.751016281,-0.464423371,-0.729337867,-0.687988856,-0.843250923,-1.028178749,0.053247881,0.012658159,-0.685110159,-0.931863963,-0.942267274,-1.02483062,0.052179955,-1.317072389,-0.698324267,-0.842211897,0.506766416,-0.030544801,-0.014426252,-0.746091546,-0.249771952,0.221227755,1.365189643,-0.826565001,-0.211731508,-0.709146955,0.257381975,-0.274984055,-0.914005578,-0.693398873,0.691812986,-0.742866194,0.557101746,-0.903013569,-1.086952348,0.081460793,0.899034188,-0.693227814,0.099220676,-0.754631035,-0.773577281,-0.722007697,-0.184412077,0.18957279,-0.795037444,0.050333615,0.413273963,0.091269592,1.162017351,-0.310971847,-0.779035578,0.62609188,-0.704298902,0.181658923,0.490145669,-0.653054317,-0.06681906,1.123989202,0.100430984,0.643901439,-0.702858319,-0.212291771,-0.367080632,-0.79070396,-0.203558565,-0.60339238,-0.032014044,-0.636512017,-0.23957036,-0.750786281,0.124700981,-0.507993951,-0.13651767,-0.746733443,0.552238569,0.245701378,-0.754840574,0.25185246,-0.075041775,-0.532810543,-0.450843844,0.137231474,-0.670746653,-0.856404515,0.785705224,-1.074773873,-0.54173039,0.633750704,-0.261768045,0.14296683,-0.405001961,-0.748925661,-0.164912673,-0.114673474,0.512860584,0.232709988,-1.073504205,-0.284540957,0.279226265,-0.842099211,0.385544028,0.593393013,-0.126791178,-0.261026478,0.607763959,-0.833458196,0.117595009,1.30328917,-0.651265901,0.418182899,-0.443875673,-0.8739641,-0.364080325,-0.213018103,0.157515268,0.447896287,0.674389905,0.526933782,0.156332163,-0.645140276,0.284324743,"HC"
"38","HD-16-1",1.817089214,0.007708557,1.050554555,1.257919669,1.243062554,2.898390101,1.357332133,1.124786316,1.804996002,1.475786189,-0.500259055,1.361504942,1.001161581,-0.192389134,0.944653307,1.87085734,0.904989146,1.767833585,2.503891536,1.535114702,1.382626558,1.73204105,-0.738254415,0.848660223,-0.097643404,1.638038757,-0.663132209,0.295222845,1.769038575,-0.462106553,1.109791535,1.301874368,2.29250901,-0.806975103,1.0567039,1.111241907,-0.77833343,-0.324484651,1.789378216,0.892597001,1.756017818,1.373627877,-0.558593363,-0.733462176,-0.16479324,1.733004284,1.620831662,1.240274133,1.241475193,0.968746583,0.452529409,0.547738563,2.263467559,-0.859789371,-0.862047388,-0.767817283,1.402180038,0.669242219,0.623745374,-0.907906481,1.750269736,1.412240462,1.952339475,1.130959763,-0.059414708,1.526176935,1.177823847,2.093464087,1.329000962,-0.691757472,1.45975997,0.525809268,0.892934693,1.543744022,0.245467877,1.409627335,1.927803175,-0.886491044,0.55350804,1.595731108,0.384078937,1.909948899,0.813829077,0.626934857,1.253819771,-1.242143622,1.512855553,-0.787508562,1.459378861,1.100509689,0.700718229,1.435241338,0.074396622,1.243571709,1.414649815,1.480776917,-0.384208136,-0.450246391,1.882143272,1.997647468,-0.435965881,1.537063839,1.570093882,1.42506838,0.691696544,-0.799431554,0.959384977,0.457146844,2.044230019,0.216506801,0.864263303,0.939535303,1.121776574,1.863817213,-0.778004685,2.412957555,0.778981883,0.68418594,1.271964257,-0.935607733,0.915321423,1.47207082,-0.701124587,1.35914204,1.20537857,-0.966347345,0.913488702,0.589532304,0.702591292,-0.16210623,1.783998444,0.173267166,1.386574255,-0.708190221,1.72877164,"HC"
"39","HD-20-1",-0.873062451,1.205748711,-0.177333351,-0.468578559,0.239792514,0.757336903,-0.603925322,1.202833055,-0.706360362,1.529736673,0.410331053,1.750423511,0.418794713,0.730738435,0.819815976,-1.123123346,2.031634839,1.756043659,0.489804835,-0.78188561,0.794235971,-0.526258544,2.345023535,0.263297689,-0.696102103,0.944041594,-0.962115744,-0.427497704,-0.165275219,-0.536984341,1.05344171,2.460097176,-0.626641449,0.959448657,-0.192504244,0.255148502,-0.414840331,-0.395218406,1.513816307,-0.045214675,-0.044090469,0.490335214,-0.62995803,-0.300925512,-0.36595866,-0.340668686,0.450212708,-0.643670928,-0.135368483,1.148088296,-0.566961622,0.080663475,1.107399885,-0.480385649,0.473396356,-0.407330731,-0.149321758,0.841007708,-0.502457369,0.352820098,2.285731205,0.724365592,-0.307221075,0.007926283,0.174448095,0.148770029,1.162872724,1.707980417,-0.126487245,-0.236068879,0.477526817,0.30355462,0.250862248,0.164712588,-0.246601394,-0.202263044,1.429402036,-0.290413056,-0.175912286,-0.654474064,0.017041236,-0.745306561,0.818546999,1.567219574,-0.739508627,-0.15751573,0.452059109,-0.310446876,0.786262593,0.680893705,1.255489016,0.700671245,0.956134667,-0.748058723,-0.728843894,0.796583308,-0.055728725,1.822343629,1.305059514,-0.80434665,0.154760946,0.49778402,0.51099873,0.490935785,0.549468309,0.502439652,0.173296211,0.328504059,1.413494823,0.592689716,0.793186205,0.741652927,0.310757548,0.161222019,2.089919556,0.036727626,0.633213939,-0.518188249,1.077355836,0.143751707,0.16829197,-0.559252793,-0.327934605,0.308511589,1.176883667,-0.591878072,0.173024909,0.087111753,1.171138464,-0.125063626,0.851877883,0.262889273,0.678978943,-0.363458225,0.627254689,"HC"
"40","HD-22-1",-0.159021582,-0.938214923,-0.388949491,-0.664856194,0.786399329,0.493617404,0.057545731,-0.556183573,-0.811171276,-0.792292844,-0.728006662,0.767710643,0.036582352,-0.111384887,2.415776435,-0.373136269,-0.591162502,-0.503891359,-0.718796877,-0.874295055,0.727092594,-1.113844615,-0.541939882,0.016929312,-0.013399388,0.88330153,0.103327816,-0.612201115,-0.388401103,-0.715047232,0.633414255,1.365110927,-0.742684821,0.672830109,0.177962354,-1.057042652,0.219957228,-0.632479977,-0.627186078,0.900190387,-0.253731639,-0.317941907,0.080337466,0.635813251,-0.552619356,0.501262994,-0.736034705,0.29395908,0.823287911,0.111731918,-0.76842257,-0.346408895,0.805565517,-0.56620016,0.845825063,-0.596234695,-0.016032482,-0.027076353,1.256925611,-0.714701354,-0.168361348,-0.348588701,-0.526343051,-0.76494072,-0.58324217,-0.055158841,-0.74471348,1.283758262,0.862242063,-0.49000952,0.128842255,-0.819097583,-0.032677959,1.296875644,-0.463394305,-1.014816606,0.115201995,-0.618654859,-1.145486438,-0.275909369,-0.877770247,-0.275768965,-0.077660853,-0.588813688,0.180626356,0.000627426,-0.289973265,-0.556446151,0.351546826,-0.018768216,0.91573009,-0.1907271,1.509063091,-0.843066318,-0.008323724,0.079364808,-0.922648533,0.258933447,-0.036765933,-0.195348172,-0.889765029,0.362122884,-1.020418653,-0.250202151,-0.36872449,-0.621537299,-0.277649479,0.907528949,0.334521192,0.638758626,-0.891884115,-0.057431732,0.552083722,-1.02640761,1.109543612,-0.782892762,0.476028737,0.057998129,0.606519777,-0.649108053,-0.894600673,1.676020376,-0.512679532,-0.103221312,0.377839647,0.510232537,-0.734007284,-0.088799819,-1.101824637,0.559122303,-0.075380266,0.68130785,0.526166825,-0.503883495,-0.048288051,"HC"
