"","X1","X1.1"
"1",855,0.0122745156443201
"2",300,0.0121973028959547
"3",660,0.0125106147902741
"4",69,0.0124524889337504
"5",219,0.0129235596287815
"6",37,0.0128673068622198
"7",139,0.0124608198314091
"8",306,0.0125873593060863
"9",239,0.0124562590550058
"10",594,0.0124423129525998
"11",789,0.0124634011641431
"12",34,0.0124628045905128
"13",227,0.0126390384751314
"14",821,0.012867355694517
"15",371,0.0128251066208143
"16",296,0.0129574792130249
"17",322,0.0129210888549606
"18",263,0.0129629088975712
"19",677,0.0131044288419438
"20",205,0.0131091723635893
"21",178,0.0130727144738501
"22",780,0.0131488350031015
"23",301,0.0132364426549283
"24",192,0.0133995269417601
"25",543,0.0138894708355781
"26",720,0.0137950602009997
"27",417,0.0134006731675084
"28",196,0.0138392904890321
"29",428,0.014037141604124
"30",365,0.0142011651212828
"31",244,0.0141690906126467
"32",416,0.0144689179473818
"33",105,0.0144002240934288
"34",410,0.0147993091827153
"35",401,0.0148588513489465
"36",730,0.0145770562258126
"37",275,0.0150380319352423
"38",402,0.0150622973900231
"39",545,0.0154235304743946
"40",687,0.0156538699350627
"41",147,0.0156373693774225
"42",137,0.0155200093267759
"43",742,0.015498541462871
"44",165,0.0153747566862142
"45",60,0.0153273787335673
"46",659,0.0153271435281355
"47",739,0.0152150977344956
"48",442,0.0152269310070406
"49",646,0.0157595613114349
"50",302,0.0157945909456253
"51",9,0.0163592986060967
"52",592,0.0162101473679168
"53",823,0.0167636452776073
"54",837,0.0166407397031289
"55",511,0.016872968327396
"56",724,0.017408166269745
"57",840,0.0174139808499492
"58",193,0.0174549828980728
"59",726,0.0172112743993239
"60",523,0.0172750448279237
"61",433,0.0177707675390306
"62",222,0.017310282663325
"63",199,0.0176364833496755
"64",617,0.0178365137279361
"65",221,0.0177398154021973
"66",848,0.0174255495746988
"67",806,0.0175794830486496
"68",456,0.0177215392610964
"69",584,0.0178330306122154
"70",800,0.0180705526823484
"71",667,0.0178024050240269
"72",388,0.0178240359599125
"73",782,0.0176054691718743
"74",158,0.0173248945499987
"75",3,0.0174734900283299
"76",7,0.0177357736992409
"77",490,0.0182658317865476
"78",841,0.0182403263828527
"79",202,0.0179598094159126
"80",483,0.0182259961819957
"81",231,0.0185262111096434
"82",25,0.0190210841719213
"83",522,0.0193513165195416
"84",791,0.019086988982015
"85",563,0.0189507515087025
"86",795,0.0191532029511167
"87",630,0.0190298747143473
"88",509,0.0196044692751211
"89",665,0.0196586662165609
"90",499,0.0196749026692814
"91",766,0.0193355917163437
"92",764,0.0194664775990444
"93",99,0.0194227278095215
"94",516,0.0195016944401238
"95",851,0.0199030870347493
"96",349,0.0195998207088137
"97",825,0.0195854971547842
"98",460,0.0196044613720553
"99",846,0.0202364477977043
"100",110,0.0202867168388286
"101",559,0.0198879983673372
"102",637,0.0199163391637148
"103",74,0.0201007440662113
"104",561,0.0201996616467574
"105",785,0.0203905160289003
"106",339,0.020750059166996
"107",457,0.0204334677399416
"108",818,0.0205381837552288
"109",771,0.0208697902482911
"110",11,0.0208366806398706
"111",706,0.0212358976923879
"112",607,0.0214859035825206
"113",299,0.0218326257754898
"114",238,0.0219939596566534
"115",569,0.0221626180186764
"116",692,0.0218715324714506
"117",657,0.0221643020598155
"118",598,0.021895254597986
"119",808,0.0220986468473668
"120",476,0.0218049456414286
"121",508,0.0219559535217957
"122",91,0.021842045601507
"123",396,0.0224446578650686
"124",315,0.0224559405147317
"125",256,0.0224640221394873
"126",412,0.022598342039319
"127",606,0.0224276830615665
"128",31,0.0220771347231779
"129",678,0.0221290723592599
"130",48,0.022432053552002
"131",230,0.0229205585637816
"132",854,0.0231067046274622
"133",252,0.0228486477020054
"134",138,0.0227123019970522
"135",801,0.0226724236972767
"136",206,0.0229809409762892
"137",404,0.0225905434844548
"138",857,0.023071892917138
"139",425,0.0234455446033352
"140",736,0.0234116514477176
"141",628,0.023853129161695
"142",268,0.0241125360364268
"143",98,0.024333847477103
"144",748,0.0237943984733504
"145",68,0.0239662750397591
"146",167,0.0251374627504988
"147",133,0.0247803806077204
