"","X1","X1.1"
"1",1586,0.0132494435581468
"2",482,0.0132190312927135
"3",878,0.0133651231657613
"4",1417,0.013381839517542
"5",1377,0.0133384314923704
"6",1012,0.0134182268929544
"7",1579,0.0133807891764998
"8",218,0.0133043622196159
"9",1037,0.0134124779082717
"10",1115,0.0134293287124417
"11",267,0.0134674949190723
"12",1179,0.0138312771574501
"13",611,0.0140302929315937
"14",1484,0.0139126582543565
"15",1433,0.0138878807912477
"16",866,0.0139698854805239
"17",623,0.0140050869706363
"18",1280,0.0140550943155598
"19",37,0.014005921994234
"20",1067,0.0141102373266102
"21",1046,0.0139476154697857
"22",1216,0.0139935255541247
"23",1107,0.0140801112842319
"24",1337,0.0141890773430499
"25",10,0.0141627828428677
"26",1168,0.0142783103969017
"27",800,0.0144142253875002
"28",1504,0.0143299789876665
"29",1198,0.0144263477915406
"30",329,0.0143282489140251
"31",920,0.0142546957921993
"32",1050,0.0144110811312438
"33",1472,0.0144309144902301
"34",504,0.0144903525778836
"35",1469,0.0144517224295231
"36",558,0.014508838345341
"37",197,0.0146049549869636
"38",1338,0.0145914856006106
"39",1142,0.0147492431249672
"40",181,0.0147221232068694
"41",310,0.0148345401210934
"42",371,0.0150560809979169
"43",673,0.0149317276744328
"44",361,0.0148993080235237
"45",535,0.0150006436452667
"46",945,0.0151085328425826
"47",680,0.0151756753305374
"48",942,0.015346288965144
"49",1446,0.0152626264273486
"50",433,0.0152823539434364
"51",477,0.0152449731996731
"52",624,0.0157016092732697
"53",551,0.015861157005361
"54",101,0.0158597304355254
"55",193,0.0157956695732848
"56",1549,0.0157564637149311
"57",233,0.0157888669573239
"58",632,0.0158079051634988
"59",1028,0.0159312222065353
"60",1194,0.0160172257517798
"61",926,0.016167822275516
"62",411,0.0163051393240631
"63",1218,0.0162306046768336
"64",984,0.0162193925602471
"65",205,0.0162601427901329
"66",1143,0.016224508453595
"67",881,0.0164408901708649
"68",270,0.0165686233537204
"69",505,0.0165064325806
"70",421,0.016652285882683
"71",159,0.0167549040220573
"72",447,0.0168848655865565
"73",109,0.0167656725575182
"74",615,0.0167850761018625
"75",1303,0.0168721318537371
"76",466,0.0167413234189476
"77",582,0.0169435548931984
"78",1252,0.0170914450415502
"79",714,0.0169980524625439
"80",1185,0.0170781366556255
"81",54,0.0172656022174265
"82",1483,0.0170569642549444
"83",522,0.0170448137701723
"84",74,0.0172329703057266
"85",1456,0.0171814685134759
"86",145,0.0172417833966921
"87",501,0.0172791597932974
"88",1496,0.0172336094669354
"89",304,0.0171681117112146
"90",851,0.0173156084382691
"91",405,0.0174335162109915
"92",918,0.0174970976701079
"93",1316,0.0178572839060364
"94",279,0.0177913764906111
"95",1200,0.0178346007253659
"96",956,0.0176899458042851
"97",1114,0.0176508294850934
"98",1394,0.0177070773827632
"99",1507,0.0176954657193289
"100",1566,0.0176837040324434
"101",633,0.0175897763998526
"102",1244,0.0177114492593239
"103",1397,0.0177209153477818
"104",710,0.0175996693588433
"105",647,0.0178185867896291
"106",1161,0.0180588626354732
"107",788,0.0180570002507393
"108",166,0.0182462255184208
"109",1202,0.0180851586105066
"110",1056,0.0182847504887748
"111",774,0.0182963250175817
"112",144,0.0183105838171115
"113",813,0.0185003449838642
"114",781,0.0185994711739563
"115",1086,0.0186818409186892
"116",1495,0.0185883390236879
"117",55,0.0185333860358029
"118",625,0.0184656535142967
"119",606,0.0185306055269737
"120",24,0.0186981433823544
"121",199,0.0187842418189652
"122",1569,0.0186006325929629
"123",97,0.0188254936961091
"124",1117,0.0188365600620601
"125",9,0.0188989708785077
"126",394,0.0189234104205288
"127",1513,0.0187716439801948
"128",1521,0.0187342334068129
"129",129,0.0189983147833138
"130",631,0.0189796308249634
"131",679,0.0189471882850561
"132",327,0.0190306643451748
"133",531,0.0191730637011394
"134",254,0.0189400771369166
"135",215,0.019069083370768
"136",348,0.0188772580327555
"137",1455,0.0188568626558705
"138",868,0.0188913729796979
"139",179,0.0190995313517569
"140",440,0.0193637677402993
"141",372,0.0193029116614293
"142",111,0.0195271996971076
"143",1428,0.019379878168425
"144",328,0.0192504067007158
"145",542,0.0194749257262173
"146",1355,0.0195787655118666
"147",1003,0.0194673960430222
"148",216,0.0196383670734342
"149",1404,0.0195363885670756
"150",1331,0.0195571096462105
"151",1151,0.019751754975826
"152",1450,0.0196185577369654
"153",388,0.0197947408220244
"154",149,0.0198218911079195
"155",660,0.0200138540575077
"156",362,0.0201610870890242
"157",935,0.0200648327346201
"158",1443,0.0201808937696492
"159",50,0.0201822919406743
"160",1462,0.0203228247736963
"161",169,0.0202654990647433
"162",848,0.0205315230114494
"163",618,0.0204780514609587
"164",541,0.0205327031981695
"165",98,0.0203585729555813
