"","Sensitivity","Specificity","Pos.Pred.Value","Neg.Pred.Value","Precision","Recall","F1","Prevalence","Detection.Rate","Detection.Prevalence","Balanced.Accuracy"
"rlogBlind",0.933712121212121,0.702561327561327,0.861360398860399,NA,0.861360398860399,0.933712121212121,0.894000933706816,0.527753329812826,0.495229387105817,0.582697686244597,0.818136724386724
"rlog",0.933712121212121,0.702561327561327,0.861360398860399,NA,0.861360398860399,0.933712121212121,0.894000933706816,0.527753329812826,0.495229387105817,0.582697686244597,0.818136724386724
"vstBlind",0.827651515151515,0.834595959595959,0.823611111111111,0.788888888888889,0.823611111111111,0.827651515151515,0.802654512097237,0.527753329812826,0.420195322941318,0.51662298630262,0.831123737373737
"vst",0.827651515151515,0.834595959595959,0.823611111111111,0.788888888888889,0.823611111111111,0.827651515151515,0.802654512097237,0.527753329812826,0.420195322941318,0.51662298630262,0.831123737373737
