"","Accuracy","Kappa","AccuracyLower","AccuracyUpper","AccuracyNull","AccuracyPValue","McnemarPValue"
"rlogBlind",0.852229980376433,0.660478924207193,0.614734814455809,0.964413545990963,0.624668322608826,0.161723055582722,NA
"rlog",0.873271528877936,0.707394512811024,0.634778134792353,0.977110454784867,0.624668322608826,0.0871930609768538,0.675929240668805
"vstBlind",0.85829144582005,0.688712065970019,0.618983844187285,0.967114736700165,0.624668322608826,0.108187857447125,0.683134428449929
"vst",0.856953327205043,0.60096986913428,0.623375383374805,0.964633582439124,0.624668322608826,0.191992971932951,NA
