"","Accuracy","Kappa","AccuracyLower","AccuracyUpper","AccuracyNull","AccuracyPValue","McnemarPValue"
"rlogBlind",0.780359482876645,0.546720987899734,0.528130897213006,0.931319269187001,0.624668322608826,0.185422050103444,0.364932519840802
"rlog",0.788179571932432,0.574059508558517,0.537486357857982,0.934147073035246,0.624668322608826,0.168704877517062,0.397015651422149
"vstBlind",0.802672325555621,0.607646383362358,0.556545540846791,0.939373315376517,0.624668322608826,0.193681059634906,0.432234438352174
"vst",0.789851812735108,0.578634413388732,0.540849937445344,0.936496474795653,0.624668322608826,0.242665629673359,0.345484458716666
