"","Accuracy","Kappa","AccuracyLower","AccuracyUpper","AccuracyNull","AccuracyPValue","McnemarPValue"
"rlogBlind",0.882507970036574,0.739501235290037,0.646931301770786,0.980161838845667,0.624668322608826,0.117884452626918,0.787952200196146
"rlog",0.917408254936859,0.82944624421068,0.696107976639387,0.983597210203983,0.624668322608826,0.0237275924145,NA
"vstBlind",0.942198491397576,0.88358188806302,0.729465373575359,0.990914185423511,0.624668322608826,0.0214053242048449,NA
"vst",0.914908043054496,0.827906846164379,0.692947611720105,0.983538600714416,0.624668322608826,0.0285479881503615,NA
