"","GBM_ge$X","ENSG00000124107","ENSG00000103037","ENSG00000155275","ENSG00000155659","ENSG00000134121","ENSG00000128596","ENSG00000254977","ENSG00000075131","ENSG00000211786","ENSG00000086548","ENSG00000096696","ENSG00000073712","ENSG00000232021","ENSG00000112077","ENSG00000117643","ENSG00000175445","ENSG00000166428","ENSG00000117519","ENSG00000156042","ENSG00000117560","ENSG00000049768","ENSG00000198178","ENSG00000012223","ENSG00000204219","ENSG00000196081","ENSG00000137103","ENSG00000114739","ENSG00000181007","ENSG00000152583","ENSG00000239219","ENSG00000196634","ENSG00000184206","ENSG00000239961","ENSG00000160185","ENSG00000101425","ENSG00000231027","ENSG00000198722","ENSG00000154016","ENSG00000132386","ENSG00000118520","ENSG00000197353","ENSG00000147174","ENSG00000115590","ENSG00000186854","ENSG00000103175","ENSG00000159713","ENSG00000078018","ENSG00000117318","class"
"31","VU468-1-GBM-WT",-0.659823174,-0.562864731,1.103093424,-0.164404983,-0.478787507,-0.477583806,-0.445709124,-0.725988051,-0.657645289,-0.381124688,0.413791899,-0.58726179,-0.671252444,-0.600059786,-0.690816242,1.999112264,0.099205063,-0.58006406,1.583051761,-0.777875583,-0.49895778,-0.691579271,-0.686118732,0.689435919,-0.515433905,0.778857625,-0.578485212,0.21502603,2.673703702,0.554549154,-0.596164724,-0.475223808,-0.734456282,-0.631453846,-0.719359464,0.372199429,-0.808831166,-0.68114472,-0.837846848,0.181088085,1.315223019,0.051910067,-0.976996687,0.248551935,0.303990252,-0.802103016,-1.234886139,-0.103935399,"GBM"
"32","GBM-471",1.333953253,-0.692654433,0.161155372,-0.727805837,-0.674955436,-0.637250058,-0.653153533,-0.805371663,-0.744116724,0.323014189,-0.665622106,1.996200046,0.597300848,-0.683855317,-0.165572533,-0.644779856,-0.906469902,-0.662770972,-0.735743313,-0.853793516,-0.680847909,-0.765536085,1.065163224,-1.091508729,-0.679322643,-0.765127159,-0.694967609,-0.720146997,-0.660506315,2.504286944,2.819543857,-0.654589582,0.533557454,-0.78753903,-0.419368115,-1.074219438,1.76866035,0.224365917,-0.41318662,1.032065814,-0.708103395,0.931338889,2.176190327,0.017116314,2.364574075,-0.88525259,1.657180753,-1.115445407,"GBM"
"33","GBM-475",-0.679380469,-0.618277804,-0.662422833,-0.197250719,-0.533322384,-0.525590086,-0.493900199,-0.74502929,-0.694462708,-0.40644452,-0.60442368,-0.609929147,-0.693179754,0.009228099,-0.699477449,-0.579284805,-0.831657401,-0.601456425,-0.672279407,-0.796388829,-0.547526582,-0.709488458,-0.091167255,-1.011633702,-0.566144846,-0.713655503,-0.627418718,-0.66617028,2.327461561,1.243474513,-0.623003467,-0.520368601,-0.748542687,-1.082919092,0.273031195,-1.002517764,1.243944082,-0.72374041,-0.859471332,1.092575077,-0.655647559,1.426965747,-0.694690226,-1.186319484,1.533454319,-0.822136627,1.006017932,-1.03709623,"GBM"
"34","GBM-476",-0.670986297,-0.594443957,0.393832454,1.684790692,-0.50986626,-0.504941992,0.607658745,-0.73687898,-0.685808384,-0.395554148,-0.595090167,-0.600167972,-0.683749786,1.382297946,-0.695817529,0.465332252,-0.821758417,-0.592247029,-0.662495938,-0.788486735,-0.526636541,-0.701834609,-0.072706683,-1.001066467,-0.544333444,-0.706546861,-0.606371813,-0.658671993,-0.585802675,-0.59621727,2.305974604,-0.500951268,-0.742554984,0.440550359,-0.732171181,-0.99276638,-0.822008743,-0.714642268,-0.850211755,0.673630912,-0.636293145,0.814560762,1.486027311,-0.475335033,1.569217625,-0.813568126,1.359045651,-0.133133712,"GBM"
"35","GBM-480",3.32256958,-0.658753053,-0.708167209,2.20492536,-0.607277835,-0.590692024,-0.559252738,-0.77030404,-0.719534539,1.193936244,-0.633917438,-0.640799962,-0.716204799,0.310050108,-0.072141166,2.645039283,0.397508172,-0.63055571,0.93943262,0.826056943,-0.613391362,1.909296202,1.883950548,0.561372137,-0.634914609,-0.735469334,-0.663742772,0.095532587,-0.6264408,-0.688201183,2.125105717,0.358560744,-0.766710994,0.192192621,1.153770829,-0.055045534,1.586621725,-0.751712228,0.255582056,3.26200496,-0.681861112,2.202172814,2.651620137,0.120915876,-0.108018353,0.416945188,1.600445842,-0.550394384,"GBM"
"36","GBM-484",-0.103776337,-0.543189911,-0.594468885,0.124710297,-0.459424497,-0.460538822,-0.428598527,-0.719152224,-0.638598798,-0.372134695,-0.575064108,-0.579238155,1.931744479,-0.588313438,-0.687611513,3.33038185,0.82603739,-0.572486336,-0.641080444,-0.771185645,-0.481713069,-0.684538478,-0.873899409,0.221369906,-0.497428611,0.244953315,-0.561111009,-0.638086348,2.394689959,-0.548586064,-0.573578487,-0.459194817,-0.728823166,-0.149795408,-0.266233136,0.395222316,-0.800609079,-0.660274727,0.407597455,0.834258931,-0.594672001,-0.432200048,1.536865406,0.624087513,-0.572343415,1.297298362,-0.54005425,-0.435626544,"GBM"
"37","GBM-485",-0.673241308,-0.600838865,-0.646640732,-0.648611003,-0.516159821,0.496309788,-0.478734081,1.54646848,-0.688132039,-0.398476166,-0.597593275,2.421838251,-0.686280222,0.021698321,-0.696809147,2.099725001,0.066542417,-0.59471688,-0.665120577,0.064493088,-0.53224159,-0.703895651,-0.710597825,-0.108959921,1.769496827,-0.708462912,-0.612018951,-0.660792439,-0.588417557,1.276715242,-0.616662808,-0.506161172,-0.744172126,0.186160562,-0.7347686,-0.356940751,-0.82467393,-0.717220134,-0.852702508,-0.682304631,-0.641486168,-0.935947498,0.590012753,-0.124548757,-0.591811892,-0.815874445,0.425341322,-1.029407892,"GBM"
"38","GBM-486",4.241622209,-0.446273157,-0.506759991,4.046383892,-0.364043698,2.159425733,-0.344312955,0.379040214,-0.544777148,3.816387734,-0.504366276,-0.487134323,-0.576235432,-0.530451771,-0.670807126,2.144838118,0.200818589,-0.489045326,-0.543387966,1.180243667,-0.396766857,-0.638132732,2.547666992,0.019607328,-0.408735825,0.346391053,-0.475526934,-0.574956926,-0.509250928,0.719541599,-0.462320304,-0.380237154,0.391734824,-0.271191968,3.636865627,-0.223885723,0.466545729,-0.557470638,1.608495163,3.494087234,-0.51597019,-0.365818181,2.687725259,0.01701328,1.141047093,-0.758773051,0.52555835,-0.959867882,"GBM"
"39","GBM-499",-0.053647951,-0.467883942,-0.52631758,-0.597000645,-0.385311991,-0.39529863,-0.363107201,-0.692661641,-0.565697778,-0.337725225,-0.524070967,1.239323103,-0.595643802,-0.543353937,-0.67470279,-0.494051635,-0.170961237,0.499393711,-0.565171724,-0.745051496,-0.415708415,-0.652777795,-0.353386123,-0.944470672,-0.428512805,-0.626799237,-0.494610724,-0.592191862,-0.528183088,-0.478603021,-0.487128983,-0.397843368,-0.661387732,-1.014350367,0.242665765,-0.242862866,-0.24911398,-0.580394198,-0.80006787,-0.629876829,-0.533519353,1.001216851,-0.404361749,-1.113560395,-0.533147318,-0.766913705,0.372115405,-0.969725807,"GBM"
"40","GBM-505",0.84266254,-0.596875886,-0.643054267,-0.64706009,-0.512259648,-0.507048857,-0.475287597,-0.737713406,-0.686692185,-0.396665366,-0.596041971,2.685006089,-0.684712108,-0.613212468,-0.696195467,-0.570992913,-0.82276982,-0.593186189,-0.663494029,-0.789297291,-0.528768093,-0.70261904,-0.708048425,-1.002146223,-0.546559009,-0.707276266,-0.608519372,-0.659565109,-0.586796899,1.284309841,1.431455479,-0.50293255,-0.743170881,-1.073266129,-0.733158846,-0.993765455,0.464932522,-0.715736994,-0.851159503,0.881967193,-0.638268008,0.869773402,0.135012349,-1.176072366,-0.59058744,-0.814445823,1.098405312,-1.027655812,"GBM"
"41","HD-1",2.240140893,0.656789132,-0.568397164,1.052529093,-0.43107228,-0.435580766,-0.403544398,2.701268572,-0.610710043,-0.35897113,-0.563840041,-0.552784691,-0.637402329,-0.571113891,1.414736708,-0.538763669,2.037417305,-0.54907028,0.533297597,1.080577458,1.437739818,0.743051943,1.395925202,1.135896268,-0.471064425,1.246638486,-0.535670896,0.778769809,-0.553216324,-0.5218136,-0.540506672,2.123228144,1.805007967,0.157868687,1.19615756,2.151396087,-0.280370644,0.597582243,2.422814882,0.218437353,1.724711864,-0.412555822,0.954019694,0.198804691,-0.557348695,2.351040541,-1.210286144,0.697663564,"HC"
"42","HD-2-1",-0.545131118,-0.303700385,2.064375524,0.495982663,-0.223730444,2.391200884,1.963368612,-0.616398411,-0.406757537,-0.26270502,-0.374368571,-0.349706133,-0.448192647,-0.445332348,-0.642918384,-0.336171523,-0.69958574,-0.363393011,0.802676354,-0.632140076,-0.271803769,0.430830006,-1.068085054,0.815436974,-0.278261208,2.590688053,-0.349625493,1.038213231,-0.384349839,-0.326024613,-0.29865007,2.136271963,2.234182492,0.465434421,-0.615646775,1.913896593,-0.137318362,-0.406237096,0.374219916,-0.553165412,2.598482689,-0.801937726,0.638232583,-0.540742495,-0.447691215,1.755348773,-1.102109216,-0.244028168,"HC"
"43","HD-3-1",-0.616757099,-0.441960589,-0.502857151,0.392590189,-0.359799475,-0.372840323,1.680076203,-0.683434216,1.334356733,-0.325880096,-0.50043408,-0.482977368,-0.572362369,-0.527877063,-0.67001939,-0.469123548,0.204613975,-0.48524457,-0.539040879,-0.733434983,-0.39298695,2.290090465,-0.012090961,-0.932797634,2.989516853,0.941889883,-0.471718642,-0.571517585,-0.505472896,-0.454512034,-0.457369575,1.368674079,-0.638173734,0.720701843,-0.670601779,-0.220084778,-0.758215018,-0.552896096,-0.789622542,-0.619713173,-0.512468144,-0.864386851,-0.388264065,0.730837912,-0.51965444,0.700680479,-0.257131335,0.00974379,"HC"
"44","HD-4",-0.585102375,2.696411175,-0.443552504,-0.559757342,3.403999653,-0.316068902,0.81887745,-0.659898312,1.966701275,-0.295937288,2.341714461,-0.419811397,-0.513510201,-0.488753714,-0.657622931,-0.406108871,1.647506661,1.883861167,3.012887972,-0.696645594,0.775540758,-0.580423915,0.718528021,0.743391447,-0.344819296,0.421679803,-0.413850698,-0.51925594,-0.448064742,-0.393613426,-0.382142001,0.709424969,-0.579492032,-0.971984972,0.681332925,1.355130382,-0.730751744,2.924440657,1.454819343,-0.592841913,-0.459253665,-0.834777271,-0.896335224,-0.593439097,-0.485546352,1.765468626,0.533680161,0.860355758,"HC"
"45","HD-5",-0.61203787,-0.42877275,-0.490922262,-0.582008741,-0.34682064,-0.361415239,0.773356558,-0.678720886,0.615121939,-0.319854193,2.348302191,-0.470265399,-0.56051854,0.146909275,-0.667589081,-0.456442026,1.821034569,-0.473621858,1.803666548,-0.727461128,2.211815568,-0.623672789,0.203058501,-0.92685121,1.558569059,-0.593995561,-0.460072886,-0.56100008,-0.49391967,-0.442256365,-0.442230243,0.66678157,1.094106221,-0.257411462,-0.665318113,0.531258779,-0.222676168,-0.538907146,1.697179804,-0.614552562,-0.501758883,-0.858428954,-0.110155734,0.168126442,-0.512790285,0.716027864,-1.166541218,-0.951857156,"HC"
"46","HD-7",0.421557571,-0.684318864,1.568604334,-0.714349647,0.440068629,-0.626116956,0.384553727,1.469527615,-0.73663478,-0.474633923,-0.6565735,-0.670202091,0.641416227,-0.672317652,-0.137259686,-0.635946484,1.386897061,-0.653700149,-0.726614018,-0.843634086,-0.67470047,1.416291763,-0.261424975,0.294259916,-0.672223637,0.877640284,0.211408861,0.030293624,0.667991622,-0.714606662,-0.677072526,-0.641949046,2.421587089,-1.148990753,0.938617018,1.584542951,-0.893568429,-0.769870657,2.098161157,-0.748270631,1.002182891,-0.119003111,0.521706943,-0.61149652,-0.642274991,2.147339557,-0.533297716,-0.605236518,"HC"
"47","HD-8",0.422067947,-0.68412293,0.790022972,1.208633036,-0.66533918,0.313238173,-0.623189216,1.321513926,-0.736507167,0.349793079,0.728173874,-0.670037809,-0.735980162,0.490696256,0.709732714,-0.635796506,2.260287796,-0.653546196,0.832745738,-0.094024887,0.319852735,-0.013793713,0.474049426,-0.68128389,-0.672049582,-0.755886433,-0.686331721,-0.710363195,-0.650277915,-0.714506349,-0.676866951,-0.641484924,0.581382855,0.715748906,-0.399142022,0.353615097,-0.170365622,0.266027878,0.183059591,-0.263624304,2.112543532,-0.313381453,-0.338008438,-0.148752244,-0.642106427,2.432565211,0.005751752,0.79630235,"HC"
"48","HD-9",-0.79582092,-0.724579394,-0.768371548,0.349873347,-0.702310058,-0.671155794,-0.690233136,0.818555255,-0.000123213,-0.534981796,-0.705963127,-0.723217809,-0.783675937,-0.737164698,0.425207883,-0.684119408,-0.969487779,-0.703254738,-0.77609483,1.108894689,-0.707291801,-0.810074183,-1.367969108,-1.158972256,-0.707802137,-0.805253188,-0.732444846,-0.763147401,-0.705896188,-0.745553489,-0.720568127,-0.687209726,1.840420996,-1.230856229,-0.881790508,0.77470367,0.01867735,2.728650209,0.321328654,-0.824468842,-0.743290764,-1.094123137,-0.881527254,0.016292956,-0.697794423,1.285597192,-1.429906135,-1.179835341,"HC"
"49","HD-10",1.66376706,-0.621962452,-0.66575741,-0.656888954,3.27374386,-0.528782225,-0.497104625,4.777797279,-0.695799162,-0.408128142,-0.605867653,-0.611439639,-0.694637324,-0.621984444,-0.700034555,-0.580713434,1.182914959,3.144656589,2.368487723,2.388447381,0.500011849,-0.710664902,-0.919714299,1.852421665,0.500923845,-0.714746496,1.954612281,-0.667301698,-0.597066348,-0.621790647,-0.624342731,-0.523370467,1.596246067,1.113869135,-0.743354771,2.309779055,0.30999147,-0.725116745,-0.860897029,-0.690663719,0.251918751,-0.945410414,-1.002599231,0.190498985,-0.598321582,2.326717956,-1.264667562,1.122328995,"HC"
"50","HD-11-1",-0.858073752,-0.758185453,-0.804678018,-0.871112755,-0.727940492,1.740083489,-0.718310847,0.495140278,-0.810690544,-0.579259731,-0.750230192,-0.771076313,-0.825355881,1.349414042,-0.759718768,-0.727190511,-1.043749939,-0.747769868,-0.819688924,-0.947716215,-0.734530419,-0.859102045,-0.609443655,-0.309823391,0.399085613,-0.848563575,-0.772831557,-0.810594053,-0.756838162,-0.771143297,-0.753869813,-0.721826876,0.670938653,-1.006258347,-0.962312133,-0.269074699,-0.689478187,-0.844100355,-1.0473525,-0.901030191,-0.780824266,-1.177010012,-0.987046854,-1.428038002,-0.379381443,-0.992687258,0.009210568,-0.874583149,"HC"
"51","HD-13-1",-0.478398416,-0.063299374,-0.803397569,-0.868034071,-0.727050277,-0.705484844,-0.71733123,1.137804159,2.016227394,-0.577621775,2.277698209,0.677877223,1.443226022,-0.79758454,0.814194722,-0.725642873,-0.186471021,-0.746166389,1.544767814,1.222389598,0.793176697,-0.857334247,-0.826768319,0.176841068,-0.736377346,-0.847018397,-0.145009539,0.082114273,-0.754982795,-0.770256679,-0.752698469,-0.720603135,1.296219324,0.811665234,0.140023056,-1.193574664,-0.138688164,1.952797584,0.243778711,-0.502421212,-0.221893445,0.00644965,-0.982993212,1.109016889,-0.37525336,0.720922728,0.818247764,1.083908146,"HC"
"52","HD-14-1",-0.25805199,1.865928452,-0.80895499,0.434735657,3.142610144,-0.710971219,-0.721577249,1.041358344,0.870471141,0.386604575,0.784067839,-0.776869937,0.695226405,0.721685627,1.861102079,-0.732375835,0.910035742,2.059421421,1.319293086,2.487500267,-0.737691298,0.001840634,-1.233840469,1.088214409,0.365280348,0.934926603,0.24591041,1.697283429,-0.76306891,-0.774096351,-0.757780593,-0.725915968,0.056812601,1.14813587,0.180075746,1.178069697,-1.05847099,1.270210187,1.276452272,0.257580249,1.500339297,0.23756595,0.097132114,0.796320295,-0.756807536,1.265042793,-0.103357493,1.419251775,"HC"
"53","HD-15-1",-0.814108337,-0.734875233,-0.779480351,-0.814400013,-0.710237476,-0.681997802,-0.69888979,-0.870794989,-0.787076141,-0.548080944,1.013828277,-0.737619853,-0.796343496,-0.755574704,1.200942704,-0.697124172,-0.991251678,1.833478799,-0.789322774,-0.913616232,-0.715702661,-0.824843214,-1.39291071,-0.609927103,-0.716914798,-0.19434527,-0.029489323,-0.777427734,-0.721131263,-0.753482214,-0.730776427,-0.697783822,-0.83288261,0.725134459,-0.904940772,-0.127374902,0.608402539,-0.820523559,-0.561873701,-0.84659969,-0.754733094,-1.118242868,-0.502966634,0.621431042,-0.713318065,-0.952976884,0.190210574,-0.781605487,"HC"
"54","HD-16-1",-0.868887122,-0.102861313,1.623436424,-0.023668314,0.888363296,-0.71254913,-0.72279408,0.851794375,2.338093976,-0.586852484,2.637204132,-0.779041163,0.890920453,0.106390353,2.183551683,-0.734317434,1.221103992,2.050397777,2.122918445,0.596385218,2.143950483,0.656320254,-1.469427116,1.762036634,1.283110785,1.440277517,-0.180727888,2.128427109,-0.765407725,-0.775195167,-0.759239484,-0.727442717,0.840714272,1.885623925,-0.976842697,0.90232463,-0.710781835,0.984994787,1.122366437,-0.528635418,-0.786934339,-1.191656522,-0.344746908,1.85674607,-0.759269852,0.900850338,0.497301454,1.829865745,"HC"
"55","HD-20-1",-0.508243325,1.031083727,-0.31699049,-0.49247098,-0.157675038,-0.19491304,-0.16195025,0.15009268,-0.341781911,-0.232036356,0.777697417,-0.285008931,2.17847811,0.290721717,-0.628459814,-0.271629283,-0.671334787,-0.304239548,-0.332017692,-0.572610645,-0.212974775,-0.464872034,-0.471571661,-0.839836395,-0.216837546,2.544485336,2.010569612,-0.40772439,-0.325550032,-0.263649738,-0.221598876,0.823359149,-0.454259442,1.186942026,-0.589376512,-0.837539302,-0.67235555,-0.335040734,-0.705480834,0.084489936,2.496791311,-0.771709001,-0.836214815,1.20138615,-0.412756301,0.144290914,-0.587337818,0.209166185,"HC"
"56","HD-22-1",-0.638745221,-0.503538932,-0.558585063,-0.12913655,-0.420401914,-0.426187793,-0.394115268,-0.059944011,-0.6002141,-0.354017018,0.476589093,0.556435101,-0.627665092,-0.564640836,0.114792213,-0.528337734,0.395978971,-0.53951483,2.004179121,1.096346267,-0.446959527,-0.667797416,-1.160828021,-0.960486744,-0.461142255,-0.656704098,-0.526096502,0.271110756,-0.548827149,0.63889531,-0.528060083,1.269061201,-0.693316272,-0.316030632,-0.695369294,-0.954791661,-0.784017252,-0.618215097,-0.81434569,-0.643893319,-0.562473193,-0.892182861,-0.426448745,-0.196877086,-0.551705428,0.629611115,0.759439414,-0.98590146,"HC"
"57","HD-34-1",-0.68859103,-0.641794949,0.335222219,-0.665751442,1.409019184,-0.548330682,-0.516728331,-0.753932922,-0.703974464,-0.418438535,-0.614715928,-0.620697584,-0.702543825,1.099959133,-0.70339587,-0.589468526,-0.842523471,-0.611611432,0.378578417,1.767773493,0.470900548,0.096902402,-1.225654524,-0.60226463,-0.59016664,-0.721380255,-0.645612508,1.230626609,-0.606323309,-0.642760243,-0.632540542,-0.541753708,-0.755012082,-1.094703039,-0.752536416,-0.005281124,0.129537368,0.421089984,0.502087205,-0.699596925,-0.669329085,-0.955499745,-1.01237118,-0.16396344,-0.605242395,-0.831485649,-0.280545268,-0.51354698,"HC"
"58","HD-39-1",-0.8379123,0.504277571,2.66920176,-0.844734528,1.74794203,0.464484005,-0.709645241,0.833404968,2.573490211,-0.565020528,-0.73626702,-0.755944088,1.780229064,-0.019258113,1.218610875,-0.713617151,1.013838894,-0.73371728,0.7516581,1.776393486,0.889705643,1.093927198,-1.1843336,0.869472874,1.711514759,-0.834983869,2.331384628,-0.795593387,-0.740631555,-0.763284747,-0.743532368,-0.711042839,-0.845553052,1.390676733,-0.935680774,1.487776996,-1.023499543,-0.833563418,0.669369914,-0.875842571,-0.17686087,-1.14991339,-0.782008037,1.322371562,-0.733391623,-0.974673819,-1.491198056,1.249795435,"HC"
"59","HD-40-1",-0.112665038,1.680550014,-0.772062118,-0.799064791,0.181161002,-0.674753104,-0.693115382,-0.859757971,-0.780098275,-0.53929311,2.09658829,-0.727979858,1.728778564,-0.743210178,-0.744028894,-0.688423459,-0.976633825,-0.707693426,1.464111794,-0.903714637,3.187592491,1.385004507,0.326261665,0.855014833,0.092119774,-0.809610084,0.851270218,1.618599668,-0.010658933,-0.748197226,-0.72396129,-0.690720924,-0.826092088,0.630367944,-0.889354279,0.749890206,-0.979048519,0.022365633,0.634692049,-0.831709133,-0.747088178,0.992586481,-1.156777795,1.024883943,-0.702904018,0.732989048,0.048030413,1.003688334,"HC"
"60","HD-45-1",0.449809724,1.859836642,-0.79501778,0.553472571,0.048714666,-0.697232993,-0.710900826,0.822350059,2.691964376,-0.567049586,1.832326994,-0.758115732,0.230059801,-0.782466913,0.486750607,1.401414855,1.616386325,2.068804191,-0.807986309,2.360176988,2.991842783,1.080756818,1.133961684,1.793178353,-0.729583043,-0.836939223,0.678504724,2.314483971,-0.742951522,-0.764425572,-0.745026835,-0.71259968,1.555180715,1.877482816,1.055483067,1.513281818,0.281516713,2.213362817,1.277975624,-0.47287773,-0.184140775,0.369561115,0.223872498,1.569174174,-0.735796238,1.09228266,-0.180200769,1.487804455,"HC"
"61","HD-46-1",-0.884967544,1.583418315,0.155668997,0.855316063,-0.737863618,2.225693627,-0.115964758,0.178465273,1.54847548,0.001512461,-0.768277487,-0.180362706,2.316308612,0.464982102,-0.186071915,1.760000346,0.797015042,1.304060107,-0.227952059,1.592101276,-0.745112077,2.0645918,1.422596521,0.764076875,0.28405294,0.480089814,1.288025811,2.084861063,0.142310384,-0.78101558,0.397825894,-0.73557785,2.266043389,1.174253824,0.686831807,1.970747119,-1.082507859,2.173318194,1.444888366,0.286751089,0.586881303,0.059565449,-0.287826665,1.355231928,-0.772588438,1.353850655,0.264517312,1.466049263,"HC"
"62","Control-2",-0.794563298,-0.723858311,-0.767593979,-0.790084381,-0.701752379,-0.670398456,-0.689625073,-0.853184223,-0.775889833,-0.080431791,-0.705034441,0.080055187,-0.782791966,-0.223818648,-0.741803506,-0.683214638,0.744595338,2.084957689,-0.775172455,-0.89777923,-0.706700574,2.229648322,-1.36626315,-1.15736788,-0.707162587,2.431824576,-0.731589183,-0.762155211,-0.704840703,1.11804099,-0.719852999,-0.686470168,1.473528551,-1.229270809,-0.880212321,-0.064547198,-0.970170029,-0.809323845,1.035258811,-0.822957015,0.388606595,-1.092470648,-1.147181148,-1.342250126,-0.696723748,-0.934824969,-1.428085304,0.200189527,"HC"
"63","Control-3",-0.768351791,-0.70844629,-0.75098819,-0.758228111,-0.689755872,-0.6542726,-0.67657349,-0.829210911,-0.76021321,-0.515172991,-0.685382938,-0.701079278,-0.763995814,-0.709564831,-0.733368457,-0.66405927,-0.936866198,-0.682592512,-0.755581462,1.772381575,-0.693996847,-0.787340247,-1.065290396,-1.124014794,-0.693451955,-0.784860784,-0.713403938,-0.741186396,1.907421524,-0.732972055,-0.704563081,-0.670694295,-0.806682733,-1.196161881,-0.84769709,-1.10230534,0.089061225,0.135095273,-0.95541248,-0.791727014,-0.725455594,-1.058196571,-1.113002125,-1.306834914,-0.22020471,-0.910020687,-1.390246751,1.261345819,"HC"
"64","Control-4",-0.759702839,-0.703200146,-0.745341404,-0.334389689,-0.6856389,-0.648809578,-0.672106958,-0.82121391,-0.754869632,-0.508692802,-0.678777354,-0.693988003,-0.757638997,-0.700889054,-0.730440381,-0.657616446,-0.443981034,-0.675964726,-0.748965272,-0.868522597,-0.689643454,-0.087345237,-1.050771752,-1.113041471,-0.688767115,-0.778280981,-0.707257682,-0.734148626,-0.675207399,-0.728839466,-0.69935635,-0.665337594,1.176031679,-1.185210677,-0.837117605,-1.092899105,-0.927869051,-0.788226168,1.335670392,-0.781534198,0.516291851,-1.046952599,-1.101863043,-1.295144254,-0.666894524,0.766330667,0.70633623,-0.362806174,"HC"
"65","Control-5",0.738057295,-0.66166103,-0.71025385,-0.688338848,-0.615548069,-0.597972194,-0.566560932,-0.77308819,1.369039279,-0.444620833,-0.637220451,-0.644259534,-0.718512291,-0.649740704,-0.711549331,-0.611742403,1.093404063,-0.633814303,-0.706588926,-0.823329411,-0.620756838,-0.735692586,-1.251778465,-1.048390711,-0.642604941,-0.737850328,-0.666855923,-0.691387348,-0.629905342,-0.696010609,-0.653323854,-0.588436261,-0.768675168,-1.120197163,-0.775887303,0.902560918,0.240091734,-0.754624643,-0.891389712,-0.72228671,0.708020992,0.995603358,-1.037167231,-0.088982294,-0.6226501,1.786761451,-1.30450216,0.195014163,"HC"
"66","Control-6",-0.863602877,-0.76097406,-0.807697023,-0.878466086,-0.730035415,-0.709728362,-0.720617433,0.112658239,-0.813510615,-0.583146082,-0.753995096,-0.775162286,0.455079511,-0.805523181,-0.761122621,-0.730848148,1.527386617,-0.75156074,-0.823362178,0.202491929,-0.102780031,2.089337653,-0.565300712,1.652803136,-0.739852833,-0.852212151,-0.776229657,-0.814644725,-0.761230904,-0.773229131,-0.756630615,-0.724713016,2.151389486,-1.016888628,-0.969719394,1.278606476,-1.05555515,-0.17456575,-1.052832101,0.04854745,-0.783963622,-1.184488741,-1.240985668,-0.128601507,-0.754875444,0.851469551,1.037979902,2.311547349,"HC"
"67","Control-8",-0.881764968,-0.769911997,-0.817380408,-0.903010606,-0.736716837,-0.719310222,-0.727985968,-0.929882436,-0.249107471,-0.595852009,-0.766163637,-0.788385857,-0.840136458,-0.40230676,-0.765571221,-0.742663377,-1.072155973,-0.763818788,-0.835196535,-0.96519992,-0.743888138,-0.876805308,-1.487892733,0.678604245,-0.747654099,1.942929135,-0.787172317,-0.827755512,-0.77549762,-0.779875686,-0.765476554,-0.733978215,-0.867231285,0.736963021,1.008714644,0.717040865,-1.078449332,-0.855898441,-1.070663142,-0.931168512,-0.794053026,-0.360659527,-1.26681261,-1.460049257,-0.769942504,1.087422023,-0.585606628,1.36766975,"HC"
"68","Control-9",-0.862070801,2.614240429,-0.806863814,-0.876423177,-0.729457803,-0.708905475,-0.719981282,1.911490048,0.603052295,-0.582070037,-0.752954675,-0.774032887,-0.827891646,-0.803974694,-0.760735981,-0.729837464,-1.048536293,-0.750513062,-0.822347636,0.627844321,-0.736147097,-0.862126736,0.338099448,1.208084622,-0.739179863,-0.851204427,-0.775291188,-0.813525068,-0.760015988,-0.772654112,-0.755868802,-0.723916358,-0.857758346,0.155853706,-0.967662233,0.583849362,-0.041615315,0.321502472,-1.051316102,-0.906072529,-0.783096904,-1.182414299,-1.238832106,0.035326492,-0.753599757,0.694709862,-1.223946815,0.389939687,"HC"
"69","Control-10",-0.823287147,-0.739909512,-0.784916626,-0.825998998,-0.714089619,-0.68731883,-0.703105154,-0.878984591,-0.792182345,-0.554628392,-0.725911422,-0.744743246,-0.802569408,-0.764824877,-0.750328131,-0.703542894,-1.002190638,-0.723302163,-0.79583097,0.602681845,-0.719794187,-0.832142893,-1.405531229,-1.194120534,-0.721357527,-0.824863974,-0.750742159,-0.784489797,-0.728696031,-0.757330522,-0.735766137,-0.702964131,-0.837844975,-1.265404089,-0.916709187,-1.160497388,-1.005407366,-0.825629295,-1.012356781,-0.857815187,-0.760345772,-1.130416326,-1.185466227,-0.651132699,-0.721076741,0.650472678,-1.469817804,0.388000186,"HC"
"70","Control-13",-0.884203669,2.592371734,0.15868771,-0.906354072,3.176872525,-0.720572508,-0.728951324,0.963087143,1.392162222,-0.597550839,-0.767774168,-0.790138023,2.382381114,-0.826357144,-0.183826415,-0.744226367,1.387376361,2.126824031,-0.225753474,0.829062493,-0.161850158,-0.878596706,-0.807286078,1.228763046,-0.154512892,-0.865518491,-0.788615952,-0.008989289,-0.777393902,-0.780744558,-0.766638473,-0.735197234,2.57932369,0.851792135,-0.997745229,-0.564584374,-1.081539218,2.704553908,0.977219274,-0.934306361,0.069845795,0.714394651,-1.270324314,1.000405081,-0.771957635,0.761717472,0.337989593,2.215119377,"HC"
