"","Lung_ge$X","ENSG00000066651","ENSG00000186714","ENSG00000187862","ENSG00000184206","ENSG00000211790","ENSG00000196912","ENSG00000125730","ENSG00000178917","ENSG00000264290","ENSG00000211789","ENSG00000254184","ENSG00000188732","ENSG00000136932","ENSG00000172167","ENSG00000211947","ENSG00000155275","ENSG00000188227","ENSG00000240403","ENSG00000135074","ENSG00000164182","ENSG00000229200","ENSG00000213160","ENSG00000185869","ENSG00000179988","ENSG00000149503","ENSG00000232021","ENSG00000113249","ENSG00000157445","ENSG00000124279","ENSG00000196943","ENSG00000170476","ENSG00000169981","ENSG00000100601","ENSG00000197405","ENSG00000211780","ENSG00000130449","ENSG00000163002","ENSG00000103175","ENSG00000075651","ENSG00000233985","ENSG00000069712","ENSG00000130255","ENSG00000157617","ENSG00000213699","ENSG00000172673","ENSG00000211793","ENSG00000266088","ENSG00000158321","ENSG00000183023","ENSG00000117543","ENSG00000226396","ENSG00000130338","ENSG00000165905","ENSG00000104427","ENSG00000154265","ENSG00000211933","ENSG00000240754","ENSG00000204859","ENSG00000130038","ENSG00000144152","ENSG00000211970","ENSG00000090920","ENSG00000011376","ENSG00000197299","ENSG00000153253","ENSG00000175857","ENSG00000189195","ENSG00000214756","ENSG00000170264","ENSG00000231769","ENSG00000151065","ENSG00000103472","ENSG00000145592","ENSG00000229391","ENSG00000250959","ENSG00000047365","ENSG00000134193","ENSG00000105662","ENSG00000049247","ENSG00000152117","ENSG00000169231","ENSG00000214787","ENSG00000135423","ENSG00000103528","ENSG00000184384","ENSG00000086712","ENSG00000157833","ENSG00000100731","ENSG00000233280","ENSG00000241127","ENSG00000176444","ENSG00000118690","ENSG00000184613","ENSG00000196092","ENSG00000215068","ENSG00000118557","ENSG00000205885","ENSG00000163584","ENSG00000211959","ENSG00000082068","ENSG00000125246","ENSG00000141428","ENSG00000140600","ENSG00000227598","ENSG00000159917","ENSG00000211669","ENSG00000144867","ENSG00000228065","ENSG00000173706","ENSG00000143951","ENSG00000164440","ENSG00000139437","ENSG00000171747","ENSG00000138378","ENSG00000126249","ENSG00000140398","ENSG00000166707","ENSG00000189350","ENSG00000186810","ENSG00000166881","ENSG00000168016","ENSG00000183662","ENSG00000180357","ENSG00000144161","ENSG00000176142","ENSG00000179397","ENSG00000225697","ENSG00000241351","ENSG00000131351","ENSG00000184635","ENSG00000076201","ENSG00000266935","ENSG00000160185","ENSG00000049883","ENSG00000211662","ENSG00000076555","ENSG00000005471","ENSG00000151414","ENSG00000104722","ENSG00000163067","ENSG00000186174","ENSG00000175054","ENSG00000110274","ENSG00000158555","ENSG00000261372","ENSG00000172116","ENSG00000253701","ENSG00000186281","ENSG00000137185","ENSG00000186073","ENSG00000161912","ENSG00000211815","ENSG00000110944","ENSG00000242687","ENSG00000182986","ENSG00000112877","ENSG00000185272","ENSG00000171858","ENSG00000171643","ENSG00000148600","ENSG00000135317","ENSG00000081985","ENSG00000211721","ENSG00000243970","ENSG00000106123","ENSG00000144824","ENSG00000224650","ENSG00000196437","ENSG00000171262","ENSG00000161395","ENSG00000268632","ENSG00000269893","ENSG00000138678","ENSG00000211652","ENSG00000081386","ENSG00000122224","ENSG00000066117","ENSG00000107186","ENSG00000139618","ENSG00000127990","ENSG00000188868","ENSG00000241755","ENSG00000059769","ENSG00000125450","ENSG00000255733","ENSG00000154016","ENSG00000138138","ENSG00000142528","ENSG00000132958","ENSG00000211785","ENSG00000119650","ENSG00000115568","ENSG00000240671","ENSG00000138795","ENSG00000117036","ENSG00000181847","ENSG00000215190","ENSG00000163739","ENSG00000117360","ENSG00000164530","ENSG00000152404","ENSG00000129646","ENSG00000163728","ENSG00000100802","ENSG00000163545","ENSG00000162623","ENSG00000224691","ENSG00000135185","ENSG00000162775","ENSG00000182010","ENSG00000211800","ENSG00000109063","ENSG00000106460","ENSG00000228302","ENSG00000112394","ENSG00000076258","ENSG00000211651","ENSG00000227039","ENSG00000166762","ENSG00000204305","ENSG00000139116","ENSG00000009694","ENSG00000188811","ENSG00000256525","ENSG00000263164","ENSG00000174842","ENSG00000223797","ENSG00000264754","ENSG00000117090","ENSG00000223960","ENSG00000177034","ENSG00000165275","ENSG00000124102","ENSG00000118200","ENSG00000197471","ENSG00000123297","ENSG00000267373","ENSG00000248124","ENSG00000168081","ENSG00000186481","ENSG00000245164","ENSG00000211716","ENSG00000159433","ENSG00000240864","ENSG00000111452","ENSG00000002016","ENSG00000007312","ENSG00000172005","ENSG00000265800","ENSG00000118894","ENSG00000171408","ENSG00000125691","ENSG00000048462","ENSG00000176476","ENSG00000243264","ENSG00000184381","ENSG00000243536","ENSG00000198520","ENSG00000174501","ENSG00000211706","ENSG00000173145","ENSG00000235281","ENSG00000234184","ENSG00000099381","ENSG00000175600","ENSG00000268746","ENSG00000148985","ENSG00000256862","ENSG00000168569","ENSG00000267121","ENSG00000101464","ENSG00000183850","ENSG00000198954","ENSG00000082293","ENSG00000184271","ENSG00000241258","ENSG00000146285","ENSG00000168280","ENSG00000254952","ENSG00000236537","ENSG00000010539","ENSG00000213741","ENSG00000196670","ENSG00000138639","ENSG00000127980","ENSG00000184730","ENSG00000211821","ENSG00000211648","ENSG00000196081","ENSG00000249859","ENSG00000170954","ENSG00000174151","ENSG00000092200","ENSG00000161405","ENSG00000141040","ENSG00000131914","ENSG00000163568","ENSG00000196646","ENSG00000051341","ENSG00000211786","ENSG00000070961","ENSG00000125686","ENSG00000269343","ENSG00000130699","ENSG00000106692","ENSG00000245571","ENSG00000119707","ENSG00000162836","ENSG00000271109","ENSG00000164300","ENSG00000226179","ENSG00000198429","ENSG00000133935","ENSG00000099251","ENSG00000229807","ENSG00000080493","ENSG00000112983","ENSG00000105865","ENSG00000211810","ENSG00000130653","ENSG00000211788","ENSG00000197008","ENSG00000215158","ENSG00000260006","ENSG00000198242","ENSG00000214900","ENSG00000165591","ENSG00000149970","ENSG00000154511","ENSG00000198093","ENSG00000161381","ENSG00000091129","ENSG00000171135","ENSG00000189046","ENSG00000104067","ENSG00000177600","ENSG00000184515","ENSG00000181894","ENSG00000185404","ENSG00000143498","ENSG00000103995","ENSG00000229659","ENSG00000108854","ENSG00000112159","ENSG00000075336","ENSG00000167107","ENSG00000160223","ENSG00000196329","ENSG00000138326","ENSG00000186364","ENSG00000074621","ENSG00000186854","ENSG00000092295","ENSG00000116752","ENSG00000171817","ENSG00000211801","ENSG00000140386","ENSG00000135213","ENSG00000121058","ENSG00000072694","ENSG00000214826","ENSG00000149483","ENSG00000136492","ENSG00000136098","ENSG00000157992","ENSG00000111371","ENSG00000170074","ENSG00000257221","ENSG00000156482","ENSG00000167595","ENSG00000246223","ENSG00000135749","ENSG00000009790","ENSG00000126464","ENSG00000167554","ENSG00000108592","ENSG00000244575","ENSG00000185485","ENSG00000185900","ENSG00000116353","ENSG00000251562","ENSG00000256039","ENSG00000127946","ENSG00000198106","ENSG00000109475","ENSG00000129968","ENSG00000231621","ENSG00000162894","ENSG00000211637","ENSG00000214106","ENSG00000180071","ENSG00000116824","ENSG00000111364","ENSG00000213988","ENSG00000179119","ENSG00000270505","ENSG00000185942","ENSG00000139537","ENSG00000171163","ENSG00000243364","ENSG00000266371","ENSG00000167272","ENSG00000038219","ENSG00000120800","ENSG00000211734","ENSG00000198400","ENSG00000100483","ENSG00000169964","ENSG00000101104","ENSG00000084734","ENSG00000071082","ENSG00000087008","ENSG00000180822","ENSG00000241549","ENSG00000160654","ENSG00000205189","ENSG00000145649","ENSG00000236559","ENSG00000211710","ENSG00000257252","ENSG00000132465","ENSG00000148843","ENSG00000180329","ENSG00000196199","ENSG00000137103","ENSG00000267364","ENSG00000075914","ENSG00000118922","ENSG00000251606","ENSG00000198178","ENSG00000116251","ENSG00000107938","ENSG00000211964","ENSG00000089012","ENSG00000110195","ENSG00000083093","ENSG00000241106","ENSG00000115816","ENSG00000211778","ENSG00000248810","ENSG00000183091","ENSG00000211772","ENSG00000141101","ENSG00000204852","ENSG00000198625","ENSG00000116127","ENSG00000127804","ENSG00000163687","ENSG00000005801","ENSG00000133574","ENSG00000119596","ENSG00000132424","ENSG00000225885","ENSG00000100813","ENSG00000231486","ENSG00000136153","ENSG00000143507","ENSG00000171453","ENSG00000143303","ENSG00000122435","ENSG00000087076","ENSG00000147316","ENSG00000146904","ENSG00000247774","ENSG00000211663","ENSG00000152495","ENSG00000198865","ENSG00000100941","ENSG00000211746","ENSG00000205056","ENSG00000110651","ENSG00000186468","ENSG00000116771","ENSG00000172339","ENSG00000089123","ENSG00000166788","ENSG00000167286","ENSG00000171174","ENSG00000023445","ENSG00000152133","ENSG00000211752","ENSG00000170486","ENSG00000178338","ENSG00000128218","ENSG00000164180","ENSG00000117560","ENSG00000225113","ENSG00000100888","ENSG00000130921","ENSG00000125633","ENSG00000112077","ENSG00000211747","ENSG00000132326","ENSG00000163492","ENSG00000168421","ENSG00000226660","ENSG00000170469","ENSG00000180008","ENSG00000150045","ENSG00000101654","ENSG00000132485","ENSG00000204219","ENSG00000104341","ENSG00000229164","ENSG00000102886","ENSG00000117318","ENSG00000177455","ENSG00000069667","ENSG00000083535","ENSG00000132196","ENSG00000186265","ENSG00000224429","ENSG00000163682","class"
"1","HD-1",0.525648747,1.192641441,-0.374058071,2.44322971,-0.436652619,1.424329301,0.354272488,1.845641483,0.749899452,0.754523003,1.461902691,-0.471531538,0.446356167,1.59815366,-0.587760304,-0.36840647,-0.231765123,2.647533927,1.491693072,2.15930959,-0.361381046,2.043924859,1.82134025,2.088807916,0.740893405,-0.485005702,-0.27620262,3.012766402,1.68908537,-0.229864366,1.505742234,2.052289181,0.84345406,2.371655168,0.889259043,1.522000862,1.227166007,-0.141607521,-0.399517922,0.658273241,2.490131389,0.82093848,1.326213381,0.189057026,-0.264367363,-0.519049076,-0.340272043,1.736380157,2.195634055,1.695315641,3.00942706,0.84347777,2.330290097,3.565976996,1.15756424,0.897051933,2.269073805,0.939836002,0.691610979,0.787000371,2.780033751,-0.348448533,1.29247224,0.57398516,2.38414532,2.436967086,-0.36163626,0.394330915,3.754040147,1.742888908,0.224993431,1.7233135,0.806991217,2.364055153,3.282031927,1.386677385,-0.170580174,2.23892769,0.38369463,1.511378707,1.256530465,2.478312934,-0.199760305,1.72754592,0.377396825,1.255643011,1.05730982,1.120602071,2.443419817,-0.645556843,0.94049265,2.227817924,0.357723699,1.179494045,1.868250707,1.015327948,1.575250485,1.779197923,2.172737956,1.388037382,1.97028086,1.391784266,-0.427759379,4.230942979,0.350682128,1.429588647,1.382323918,-0.228946113,-0.411772739,1.589238482,2.458752737,1.540385598,-0.129110165,0.521828269,1.800727976,1.30435209,1.076642891,1.346294946,0.813293972,-0.453827116,1.353562467,-0.163696444,0.988484975,1.611985309,1.179625909,3.09879205,1.505273817,2.253968243,1.620141366,0.636536935,0.947624402,0.254123047,0.419099473,1.51313896,1.551594876,0.233045342,1.945965235,0.242349109,-0.226458953,0.925454035,-0.310566513,1.031467533,1.394045863,1.052068617,-0.179136621,0.869347464,1.183179629,-0.197110489,2.522806599,2.192963941,0.675556052,-0.156734007,-0.455321082,2.183197874,0.224908385,0.711250442,-0.403899824,1.053406456,3.358249632,-0.36575825,0.99070161,2.405217718,0.218566159,-0.242672126,1.284668391,0.989437926,2.06434348,0.605578556,2.249724591,1.623063659,-0.307165455,1.375158117,1.927876031,2.934839468,-0.454830376,1.019633797,1.578256536,-0.198136052,1.974888056,-0.21506103,1.011413948,1.875670578,0.834356503,0.605859459,1.267845165,0.783888328,1.387573067,-0.326114252,2.327929312,1.468983475,1.925940369,0.53670217,1.315914301,0.546432548,1.943088351,1.843746535,1.946377079,2.656476027,1.073337237,1.808090552,1.526405862,-0.245966857,2.036400311,1.313949791,0.279089039,1.913124292,-0.344976486,1.829634905,2.64230483,1.77654507,2.117777864,-0.461203549,0.690186472,-0.341545316,-0.22441534,2.165122726,1.454975595,2.507617007,0.76195066,1.231346264,1.180973777,2.792198177,1.25197061,1.456229068,-0.379309188,1.055733471,1.665020381,-0.310711194,-0.757406508,1.521633913,-0.48096203,1.702539862,2.064712834,-0.19675036,2.367137883,2.214331612,0.791851324,1.653073928,1.197701163,2.001553011,1.475390697,2.1137335,-0.400903,3.115740134,1.001987168,2.362849819,1.493633154,1.095167566,-0.41529169,1.19542062,3.234940869,1.237692538,1.580392195,1.556161648,1.507600375,0.888449881,1.25923142,1.955364845,1.076459827,2.122050145,1.255830401,-0.096131639,1.282521421,1.279834815,-0.256555754,1.343263132,2.167607496,-0.480194269,2.056889456,1.477799466,2.47702537,-0.219081406,0.457324806,1.737852928,0.930029115,-0.397789204,0.144688781,-0.40674964,2.215468734,2.270177299,-0.524850655,1.008717116,1.844983208,2.04851186,1.066959038,2.413079365,-0.375254322,2.151641512,-0.314946199,1.282919255,0.956186579,-0.311955356,1.386478901,0.770593318,1.753558778,-0.517327989,2.271941894,0.748844573,-0.252773765,-0.369900955,1.877722131,1.039297909,2.109861113,2.119988606,1.050807143,-0.44404885,1.538098474,1.734142156,1.547942469,0.598477218,0.797779693,0.737240916,1.67548755,1.694703132,-0.352534596,0.959793912,0.663161027,0.54286919,-0.571493907,1.771292612,1.588176683,0.344981497,0.64965624,0.949791773,1.718161775,1.450746261,-0.075230008,-0.367930479,1.447274416,0.8944323,-0.402623825,-0.15601008,1.907065995,1.91260691,0.94406923,1.001474305,0.848063447,1.04992859,1.872562518,-0.657845823,0.751539069,2.715888999,1.716696605,0.969830678,1.768022163,1.671734793,2.080259021,0.490883435,1.494340669,2.831878126,-0.359250194,0.526129404,-0.235856939,1.925862704,0.385875984,0.455280582,1.37118231,1.012809511,1.56895182,2.2609165,-0.353785244,1.951532665,-0.388439849,1.030595849,0.837345782,0.75553584,0.85796366,0.827401295,1.170162372,1.849563344,0.285880795,1.698288184,1.297098276,1.754384747,-0.185596572,1.091581321,2.713262739,1.009257287,1.437299917,1.625207768,2.307881821,1.30097246,1.831637242,-0.331988861,1.480713633,-0.436900768,-0.374540383,0.767075431,-0.54097458,1.326552801,1.999252626,1.314235849,1.586196165,0.968859409,1.594370606,1.081097031,2.589386177,2.020340429,1.332134839,0.879752651,-0.492516742,1.824528749,1.431796584,1.857042416,1.213135126,1.106495387,1.267548101,1.077540484,0.997132714,-0.648668332,1.650166686,1.469962183,1.683812342,1.009596457,1.108346028,-0.326066344,2.158607007,1.039189526,1.397771368,-0.681757722,1.74875246,0.926487496,1.849897787,1.54507922,1.619492097,1.337195369,1.724765695,1.691741773,3.247068279,1.137710975,1.351992671,1.834665679,1.558687695,0.907475631,-0.62416867,2.042653421,1.811238437,1.173096277,0.675628478,2.203688968,1.342084183,1.087088977,1.50707951,2.4011728,1.584137199,1.249338106,2.0826689,3.637516693,1.308489007,0.727464082,1.452705438,1.61293238,3.646229057,1.818369175,2.152272408,0.447226052,1.32977545,1.511751785,0.935629436,1.706587815,2.599806842,1.545328664,-0.537625376,1.31556191,2.257927747,0.077449902,1.803145826,2.050206334,0.856966441,-0.181150201,1.43597687,1.368907888,0.964522829,2.242062172,1.491134951,2.108922177,0.982687434,2.331136291,1.028751519,1.258035776,0.452925156,1.72576826,2.338936722,1.867580095,1.20669624,1.499325436,-0.44850533,1.266728441,0.423910088,0.828151778,-0.692062961,0.895794445,2.305257257,1.166704718,1.450586376,-0.407999711,2.762571635,2.219509247,2.286192121,2.176711926,1.77057716,1.429005553,0.287352518,0.960631423,-0.516091772,0.944051422,0.935915734,2.345356696,2.002525605,1.839501361,1.152015199,3.153052931,1.955373398,"HC"
"2","HD-2-1",0.530692017,3.167924402,2.325452489,2.362527366,-0.285309727,0.718954307,-0.309178713,-0.475163203,-0.15798472,-0.226773406,0.166451564,-0.328677707,0.143408301,2.262521471,-0.445491993,2.191142489,1.268202813,0.790803723,1.693001633,0.633723265,-0.19231312,2.366073471,-0.259491832,2.132642437,-0.192701355,-0.335706322,-0.137222141,1.456880022,-0.573892934,-0.073080315,1.084170117,-0.198775335,1.630635627,2.354627702,-0.15579307,1.333661935,1.804346811,-0.140536472,0.451477785,-0.430313928,-0.050555196,0.231381814,-0.391738454,1.857208924,0.384650547,-0.384048378,-0.269577845,2.006855067,0.579750209,0.417760998,-0.371649618,2.052169973,-0.164113007,0.716048016,-0.713541459,-0.181934132,0.498440077,0.276531283,1.553753452,-0.229087736,1.139500258,-0.205301207,2.055285393,1.095508936,1.139789363,1.295575895,-0.206079224,1.558554784,0.961764899,0.915922138,0.360642777,1.730477184,0.693579201,1.958332242,-0.021861271,0.460116748,-0.015400699,-0.028733069,1.821484136,2.066474454,-0.43134755,-0.158144583,-0.046023217,0.833379633,0.535230066,0.873778002,0.528290641,0.539460319,-0.253256609,-0.519172796,0.453138432,-0.457503098,-0.6753392,2.225776343,0.613155207,-0.116045354,-0.164206281,1.172962212,-0.577306603,0.108217319,-0.498283566,1.305607904,-0.27391948,0.003347979,0.516680329,-0.24401402,0.937917466,-0.088014564,2.166011975,1.212483221,-0.137766886,1.295903047,0.006062415,0.40017746,-0.204657453,1.510638731,-0.084166835,-0.300651215,-0.223097127,-0.320969441,0.874960556,0.003916377,1.206148944,0.624371395,0.538462464,-0.053306743,1.078363809,0.619649737,1.274325877,-0.329289774,-0.75573288,1.595603909,0.660743837,2.126004027,-0.005314494,0.369241366,-0.360616545,0.063701147,2.90619128,-0.063555774,-0.163746024,1.339056173,0.402361956,1.668830437,-0.039273368,0.251759744,0.287049139,-0.053541927,2.048465975,-0.322940514,1.347636428,-0.019359422,-0.312723813,1.093288757,0.39298954,2.471114578,-0.256355032,0.763079548,0.402519151,-0.257127388,1.367022764,-0.134033241,-0.58393834,1.250505627,0.556588122,-0.397479706,0.693931752,1.583992487,1.865033466,-0.297073207,0.99941657,0.682553253,1.93766675,-0.224524415,-0.314213073,0.753886206,0.039310118,1.295306593,1.857985069,-0.049895801,0.586186342,0.865662781,-0.175836413,0.917969181,0.715196875,-0.318169022,1.43201849,-0.185565443,2.479935294,1.279591814,-0.028735628,0.725841548,-0.301161859,0.160845577,1.179485128,-0.736100422,1.08457848,2.611344093,1.251778234,0.916025075,0.826405941,2.286270029,1.075250849,1.135337103,1.562574545,0.846077632,2.003121557,1.095866756,1.495382328,-0.43206383,0.848567514,-0.3350459,0.725757953,2.275816833,-0.082014257,-0.312675919,0.159322151,-0.268820557,-0.166323674,1.217733219,-0.537609953,1.208432875,2.073955836,0.593448036,1.58270434,-0.256217551,0.309647083,2.380156707,-0.009764912,0.986824698,1.352825544,0.225134194,2.50614352,-0.040182989,0.389921515,-0.703381004,2.32133446,-0.751609366,1.990826652,0.485011816,0.444506326,-0.408353433,-0.26678917,-0.146100647,-0.030247298,2.830686089,1.211848118,0.170431938,2.182960379,1.031600199,-0.068223033,0.745071119,1.016956167,0.928425178,-0.284881338,1.725054065,-0.533556594,-0.604844069,0.247252042,0.896638678,0.847798747,2.641016086,2.013493946,-0.43506194,-0.099132656,1.58328246,1.493223384,-0.329933701,-0.677539169,0.852192259,-0.671286218,-0.094532857,-0.392259978,1.090571425,-0.174553348,-0.247466467,0.280950809,-0.261216193,-0.045286217,-0.215668339,-0.385698395,0.653809855,1.527026484,1.048964856,1.610457144,1.897280416,-0.268890736,0.37473933,-0.165854227,-0.694584808,-0.143865911,-0.160574675,1.675499237,0.598983627,0.700848336,0.895686496,1.52367552,-0.243336805,-0.081964489,-0.210981882,1.19192672,1.566463142,1.072757093,0.859558921,1.228094315,1.531918385,0.79367065,-0.477494066,1.330620811,-0.50822129,-0.157258892,-0.233559002,0.796519248,-0.559474914,1.306203337,-0.181539682,0.378940819,2.025701789,0.636265388,-0.345960509,-0.528088302,0.51460151,0.866782056,2.273898467,0.528752526,-0.248785937,1.852959389,-0.221302861,0.75527319,0.497704399,-0.242019086,0.01255044,0.851013196,1.049377294,1.148731184,0.509066412,-0.15534705,2.643952422,-0.431978707,0.82508266,-0.170944855,-0.570863283,0.289480092,1.030927012,1.054223173,1.45132674,4.415696619,-1.2167259,0.722468071,3.026807757,-0.210752519,-0.231710947,3.137062181,1.296658746,-0.322924354,1.304597455,0.310461762,0.14893561,0.674186898,1.695685261,2.466155803,1.513263351,-0.222056966,0.750076687,-0.203684127,1.066686102,1.433847606,-0.165089766,0.333504877,0.771358284,-0.701385499,2.215229173,0.748524199,-0.31659612,-0.048055486,1.119407492,1.30068509,0.836713692,1.241135166,-0.556053518,0.778480732,-0.513848852,1.732923714,0.895680439,0.497315302,-0.499275388,-0.227746904,0.326641947,-0.401334721,-0.477050537,-0.213026203,0.35560487,0.125853215,1.113448242,0.651004828,0.347866742,-0.028994836,0.193394326,-0.675676112,-0.093242541,0.712078849,0.7210989,0.227827481,1.572262994,-0.663648997,-0.369487,0.71099957,-0.639078059,1.623122252,-0.001339583,0.661440544,-0.026150936,0.991310604,-0.056744022,0.564359722,-0.186989727,0.757984183,-0.041084616,-0.467349497,0.548544434,1.371528313,0.82728596,0.984354125,0.740627265,2.307614914,0.059083561,0.919726771,-0.022656984,-0.225494034,0.727667465,0.551388975,-0.747021484,2.345431031,0.624295685,-0.528694938,0.867357986,-0.685881488,1.123891031,-0.318775592,1.505702304,1.968290877,0.228131119,1.100241708,1.917741229,1.04510315,0.933164626,1.229443598,-0.49650169,0.874342326,-1.501746565,0.280569699,0.798797873,2.150654223,0.272337104,1.54455087,-0.480271463,0.767675062,0.039789006,1.416862934,0.692225092,-0.070505905,0.720712058,-0.397195602,0.513990446,-0.393906102,-0.786024169,1.154211535,0.606853471,-0.482510951,1.410402516,0.557185813,0.123625284,-0.132868261,2.142428266,1.198466206,0.521892521,0.185797621,-0.287118821,1.017865107,0.419466955,-0.471006153,-0.320184628,-0.490090469,1.195333849,1.373934391,-0.403236672,2.066332025,1.076123953,-0.110518992,1.009803915,-0.601573113,-0.628090983,-0.396567253,0.859854331,0.779022783,-0.253407758,-0.185327191,0.14583955,-0.545631898,1.103464835,0.830483956,1.089672884,-0.778509651,0.159854523,-0.393909717,-0.019896493,0.702780135,-0.818843773,0.848931013,-0.718365268,0.484519671,-0.048425257,0.778823017,"HC"
