"","X1","X1.1"
"1",1071,-0.0758654580512307
"2",114,-0.0738674306227249
"3",626,-0.0717319703127712
"4",409,-0.0692963911468572
"5",904,-0.0665904810885352
"6",115,-0.0617124775191938
"7",430,-0.0616040633657919
"8",1042,-0.0613375706733589
"9",1288,-0.0603106432198288
"10",1040,-0.0596057398651835
"11",487,-0.0585764908679168
"12",462,-0.0583479979652229
"13",209,-0.0580310899568639
"14",689,-0.0573982047976806
"15",784,-0.0572681898349684
"16",1393,-0.0559237537537251
"17",1007,-0.0558977110803788
"18",1466,-0.0553213104576306
"19",814,-0.0543449388585531
"20",948,-0.0531881904494104
"21",1490,-0.052122844266314
"22",300,-0.0513593793455582
"23",565,-0.0508355204110377
"24",236,-0.0505119384314315
"25",453,-0.0502763643564027
"26",1373,-0.0500117240948651
"27",1078,-0.0497994928708355
"28",685,-0.0494665075327397
"29",163,-0.0493234962642968
"30",202,-0.0487432534380552
"31",44,-0.0477608439500195
"32",1322,-0.0476999894782565
"33",829,-0.0473874066154245
"34",616,-0.046266289066784
"35",152,-0.0462408776769539
"36",146,-0.0460869906341574
"37",506,-0.0460012321894916
"38",338,-0.0459588007142503
"39",980,-0.0457912846320347
"40",472,-0.0455953573692527
"41",1249,-0.0453511207398578
"42",1363,-0.0452331888385635
"43",1250,-0.0440327202634659
"44",32,-0.0436440967903707
"45",1053,-0.0434913042501728
"46",900,-0.0434338784362312
"47",1097,-0.0431812285095958
"48",683,-0.0429051657307119
"49",1033,-0.0420990235686492
"50",744,-0.0415867546381194
"51",727,-0.0413622463859233
"52",374,-0.0412439471581598
"53",1106,-0.0411489909694943
"54",906,-0.0402905672262736
"55",456,-0.0402526881220113
"56",211,-0.0402351280819581
"57",90,-0.0399667016752311
"58",1548,-0.0398632536296046
"59",1073,-0.0396950388041096
"60",547,-0.0396677614931972
"61",583,-0.0395292766845498
"62",122,-0.0395435549899202
"63",729,-0.0392848432639753
"64",1306,-0.0391480574580742
"65",645,-0.0391092145533997
"66",923,-0.0388284353244316
"67",745,-0.0384984114802189
"68",191,-0.0384402892006259
"69",88,-0.0382400427410254
"70",1508,-0.0381709252754567
"71",698,-0.0379585382464506
"72",741,-0.0379164465185715
"73",901,-0.0376251987628703
"74",1173,-0.0375746203345248
"75",1167,-0.0370653153231408
"76",885,-0.0369048351827526
"77",915,-0.0367472321405007
"78",155,-0.0365764723253666
"79",321,-0.036448966391389
"80",354,-0.0364132920960499
"81",1090,-0.036406092748521
"82",1525,-0.0361876815585377
"83",1113,-0.0359089601197021
"84",1430,-0.0358341251987665
"85",1283,-0.0357548565210059
"86",446,-0.0355933951002067
"87",1370,-0.0355216163023851
"88",356,-0.0354136418033856
"89",1475,-0.0353433312350823
"90",255,-0.0352567492905934
"91",743,-0.035125201563905
"92",1018,-0.0351089919993959
"93",502,-0.0348461198164255
"94",693,-0.0347405115061718
"95",22,-0.0345413527869935
"96",295,-0.0345061536206293
"97",1140,-0.0343465418342403
"98",592,-0.0340389318467365
"99",436,-0.0338877770453099
"100",1501,-0.033641852928745
"101",365,-0.0330003038144903
"102",809,-0.0329735526567747
"103",452,-0.0325833946288069
"104",141,-0.0320654277811601
"105",341,-0.0319741774265961
"106",1195,-0.0319478973575497
"107",1489,-0.0319644508654452
"108",1026,-0.031903133786866
"109",754,-0.031869810101456
"110",41,-0.0318024819283861
"111",1035,-0.03181224038489
"112",859,-0.0318021431206036
"113",263,-0.0314409924506494
"114",363,-0.0313143910285097
"115",1022,-0.031359316345582
"116",1374,-0.0312914367577653
"117",742,-0.0311856980890659
"118",142,-0.0311942778679699
"119",1265,-0.0311556320887357
"120",246,-0.0311051605851949
"121",728,-0.0309586338715218
"122",1520,-0.0307368013597524
"123",1278,-0.0307275451099488
"124",429,-0.030723065914562
"125",212,-0.0306627827915622
"126",858,-0.030467560620046
"127",1072,-0.0304984901040287
"128",969,-0.0303240478148792
"129",791,-0.0302279459903302
"130",657,-0.0301948777594117
"131",119,-0.0301692749222394
"132",298,-0.0301334457868672
"133",1542,-0.0300370060085417
"134",987,-0.0300313343934033
"135",596,-0.0299790638897112
"136",367,-0.0299695883839493
"137",1255,-0.0298844964726493
"138",879,-0.0297166900578571
"139",1534,-0.029670582330137
"140",1176,-0.029493666911716
"141",593,-0.0291664011253296
"142",20,-0.0289111402597618
"143",427,-0.0288467475472194
"144",644,-0.0284756763094001
"145",559,-0.0283465870139956
"146",954,-0.0282157788718188
"147",1309,-0.0281258414296438
"148",490,-0.0280761508826943
"149",721,-0.0280184695963604
"150",1351,-0.0279941408763182
"151",815,-0.0279782849350531
"152",643,-0.0278260918100931
"153",63,-0.0278114427283499
"154",139,-0.0278332352015408
"155",1036,-0.027628370495328
"156",1538,-0.0274804560867175
"157",1302,-0.0274356161083595
"158",96,-0.027385618911536
"159",757,-0.0273373671560054
"160",579,-0.0273009870114652
"161",364,-0.027116515456497
"162",798,-0.0270359731141435
"163",925,-0.0267849361070768
"164",25,-0.0268289567657271
"165",1066,-0.0267820249527432
"166",416,-0.0263873208179436
"167",72,-0.026369863295104
"168",822,-0.0262429242917355
"169",214,-0.0262763604689661
"170",229,-0.026130254219137
"171",1121,-0.026009767219666
"172",634,-0.0258699300721887
"173",1131,-0.0256071673921229
"174",731,-0.0256302211651743
"175",1364,-0.0254657425263186
"176",636,-0.025335988881769
"177",766,-0.0252492719845515
"178",422,-0.0250589230701756
"179",404,-0.0248898717277926
"180",126,-0.0247404746242236
"181",294,-0.0245529002003765
"182",480,-0.0245029533031136
"183",929,-0.0244660257758641
"184",225,-0.0244954543993643
"185",1471,-0.0244481442371616
"186",325,-0.024223188207412
"187",110,-0.0242119599466451
"188",165,-0.0241453947147084
"189",550,-0.0238823068925926
"190",1396,-0.0237870534572818
"191",222,-0.0238003676270804
"192",478,-0.0237327147483748
"193",1105,-0.023643882007333
"194",1565,-0.0236235822318536
"195",1344,-0.0234546590876823
"196",1293,-0.0234702863577651
"197",799,-0.0234589129165996
"198",281,-0.0232887464860602
"199",1358,-0.0232388293245297
"200",1478,-0.0231881776353307
"201",852,-0.0231530367984583
"202",124,-0.023084014621707
"203",343,-0.0230821211123152
"204",1297,-0.0230151268506743
"205",107,-0.022934253608349
"206",1226,-0.0229536753675092
"207",1402,-0.0229164330875771
"208",287,-0.0226959703002631
"209",1199,-0.0226149618800921
"210",570,-0.0225458604965422
"211",1361,-0.0224726860639177
"212",1059,-0.0223954275410759
"213",767,-0.0223143328746549
"214",1083,-0.0222244227347136
"215",492,-0.0219802261165656
"216",1577,-0.021949084525095
"217",1468,-0.0219276340381852
"218",1486,-0.021513551904688
"219",758,-0.0211989457932287
"220",45,-0.0211317054894428
"221",1479,-0.0210005373801611
"222",1480,-0.0208993302497177
"223",1180,-0.0209091825642927
"224",167,-0.020700321605592
"225",336,-0.0206456966544694
"226",1459,-0.0205712606962142
"227",832,-0.0205056906890253
"228",552,-0.0203548967753884
"229",69,-0.020340305034487
"230",103,-0.0203382533869311
"231",719,-0.0202372927841575
"232",413,-0.0202410409757522
"233",87,-0.0202634004169546
"234",638,-0.0202613783792044
"235",201,-0.0200050834445071
"236",182,-0.0199601342366789
"237",1221,-0.0198381235379746
"238",1588,-0.0198122231479172
"239",882,-0.019701309686247
"240",2,-0.0196983789718956
"241",1369,-0.0196035331575066
"242",1491,-0.0193556299826809
"243",897,-0.0192053880913061
"244",610,-0.0191551357846609
"245",986,-0.0191331781706448
"246",594,-0.0190783202035719
"247",964,-0.0190451312321757
"248",174,-0.0189556612224813
"249",785,-0.018961386507751
"250",1220,-0.019005475390856
"251",668,-0.0189229974398131
"252",140,-0.0187134092555216
"253",847,-0.0186563124273193
"254",257,-0.0185427974672605
"255",1058,-0.0185272056507845
"256",1111,-0.0181630006215941
"257",1243,-0.0181134026926601
"258",80,-0.018047650027215
"259",855,-0.0179150297515786
"260",516,-0.0178992644323417
"261",893,-0.0177947035047928
"262",979,-0.0174850105098821
"263",18,-0.0173373048880632
"264",1511,-0.0173690791305203
"265",702,-0.0173568196986124
"266",1189,-0.0173533354237341
"267",1183,-0.0172216731045806
"268",892,-0.0171729954607386
"269",1209,-0.017154726078676
"270",771,-0.0170968856268751
"271",507,-0.0170157768180584
"272",871,-0.0168105384718722
"273",1321,-0.0166633560532881
"274",1529,-0.016590306104828
"275",514,-0.0164894289083774
"276",842,-0.0164750481891862
"277",1558,-0.0163425980700054
"278",1294,-0.0163425714532034
"279",981,-0.0163222866320803
"280",395,-0.0160885478620446
"281",870,-0.0159450522267476
"282",475,-0.0157331343174633
"283",867,-0.0155738825365686
"284",841,-0.0155333765752217
"285",1395,-0.0154134795996642
"286",178,-0.0153718257563896
"287",1381,-0.0153057047653911
"288",251,-0.0152052344975454
"289",484,-0.0150426969787814
"290",460,-0.0150503515502594
"291",1227,-0.015021236752767
"292",448,-0.0149734484918204
"293",537,-0.014884738150697
"294",256,-0.0148027410470075
"295",860,-0.0147032649400991
"296",790,-0.0147728450169121
"297",403,-0.0146710920593748
"298",1476,-0.0146221293550614
"299",1144,-0.0145739352678514
"300",1094,-0.0145880444463707
"301",70,-0.014496931221429
"302",3,-0.0145007116453085
"303",985,-0.0144530147188228
"304",1332,-0.0144498320768307
"305",1219,-0.014470526466848
"306",1108,-0.0143799444017369
"307",648,-0.0141464744475399
"308",136,-0.0141448116917153
"309",345,-0.0141136820620039
"310",587,-0.0140383071112638
"311",1154,-0.0140183359365631
"312",347,-0.0139385591301651
"313",168,-0.0138808148156976
"314",529,-0.0139064356237077
"315",1574,-0.0138910718080374
"316",518,-0.0134547222890141
"317",1032,-0.01334670466316
"318",1392,-0.0132659034805177
"319",993,-0.0133318464020556
"320",1027,-0.0131802131405185
"321",1204,-0.0132087057080126
"322",819,-0.01321639884181
"323",772,-0.01308652956488
"324",1387,-0.0131110793159347
"325",134,-0.0130614464275485
"326",104,-0.0129374178659613
"327",978,-0.0128773170830611
"328",738,-0.0128187565329026
"329",658,-0.0127422289272419
"330",172,-0.0127171629540776
"331",1343,-0.0127027693473825
"332",614,-0.0125922515930432
"333",260,-0.0120197682739652
"334",1457,-0.0120924781912333
"335",724,-0.0119347165247267
"336",944,-0.011825632308829
"337",1001,-0.0118342596028212
"338",60,-0.011765740688076
"339",834,-0.0117170802340433
"340",991,-0.0114152414220906
"341",1308,-0.0114263097384092
"342",128,-0.0113399650952413
"343",1439,-0.0113303926503542
"344",1409,-0.0113032761373497
"345",71,-0.0113339504372549
"346",1100,-0.0112790295134026
"347",740,-0.0112850072255234
"348",874,-0.0112813545284596
"349",1498,-0.0111125554000317
"350",81,-0.0110767190387824
"351",560,-0.0110612286596465
"352",827,-0.0109994935934332
"353",1336,-0.0110598950065002
"354",751,-0.0110148425864721
"355",14,-0.0109792064888295
"356",1193,-0.0108694090864927
"357",213,-0.0108352773618421
"358",1554,-0.010832793010603
"359",228,-0.0106131752287268
"360",369,-0.0105938413519185
"361",1487,-0.0105169951437423
"362",1319,-0.0103575292494022
"363",1568,-0.0101071608714064
"364",1485,-0.0100759278745066
"365",266,-0.0100230509612675
"366",640,-0.00995840499792343
"367",248,-0.00997000292237021
"368",553,-0.00976726436967877
"369",1570,-0.00974065209423179
"370",332,-0.0097664087518419
"371",982,-0.00974350511541705
"372",401,-0.00969382159202672
"373",457,-0.00961050884533811
"374",23,-0.00959164918757335
"375",1559,-0.00955193899392243
"376",148,-0.00948404894334845
"377",1063,-0.00947285938544273
"378",1045,-0.00940736596075996
"379",1437,-0.00937959561459935
"380",1327,-0.00936118977549769
"381",399,-0.00933950817214721
"382",762,-0.00938866904399265
"383",843,-0.00926001121361975
"384",761,-0.00916729986666906
"385",1254,-0.00918165053999931
"386",271,-0.00902829277404033
"387",760,-0.00901147211443035
"388",247,-0.00900190086948792
"389",1222,-0.00900551097483102
"390",988,-0.00906656881023897
"391",1201,-0.00901821417048743
"392",322,-0.00893833600099089
"393",602,-0.00879590951989326
"394",699,-0.00880581574274
"395",691,-0.00883919288743286
"396",1533,-0.00862202842324993
"397",184,-0.00853237401265233
"398",1132,-0.00863019134119093
"399",671,-0.00856352415259298
"400",224,-0.00854420762172631
"401",160,-0.00838271130938439
"402",1506,-0.00848250941302963
"403",92,-0.00842699943449249
"404",1023,-0.00830972365012819
"405",1518,-0.00828421108853533
"406",921,-0.00824522093529244
"407",1467,-0.00819634520819375
"408",499,-0.0081070755356322
"409",967,-0.00799194611840159
"410",1120,-0.00799530808799892
"411",339,-0.00791458543386317
"412",793,-0.00780680290279825
"413",264,-0.00786077651922953
"414",603,-0.00783839737758477
"415",876,-0.00787885716993009
"416",132,-0.00787084733280234
"417",886,-0.0078882864353802
"418",1231,-0.00777975043260008
"419",952,-0.0076957564071693
"420",690,-0.00769103760965764
"421",476,-0.00760350410226041
"422",733,-0.00761785630581624
"423",1434,-0.00757356360952074
"424",52,-0.0075857969074162
"425",1388,-0.00740323061306161
"426",540,-0.00740982839710722
"427",812,-0.00725621658838688
"428",188,-0.00728398903436747
"429",567,-0.00728149633337981
"430",4,-0.00730453761437067
"431",899,-0.00729577767520158
"432",846,-0.00724618391453219
"433",1052,-0.00722975034515572
"434",1371,-0.0070838710233618
"435",1217,-0.00696854235770557
"436",1432,-0.00696751860300224
"437",89,-0.00693960945364031
"438",340,-0.00694487440924205
"439",1017,-0.00687375727006448
"440",824,-0.00689532737612852
"441",428,-0.00670240436161246
"442",1447,-0.00680416683296317
"443",568,-0.00668660239553592
"444",1239,-0.00666088979845728
"445",1192,-0.00651947769401838
"446",960,-0.00655002198060951
"447",672,-0.00652554954374007
"448",1420,-0.00653111810397075
"449",666,-0.00655638364626908
"450",1368,-0.00652788856422901
"451",538,-0.00646765327614335
"452",180,-0.00650937152849905
"453",939,-0.00641624826570028
"454",297,-0.00638282239799834
"455",1062,-0.00631209820688938
"456",442,-0.00599547750105198
"457",676,-0.00613675999465601
"458",1561,-0.00608085326363106
"459",190,-0.00611319029515811
"460",756,-0.0060619454390492
"461",283,-0.00605838022603764
"462",1463,-0.00597707439300857
"463",112,-0.00594192900586728
"464",534,-0.00596133005531102
"465",811,-0.00589347700774513
"466",782,-0.00568172038965134
"467",495,-0.00573717338625195
"468",1557,-0.00561442044803606
"469",965,-0.0055853804761509
"470",891,-0.005610605771352
"471",455,-0.00538579322504804
"472",549,-0.00539185917923724
"473",873,-0.0054646045844948
"474",1398,-0.00534933064784301
"475",914,-0.00533020786775246
"476",1493,-0.00529028107552285
"477",578,-0.00534237693099827
"478",1084,-0.00516866296364304
"479",1069,-0.00515456358855053
"480",320,-0.00516607989487804
"481",1257,-0.00518867961056321
"482",1082,-0.00516647842463594
"483",1494,-0.00516156668502521
"484",309,-0.00517610304874948
"485",117,-0.00522585481703136
"486",1197,-0.00518355728823264
"487",747,-0.00511160901069516
"488",605,-0.00507083675128833
"489",208,-0.00511829929184926
"490",670,-0.00514712774676579
"491",665,-0.005064873533657
"492",42,-0.00502841929815399
"493",913,-0.004976524622441
"494",810,-0.00499632449470955
"495",84,-0.00486000103480795
"496",407,-0.00475460364618163
"497",797,-0.00469549153256218
"498",121,-0.00469840564384907
"499",1029,-0.00464538401725142
"500",862,-0.00470271793809245
"501",1407,-0.00458221607910836
"502",850,-0.00455702486302377
"503",1551,-0.00455939752623361
"504",1323,-0.00458262475351412
"505",29,-0.00449325891023819
"506",637,-0.00456859402685562
"507",996,-0.00450263903535045
"508",386,-0.00449529731669557
"509",622,-0.00436412693727255
"510",1328,-0.00443051074931318
"511",938,-0.00427836449432534
"512",823,-0.00430847186976493
"513",1247,-0.00433986416128634
"514",1310,-0.00420854759674766
"515",1514,-0.00410655610381289
"516",285,-0.003815387421506
"517",1325,-0.00375425946861771
"518",16,-0.00374486053966852
"519",464,-0.00370387616627052
"520",704,-0.00373736051032168
"521",908,-0.0037407944814665
"522",877,-0.0037047782892853
"523",571,-0.00370517057150466
"524",1564,-0.00367829552037188
"525",856,-0.0036619002136119
"526",307,-0.00359554325361
"527",1160,-0.00359862838431096
"528",1240,-0.00358195762263513
"529",412,-0.00348082771842448
"530",962,-0.00340730953486182
"531",957,-0.00328584603007254
"532",1276,-0.00337134477594092
"533",244,-0.00333459580249963
"534",308,-0.00335908009230625
"535",838,-0.00323333554480215
"536",912,-0.00320237326445744
"537",56,-0.00308647659449132
"538",1041,-0.00312255939555559
"539",36,-0.00299483145623999
"540",777,-0.00288433915806402
"541",198,-0.00294700023129577
"542",687,-0.00284373133279314
"543",337,-0.00285247674613137
"544",1296,-0.00276281182684737
"545",342,-0.00277344890338682
"546",1277,-0.00262902733712875
"547",1544,-0.00263493426823397
"548",137,-0.00265821245019648
"549",1560,-0.00250140259573825
"550",187,-0.00246389570397693
"551",888,-0.00246219942745421
"552",420,-0.00233117655177445
"553",437,-0.00223613733385437
"554",1585,-0.00214876668902782
"555",548,-0.00215986147284605
"556",1268,-0.00214564573695079
"557",1091,-0.00213058912451797
"558",157,-0.00196113358514466
"559",763,-0.00200824593186562
"560",1510,-0.00194286314592229
"561",663,-0.00193352764306068
"562",65,-0.00194757688817045
"563",1532,-0.00195978729361379
"564",539,-0.00191762556190538
"565",1541,-0.00191781557646864
"566",1376,-0.0018366604179797
"567",825,-0.00179713815966108
"568",1582,-0.00181770363735352
"569",274,-0.0017220946342926
"570",887,-0.00171053871868634
"571",1540,-0.00164336241526553
"572",787,-0.0015695642456216
"573",231,-0.00144657245564468
"574",1015,-0.00142453843179091
"575",961,-0.00139804111471541
"576",317,-0.00131119761264731
"577",1359,-0.00134573462932619
"578",359,-0.00131188465414825
"579",796,-0.00129799994428698
"580",1307,-0.00110591707044794
"581",1391,-0.000941207522377779
"582",684,-0.00108737345664741
"583",1318,-0.00102003140496928
"584",1505,-0.00102505402017136
"585",1562,-0.00100845396587299
"586",1229,-0.0010076921968022
"587",1382,-0.000933805630180029
"588",1133,-0.000981274435300911
"589",1064,-0.000892543726785031
"590",752,-0.000886885682248983
"591",515,-0.000792932526426232
"592",221,-0.000653436067892949
"593",933,-0.000558020558464989
"594",1085,-0.0005435460249468
"595",1271,-0.00024846629962999
"596",857,-0.000348568388774437
"597",907,-0.000324681779401731
"598",1122,-0.000274674492860505
"599",837,-0.00020281023071636
"600",1342,-0.000223643826169323
"601",1246,-0.000228884256194828
"602",635,-0.000268420005603301
"603",1378,-0.000119867930365739
"604",6,-0.000112641596862986
"605",536,-0.000169283957237629
