"","ENSG00000005381","ENSG00000049768","ENSG00000073712","ENSG00000075131","ENSG00000094963","ENSG00000096696","ENSG00000100448","ENSG00000100985","ENSG00000103037","ENSG00000115423","ENSG00000117519","ENSG00000117643","ENSG00000124107","ENSG00000128596","ENSG00000133063","ENSG00000134121","ENSG00000137103","ENSG00000152583","ENSG00000155275","ENSG00000156042","ENSG00000159899","ENSG00000165138","ENSG00000172232","ENSG00000175445","ENSG00000178038","ENSG00000179593","ENSG00000184206","ENSG00000196081","ENSG00000196533","ENSG00000196634","ENSG00000197457","ENSG00000198178","ENSG00000198610","ENSG00000211786","ENSG00000211793","ENSG00000213160","ENSG00000228486","ENSG00000229391","ENSG00000229807","ENSG00000230063","ENSG00000232021","ENSG00000237702","ENSG00000239219","ENSG00000239961","ENSG00000254977","ENSG00000256862","ENSG00000266088","ENSG00000268632","ENSG00000269161","cancer_type"
"VU402-2-GBM",1.62238993395999,-0.715936090901929,0.804436182506397,-0.861799631590366,-0.70105647342023,-0.714216929151763,-0.62496273916509,1.14694820771432,-0.733677422049214,-0.714326124529334,-0.603857724436827,-0.831822460276044,0.7898082747794,-0.679540114588508,1.55619229003929,-0.714422874310469,-0.813077485562582,1.17864172785256,-0.776817103660963,-0.785039626029735,-0.674812670818923,-0.707293485861079,-0.0111720388580945,-0.693180001096789,-0.633795760419996,-0.453979587598945,-0.695306870039939,-0.718314492621286,-0.702737865392876,2.59758170240693,-0.776388846257156,-0.817965183147926,1.97597961386904,-0.785511754429164,-0.870485853312151,-0.690787178878375,-0.577170340616637,-0.849688542677427,0.183818366901368,-0.674068818194765,-0.792055039250984,-0.815994595130073,2.05404681219859,-0.831259977532317,-0.697195399243294,-0.849613661658297,-0.634483758745425,-0.766938855942135,-0.726065520490324,"GBM"
"VU406-2-GBM",1.21273423738235,-0.727939458095283,-0.611534525844034,-0.884736418903433,-0.719148454198494,-0.733147502507862,0.286332607474544,0.482179463174874,-0.748366419340888,-0.72959901001678,-0.618918256645285,-0.851415486100113,0.160211089497382,-0.694999279951267,2.03158250925847,-0.725805240852761,-0.831659078231893,-0.736229882225211,-0.792612228083992,-0.803824283424261,-0.693879511927198,-0.722379924265769,-0.580450080266905,-0.711664319447577,-0.651208943781956,-0.467647521043988,-0.710370127664649,-0.731356553305383,-0.721485701982341,-0.744901398416513,-0.793197899827721,0.409170772179289,0.73814276098041,-0.800390701613504,-0.892228138863319,-0.70645314770421,-0.591767012027561,-0.879212378404691,-0.725504488163567,-0.68846860116437,-0.81000433083446,-0.831727074230043,0.503065524456284,-0.845704776685893,-0.709529148769938,-0.867520723214663,-0.650689788667157,-0.785870392819505,-0.741894951675803,"GBM"
"VU408-GBM",0.0820557499782119,0.259323656972395,0.0849185921277602,0.760167123596172,-0.661393390498074,-0.672920513150789,0.520120896730046,-0.645393673973977,-0.700708627464656,-0.677894394264862,-0.570818634691628,0.313634593090967,-0.284003208763637,-0.645220057469047,-0.673111570940673,-0.687349823392864,-0.0235975354390642,0.604639954836657,-0.741446394938319,-0.743625502964428,-0.633385385906383,-0.673104013202477,-0.533414156177824,-0.65280197907491,-0.596126023289033,-0.397611686858196,-0.661690513789821,-0.688788117146919,-0.661773673552385,1.04430795178179,-0.73896434115917,-0.772682192709407,0.898828322434704,0.146044359869645,-0.162402013769292,-0.656004292164392,-0.54487218085927,-0.789339454443951,-0.654330949671435,-0.632227867821527,0.571794065878575,0.525796469470538,0.226936916288968,-0.798560306278425,-0.668722089336002,1.01313685028133,0.658528070741798,-0.725397261453462,-0.690808573291525,"GBM"
"VU417-GBM-vIII",-0.803956572498692,-0.702929667944849,-0.578824590670769,-0.837908271211211,-0.681938963293479,-0.694278628550428,-0.605759000870055,-0.664566463049097,-0.717917287859433,-0.697989993161908,-0.587938340586604,-0.811107847555578,-0.775059535248465,-0.663070651578833,-0.692675087673281,-0.702063828877462,-0.793359858400648,-0.69224113924534,-0.759895518360271,-0.765117830705555,-0.654782548588438,-0.691156195652847,-0.55010894381216,-0.673693715741862,-0.615558592456324,-0.431164168466206,-0.679204779391086,-0.704243273362187,-0.682970355354445,1.37461995678688,-0.758448102866319,-0.796092966509811,5.39888284044749,-0.769515297906597,-0.847626541094009,-0.67409647229034,-0.561721442446808,-0.0250929885754803,-0.678945492671396,-0.658618324879337,-0.772978894504529,-0.799110867732759,2.24916654293275,-0.815676681018336,-0.683857550937173,-0.830526781049678,-0.617428527690926,-0.746923670623828,-0.70916610845998,"GBM"
"VU418-GBM",-0.730048583342263,-0.620302942630524,-0.531606398542628,-0.773766793695978,-0.619770339386205,-0.637945967741662,-0.551184437691427,-0.615442576692535,-0.663888483116132,-0.635107632549676,-0.53779904125733,-0.754074802466113,-0.707377692562486,-0.596043708137741,-0.631443200542165,-0.620412208142924,-0.738725686677438,-0.630963968213977,-0.712190799296386,-0.707632296097535,-0.5877069975616,-0.630525351134531,-0.504684521140731,-0.613248508657329,-0.566178844347861,-0.34848349917018,-0.587108618002964,-0.644074280697617,-0.619796677338936,-0.655992322953377,-0.705253331767413,-0.736407462981257,-0.605661741968465,-0.724117121525726,-0.785299230674028,-0.599200140672729,-0.480344733148609,-0.74413677723202,-0.617297917056019,-0.522803877442941,-0.719984302229391,-0.751347502512947,-0.697728768545252,1.10297408248407,-0.564582390842177,-0.777199512409536,-0.570853930831155,-0.691849127673935,-0.654011981389736,"GBM"
"VU419-GBM",1.83604318738612,-0.550542412720948,0.992760145731132,-0.747037533546797,-0.588816087905878,-0.606493865472979,2.04678879878429,1.96972264909561,-0.619857432334245,-0.55623802649031,-0.496010828890928,-0.729751217501422,2.62112832445036,-0.527252495425666,2.38005901365224,-0.540921539378281,-0.715287386150024,2.32326491003327,-0.663880223112634,-0.67464782325169,-0.556855392779527,-0.589319994324143,1.97259908031093,-0.582082085538673,-0.530219001358812,-0.315928399041901,-0.522325886812232,-0.570818612949482,-0.58821371028165,-0.626653249154037,-0.674634755883183,-0.711177503116889,3.72204464573066,-0.697332845993231,-0.758962529966721,0.39061584091055,-0.435927226485545,0.443258481357441,-0.592237326493589,-0.450293387419726,-0.695294325073651,-0.730431802628148,-0.623417420269807,-0.751455502394106,-0.495573569810049,-0.754130322293351,-0.550687972411595,-0.662557892321752,-0.585481027088441,"GBM"
"VU421-GBM",-0.716619391703566,-0.588818131061254,-0.515953066394381,0.173652783971924,2.69874279532623,-0.623737589027747,-0.538762683374281,-0.606078298112219,-0.651228632049481,-0.599511648853162,-0.518938892203447,-0.743218913398765,-0.695010878379138,-0.564996375603594,-0.617864306630258,-0.58453592207092,-0.728274310447334,2.43047760593927,-0.69945047813544,-0.692743247872872,-0.573762664268554,-0.61774300068999,-0.483914204872291,1.64486828891701,-0.553142562249549,-0.333790503080756,-0.557870421459353,-0.611012019008672,-0.605526948295616,-0.642761065685692,-0.691446061363682,1.38194048620211,0.308164493916986,-0.713395239392442,-0.773528030098053,-0.570649431049709,-0.460297912554274,-0.730554864590888,-0.60603143287685,-0.490077934590505,-0.709826450170068,-0.742051681697057,-0.664190049717523,-0.762412122843946,-0.533436845795004,-0.766926618049497,-0.562048065093272,0.237488458016851,-0.623082110506649,"GBM"
"VU422-GBM",-0.794531270291751,-0.698453192766906,0.428440337854623,-0.829897246398229,1.41651899552557,-0.687546665003571,-0.599312586939287,-0.0145023506781614,-0.712529485238122,-0.692417037455678,0.262064132076866,-0.804094900585259,-0.318034996018669,-0.657467257566747,-0.686525948004298,-0.69780412976236,-0.786668428143214,1.48432560871699,-0.754116336162507,-0.758360318119694,-0.648031630092948,-0.685650971615239,-0.544848629235222,-0.667110613118142,-0.609422671959023,-0.420405364175184,-0.673713813806768,-0.699414560040806,-0.676291524178185,-0.709274822139884,-0.752336357167674,-0.109390094032487,0.543844781830584,-0.764038973404206,-0.839915720000907,-0.668417477126744,-0.556488037947098,-0.810149305349062,-0.671119661304629,-0.650493385988584,-0.766498711092822,-0.79333763458613,-0.739363910980298,-0.0704781382282069,-0.679273322200151,-0.82402987155268,-0.611671978928283,-0.740148238047316,-0.703408149467014,"GBM"
"VU425-GBM",-0.820390711936435,-0.71053017654764,-0.00756543451095721,0.616222708864807,-0.693051019849136,-0.70585986679285,0.00776263567203732,-0.674911554548939,-0.72710759621937,0.794302659681545,0.44300049614917,-0.823150037672483,0.257627671790491,-0.672660155360517,-0.703215947137181,-0.70928922243911,-0.136029586289927,1.02626996854795,-0.769760031243983,0.0492634285976394,-0.666410643600612,-0.70056029719819,-0.559154686292129,0.10508387105312,-0.626139581593787,1.18332091604315,-0.688587128478484,-0.712458460508747,-0.694454937479928,1.29225175197252,-0.768898427701646,0.242063768928993,0.869661339062128,0.0134988557737267,0.12088865953029,-0.683814948972624,1.07950749631403,-0.462093089841957,0.210914780245266,-0.667637469891468,-0.784080620847979,-0.808957004656794,-0.75083739658499,-0.824774588963644,-0.691648401880093,-0.841641738031571,-0.627333815364778,-0.758559019604246,-0.719010386086201,"GBM"
"VU429-1-GBM-vIII",1.43323519394087,-0.498634921991077,-0.449858281372141,-0.726691382753368,-0.565860408328684,-0.58317651424974,1.10689261569253,1.70203188825211,-0.560878832453815,-0.497552644502774,-0.464917010526302,-0.711037029401189,-0.659168270840348,-0.476066255287016,2.20296390861009,-0.481774036379649,-0.695603305094176,-0.573819518061852,-0.610459274548082,-0.65013302588922,-0.528614261323339,-0.5281403067885,-0.41964021906895,-0.558988347371081,-0.499131288938816,-0.29170476484202,-0.474122281950017,-0.516310456267222,-0.56481138017634,2.00232475690063,-0.621300543407976,-0.691852623774687,0.664146473924662,-0.655741433282143,-0.738789248742155,-0.488870487911607,-0.402876999969973,-0.691585411915487,-0.0210989844847805,-0.396339703386947,-0.671650827063867,-0.701202014202853,-0.568123751676229,0.256540120824278,-0.444225411436673,-0.736256084410168,-0.518891672706855,-0.617443017652892,-0.534488440310263,"GBM"
"VU430-GBM",-0.520734287504402,-0.752331580905537,1.20621945134577,-0.93442607186467,-0.757365888341629,-0.773353832307757,-0.203438327703853,0.280307935509155,-0.778666825031999,-0.761252111636791,-0.650736272341963,-0.892802598265857,0.307144505665707,-0.727240064171261,0.899313120918702,-0.7488636814819,-0.870671322914664,-0.229835684777976,-0.825273630838751,-0.843283778659714,-0.734532644923938,-0.753644100828754,-0.611784261100376,0.247268101019869,-0.68856428837949,0.421103452068708,-0.741620970070545,-0.758032356826876,-0.761225808978998,1.75643157250667,-0.828156187402635,-0.883010223848918,0.190562000094447,-0.830990692411509,-0.938577907560179,-0.739125084441761,-0.208703685598899,-0.947030870719826,-0.42452676482728,-0.718262125785603,-0.311895638320802,-0.864176205911482,0.926383972647566,-0.875259647262054,-0.734666710483837,-0.42946872264949,-0.685179245832577,-0.825843935498329,-0.774802704571906,"GBM"
"VU431-1-GBM-vIII",-0.306080191831756,-0.705278972676183,-0.581815943217527,0.368120221686497,1.0671758478852,1.36683308554458,0.425685362039228,1.68244886489571,0.1724611001981,-0.700924765419979,-0.590784448412447,0.954487041957946,-0.069770653894969,-0.66602449133051,1.66313483298073,-0.704298138152309,-0.796890654212386,0.0425988966424285,-0.762937550540473,-0.768684190277309,-0.658354187233877,0.837776916479658,0.0344296793772178,-0.677173430823013,0.744023464455779,-0.436926252750146,0.128833410460867,-0.706780327344168,-0.686500528843217,-0.717453622135459,-0.761668332816069,0.584659312127152,-0.196720168521464,0.0457746538716695,1.17923576990084,-0.677090090592623,0.38352925793306,-0.825146835385281,-0.683109336326584,-0.661421426199146,-0.77639693916415,0.401548972936183,0.727792007060387,-0.108009156853211,-0.686264694264682,0.270809249151324,0.561007754756581,-0.750502238567531,-0.712199738956068,"GBM"
"VU436-1-GBM-vIII",0.831580684064471,0.0107269045417825,-0.0765497600815921,-0.409878895298378,1.23842825502541,-0.0809782541895905,0.825094049489655,1.44037271151215,0.0178709190565884,0.0783197958643644,-0.159797192685299,-0.287230667600485,0.962953210898377,0.0262180278436545,2.70477311903281,0.0986331406696823,-0.218894284522919,2.22977438720891,1.06001308242644,-0.0754871061321465,0.0214064042310618,0.0722084473445152,1.90616891357899,-0.0268221717199182,-0.194071387981977,-0.0540012197887071,-0.00110623218844586,0.0185713856059267,-0.0101856751413714,0.0704721838364186,-0.0600179254029743,-0.255047451688105,-0.246400706612198,-0.0950052694894171,-0.333820468859688,0.983013367435697,0.630603147228964,1.1838254111391,-0.275155451941282,0.133101166527607,-0.159337789808421,-0.197894065526652,1.1609085359042,-0.225869382486128,0.0596477554296663,-0.276034128563352,-0.206878491817965,0.953034372547641,2.13378290593013,"GBM"
"GBM-438",0.734879837942507,-0.336992921120203,1.95097537618915,-0.661325852309888,-0.389447256562572,-0.440035292710834,-0.356162104567654,-0.416828678476484,-0.377217115056488,-0.31480401934382,-0.368089617321572,-0.595485711028536,0.349164208651401,-0.316670257585568,-0.37487420574521,-0.297586347921186,-0.549951675641205,-0.448534012178985,-0.444104305487234,-0.472367023449632,-0.354069495168183,-0.337624314455633,-0.304437225337462,-0.405288404053337,-0.40232290988972,-0.216271399726979,-0.324014329715076,-0.346569877672258,1.8451028753308,0.993553164879817,-0.443181884524695,-0.580549706493729,-0.460636005339743,-0.477796187378906,-0.645088552900333,-0.342292071216975,-0.299957273585717,-0.621928991756818,-0.479971046224612,-0.228325774784694,-0.513573201514484,-0.541481164228655,-0.395937057592541,-0.580017802363074,-0.284325193880494,-0.608901058458193,-0.41987672453089,0.543719038524063,1.41869904500949,"GBM"
"VU439-1-GBM-vIII",-0.25117258627774,-0.691218034737323,-0.564144795883695,0.0236175376198858,-0.665130742874073,-0.676800551789414,0.797408944665603,1.345379291777,-0.703859795971049,-0.682945328585756,-0.573933902330134,-0.792879944880971,-0.752888758600512,-0.648478687002344,-0.67667734720008,-0.690912896119996,-0.775951499246531,-0.672732486606962,-0.744822649175577,-0.747541407920906,2.83056114411133,-0.676804495325669,0.982681435782838,0.214176751502202,1.11496949967926,-0.403585172505134,-0.664892473897357,-0.691625186683094,1.45941188430749,-0.700649001025166,-0.742524089739867,-0.776934036783683,-0.640154572227791,-0.755218558902354,0.238606384786929,-0.659307194435143,-0.548072844917958,-0.794805042589661,-0.658757084225635,-0.63773446123616,-0.756113682759517,-0.784046016225259,-0.732467390158888,-0.801702454114238,-0.671870776451793,-0.0988910935488621,-0.602484025810556,-0.729314465008464,-0.694162903843081,"GBM"
"GBM-440",4.45182170794107,1.42259139079009,-0.556555283521056,-0.278361267247335,-0.656416545656135,-0.667757080009499,2.02191451375215,1.02745939486398,0.931456483494673,-0.671228083070616,0.327489726447283,1.72222393874117,1.67506153010916,-0.639729187526802,0.296129087088815,0.406765045234034,-0.00608498294818066,-0.662700359106476,0.162204884216788,-0.738406523788899,-0.626990436272813,0.369468701544002,1.72225064949396,2.15819079186625,1.52861575574332,3.43356598792323,-0.657415622425429,0.289937065001494,-0.656646294477421,0.39474977763894,-0.734213312547161,-0.767024549958369,-0.12547343199972,1.81550212443715,0.825415004892154,-0.651597853979869,-0.536633239203453,-0.782124590476225,1.59673664386945,-0.614693482766195,0.0774519595096618,0.945450124224904,-0.726568527378614,-0.794356259718138,-0.652034472967613,0.407006144051262,0.485497062900595,0.613215572185671,0.211405073025229,"GBM"
"VU443-1-GBM-WT",0.423513485899983,-0.378224847254397,-0.361610390370181,-0.678242454206469,-0.435372835698757,-0.482611563022971,1.79366827592779,0.372684861686884,0.781452379729243,-0.3614198603572,-0.392788519233668,1.15572513471135,0.310758937802631,-0.357329269277486,-0.421193116921277,-0.344569267734295,2.1541080975918,1.7142036467631,-0.486538423843963,-0.51942825558913,-0.398592681384924,-0.386221469161283,0.898603276617046,2.42124812103317,-0.427016961637525,-0.235513075292239,-0.362304130418863,-0.389867603268927,-0.444468917151443,-0.434830799626105,-0.488616705589969,-0.61914711721401,-0.486039601455253,-0.523186773955941,-0.681998103929422,-0.379681551781801,-0.326210218570101,0.129319085265214,-0.504257672500652,-0.271183063461657,-0.555577732897689,-0.582223039810166,2.76159199084585,1.09804692258995,-0.325112822860579,-0.648371757719623,-0.44513363181599,-0.500940105531866,-0.416200673002677,"GBM"
"VU445-1-GBM-WT",-0.525252563999772,-0.234572406415667,-0.256328295254576,-0.590592660129443,0.912079382840849,-0.334275413694389,-0.273381066813416,0.527964425272573,-0.260844343586152,-0.199009806518652,-0.306737299260071,-0.504689507078804,-0.523314917275081,-0.215672868055193,2.64488948930304,-0.18088030770567,-0.452439063783297,-0.346829859657714,-0.338697533342161,-0.355466454636328,-0.243473457676201,-0.216908498708162,0.559195497002031,-0.29381156709104,-0.340982639684567,-0.168474886201078,-0.228902083848805,-0.239017896551764,-0.28407409326388,-0.248206092056918,-0.330321336999795,-0.484673354286288,-0.397533219866461,-0.365045518762793,-0.553404860957129,-0.249416229532543,-0.234744697072601,0.612038444554227,-0.419642824944509,-0.121867843354355,-0.409233527685306,-0.440277939972165,-0.2868351550034,-0.475703751887114,-0.183008317726788,-0.510855448826804,-0.357138315571661,-0.361949014233165,-0.275080201711057,"GBM"
"VU454-1-GBM-WT",0.483983822732036,-0.732791851829109,-0.618115895956744,-0.47213803409034,1.30490458676663,1.90742158919253,-0.65099149670937,1.96430828248547,-0.754345106655483,-0.735828604264172,-0.625113497478759,-0.859474400564928,-0.0152819767764031,-0.701322584734643,-0.734856381976922,-0.730400062653753,-0.25779705048407,-0.109652465971785,0.34105139755153,0.38573375167321,1.61597340084546,-0.728533274040839,-0.586537537949355,2.70118826708105,-0.245394968092411,1.91465431012031,-0.0389407510241143,-0.736644502012781,-0.0145491359579205,1.03302611350833,0.392687809478098,-0.847334751582062,-0.0360575488899519,-0.80643833711081,0.453077027247841,-0.712860931822588,-0.597765580861709,0.425098971036827,-0.73517105063091,-0.694337672985762,-0.817359192472599,-0.83812985182233,0.453123663598658,-0.851562151896083,-0.714521865098239,-0.316874233187348,-0.255349879194271,-0.793656397405883,-0.748360337250079,"GBM"
