"","ENSG00000005381","ENSG00000049768","ENSG00000073712","ENSG00000075131","ENSG00000086548","ENSG00000094963","ENSG00000096696","ENSG00000100448","ENSG00000100985","ENSG00000103037","ENSG00000112077","ENSG00000114739","ENSG00000115423","ENSG00000117519","ENSG00000117560","ENSG00000117643","ENSG00000118113","ENSG00000124107","ENSG00000124469","ENSG00000128596","ENSG00000132386","ENSG00000133063","ENSG00000134121","ENSG00000137103","ENSG00000152583","ENSG00000154016","ENSG00000155275","ENSG00000156042","ENSG00000159899","ENSG00000163687","ENSG00000165138","ENSG00000166428","ENSG00000172232","ENSG00000175445","ENSG00000178038","ENSG00000179593","ENSG00000181007","ENSG00000184206","ENSG00000196081","ENSG00000196533","ENSG00000196634","ENSG00000197353","ENSG00000197457","ENSG00000198178","ENSG00000198502","ENSG00000198610","ENSG00000211786","ENSG00000211793","ENSG00000211800","ENSG00000213160","ENSG00000225113","ENSG00000228486","ENSG00000229391","ENSG00000229807","ENSG00000230063","ENSG00000232021","ENSG00000237702","ENSG00000239219","ENSG00000239961","ENSG00000254977","ENSG00000256862","ENSG00000266088","ENSG00000266371","ENSG00000268632","ENSG00000269161","cancer_type"
"VU430-GBM",-0.257183694545135,-0.504092867637063,1.25088016347917,-0.73287211537662,-0.378386851177617,-0.449675359086114,-0.50884989360878,0.0529183498538144,0.433883919399356,-0.502737008274873,1.51305572186408,0.0614875467328342,-0.443851632888024,-0.492205304226604,-0.682404623927004,-0.695071002933568,0.442062247891693,0.30236441109703,0.0015864502118707,-0.48551402693301,-0.827659933261152,0.779761513316195,-0.450589165201014,-0.67766395689567,0.00278064806572017,-0.575716818273268,-0.607941775369872,-0.527954826294125,-0.439765002258775,-0.372455293196124,-0.454763048708803,-0.782395946637642,-0.44670420852186,0.347400779024418,-0.534409221752732,0.780584388745981,-0.6152337154774,-0.539840567297763,-0.49084846686413,-0.449673180451552,1.42414531246971,-0.584516259022239,-0.554620084119104,-0.624231067142604,-0.216701601583051,0.390135198579013,-0.569204097031386,-0.718784402270428,-0.717689049863235,-0.539511579136432,-0.772959880621827,0.13434954489835,-0.682025256037862,-0.216657021332277,-0.427419269955464,-8.51724757372388e-05,-0.645777537662684,1.12427169158488,-0.636684481310347,-0.504866704114067,-0.0900869222922212,-0.583197955142975,-0.512102655432496,-0.64512693066382,-0.578189275152201,"GBM"
"VU431-1-GBM-vIII",-0.145579233761038,-0.504092867637063,-0.470263139386551,0.395484721108591,-0.378386851177617,0.865036130146596,1.07986279541557,0.483354398745932,1.71453490620933,0.406509773359794,1.05754521585037,0.249504510797695,-0.443851632888024,-0.492205304226604,0.0155398018440483,0.882568509464316,0.4527447599758,0.019474885789582,0.434039020379893,-0.48551402693301,-0.827659933261152,1.33896633167322,-0.450589165201014,-0.67766395689567,0.153501680585841,0.369146700015761,-0.607941775369872,-0.527954826294125,-0.439765002258775,-0.740964223509046,0.801696328595247,-0.345388331132061,0.29578861801655,-0.445044818954859,0.893770481619853,-0.321813678624422,-0.6152337154774,0.362766671634859,-0.49084846686413,-0.449673180451552,-0.409470243074914,0.232293163297331,-0.554620084119104,0.535057277085412,2.01594799407618,0.05522516358064,0.330706706325443,1.01490094041427,0.753102230479366,-0.539511579136432,-0.772959880621827,0.635863067223364,-0.682025256037862,-0.592767931218722,-0.427419269955464,-0.59759168014289,0.57255971924023,1.00005162850107,0.256254305722515,-0.504866704114067,0.412758990773343,0.78546677875636,-0.409386709541483,-0.64512693066382,-0.578189275152201,"GBM"
"VU436-1-GBM-vIII",0.76554088869667,-0.504092867637063,-0.470263139386551,-0.73287211537662,4.54094572883839,1.1316831526292,-0.50884989360878,0.926035596689802,1.57292141447388,-0.502737008274873,-0.530944400209749,-0.554462633501151,-0.443851632888024,-0.492205304226604,-0.682404623927004,-0.695071002933568,3.31552638496613,1.01810090611642,1.98501341136545,-0.48551402693301,0.646195247403602,3.17760543893542,-0.450589165201014,-0.67766395689567,2.11782963543737,-0.575716818273268,1.24308257849011,-0.527954826294125,-0.439765002258775,-0.740964223509046,-0.454763048708803,-0.782395946637642,3.17874108767802,-0.445044818954859,-0.534409221752732,-0.321813678624422,-0.6152337154774,-0.539840567297763,-0.49084846686413,-0.449673180451552,-0.409470243074914,-0.584516259022239,-0.554620084119104,-0.624231067142604,-0.15853534434041,-0.580575930301235,-0.569204097031386,-0.718784402270428,1.76282070979615,1.23624419680616,1.5159799171252,1.15164376779273,1.05118852781361,-0.592767931218722,-0.427419269955464,-0.59759168014289,-0.645777537662684,1.71403949626037,-0.636684481310347,-0.504866704114067,-0.687212598123554,-0.583197955142975,0.429169066285671,0.962045671018632,1.97342334551336,"GBM"
"GBM-438",0.625746377420363,-0.504092867637063,3.7553164151633,-0.73287211537662,-0.378386851177617,-0.449675359086114,-0.50884989360878,-0.458221166086452,-0.517190536167296,-0.502737008274873,-0.530944400209749,-0.554462633501151,-0.443851632888024,-0.492205304226604,-0.682404623927004,-0.695071002933568,0.107639243093298,0.365196598036941,-0.515156666879565,-0.48551402693301,-0.827659933261152,-0.455326700619484,-0.450589165201014,-0.67766395689567,-0.490986750038817,-0.575716818273268,-0.607941775369872,-0.527954826294125,-0.439765002258775,-0.740964223509046,-0.454763048708803,-0.782395946637642,-0.44670420852186,-0.445044818954859,-0.534409221752732,-0.321813678624422,-0.6152337154774,-0.539840567297763,-0.49084846686413,1.49246780060893,0.979657630160242,-0.584516259022239,-0.554620084119104,-0.624231067142604,-0.93969794690545,-0.580575930301235,-0.569204097031386,-0.718784402270428,-0.717689049863235,-0.539511579136432,0.617154919687685,-0.46119392711915,-0.682025256037862,-0.592767931218722,-0.427419269955464,-0.59759168014289,-0.645777537662684,-0.518588722594602,-0.636684481310347,-0.504866704114067,-0.687212598123554,-0.583197955142975,0.472278808309594,0.535888591213815,1.30409280220878,"GBM"
"VU439-1-GBM-vIII",-0.11410765797719,-0.504092867637063,-0.470263139386551,0.12083158991075,0.492914748810392,-0.449675359086114,-0.50884989360878,0.767845909922289,1.33738785334551,-0.502737008274873,-0.530944400209749,-0.554462633501151,-0.443851632888024,-0.492205304226604,0.600229830524827,-0.695071002933568,-0.476853862650794,-0.644579436713602,-0.515156666879565,-0.48551402693301,-0.827659933261152,-0.455326700619484,-0.450589165201014,-0.67766395689567,-0.490986750038817,-0.575716818273268,-0.607941775369872,-0.527954826294125,3.3329368883146,-0.740964223509046,-0.454763048708803,-0.782395946637642,1.12529268616798,0.335519037345022,1.25693453606391,-0.321813678624422,-0.6152337154774,-0.539840567297763,-0.49084846686413,1.12198096246941,-0.409470243074914,-0.584516259022239,-0.554620084119104,-0.624231067142604,-0.93969794690545,-0.580575930301235,-0.569204097031386,0.278675444916355,-0.717689049863235,-0.539511579136432,-0.0824945793195426,-0.46119392711915,-0.682025256037862,-0.592767931218722,-0.427419269955464,-0.59759168014289,-0.645777537662684,-0.518588722594602,-0.636684481310347,-0.504866704114067,0.143582853830901,-0.583197955142975,-0.188035655697864,-0.64512693066382,-0.578189275152201,"GBM"
"GBM-440",3.83835468622521,1.45922823741099,-0.470263139386551,-0.111548701591314,3.19888470136025,-0.449675359086114,-0.50884989360878,2.94210768715425,1.04418596551663,0.901301544773955,0.823747357700564,0.325546706895495,-0.443851632888024,0.60959677301575,0.834413214323996,1.5967642968721,2.66225965562425,1.75353193879639,3.39490157636555,-0.48551402693301,0.400385480093012,0.430152206614681,0.729927471016949,0.161561156060179,-0.490986750038817,0.883320303268271,0.368568081319902,-0.527954826294125,-0.439765002258775,0.0017777916834092,0.519720305314261,1.60461318331392,2.9547171652321,1.91441479421979,1.64758841485244,3.14144466560707,-0.6152337154774,-0.539840567297763,0.578298846085383,-0.449673180451552,0.587801787066551,-0.584516259022239,-0.554620084119104,-0.624231067142604,-0.00450177511639611,0.115361590551578,1.61218719113608,0.722566017770351,0.215598403194295,-0.539511579136432,-0.0639452631510418,-0.46119392711915,-0.682025256037862,1.60074853303316,-0.427419269955464,0.256067145795161,0.982888471823836,-0.518588722594602,-0.636684481310347,-0.504866704114067,0.516314077372508,0.71579521217466,0.708930246849342,0.550994573625829,0.381850504839399,"GBM"
"VU443-1-GBM-WT",0.364792816264257,-0.504092867637063,-0.470263139386551,-0.73287211537662,0.473100123225437,-0.449675359086114,-0.50884989360878,1.89340592075173,0.538758551788116,0.833642160363601,3.13229535663468,-0.554462633501151,-0.443851632888024,-0.492205304226604,-0.682404623927004,1.099975464957,1.15863282025667,0.329147955973403,-0.515156666879565,-0.48551402693301,-0.827659933261152,-0.455326700619484,-0.450589165201014,2.0248364787047,1.37918061997625,-0.575716818273268,-0.607941775369872,-0.527954826294125,-0.439765002258775,-0.740964223509046,-0.454763048708803,-0.782395946637642,1.08985411582052,2.51177878845704,-0.534409221752732,-0.321813678624422,-0.6152337154774,-0.539840567297763,-0.49084846686413,-0.449673180451552,-0.409470243074914,-0.584516259022239,-0.554620084119104,-0.624231067142604,-0.93969794690545,-0.580575930301235,-0.569204097031386,-0.718784402270428,0.535493593091994,-0.539511579136432,-0.772959880621827,-0.46119392711915,0.00301705967242853,-0.592767931218722,-0.427419269955464,-0.59759168014289,-0.645777537662684,2.60387410513132,1.21121556203446,-0.504866704114067,-0.687212598123554,-0.583197955142975,-0.848603703086092,-0.64512693066382,-0.578189275152201,"GBM"
"VU445-1-GBM-WT",-0.622803829285566,-0.504092867637063,-0.470263139386551,-0.73287211537662,-0.378386851177617,0.823074257004717,-0.50884989360878,-0.458221166086452,0.68256336629386,-0.502737008274873,-0.530944400209749,-0.554462633501151,-0.443851632888024,-0.492205304226604,-0.682404623927004,-0.695071002933568,-0.476853862650794,-0.644579436713602,-0.515156666879565,-0.48551402693301,-0.827659933261152,3.22744747515648,-0.450589165201014,-0.67766395689567,-0.490986750038817,-0.575716818273268,-0.607941775369872,-0.527954826294125,-0.439765002258775,0.388588219075889,-0.454763048708803,-0.782395946637642,0.793203553463689,-0.445044818954859,-0.534409221752732,-0.321813678624422,-0.6152337154774,-0.539840567297763,-0.49084846686413,-0.449673180451552,-0.409470243074914,-0.584516259022239,-0.554620084119104,-0.624231067142604,0.504368420744039,-0.580575930301235,-0.569204097031386,-0.718784402270428,-0.717689049863235,-0.539511579136432,-0.772959880621827,-0.46119392711915,0.405453297704975,-0.592767931218722,-0.427419269955464,-0.59759168014289,-0.645777537662684,-0.518588722594602,-0.636684481310347,-0.504866704114067,-0.687212598123554,-0.583197955142975,-0.848603703086092,-0.64512693066382,-0.578189275152201,"GBM"
"VU454-1-GBM-WT",0.382467822763895,-0.504092867637063,-0.470263139386551,-0.240984212780123,-0.378386851177617,1.01813369046325,1.60620622612709,-0.458221166086452,2.31532396677033,-0.502737008274873,0.979063892602958,-0.554462633501151,-0.443851632888024,-0.492205304226604,0.661735501472136,-0.695071002933568,-0.476853862650794,0.0594654902455291,0.569675594869499,-0.48551402693301,-0.388646588788926,-0.455326700619484,-0.450589165201014,-0.0132681342705109,0.0674995557124072,-0.575716818273268,0.483671132771025,0.431803270049948,1.22172114485413,-0.152416420112346,-0.454763048708803,0.210431024906359,-0.44670420852186,3.18103612833089,0.0235675611123582,2.05175287635118,0.402706872553477,0.242320536707176,-0.49084846686413,0.193599285954426,0.953807772679932,-0.584516259022239,0.486642976866031,-0.624231067142604,-0.236656578153795,0.197393053645081,-0.569204097031386,0.425367588559168,-0.717689049863235,-0.539511579136432,0.0196276218897541,-0.46119392711915,0.212871093848639,-0.592767931218722,-0.427419269955464,-0.59759168014289,-0.645777537662684,0.798069147248886,-0.636684481310347,-0.504866704114067,-0.011820674629973,0.0134480734419372,-0.00273523135458513,-0.64512693066382,-0.578189275152201,"GBM"
"VU456-1-GBM-WT",-0.622803829285566,-0.504092867637063,0.448278716159327,-0.73287211537662,0.362728900679545,-0.449675359086114,-0.50884989360878,-0.458221166086452,-0.517190536167296,-0.502737008274873,-0.530944400209749,-0.554462633501151,-0.443851632888024,-0.492205304226604,-0.682404623927004,-0.695071002933568,-0.476853862650794,1.58875588693514,-0.515156666879565,-0.48551402693301,-0.827659933261152,0.579541874833691,-0.450589165201014,-0.67766395689567,-0.490986750038817,-0.575716818273268,-0.607941775369872,0.886342361253645,-0.439765002258775,0.741961079411412,-0.454763048708803,-0.782395946637642,-0.44670420852186,0.491716063789838,-0.534409221752732,1.26748329863711,-0.6152337154774,-0.539840567297763,-0.49084846686413,0.888824014730286,1.5959251364939,-0.584516259022239,-0.554620084119104,-0.624231067142604,-0.93969794690545,0.818871609191909,-0.569204097031386,-0.718784402270428,-0.717689049863235,1.34428544137183,0.394995127997114,0.940412525280501,-0.682025256037862,-0.592767931218722,-0.427419269955464,-0.59759168014289,-0.645777537662684,3.50719170517881,-0.636684481310347,0.838688934152155,0.309831621477282,-0.583197955142975,-0.286734672775943,0.345782582248056,-0.578189275152201,"GBM"
"VU468-1-GBM-WT",0.00811749411574019,-0.504092867637063,-0.470263139386551,-0.73287211537662,-0.378386851177617,-0.449675359086114,0.438114435804943,-0.458221166086452,-0.517190536167296,-0.502737008274873,-0.530944400209749,-0.554462633501151,1.23292634577917,-0.492205304226604,-0.682404623927004,-0.695071002933568,-0.476853862650794,-0.644579436713602,-0.515156666879565,-0.48551402693301,-0.827659933261152,-0.455326700619484,-0.450589165201014,0.750732227640215,3.17652765252772,-0.575716818273268,1.05411877539768,1.2554959299526,-0.439765002258775,-0.740964223509046,1.20384830990232,0.0317611194332883,-0.44670420852186,1.68975211801072,-0.534409221752732,-0.321813678624422,0.284170761062327,-0.539840567297763,-0.49084846686413,-0.449673180451552,-0.409470243074914,1.27269406382203,-0.554620084119104,-0.624231067142604,-0.647440444563782,-0.580575930301235,-0.569204097031386,-0.718784402270428,-0.717689049863235,-0.539511579136432,0.433812603590904,-0.46119392711915,-0.682025256037862,0.0562564809069713,-0.427419269955464,-0.59759168014289,-0.645777537662684,0.904016223368581,-0.636684481310347,-0.504866704114067,-0.687212598123554,-0.583197955142975,-0.0303305056749426,-0.64512693066382,-0.578189275152201,"GBM"
"GBM-471",0.416155488951005,-0.504092867637063,1.58306501126896,-0.73287211537662,0.517798379161317,-0.449675359086114,-0.50884989360878,-0.458221166086452,-0.517190536167296,-0.502737008274873,-0.530944400209749,-0.554462633501151,-0.443851632888024,-0.492205304226604,-0.682404623927004,0.0848791169992451,1.68576437898764,1.34928205326193,0.752016555776452,-0.48551402693301,-0.272135066132453,2.01204606493627,-0.450589165201014,-0.67766395689567,-0.490986750038817,0.460360739303042,0.370310430765292,-0.527954826294125,0.691540400698187,-0.740964223509046,-0.454763048708803,-0.782395946637642,1.52367682588609,-0.445044818954859,-0.534409221752732,-0.321813678624422,-0.6152337154774,-0.539840567297763,-0.49084846686413,-0.449673180451552,2.96332357203797,-0.584516259022239,-0.554620084119104,-0.624231067142604,0.230258246905862,2.84177589097598,-0.569204097031386,-0.718784402270428,-0.717689049863235,-0.539511579136432,-0.772959880621827,-0.46119392711915,-0.682025256037862,-0.0544586955133627,-0.427419269955464,0.608840886549174,-0.645777537662684,2.33696203163234,0.744619890273096,-0.504866704114067,-0.687212598123554,-0.583197955142975,0.316962889798972,-0.64512693066382,-0.578189275152201,"GBM"
"GBM-475",-0.622803829285566,-0.504092867637063,-0.470263139386551,-0.73287211537662,-0.378386851177617,-0.449675359086114,-0.50884989360878,-0.458221166086452,-0.517190536167296,-0.502737008274873,0.116403247900783,-0.554462633501151,-0.443851632888024,-0.492205304226604,-0.682404623927004,-0.695071002933568,-0.476853862650794,-0.644579436713602,-0.515156666879565,-0.48551402693301,-0.827659933261152,-0.455326700619484,-0.450589165201014,-0.67766395689567,2.44398259172027,-0.575716818273268,-0.607941775369872,-0.527954826294125,-0.439765002258775,-0.740964223509046,-0.454763048708803,-0.782395946637642,-0.44670420852186,-0.445044818954859,-0.534409221752732,-0.321813678624422,-0.6152337154774,-0.539840567297763,-0.49084846686413,-0.449673180451552,-0.409470243074914,-0.584516259022239,-0.554620084119104,-0.624231067142604,-0.54523536314327,-0.580575930301235,-0.569204097031386,-0.718784402270428,-0.717689049863235,-0.539511579136432,0.382882838590014,-0.46119392711915,-0.682025256037862,-0.592767931218722,-0.427419269955464,-0.59759168014289,-0.645777537662684,1.40151398875156,-0.636684481310347,-0.504866704114067,-0.687212598123554,-0.583197955142975,-0.848603703086092,-0.64512693066382,-0.578189275152201,"GBM"
"GBM-476",0.735338404599509,-0.504092867637063,-0.470263139386551,-0.73287211537662,-0.378386851177617,-0.449675359086114,-0.50884989360878,-0.458221166086452,-0.517190536167296,-0.502737008274873,1.29253131091038,-0.554462633501151,-0.443851632888024,-0.492205304226604,-0.682404623927004,-0.695071002933568,-0.476853862650794,-0.644579436713602,0.704275081599913,-0.48551402693301,-0.827659933261152,-0.455326700619484,-0.450589165201014,-0.67766395689567,-0.490986750038817,-0.575716818273268,0.542691811253003,-0.527954826294125,-0.439765002258775,-0.740964223509046,-0.454763048708803,-0.782395946637642,-0.44670420852186,0.499412167563007,0.296068758906601,2.53925846884457,-0.6152337154774,-0.539840567297763,-0.49084846686413,-0.449673180451552,1.91724976897178,-0.584516259022239,-0.554620084119104,-0.624231067142604,0.149107855355217,-0.580575930301235,-0.569204097031386,-0.718784402270428,0.382015046418991,-0.539511579136432,-0.772959880621827,-0.46119392711915,-0.682025256037862,1.15776368106819,-0.427419269955464,-0.59759168014289,-0.645777537662684,-0.518588722594602,-0.636684481310347,0.849727123094061,-0.687212598123554,-0.583197955142975,-0.0501882990639764,-0.64512693066382,-0.578189275152201,"GBM"
"GBM-480",0.956781612234186,-0.504092867637063,-0.470263139386551,-0.73287211537662,1.29134777716158,-0.449675359086114,-0.50884989360878,0.66456242857637,4.57490899789542,-0.502737008274873,0.32965800828286,-0.554462633501151,-0.443851632888024,-0.492205304226604,0.752030076982994,0.153831915467824,2.65524308959086,3.2244937716604,2.06665887001762,-0.48551402693301,0.213554688698428,0.510154056936751,-0.450589165201014,-0.67766395689567,-0.490986750038817,-0.575716818273268,-0.607941775369872,0.792077780904468,-0.439765002258775,0.0685129711487959,-0.454763048708803,0.251755658647957,1.07928759861497,3.09911064415109,-0.534409221752732,4.84502372777405,0.196693391134648,0.537401228709979,-0.49084846686413,-0.449673180451552,1.74658489460189,-0.584516259022239,0.461005968829571,1.72887053428246,-0.675865828596604,0.178238626833206,-0.569204097031386,1.0310145515233,0.717239687215978,-0.539511579136432,0.000113271546563136,-0.46119392711915,1.17549608567084,-0.592767931218722,1.51933373967294,-0.59759168014289,0.384511076247185,-0.518588722594602,-0.636684481310347,-0.504866704114067,0.624450640321351,-0.583197955142975,0.054087218291678,0.279342214393456,-0.578189275152201,"GBM"
"GBM-484",-0.622803829285566,-0.504092867637063,-0.470263139386551,-0.73287211537662,-0.378386851177617,3.09275720139337,-0.50884989360878,-0.458221166086452,-0.517190536167296,-0.502737008274873,-0.530944400209749,-0.554462633501151,-0.443851632888024,-0.492205304226604,-0.682404623927004,-0.695071002933568,-0.476853862650794,-0.0128599384844076,-0.515156666879565,-0.48551402693301,0.34188834457861,-0.455326700619484,-0.450589165201014,0.351709989367994,2.60800663060445,-0.575716818273268,-0.607941775369872,-0.527954826294125,0.542109189114857,0.168956549661039,-0.454763048708803,0.62940183201722,-0.44670420852186,4.26741761581347,-0.534409221752732,-0.321813678624422,-0.6152337154774,-0.539840567297763,-0.49084846686413,-0.449673180451552,-0.409470243074914,-0.584516259022239,1.05521837599731,-0.624231067142604,-0.93969794690545,-0.580575930301235,-0.569204097031386,-0.718784402270428,-0.717689049863235,0.609547702744277,-0.772959880621827,-0.46119392711915,0.800818883867112,-0.592767931218722,-0.427419269955464,1.71036885443906,-0.645777537662684,-0.518588722594602,-0.636684481310347,-0.504866704114067,0.787207726428085,0.341208635103603,-0.0177166654408965,-0.64512693066382,0.599373123355341,"GBM"
"GBM-485",-0.622803829285566,-0.504092867637063,2.36140902859157,1.60797637123901,-0.378386851177617,1.23315670640514,-0.50884989360878,-0.458221166086452,-0.517190536167296,-0.502737008274873,0.125309842196471,-0.554462633501151,-0.443851632888024,-0.492205304226604,0.213278304511131,-0.695071002933568,-0.476853862650794,-0.644579436713602,-0.515156666879565,0.612572730129248,-0.827659933261152,-0.455326700619484,-0.450589165201014,-0.67766395689567,-0.490986750038817,-0.575716818273268,-0.607941775369872,-0.527954826294125,-0.439765002258775,-0.740964223509046,-0.454763048708803,0.0080593465479996,-0.44670420852186,1.81952564977592,-0.534409221752732,-0.321813678624422,-0.6152337154774,-0.539840567297763,1.66582049634358,-0.449673180451552,-0.409470243074914,-0.584516259022239,-0.554620084119104,-0.624231067142604,-0.93969794690545,-0.580575930301235,-0.569204097031386,0.745589280072019,0.376518986235842,-0.539511579136432,0.0583054381249617,-0.46119392711915,-0.682025256037862,-0.592767931218722,-0.427419269955464,-0.59759168014289,0.462064832287352,1.42775811567959,-0.636684481310347,-0.504866704114067,-0.687212598123554,0.662198594042831,-0.284949709341214,0.348930535155686,-0.578189275152201,"GBM"
"GBM-486",3.06757090671958,-0.504092867637063,-0.470263139386551,0.424873006329687,3.8914909265085,1.73054733250288,-0.50884989360878,4.12338117910192,4.09157633015166,-0.502737008274873,-0.530944400209749,-0.554462633501151,-0.443851632888024,-0.492205304226604,1.05376583203082,-0.695071002933568,3.7354582580612,4.14557003276429,4.54769941147373,1.96218602824171,1.60700265770471,4.82950409253451,-0.450589165201014,0.432816305594206,-0.490986750038817,-0.575716818273268,-0.607941775369872,-0.527954826294125,-0.439765002258775,0.455534527587546,-0.454763048708803,0.10892318023596,4.95454569688362,1.887489655538,0.778887761111588,5.72638981497896,-0.6152337154774,-0.539840567297763,-0.49084846686413,-0.449673180451552,-0.409470243074914,-0.584516259022239,-0.554620084119104,-0.624231067142604,-0.48882154850991,0.340303186520241,-0.569204097031386,-0.718784402270428,-0.717689049863235,-0.539511579136432,1.07997947364632,-0.46119392711915,-0.202576755066323,-0.592767931218722,-0.427419269955464,-0.59759168014289,1.11493614088886,1.03993451079588,0.65662672795164,-0.504866704114067,-0.687212598123554,0.414044375217555,0.550450108286043,1.82223762580411,1.21070415340502,"GBM"
"GBM-499",-0.622803829285566,-0.504092867637063,0.969883058894709,-0.73287211537662,-0.378386851177617,-0.449675359086114,-0.50884989360878,-0.458221166086452,-0.517190536167296,-0.502737008274873,-0.530944400209749,-0.554462633501151,-0.443851632888024,0.523918535127959,-0.682404623927004,-0.695071002933568,-0.476853862650794,0.0254917049572778,-0.515156666879565,-0.48551402693301,-0.827659933261152,0.696718592188071,-0.450589165201014,-0.67766395689567,-0.490986750038817,-0.575716818273268,-0.607941775369872,-0.527954826294125,-0.439765002258775,-0.740964223509046,0.813080772018937,-0.160053648087239,1.04250548236741,-0.445044818954859,-0.534409221752732,0.706463079249618,-0.6152337154774,-0.539840567297763,-0.49084846686413,-0.449673180451552,-0.409470243074914,-0.584516259022239,-0.554620084119104,-0.624231067142604,-0.496317156850754,0.324868048585796,-0.569204097031386,-0.718784402270428,-0.717689049863235,-0.539511579136432,-0.772959880621827,-0.46119392711915,-0.682025256037862,-0.592767931218722,-0.427419269955464,-0.59759168014289,-0.645777537662684,-0.518588722594602,-0.636684481310347,-0.504866704114067,-0.687212598123554,-0.583197955142975,-0.848603703086092,-0.64512693066382,-0.578189275152201,"GBM"
"GBM-505",-0.622803829285566,-0.504092867637063,3.06011848257249,-0.73287211537662,-0.378386851177617,0.531457406435742,-0.50884989360878,-0.458221166086452,-0.517190536167296,-0.502737008274873,-0.530944400209749,-0.554462633501151,-0.443851632888024,-0.492205304226604,-0.682404623927004,-0.695071002933568,-0.476853862650794,0.81490610577041,-0.515156666879565,-0.48551402693301,-0.827659933261152,-0.455326700619484,-0.450589165201014,-0.67766395689567,-0.490986750038817,-0.575716818273268,-0.607941775369872,-0.527954826294125,-0.439765002258775,-0.740964223509046,-0.454763048708803,-0.782395946637642,-0.44670420852186,-0.445044818954859,-0.534409221752732,-0.321813678624422,-0.6152337154774,-0.539840567297763,-0.49084846686413,-0.449673180451552,1.24360444966791,-0.584516259022239,-0.554620084119104,-0.624231067142604,-0.93969794690545,0.237894873723845,-0.569204097031386,-0.718784402270428,-0.717689049863235,-0.539511579136432,-0.772959880621827,-0.46119392711915,-0.682025256037862,-0.592767931218722,-0.427419269955464,-0.59759168014289,-0.645777537662684,1.43377058205132,-0.636684481310347,-0.504866704114067,-0.687212598123554,-0.583197955142975,-0.28319686546476,-0.64512693066382,-0.578189275152201,"GBM"
"HD-1",0.503649534675258,1.50911800297888,-0.470263139386551,2.74334394809489,-0.378386851177617,-0.449675359086114,-0.50884989360878,1.91262850414191,0.469392572973038,0.745854548102694,-0.530944400209749,-0.554462633501151,-0.443851632888024,-0.492205304226604,0.965041575704378,1.23640459232417,0.0495759138201275,2.34271037523025,1.82901014397362,-0.48551402693301,2.69656552087633,-0.455326700619484,-0.450589165201014,1.13209147164867,-0.490986750038817,0.721784184418102,-0.607941775369872,0.54915352578403,1.28648050301737,2.55925895163469,-0.454763048708803,2.17344800248769,1.30589519648509,-0.445044818954859,-0.534409221752732,-0.321813678624422,0.700863907683711,1.91116554197415,-0.49084846686413,3.63149877508048,-0.409470243074914,1.63350814612612,-0.554620084119104,0.675915508029353,2.86961506760997,-0.580575930301235,-0.569204097031386,-0.718784402270428,1.59763630575183,1.48066416035157,-0.772959880621827,0.606249343996953,2.96212823765642,-0.592767931218722,0.873317855983202,-0.59759168014289,-0.645777537662684,-0.518588722594602,1.78806720228076,-0.504866704114067,-0.687212598123554,-0.583197955142975,-0.848603703086092,-0.64512693066382,-0.578189275152201,"HC"
"HD-2-1",-0.622803829285566,-0.504092867637063,-0.470263139386551,-0.73287211537662,-0.378386851177617,-0.449675359086114,-0.50884989360878,-0.458221166086452,1.11910743805639,-0.502737008274873,-0.530944400209749,-0.554462633501151,-0.443851632888024,-0.492205304226604,-0.682404623927004,-0.695071002933568,-0.476853862650794,-0.644579436713602,0.572383656779534,3.29881383121856,0.32618555605869,-0.455326700619484,-0.450589165201014,2.90250881069095,-0.490986750038817,-0.575716818273268,1.86770906657756,0.741964854911336,-0.439765002258775,-0.740964223509046,-0.454763048708803,-0.782395946637642,0.75541557303813,-0.445044818954859,-0.534409221752732,0.847215057838625,0.934189275155678,1.96488734211733,-0.49084846686413,-0.449673180451552,-0.409470243074914,2.57361854574958,-0.554620084119104,0.463852749256993,0.751598562053734,-0.580575930301235,-0.569204097031386,-0.718784402270428,0.662764913475899,2.7695791778294,1.91933249365078,-0.46119392711915,1.8505775431365,0.972316925192187,1.10616059052665,-0.59759168014289,-0.645777537662684,-0.518588722594602,2.21007602353835,1.88716556380975,-0.687212598123554,-0.583197955142975,0.370219960816181,0.608976972072589,0.84183487165366,"HC"
