"","ENSG00000049768","ENSG00000094963","ENSG00000096696","ENSG00000100448","ENSG00000100985","ENSG00000103037","ENSG00000115423","ENSG00000124107","ENSG00000128596","ENSG00000133063","ENSG00000134121","ENSG00000152583","ENSG00000159899","ENSG00000165138","ENSG00000172232","ENSG00000175445","ENSG00000178038","ENSG00000179593","ENSG00000184206","ENSG00000196081","ENSG00000196533","ENSG00000196634","ENSG00000197457","ENSG00000198178","ENSG00000213160","ENSG00000228486","ENSG00000229391","ENSG00000229807","ENSG00000230063","ENSG00000239219","ENSG00000254977","ENSG00000268632","ENSG00000269161"
"VU456-1-GBM-WT",3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,5.04022110105536,3.51266192128151,3.92436173400235,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.92436173400235,3.51266192128151,4.22103176037615,3.51266192128151,3.51266192128151,4.09295129105776,4.22103176037615,3.51266192128151,3.51266192128151,4.22103176037615,4.09295129105776,3.51266192128151,3.51266192128151,3.51266192128151,4.71670733104389,3.92436173400235,3.92436173400235,3.51266192128151
"VU468-1-GBM-WT",3.51266192128151,3.51266192128151,3.93813990892218,3.51266192128151,3.51266192128151,3.51266192128151,4.11223745215335,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,5.34405433915224,3.51266192128151,4.11223745215335,3.51266192128151,4.45089014508458,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.93813990892218,3.51266192128151,3.93813990892218,3.51266192128151,3.51266192128151,3.51266192128151
"GBM-471",3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,4.87642552182926,3.51266192128151,4.49425217301659,3.51266192128151,3.51266192128151,4.01050492430654,3.51266192128151,4.36671068018813,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,4.70404065709201,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.86555886330277,3.51266192128151,4.36671068018813,3.51266192128151,3.51266192128151,3.51266192128151
"GBM-475",3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,4.97825414783668,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,4.08693339419125,3.51266192128151,3.51266192128151,3.51266192128151
"GBM-476",3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.9277441174264,3.9277441174264,4.78787809908668,3.51266192128151,3.51266192128151,3.51266192128151,4.33453390590041,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,4.66024998389042,3.51266192128151,3.51266192128151,3.9277441174264,3.51266192128151,3.51266192128151
"GBM-480",3.51266192128151,3.51266192128151,3.51266192128151,4.05427431820887,5.79366850564604,3.51266192128151,3.51266192128151,6.15903491958829,3.51266192128151,3.89675730933348,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,4.17409307912783,5.07029329476397,3.51266192128151,5.81558694697755,3.89675730933348,3.51266192128151,3.51266192128151,4.2742496094329,3.89675730933348,4.63949222938166,3.51266192128151,3.51266192128151,5.31857943659397,3.51266192128151,4.17409307912783,3.51266192128151,3.51266192128151,3.89675730933348,3.51266192128151
"GBM-484",3.51266192128151,5.00848573301741,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.94474612661507,3.51266192128151,3.51266192128151,3.51266192128151,5.06016040591458,3.94474612661507,3.51266192128151,3.51266192128151,5.58375598336872,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,4.12148002539,3.51266192128151,3.94474612661507,3.51266192128151,4.95431114737841,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.94474612661507
"GBM-485",3.51266192128151,4.22325280247356,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.92566963508276,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,4.50792469862754,3.51266192128151,3.51266192128151,3.51266192128151,4.22325280247356,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,4.09478258545437,3.51266192128151,3.92566963508276,3.51266192128151
"GBM-486",3.51266192128151,4.43328044013465,3.51266192128151,5.72275177273742,5.57715958036147,3.51266192128151,3.51266192128151,6.78903368556953,4.43328044013465,5.6151161839883,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,5.85379832977426,4.53779440066081,4.16906246233498,6.20842300110041,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.97879085673607,3.51266192128151,3.51266192128151,3.97879085673607,3.51266192128151,4.53779440066081,4.16906246233498
"GBM-499",3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.97097792637143,3.51266192128151,3.97097792637143,3.51266192128151,3.51266192128151,3.51266192128151,3.97097792637143,4.1581501116598,3.51266192128151,3.51266192128151,3.97097792637143,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151
"GBM-505",3.51266192128151,3.92695400111245,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,4.51092246664658,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,4.09658081629833,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,4.09658081629833,3.51266192128151,3.51266192128151,3.51266192128151
"HD-1",4.13526341243222,3.51266192128151,3.51266192128151,4.65632092979458,3.95460194089783,3.95460194089783,3.51266192128151,5.55591173090904,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,4.27231465878181,3.51266192128151,4.27231465878181,3.51266192128151,3.51266192128151,3.51266192128151,4.38657912923561,3.51266192128151,5.28200496551737,3.51266192128151,3.51266192128151,4.13526341243222,4.27231465878181,3.95460194089783,7.05557713575533,3.51266192128151,3.95460194089783,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151
"HD-2-1",3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,4.24564179102272,3.51266192128151,3.51266192128151,3.51266192128151,4.93600719606743,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,4.03371287009299,3.51266192128151,3.51266192128151,4.03371287009299,4.40573387773248,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,4.03371287009299,4.75698923549979,3.51266192128151,5.97490644663974,4.53867749596784,4.03371287009299,3.51266192128151,4.24564179102272,4.03371287009299,4.03371287009299
"HD-3-1",3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.98036557311411,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,4.17126133274664,4.63481809613456,3.51266192128151,3.51266192128151,3.51266192128151,5.00344444873543,3.98036557311411,3.51266192128151,6.35290821655252,4.63481809613456,3.51266192128151,3.51266192128151,4.17126133274664,3.98036557311411,4.31588613088192
"HD-4",4.00494664912879,3.51266192128151,4.86208660759579,3.51266192128151,3.51266192128151,4.59334827962743,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,4.69131336566617,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,4.00494664912879,3.51266192128151,3.51266192128151,3.51266192128151,4.00494664912879,3.51266192128151,4.48358785684056,4.86208660759579,3.51266192128151,4.35734992093036,4.20556128496402,3.51266192128151,4.00494664912879,3.51266192128151,3.51266192128151
"HD-5",4.32407227453959,3.51266192128151,4.88440347461514,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,4.44565241836533,3.51266192128151,3.51266192128151,3.51266192128151,3.98521356164083,4.17802971633818,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,5.1922334709845,4.55146284811971,3.51266192128151,3.51266192128151,3.98521356164083,3.51266192128151,3.51266192128151
"HD-7",3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,4.13713600664627,3.51266192128151,3.51266192128151,4.23191306393428,3.51266192128151,3.51266192128151,3.87506981868425,4.02385431329889,3.51266192128151,3.51266192128151,4.02385431329889,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,4.38916937876063,3.51266192128151,3.87506981868425,6.10257215742853,3.51266192128151,4.02385431329889,3.51266192128151,3.87506981868425,3.87506981868425,3.51266192128151
"HD-8",3.87523186922256,3.51266192128151,4.02408171843236,4.13741240282804,4.52026147748585,3.51266192128151,3.51266192128151,4.23222982906305,3.87523186922256,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,4.13741240282804,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,4.23222982906305,3.87523186922256,3.51266192128151,3.51266192128151,5.06275053679505,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151,3.51266192128151
