"","ENSG00000005381","ENSG00000049768","ENSG00000073712","ENSG00000075131","ENSG00000094963","ENSG00000096696","ENSG00000100448","ENSG00000100985","ENSG00000103037","ENSG00000115423","ENSG00000117519","ENSG00000117643","ENSG00000124107","ENSG00000128596","ENSG00000133063","ENSG00000134121","ENSG00000137103","ENSG00000152583","ENSG00000155275","ENSG00000156042","ENSG00000159899","ENSG00000165138","ENSG00000172232","ENSG00000175445","ENSG00000178038","ENSG00000179593","ENSG00000184206","ENSG00000196081","ENSG00000196533","ENSG00000196634","ENSG00000197457","ENSG00000198178","ENSG00000198610","ENSG00000211786","ENSG00000211793","ENSG00000213160","ENSG00000228486","ENSG00000229391","ENSG00000229807","ENSG00000230063","ENSG00000232021","ENSG00000237702","ENSG00000239219","ENSG00000239961","ENSG00000254977","ENSG00000256862","ENSG00000266088","ENSG00000268632","ENSG00000269161"
"VU402-2-GBM",2.40352922736017,-1.48651875439176,-0.0950246284753029,-0.715810872663914,-1.53009304562607,-1.40349273701004,-1.45636137946003,0.333405071766425,-1.51916061875522,-1.64883759963448,-1.13794687182915,-0.983150270822827,1.6254274499936,-1.59370173658642,-0.313829001401452,-1.62203603895919,-1.12235957431656,0.0388178120079181,-1.34851686168536,-1.40147796511601,-1.59856832737247,-1.61563455112629,-0.931870142163169,-1.4906255025032,-1.10069834732605,-1.49177556360987,-1.54075890619871,-1.5138468622615,-1.52136479905646,-0.200380636788667,-1.40926974645614,-1.08350434028337,2.45276047754689,-1.3074532268949,-0.927928540854535,-1.49895329227046,-1.39279279606505,-0.698820102138557,0.370189992811109,-1.7862932986112,-1.23683602221506,-1.11234925354624,-0.204007651473095,-1.03044000582296,-1.60547171583492,-0.987919557050196,-1.02983527708832,-1.33109201302177,-1.46837749521212
"VU406-2-GBM",1.8421935289084,-1.49207838195506,-1.43544889465372,-0.743224698863373,-1.54062099006238,-1.41620270938794,-0.625201094902636,-0.251767642386875,-1.5261937525078,-1.65615512287883,-1.15545260852636,-0.999529772223265,0.657702992397824,-1.60274910467336,-0.0542877746263479,-1.62634834252466,-1.1358623810143,-1.41782076666968,-1.35743273048487,-1.41214245301123,-1.61043781180134,-1.62266898065375,-1.46870801366629,-1.50202090432955,-1.12303622473858,-1.51177934055068,-1.54978674558637,-1.52003646510467,-1.53251284767972,-1.57371606475339,-1.41843307786855,-0.0900432667626111,0.859197351446531,-1.31510375481303,-0.947082949010712,-1.50913349640349,-1.40759509535617,-0.753901364128117,-1.05026927263787,-1.79328798520366,-1.24850449381843,-1.12206751108427,-0.854153528538439,-1.03874328391292,-1.61117047557015,-1.0007299610023,-1.04969768344543,-1.34436256444686,-1.47777807594597
"VU408-GBM",0.292867585796317,-1.03480542359729,-0.77615371709135,1.22274809468777,-1.50701261356642,-1.37576635509834,-0.411971057307996,-1.24433090365885,-1.5033750659792,-1.63138248067472,-1.09954360707134,-0.0255638531742229,-0.0250780791985761,-1.57361616390262,-1.53092652579634,-1.6117791900371,-0.54866304851415,-0.39782406121425,-1.32855116911652,-1.37796620204016,-1.57277902591412,-1.59969285371922,-1.42435242020325,-1.46573284608166,-1.05237507680724,-1.40927802163884,-1.52061166629978,-1.49983400478358,-1.49700621238588,-0.838578589243723,-1.38886805389691,-1.04684427169196,1.06606030356558,-0.82846126789064,-0.304124440798999,-1.47635035650434,-1.36003964201904,-0.586229584750279,-0.939088615907627,-1.76596908016921,-0.350225289948836,-0.283498883229127,-0.969902104977486,-1.01164331221825,-1.59231573665131,0.344660131963686,0.554903644526675,-1.30197235572648,-1.44743954901002
"VU417-GBM-vIII",-0.921201570398575,-1.48049453915221,-1.40448413627786,-0.687256149974844,-1.51896833314479,-1.39010617733547,-1.43884632833558,-1.26120804042729,-1.51161462160413,-1.64101065553134,-1.11944284167892,-0.965833138129233,-0.779857846810852,-1.58406309888857,-1.54160730745221,-1.6173537125301,-1.10803123805153,-1.38435862763394,-1.33896513987678,-1.39016789751011,-1.58609918145716,-1.60811013564207,-1.44009585944892,-1.47861239779962,-1.07730345083549,-1.45838393516966,-1.5311084645874,-1.50716883331787,-1.50961042078366,-0.702862367180013,-1.39948948269619,-1.06579709625124,6.85932855908074,-1.29922809270356,-0.907790060225839,-1.48810718360781,-1.37712626442985,0.839589885320246,-0.977539156850634,-1.7787882300509,-1.22443500615041,-1.10191984760161,-0.122216665680111,-1.02148228732939,-1.59930901626677,-0.974265130833346,-1.00893207430794,-1.31706185013696,-1.45834148789863
"VU418-GBM",-0.819928249751788,-1.442224126182,-1.35978518158877,-0.610594876851499,-1.48279165209481,-1.35228447223522,-1.38907079768198,-1.21796599852151,-1.4857454759636,-1.610882548055,-1.06116300401502,-0.918154293100276,-0.675827244334392,-1.54483605041447,-1.50817750923325,-1.58641932169743,-1.06832986944452,-1.3377452197967,-1.31203727246024,-1.35753201945805,-1.54434332877292,-1.57983948676434,-1.39725993638953,-1.44134851767521,-1.01395841294207,-1.33737620034531,-1.47591261160882,-1.47861336366564,-1.47204538063269,-1.53718574297823,-1.37049074609628,-1.01747708398879,-0.870786127062501,-1.27588504218184,-0.852881263252702,-1.43943735966274,-1.29460317594976,-0.501897029551813,-0.881239069936976,-1.71281643752104,-1.1899842930279,-1.07241549033283,-1.35750677010782,0.0814123031385389,-1.54419840466451,-0.936115719731349,-0.951849397476222,-1.27845592188274,-1.42558725824542
"VU419-GBM",2.69629019526659,-1.40991297892905,0.0832516654625896,-0.578648323824331,-1.46477899534669,-1.3311675549849,0.980448790521895,1.05766468378026,-1.46466328340365,-1.57309465420308,-1.01259012275107,-0.897820109009965,4.44026405215894,-1.50457647572537,0.135964392532687,-1.55630362536471,-1.05129780728615,0.909530123182359,-1.28476741707024,-1.3388059653168,-1.52513759665993,-1.56062645776033,0.938856265144873,-1.42213472205737,-0.96782861876452,-1.28973000980229,-1.43708647540011,-1.4438471177207,-1.45326516293977,-1.52513111524881,-1.35379925558342,-0.997051488191577,4.70060504935353,-1.26211297583941,-0.829679290596808,-0.79622602312316,-1.24955994596378,1.71337167495228,-0.842091755137015,-1.67759450720107,-1.17393383800076,-1.05949545676552,-1.32635667366096,-0.984566141960213,-1.51231315437432,-0.919612417762683,-0.927133630404068,-1.25792347131819,-1.38488896901895
"VU421-GBM",-0.801526736649134,-1.42764123261504,-1.3449670034059,0.521751832635423,0.448291645063636,-1.34274497770478,-1.3777413544987,-1.20972295105885,-1.47968390320465,-1.59382785080615,-1.03924075061537,-0.909078918434909,-0.656818791267043,-1.526665816837,-1.50076405678584,-1.57282729443585,-1.06073509996098,0.991086582716672,-1.30484574747491,-1.34907915969977,-1.53566270643213,-1.5738793959208,-1.37767321151182,-0.0492415548510534,-0.997235286252703,-1.31587218750044,-1.45838932753861,-1.46292241774012,-1.46356015448638,-1.53174937910918,-1.3629638146079,0.697488742373171,0.305653069889702,-1.27037201376798,-0.842511130830798,-1.42088427460707,-1.27427394951731,-0.476557880011205,-0.863639620245159,-1.69691982892779,-1.18338087875084,-1.06667328148309,-1.34344789013278,-0.990864316517984,-1.52980772990148,-0.928766667733334,-0.941056767544234,-0.627012655439832,-1.40721902094636
"VU422-GBM",-0.908286435465379,-1.47842115970919,-0.450959925145831,-0.677681450654267,-0.297850034206426,-1.3855863421926,-1.43296678197684,-0.688979300531733,-1.50903492635906,-1.63834054889343,-0.131435295035416,-0.959970410454959,-0.0773867515247378,-1.5807837518492,-1.53825015960024,-1.61573989034175,-1.10316873294201,0.271350860909791,-1.3357029667616,-1.38633150008959,-1.58189660162195,-1.60554318713596,-1.43513530261112,-1.47455397929385,-1.06943220540996,-1.44263782972857,-1.52781757249663,-1.50487718490227,-1.50563897936725,-1.55907807320581,-1.39615770966626,-0.509858229070708,0.609062534142917,-1.29641225009217,-0.900997020272015,-1.48441680667175,-1.37181913532244,-0.625053566168439,-0.965314373746539,-1.77484154549019,-1.22022236991502,-1.09835360949066,-1.37495953785499,-0.593121140370305,-1.59719089167804,-0.969617353483901,-1.00187674297199,-1.31231243507276,-1.45492202463799
"VU425-GBM",-0.943720649754257,-1.48401488443887,-0.863703433204367,1.05070712338834,-1.52543457448259,-1.39788181177581,-0.879274922763491,-1.27031446325606,-1.51601496743029,-0.926025515131338,0.0788776145323767,-0.975900244233992,0.807437475753567,-1.58967528870918,-1.54736213261672,-1.62009111255162,-0.630364777547152,-0.0770910467040568,-1.34453335828942,-0.927824672423465,-1.59333789981122,-1.61249503337706,-1.44862613250687,-0.998503617672183,-1.09087689305699,0.904504326954809,-1.53673157366183,-1.5110676608844,-1.51643951166792,-0.736705223044129,-1.40518640010034,-0.225329256975169,1.02851138983462,-0.896614146380305,-0.0545524640880737,-1.49442253362463,0.287223180239104,0.0242989018016289,0.412517479886122,-1.78316927473921,-1.23165201401863,-1.10800199738706,-1.37976903453971,-1.02671202149901,-1.60290874784562,-0.98221657995302,-1.02107217585115,-1.32521794955951,-1.46418768196002
"VU429-1-GBM-vIII",2.14433764528004,-1.38587086544915,-1.28239858077598,-0.554330801319281,-1.45142080521547,-1.31551230332409,0.123202693662499,0.822025853941654,-1.43642416174937,-1.54497739717589,-0.976447960597177,-0.882175303917161,-0.601726791572418,-1.47462008774103,0.0392785985043613,-1.53389510538585,-1.03699384818803,-1.29427556354882,-1.25461291142719,-1.32488834338551,-1.50755693564905,-1.53209989708795,-1.31706186306371,-1.40789765790937,-0.927948862453513,-1.25427738068476,-1.40819668187441,-1.41797821174422,-1.43934940723822,-0.444955531364643,-1.32472450354705,-0.981406509904029,0.763936207584799,-1.24072730518957,-0.811907135893232,-1.36774192866059,-1.21604413055968,-0.403854365053582,0.0500872385402585,-1.65138653510076,-1.15856367791124,-1.04143964941983,-1.30317847612367,-0.405141818779311,-1.48858794276821,-0.90682549530202,-0.888163504565838,-1.22629903067147,-1.35460614184599
"VU430-GBM",-0.533112791229738,-1.50337613833615,0.285322253081446,-0.802613291153922,-1.56286018145267,-1.44319720826342,-1.07190385855868,-0.429468099462761,-1.54070167307933,-1.6713207120565,-1.19243654756013,-1.03412883148884,0.883547490734477,-1.62161779747825,-0.672454859704947,-1.63508422318443,-1.16421166237953,-1.03260782594925,-1.37586910198599,-1.43454452830341,-1.63574518843229,-1.63724668553458,-1.49825662387143,-0.910848427846252,-1.1709561880777,-0.211043110486417,-1.56851626565424,-1.53269647592043,-1.55614355530714,-0.54598635528716,-1.43749033015908,-1.1361633106945,0.154254283162914,-1.33083780380146,-0.987915932529152,-1.53036467521582,-1.01913543591588,-0.88042720506068,-0.580109973962551,-1.8077601732672,-0.924694102363319,-1.14211196921206,-0.676705389123498,-1.05573225736264,-1.62278518561656,-0.687355091451349,-1.0919685922716,-1.37238305518665,-1.49732091259276
"VU431-1-GBM-vIII",-0.238980407067711,-1.48158267210095,-1.40731589086058,0.754177432009767,-0.501137075721639,-0.00627735920440653,-0.498102371568935,0.80478760225951,-1.08529891269153,-1.64241675945538,-1.12275103912649,0.510180022118186,0.304208785174514,-1.5857918128829,-0.255443284431802,-1.61820019905085,-1.11059698438897,-0.825367445249926,-1.34068227480248,-1.39219260297501,-1.58832259691685,-0.895206802132094,-0.888867026684225,-1.48075760817949,0.666787602953218,-1.46681706437632,-1.0468281595681,-1.50837288817703,-1.51170957209179,-1.56243851975209,-1.40124496727061,0.052028222977666,-0.344324008364186,-0.880018422814048,0.877824791064798,-1.49005252422175,-0.418559521487827,-0.653033767953616,-0.984043524652399,-1.78014983496261,-1.22665700788593,-0.360248972144146,-0.759951878726704,-0.614695028752528,-1.60042122723247,-0.18638827066443,0.435380963553792,-1.31957034008327,-1.46014306169247
"VU436-1-GBM-vIII",1.3199132387611,-1.14994856091007,-0.929007230405479,-0.175679582630011,-0.401483209787704,-0.978336778128623,-0.133815821066808,0.591696416985161,-1.15931713185344,-1.26906620988709,-0.621789365648884,-0.527878986494779,1.89156045266282,-1.1806617344191,0.313243381149818,-1.31400305308595,-0.690580606309485,0.838412090218694,-0.311681917716369,-0.998648459070524,-1.16515822952455,-1.2521722634369,0.876211605210832,-1.07982240542496,-0.536613715432748,-0.906385088671088,-1.12470468887897,-1.16412981696909,-1.10955165708532,-1.23870122884933,-1.01874542963823,-0.627779079058485,-0.408281607785684,-0.952405314214523,-0.455139799629402,-0.411268806944971,-0.168005024957738,3.09501332398906,-0.346776054992657,-1.39421092612743,-0.825519329088329,-0.730536565735943,-0.578396544860263,-0.682444411680658,-1.25577535736606,-0.577590620922027,-0.50575444957087,-0.125432201760741,0.229992819180612
"GBM-438",1.18740772876275,-1.31100276311148,0.990343132505706,-0.476206551983274,-1.34876383899432,-1.21940739737774,-1.21119781885912,-1.04313311890384,-1.34848640820263,-1.45741913494883,-0.863899823050798,-0.785575983419032,0.948134015628092,-1.3813346982035,-1.3681026213413,-1.46411407850502,-0.931152232094352,-1.19897115762538,-1.16071057558167,-1.223966439867,-1.39889937815148,-1.44326704694997,-1.20842368374355,-1.31314314321458,-0.803761707310563,-1.14387647657418,-1.31823271011278,-1.33742140455548,-0.00633919456236653,-0.859432351219096,-1.22762443213436,-0.89129822548134,-0.684083278712366,-1.14923057125976,-0.729359173378057,-1.27249099205801,-1.111674541767,-0.273899586702358,-0.666719853818014,-1.56977386244997,-1.0558006091699,-0.942776981929282,-1.23100064256194,-0.886018915146858,-1.41470668553211,-0.815717899416448,-0.766808975072964,-0.412352393418855,-0.194672065317852
"VU439-1-GBM-vIII",-0.163742593041277,-1.47507003469917,-1.39058755420941,0.342431158333987,-1.50918742453022,-1.37837141005333,-0.159066426908714,0.508077026468194,-1.50488385443782,-1.63380247716649,-1.1031646646984,-0.950594860995999,-0.745780180474865,-1.57552325397863,-1.53287327587103,-1.6131290895653,-1.09538099257655,-1.36951843892284,-1.3304569622592,-1.38018935256828,0.583595969136332,-1.60141829613412,0.00534883538926789,-0.93124892179868,1.14264241302702,-1.41802054843859,-1.52253069220352,-1.50118044336355,-0.2356830925083,-1.55553395783565,-1.39080862454551,-1.05028646695984,-0.915191415439422,-1.29187692736,0.0491538988642444,-1.47849667887492,-1.36328539483441,-0.59642648109403,-0.946002710063094,-1.76864390486683,-1.21347127293474,-1.09261399657891,-1.3720686296193,-1.01344950744486,-1.59377057496431,-0.450865539383982,-0.990615819766508,-1.30471822108099,-1.4494315760632
"GBM-440",6.28059251328052,-0.496011995698901,-1.3834029659412,-0.0184909864963917,-1.50411652680808,-1.37229963006226,0.957761834090357,0.228223241993379,-0.721889760771997,-1.6281885271053,-0.0553873033406897,1.15199755907978,2.98610892439561,-1.5704026707858,-1.00176564015915,-1.19726473634392,-0.53593708819004,-1.36188702182599,-0.818467422406083,-1.3750032659017,-1.56879804371219,-1.11356722934011,0.702773878405812,0.267216757357415,1.67327366913014,4.19786251171915,-1.5180496021302,-1.03534297711229,-1.49395731279873,-1.10546438228025,-1.38627806573732,-1.04226397411642,-0.252602573579716,0.0299484756028801,0.566117572835248,-1.47348692426362,-1.35168463581261,-0.572769144985727,2.57731900827856,-1.75745176235182,-0.671587099894911,-0.0242706797296357,-1.36959592324542,-1.00922670764507,-1.58460529012151,-0.0889553537562862,0.342833680030706,-0.363636996998807,-0.911644413859342
"VU443-1-GBM-WT",0.760754199571454,-1.33010025045241,-1.19885898928549,-0.496425110840211,-1.37548849403773,-1.24799307248868,0.749586505774686,-0.348151916864538,-0.793712153020388,-1.47975365061391,-0.892608800104115,0.678412313121787,0.889103065729074,-1.40513009958488,-1.39339061958676,-1.48191394568321,1.03382445568995,0.446218573630786,-1.18466334871335,-1.25068419840499,-1.42661593919703,-1.46592668674313,-0.0739381504476777,0.429389032922863,-0.835439585461559,-1.17203773354273,-1.34118087840091,-1.35796997674413,-1.36779002368789,-1.44631648616339,-1.25239288928377,-0.922545802347481,-0.716787292933266,-1.17256971922,-0.761875561943032,-1.29678776864486,-1.13829732020684,1.12766938732467,-0.704658153870787,-1.59059176665941,-1.08310690587684,-0.967944028836992,0.0925836642123361,0.0785800326196019,-1.43355244668731,-0.843954559028039,-0.797764302086633,-1.14463329500038,-1.28435891101549
"VU445-1-GBM-WT",-0.539304014526559,-1.26356441456925,-1.09919402146178,-0.391666925290961,-0.591389601758852,-1.14840029602357,-1.1356961594361,-0.211464738921282,-1.29276679367365,-1.40193997584652,-0.79258643844511,-0.709671599731538,-0.392912940486623,-1.32222668444859,0.280549669551507,-1.41989903135614,-0.860292108748536,-1.12160503480309,-1.10121164883342,-1.15759926186262,-1.33005116478193,-1.38698027627907,-0.394004860783477,-1.24441876142196,-0.725073542842748,-1.07392363410791,-1.26122923179002,-1.2863785468157,-1.27241425661818,-1.36963746792836,-1.16609933817144,-0.813678933685868,-0.602846182038617,-1.09125589554189,-0.648588140700171,-1.21213755730489,-1.04554329527132,2.02825668709335,-0.572480739065687,-1.51806198129116,-0.987971496498877,-0.880261787041436,-1.18526691726886,-0.826056255882219,-1.36789362733949,-0.745577756034752,-0.689915634818437,-1.04720388730588,-1.20055208510801
"VU454-1-GBM-WT",0.843614413758175,-1.49432587647189,-1.44167912819722,-0.250091102729798,-0.362799820971476,0.356673345981821,-1.48010128947598,1.05289860590626,-1.52905636502746,-1.65913983724375,-1.16265369898621,-1.00626691440578,0.387960788427286,-1.60644977444166,-1.5646363569108,-1.62808912871016,-0.718850332060626,-0.941184718467052,-0.7175139885846,-0.736802626496463,-0.172508842579656,-1.62553813400787,-1.47444857906211,0.601969400291768,-0.602452328456459,1.97485121906606,-1.14737999377434,-1.52254606103024,-1.11214630703954,-0.843213989850444,-0.771956241680715,-1.10728126806285,-0.13749059102813,-1.31821335683242,0.238097154785797,-1.51329746168969,-1.41367816790756,1.67949231202627,-1.06536947400782,-1.79613888358636,-1.25328574068671,-1.12602263101198,-0.875088336189678,-1.04211026844004,-1.61347734021984,-0.606806929585107,-0.565161867514117,-1.34982036615249,-1.48161765668354
