"","x"
"1",0.818681221570935
"2",0.882272736885674
"3",0.900626866947121
"4",0.898877559344155
"5",0.878877559344155
"6",0.855530825562639
"7",0.863903856040933
"8",0.874955663714943
"9",0.842044022510618
"10",0.821606313642369
